"","miR200c","miR200a","SNAI2","TWIST2","miR101","SNAI1","miR141","GRHL2","miR34a","FOXC2","TCF3","TWIST1","miR205","NP63","CLDN7","ZEB1","OVOL2","GSC","TGFbeta","KLF8","ZEB2","miR200b","CDH1"
"miR200c",0.125053184453902,0.125749974008008,0.0970707377708912,0.028456646691755,-0.0292862262951003,0.184949253948039,-0.000321998314653242,-0.00879555119453707,-0.013453913828417,-0.042437833118635,-0.0596324684446931,-0.0591104103823714,-0.0457710787275982,-0.0454405295895139,0.000321998314653242,0.000421319582126531,-0.0667090665377188,-0.125387629063844,-0.125319453443446,0.0300534897222103,-0.259010438317821,-0.0881603366993515,-0.124257950398257
"miR200b",0.125053184453902,0.125749974008008,0.0970707377708912,0.028456646691755,-0.0292862262951003,0.184949253948039,-0.000321998314653242,-0.00879555119453707,-0.013453913828417,-0.042437833118635,-0.0596324684446931,-0.0591104103823714,-0.0457710787275982,-0.0454405295895139,0.000321998314653242,0.000421319582126531,-0.0667090665377188,-0.125387629063844,-0.125319453443446,0.0300534897222103,-0.259010438317821,-0.0881603366993515,-0.124257950398257
"miR101",0.114887868114166,0.0989396873241312,-0.082307937678915,-0.00214426249658563,-0.171234252933738,0.15002467545072,0.0136400066414199,0.00717962734539056,-0.0758135147261738,-0.0573966000090683,-0.170348876893754,-0.169453009233377,-0.0418768801773489,-0.0414596011515249,-0.0136400066414199,-0.0135164115061245,-0.060042988327991,-0.00952969247122699,-0.00939134973338228,0.0725979980489779,-0.216230117820557,-0.128027226846858,-0.0519200471578004
"miR141",0.085058317530968,0.0677957082838492,-0.0569499784236262,-0.000806464857347922,0.0492592944645805,-0.16498050090252,0.0150003901137729,0.0201203660062253,0.019674152485244,0.040576242035799,0.049145945988315,0.0486475506143706,0.034609947796617,0.0342225299896151,-0.0150003901137729,-0.0150528406707532,0.0555492521248011,0.0845901587336557,0.0846094751594352,-0.0497996208217002,-0.14534901721227,-0.0774179517868483,-0.0198383951489033
"TWIST2",0.0661546059458882,0.0677165339981811,0.0779573130159972,0.0680037664384864,0.105376480407246,-0.161236460570937,-0.00132267598221688,0.000562112965343749,0.0874719579415719,0.106225812043687,0.0307001220282348,0.0302726680863971,0.0252361111162282,0.0250187309748455,0.00132267598221688,0.00131352845629979,0.0410483238723151,-0.0250887860413787,-0.0250863300647596,-0.105887460393863,-0.134256782484494,-0.0184036369906167,0.0838128375668692
"TCF3",0.0760778205055293,0.0485848091980199,0.0672407025239947,0.0734986595234002,0.0343108894729463,0.0112635168915416,0.0269819137737463,0.024210358384602,0.0138772094247031,0.029510841391108,-0.0815607451644532,-0.0837872698498355,-0.0273913043478261,-0.028605177180196,-0.0269819137737463,-0.0275561009514517,-0.0301351693596793,-0.00994026185068233,-0.0106109161918098,-0.037872206713298,-0.127627314259134,-0.0334735953938688,-0.143830074376452
"KLF8",0.0760778205055293,0.0485848091980199,0.0672407025239947,0.0734986595234002,0.0343108894729463,0.0112635168915416,0.0269819137737463,0.024210358384602,0.0138772094247031,0.029510841391108,-0.0815607451644532,-0.0837872698498355,-0.0273913043478261,-0.028605177180196,-0.0269819137737463,-0.0275561009514517,-0.0301351693596793,-0.00994026185068233,-0.0106109161918098,-0.037872206713298,-0.127627314259134,-0.0334735953938688,-0.143830074376452
"CLDN7",0.0760778205055293,0.0485848091980199,0.0672407025239947,0.0734986595234002,0.0343108894729463,0.0112635168915416,0.0269819137737463,0.024210358384602,0.0138772094247031,0.029510841391108,-0.0815607451644532,-0.0837872698498355,-0.0273913043478261,-0.028605177180196,-0.0269819137737463,-0.0275561009514517,-0.0301351693596793,-0.00994026185068233,-0.0106109161918098,-0.037872206713298,-0.127627314259134,-0.0334735953938688,-0.143830074376452
"SNAI2",0.0764698718750475,0.0486496556183925,-0.0334856213108616,0.0747103492596822,0.0353534972044227,0.0112536946884307,0.0272641114117363,0.0244125610062228,0.0140851416222604,0.0297390460486461,-0.082538929876396,-0.0832054151865157,-0.0278090806213876,-0.0282187276738279,-0.0272641114117363,-0.0274288216092,-0.0303510980378625,-0.0103879074146753,-0.0105538020608026,-0.0364169358641986,-0.127374082047433,-0.0332815460158207,-0.0444866603620207
"SNAI1",0.009106790415522,0.10726622247534,-0.0590930910550317,0.0460828432080671,-0.13508861478048,-0.000446993668518185,-0.0984273889572313,-0.0926490339948966,-0.164986831892642,-0.0182873078937764,-0.148798622518377,-0.148981026883819,0.0961485937595935,0.0959611397042149,0.0984273889572313,0.098373727426372,0.0983597974491589,-0.0381376443926781,-0.0381721867070131,0.134867424847274,-0.121962579322068,-0.0261181249730485,-0.124119112087764
"GRHL2",0.106161234683568,-0.0769583808140779,-0.0345397340517487,-0.0601641043838952,-0.0235624172872147,-0.016737148110196,0.0885902637583606,-0.0382558655133906,0.0939854035677088,-0.0329804294186886,0.0115201937588674,0.0115115227374211,-0.181040936615572,-0.18103225862123,-0.0885902637583606,-0.0886686536860191,-0.0899671170281862,0.128889769800624,0.128761718890687,0.0233361749349985,-0.053265675446467,-0.115837744610703,0.0151138282526305
"OVOL2",-0.0172998517683536,0.00892373584719646,-0.0461668416387032,-0.0456337103830867,-0.0703768379547866,0.100492847550333,-0.0203683728715704,0.0225655961995858,-0.0830089713493976,-0.00686474283095212,-0.00358429203345393,-0.00508418412754788,0.0118404692143649,0.0110658281745956,0.0203683728715704,0.0200274803009632,-0.0439614219275851,-0.0305334414835896,-0.0309426676740658,0.0679235297723403,0.0130584870393025,0.0384058246013387,-0.0701121568557134
"miR34a",0.0668826623979488,-0.0802605692991958,-0.132237088221801,-0.202820647719347,-0.151503361134578,0.175110180480213,0.0557386864972145,0.0511384737668238,-0.0607126839403236,-0.135802436238789,-0.0248857274657435,-0.024533794986391,-0.0634702393360669,-0.0632337074610314,-0.0557386864972145,-0.055704656946238,-0.0714867600468422,0.056217925601284,0.0562197357853797,0.151922076561744,0.0162519358757896,-0.0908784223892745,-0.0437888763377491
"NP63",0.0647059212144771,-0.0651506100461674,0.0237569965373548,-0.0116145697902744,0.0165497677144091,0.00251282930202638,0.0970887556878305,0.11270815782299,0.097370650377333,0.0179910533945757,-0.0711614477706419,-0.0709348125187626,-0.12333215892517,-0.22293985453996,-0.0970887556878305,-0.0969947742330518,-0.12924581117745,0.0362263851588441,0.0362298084681572,-0.0162674057428098,0.0178504496336026,0.0382840150843304,-0.077247531704587
"FOXC2",-0.023299457324461,-0.005311874144487,0.00212985424252047,0.0744037332080964,0.0142842602986233,-0.0677104043280476,-0.0136567988784493,0.00141111381486871,-0.012619348348926,0.0973685743671422,0.000173981807347567,-0.00118924487133653,0.0540229699406655,0.0532910642751735,0.0136567988784493,0.0133936600014869,0.0758261660769955,-0.0226820323554188,-0.0230131186441044,-0.0163365342318345,0.0435324639774241,0.0306857595011259,0.0234461002282325
