"","miR200c","miR200a","CDH1","TWIST2","KLF8","CLDN7","ZEB1","GSC","NP63","miR205","TCF3","TWIST1","FOXC2","SNAI1","OVOL2","SNAI2","ZEB2","miR34a","TGFbeta","miR141","GRHL2","miR101","miR200b"
"OVOL2",-0.00891002534939156,-0.00891002534939156,0.0175185538046518,0.104396251230141,0.0991999214457531,0.00636897897671994,0.0063606910345888,0.00853412997774764,0.0550776077903676,0.0550873313180635,-0.0258493630384467,-0.0257378602688618,0.0620431573328018,0.0437128748680149,-0.0558449302659354,-0.0988432845968963,0.0147079357980932,-0.0557042033508419,-0.00829782596540196,-0.00636897897671994,-0.0161378820031553,-0.0988785896185485,-0.0769143182245571
"miR34a",-0.0837545147457602,-0.0837545147457602,-0.075164156041169,-0.0348928389805156,-0.0524932779480295,0.0599320924441363,0.0598844986665468,0.0334922905489859,0.0180653220213583,0.017963140251343,-0.00607896573354192,-0.00631752399135805,0.0760532432377083,0.0718202652967103,-0.0482731621533506,0.00657043836724344,0.0187011228463345,-0.0663327899756335,-0.033619606830385,-0.0599320924441363,-0.0620768128719274,0.0528447684212931,-0.0400711356264146
"TGFbeta",-0.0189884281144149,-0.0189884281144149,-0.0711278062572034,0.069120775810199,0.00583362172741774,0.0147662916849781,0.0147506811858024,-0.00701411015869586,0.00226488633918759,0.00235482910288342,0.0323784478042475,0.0327528266756654,0.0454481223580959,0.0109479474764244,-0.0084374509700228,-0.0183465468170011,0.0248160426924813,-0.0613444748267581,-0.0929541786993989,-0.0147662916849781,-0.0156378558837313,-0.0059921969052089,-0.0703724395509961
"SNAI2",-0.0156761125358105,-0.0156761125358105,-0.00236738541060437,-0.0366201098567136,-0.0297666389907629,-0.00980231651142272,-0.00994268867762747,-0.0113610476450208,-0.00614177590088057,-0.00581622857443799,0.0755813705393288,0.0758330027482516,-0.00541157731083318,0.0204923060721148,0.0118864399816403,-0.0644308285517652,0.0420895783133054,-0.00279277515247559,0.0113976737357242,0.00980231651142272,0.00946634656762835,0.0293857989227805,0.0299597722351455
"CLDN7",-0.0154416219534887,-0.0154416219534887,-0.102701917740742,-0.0360093608539926,-0.0288458186396856,-0.0100427934956356,-0.0101488535475685,-0.0119999876892016,-0.00617575605260953,-0.00681159420289855,0.076171078824613,0.0752998300346808,-0.004624805504029,0.0203541367817737,0.0125331621063006,0.0360795771483504,0.0421398587546401,-0.00295302523082754,0.010749307971964,0.0100427934956356,0.00979160137118554,0.029426954088948,0.0298262248223372
"FOXC2",-0.0157363358375186,-0.0157363358375186,-0.107627984613331,0.0141735419002813,-0.0302363176089229,0.00129414979736497,0.00141360379482285,-0.0111526240022998,0.0362194994228154,0.0358399927814492,0.00473115351054452,0.00446639461013893,-0.107308592192023,-0.0950619540379456,-0.0230413210882973,0.0704281566649074,0.0447275419760546,0.01564561023078,0.0114989076944004,-0.00129414979736497,-0.00791673588254141,0.0311760160153724,0.0241505652639808
"ZEB1",-0.0157427640981302,-0.0157427640981302,-0.107693584778691,0.0143047441903576,-0.0311760160153724,0.00141360379482285,-0.0986797392212199,-0.0114989076944004,0.0359723445774309,0.0362194994228154,0.00446639461013893,0.0050246643944629,-0.10794977808188,-0.0947597878843319,-0.0230180852121044,0.0702545399373131,0.0447843330530406,0.0157831996639116,0.0115810055577978,-0.00141360379482285,-0.0080651783695763,0.0307674778618767,0.0239937678301923
"ZEB2",-0.151118975422983,-0.151118975422983,-0.147221801185179,-0.100883256437417,-0.0911207513161344,-0.0857552619313572,-0.085707881248437,-0.0833371965779779,-0.0278521802162147,-0.0278521802162147,0.0164181178804313,0.0166925264406794,0.0469178965470328,0.0481808302820204,0.0504026565250945,0.0579161243047379,0.0724272116347347,0.0736046780405891,0.0837122219799448,0.0857552619313572,0.0899554947134497,0.0913723248939481,0.22369789231615
"NP63",0.00978765931410946,0.00978765931410946,-0.045801157508048,0.0351982937735946,0.0495759627333703,-0.0500865716934621,-0.0503495161969041,-0.0207060700286705,0.202284194363399,0.302837719728834,-0.0810895234176103,-0.0803153732998048,0.0416547562245131,0.01230084264502,0.107211222923155,-0.074741228578957,0.0841174115992746,0.0604110626225838,0.0208104809627205,0.0500865716934621,-0.124412678811107,-0.0502530831895357,-0.0483817106281017
"TWIST1",-0.0444663564214713,-0.0444663564214713,-0.0949607548812585,-0.102938697634946,-0.0918702372960188,-0.00351254905759393,-0.00335052370364936,-0.0328883355676473,0.0114573159828462,0.011084152340769,0.109835379573142,0.00980351865015546,-0.0357316755471967,-0.0129841089259255,-0.0193020920464077,0.127947688250881,0.115875109253883,0.00577303039185787,0.0331612659500318,0.00351254905759393,0.00247935770812164,0.0925623649661876,0.0879696315486075
"miR205",-0.0715912408159791,-0.0715912408159791,-0.00404822873643163,-0.050846023765495,0.00691686926784867,-0.0254170393383556,-0.0255108269931673,-0.0171414065104612,-0.0449447211757661,-0.0448357131488114,0.00224772688229112,0.00203356766314858,0.118362325771107,0.109254932278939,0.0274666946677447,-0.035475876792638,0.168255425400116,0.00621064904093737,0.0167890814826878,0.0254170393383556,0.0277287024207832,-0.00735869916959471,0.0958953600091073
"miR101",-0.0764308303768452,-0.0764308303768452,-0.0483073353364347,-0.022135876427535,-0.0254306943349135,-0.0250133926096655,-0.0251663209904044,-0.0242562556888917,-0.0262089885567865,-0.0259439245215146,-0.011105051095584,-0.0113047390150105,-0.0346031467495218,0.0428640190227414,0.0300127674890685,-0.0839331778344826,0.178679123855654,0.00884623100338137,0.0239846008582148,0.0250133926096655,0.0250601604432268,-0.0751514892522944,0.0888646001531679
"miR200a",-0.0991876750012785,-0.0991876750012785,-0.13560996945067,0.033692944181557,-0.0193548139450752,-0.0170080045781444,-0.0169372521246859,-0.127530566098904,0.0363037215016782,0.0359269665700983,0.0252341371691865,0.0247032055987234,0.0451110438753719,0.0161736665024538,-0.00854766904236057,-0.0285015081843416,0.219146148134565,-0.0676904887647402,0.127623739446781,0.0170080045781444,0.0107386118858629,0.020199524150039,0.0605549996696454
