"","TWIST2","ZEB2","SNAI2","miR141","GRHL2","miR200b","miR34a","TWIST1","FOXC2","miR200a","TGFbeta","NP63","miR205","GSC","SNAI1","miR200c","TCF3","OVOL2","CDH1","CLDN7","ZEB1","miR101","KLF8"
"TGFbeta",-0.0969402595244176,-0.0906490280924324,-0.0397234071563714,-0.0870715080071739,-0.0864707982294299,0.0810648984083288,-0.103774544920214,0.0139053729785967,0.0791737221398882,-0.0885331026256589,0.112476396739076,0,0,-0.212392557692669,-0.0293695460681383,0.0885331026256589,-0.0140142831957364,0.0890840322251647,0.0754038173095542,0.0870715080071739,0.0870243334217527,0.03290977254721,0.0331320547833278
"ZEB2",-0.0964801507168699,-0.073537327856808,-0.0650191535253012,-0.0476413698484567,-0.0460929384580652,-0.0399993099990548,-0.0386284988720792,-0.0231722026537109,-0.0203070189828811,-0.00674285431681374,-0.00083907292675323,0,0,0.000797813974484295,0.00633393871049595,0.00674285431681374,0.0225892874280951,0.0430778168931963,0.0468337997486473,0.0476413698484567,0.0477962776770712,0.0756617071639891,0.0761181193071375
"miR200b",0.0542378953396592,-0.0322148777430674,-0.0580710679293766,0.264263097325768,0.256970511053754,0.168906531321807,0.168295610972045,0.0765049715726335,0.0455578356502777,0.122366195312484,0.0859031018091929,0,0,-0.0860860397239279,0.0109645415504951,-0.122366195312484,-0.076426588917384,-0.174778878913074,-0.0631404167551097,-0.264263097325768,-0.264407950140578,0.0343042636074865,0.0342736451139164
"TCF3",-0.0188900601505477,-0.0312129286377359,-0.0251861021764158,0.0529114291078994,0.0521605573330324,0.0378099918029608,0.0248354785676308,-0.0708432807180899,-0.0132295296095131,0.0120278545458965,0.000848833376626977,0,0,-0.0010663428926683,-0.0120651916066066,-0.0120278545458965,0.0722953620346436,-0.045366153353193,0.180163372925557,-0.0529114291078994,-0.0529589732691107,0.0200615674554902,0.0187949901942773
"CDH1",-0.0183145407794079,-0.0310771044521244,-0.0251703889532147,0.0529589732691107,0.052202761014492,0.0377670968364633,0.024872564660346,-0.0712629354325653,-0.0129009556206249,0.0119705333561633,0.000789500766196713,0,0,-0.000848833376626977,-0.0117160726186409,-0.0119705333561633,0.0708432807180899,-0.0453964429685149,0.0803784592917347,-0.0529589732691107,-0.0531418678159654,0.0197930546283413,0.0200615674554902
"GRHL2",0.0499767263943709,-0.0282526903957215,0.0049336987721227,0.149857802055863,0.193866472698877,0.126322380862933,0.145795725786963,0.0497493992061724,0.0350520111934034,0.124692443579681,0.11283378485995,-0.306281053357567,0.306185595419806,-0.112837665190554,0.0190556500928847,-0.124692443579681,-0.0495817594582101,0.128505790792516,-0.110166137089202,-0.149857802055863,-0.149975932838212,-0.0103501159435474,-0.0104636772798738
"OVOL2",0.0383730574290415,-0.025815845036308,0.0847546543860207,-0.27198988559933,-0.0785003071418988,-0.138250942440389,-0.258039392281897,0.00992036802186143,0.133454328686758,-0.253878553112997,0.254025181532569,-0.300276143134155,0.300216721576014,-0.253920463719517,-0.121224369368131,0.253878553112997,-0.0101056064939138,0.330624219844282,-0.13103834948462,0.27198988559933,0.272171812722504,-0.0631251820411452,-0.0631942738674725
"miR101",-0.0298948067013471,-0.0189932931500923,-0.0740761684754405,-0.144531615079901,-0.139717917835698,-0.0377822623513358,-0.0687160230799064,-0.00607368707522855,-0.0166284189115731,-0.0840670156548804,0.0254365879230543,0,0,-0.025439941686396,-0.00150100597529628,0.0840670156548804,0.00580416294354364,0.131251916650621,-0.019387482458348,0.144531615079901,0.14468849850497,-0.01682293652886,0.0831318711378865
"TWIST2",-0.113910394574886,-0.0169313963716435,-0.103283796937348,-0.161515604374358,-0.159011959560478,-0.0114390084698721,-0.0447511067382345,0.158651349961938,0.036005515452462,-0.0901050109343718,0.0319008825453527,0,0,-0.031884236481601,0.0857586582620879,0.0901050109343718,-0.158960541646534,0.139141835889279,-0.0639324045312864,0.161515604374358,0.161606756779673,0.00692268836826488,0.00710170516629744
"miR205",0.177654535209091,-0.0120450389565708,0.0318936038010619,0.297287640891201,0.283392005970277,0.148995086794047,0.295983904922167,0.131642408335846,-0.105826397307807,0.151001396701664,-0.0298111143584546,0,0,0.0296095590497734,0.134016576290476,-0.151001396701664,-0.131498262707577,-0.195223302202395,-0.0807996188666595,-0.297287640891201,-0.297541675002578,-0.0586183319095702,-0.0583792681383705
