"","SNAI2","ZEB2","miR101","miR34a","NP63","CLDN7","ZEB1","CDH1","miR200b","miR200c","TCF3","TGFbeta","GSC","TWIST1","miR200a","FOXC2","OVOL2","miR205","miR141","GRHL2","SNAI1","KLF8","TWIST2"
"TCF3",0.052577095260024,-0.00633985231188231,-0.0195405929096305,0.0565025875223893,-0.00647252240931557,0.00132608999891095,0.00108105470651436,0.00669916927965215,0.0187863788109914,-0.00185634519621888,-0.000170098345069376,0.00616757702811844,-0.00613132544211155,-0.0010399694187254,0.00185634519621888,-0.0737204159150571,0.00998568989403236,0.00699275362318841,-0.00132608999891095,0.000812177649499564,-0.131566746016553,0.0195554938185859,-0.0292135204363519
"KLF8",0.052577095260024,-0.00633985231188231,-0.0195405929096305,0.0565025875223893,-0.00647252240931557,0.00132608999891095,0.00108105470651436,0.00669916927965215,0.0187863788109914,-0.00185634519621888,-0.000170098345069376,0.00616757702811844,-0.00613132544211155,-0.0010399694187254,0.00185634519621888,-0.0737204159150571,0.00998568989403236,0.00699275362318841,-0.00132608999891095,0.000812177649499564,-0.131566746016553,0.0195554938185859,-0.0292135204363519
"SNAI2",-0.0474502956177508,-0.0062472464538749,-0.0198074914324646,0.0564597329532441,-0.006605822084366,0.00106501132521132,0.00110734578803497,-0.0932518605718804,0.0186299333806728,-0.00202259698528069,0.00123651656347971,0.00627667963247438,-0.00622281773438109,-0.00128638961389683,0.00202259698528069,-0.0743187966266257,0.0103253271944785,0.00636980027269513,-0.00106501132521132,0.00097410535818931,-0.131526281568255,0.0198026355481734,-0.0290929300958093
"CDH1",0.0525802379046642,-0.00623297426418798,-0.0198026355481734,0.0564655014296741,-0.00636980027269513,0.00108105470651436,0.00106501132521132,-0.0932430321814191,0.0186044449875708,-0.00205803086379844,0.0010399694187254,0.00622281773438109,-0.00616757702811844,-0.00123651656347971,0.00205803086379844,-0.074264056514854,0.0102769361952043,0.00647252240931557,-0.00108105470651436,0.000971253064231895,-0.13158728242761,0.0195405929096305,-0.0290801683869414
"miR141",-0.0863735879485648,0.00166808328696129,0.0068581070311217,0.0692623616364094,0.124998630560196,0.1614990945488,0.161493961090031,0.0237371585088233,0.0530887982333834,0.0790643902364802,0.0483738584372376,-0.129122772941974,0.129143225628093,-0.0482067407005738,-0.0790643902364802,-0.0176375331998338,-0.102976491772434,-0.125002184852003,-0.1614990945488,-0.18134584617451,0.0913603663291525,-0.00691394075469074,0.0798034224149801
"CLDN7",-0.052577095260024,0.00633985231188231,0.0195405929096305,-0.0565025875223893,0.00647252240931557,-0.00132608999891095,-0.00108105470651436,-0.00669916927965215,-0.0187863788109914,0.00185634519621888,0.000170098345069376,-0.00616757702811844,0.00613132544211155,0.0010399694187254,-0.00185634519621888,0.0737204159150571,-0.00998568989403236,-0.00699275362318841,0.00132608999891095,-0.000812177649499564,0.131566746016553,-0.0195554938185859,0.0292135204363519
"miR200c",-0.168003766187464,0.0100108931125893,-0.0237354397182746,-0.237924936784597,-0.179122098965129,-0.228840205931442,-0.228828823044608,-0.107999848774738,-0.122132420437194,-0.111878781610867,-0.0354671051037917,-0.093313209541028,0.0932620778257294,0.0354153429729666,0.111878781610867,0.0457769352053784,0.149017384854403,0.179019024502716,0.228840205931442,0.246799121938613,0.164179255835184,0.023746246245417,0.0147008188680245
"TGFbeta",0.134970560703523,0.0104047131229819,4.1999825840585e-06,0.185288137714435,0.126735325647644,0.128294906123146,0.128271747690303,0.0158616865700497,0.158065104197386,0.0706258927058489,0.00928918892060436,0.087949100434531,-0.187943453244877,-0.00930507166060391,-0.0706258927058489,-0.0378494498656036,-0.119329549691707,-0.126661736113711,-0.128294906123146,-0.136845490477176,-0.15259957456657,-3.81309158232162e-05,-0.0654500424801513
"FOXC2",-0.0835292284539485,0.013538655278183,-0.0365624564760932,-0.205697056817965,-0.151556120204792,-0.190613415110421,-0.19059768629225,-0.132095673590428,-0.207452969630339,-0.189751969150817,-0.102928204134058,0.0275331939166527,-0.0276015822320205,0.10271977691459,0.189751969150817,0.124491283777734,0.120409773935076,0.15146124354445,0.190613415110421,0.221327728236761,0.106039511354182,0.0366257876983858,-0.0634581887937779
"miR200b",0.0519304847040711,0.0201125860380767,-0.0236897559560191,-0.0890696261099854,-0.13987801477159,-0.179352402274911,-0.179355750182804,-0.0990334405188228,-0.0255211871637293,-0.0793872678446544,-0.0498980104690541,0.120187100707589,-0.120229142340168,0.0497959651254275,0.0793872678446544,0.0234386417682855,0.115993427374449,0.13981048322725,0.179352402274911,0.198645800139305,-0.0732549271541621,0.0237383853281599,-0.0597315804230449
"miR200a",0.0519304847040711,0.0201125860380767,-0.0236897559560191,-0.0890696261099854,-0.13987801477159,-0.179352402274911,-0.179355750182804,-0.0990334405188228,-0.0255211871637293,-0.0793872678446544,-0.0498980104690541,0.120187100707589,-0.120229142340168,0.0497959651254275,0.0793872678446544,0.0234386417682855,0.115993427374449,0.13981048322725,0.179352402274911,0.198645800139305,-0.0732549271541621,0.0237383853281599,-0.0597315804230449
"SNAI1",-0.152286029860982,0.0539479286827182,0.0783030191001084,-0.289472016046336,-0.213974644785029,-0.229115092234981,-0.229091234086728,-0.191163714336505,-0.113668792017286,-0.0952322906740336,-0.225581694701368,0.0029453127590208,-0.00290374488922776,0.225577096271987,0.0952322906740336,0.246089510294162,0.191274058221602,0.213926862378756,0.229115092234981,0.24507591538275,0.129964678446096,-0.0783582385897805,-0.0206915079079201
"NP63",-0.0902883672499853,0.0737127702900978,-0.022048786883683,-0.180893632409248,-0.128953126371753,-0.159102252410408,-0.159078841867521,0.0230929238560216,-0.159239626906371,-0.0788861715004976,-0.0220767570737727,0.0239777483697653,-0.0239486502406039,0.0220071957588395,0.0788861715004976,0.0938965141400005,0.248088138001435,0.0288563937836192,0.159102252410408,0.0163025681297526,0.147351604559346,0.0220762006673334,0.0153794961926347
