"","miR200c","miR200a","miR200b","SNAI2","TWIST2","KLF8","GRHL2","CLDN7","GSC","TWIST1","OVOL2","NP63","miR205","TCF3","ZEB2","TGFbeta","ZEB1","miR141","FOXC2","miR34a","SNAI1","miR101","CDH1"
"SNAI1",0.173907324083286,0.173907324083286,0.0382909576805875,0.246818185902171,0.207958382564898,0.327593470324884,0.124099461966407,0.124677602935042,0.00827886782810719,-0.331114796556077,0.0891511221621179,0.016029372487376,-0.0159374832445433,0.33070247072159,-0.24681219839263,-0.00821192989693812,-0.124759369210121,-0.124677602935042,0.327425326254707,0.114936805843583,0.196131030230518,-0.328097933120363,-0.304575206524597
"TGFbeta",0.131444292930319,0.131444292930319,-0.0877663024625176,0.350849216879408,0.323834377148608,0.335907908621148,0.0331130308385017,0.0349580890407602,-0.197547925183808,-0.34688644311821,0.0155710847115389,0.00476156986099524,-0.00448629049332012,0.346006085529664,-0.242940707218256,0.0977186440710512,-0.0351500467174376,-0.0349580890407602,0.347894805767588,0.16266600972447,0.314994489624375,-0.337053943203001,-0.287324336635982
"miR200a",0.217326899761176,0.217326899761176,0.114508672296743,0.219599506485612,0.0839829268515703,0.187102009014212,0.221382025346371,0.218211861229929,-0.0903483648700635,-0.135536497353763,0.073714909270593,0.0550236782795057,-0.0549739181942027,0.135159373257752,-0.216572363441545,0.0904085866680818,-0.218283952846544,-0.218211861229929,0.158391058068715,-0.10933556666468,0.127074686065342,-0.18752706574848,-0.243565025379102
"ZEB1",-0.15800097457221,-0.15800097457221,-0.15736677096479,-0.0473022678038889,0.0979092959332585,0.0111511508935208,-0.200594309996662,-0.190028102474077,0.00575507966876888,-0.136275640405334,-0.0622862167486796,-0.052634005562452,0.0526656183915128,0.136252203891245,-0.103161442704391,-0.00572100562518612,0.0900200133519464,0.190028102474077,0.166113576368661,0.224069303275868,0.171223375031661,-0.0112701853914818,0.168861686951497
"GRHL2",-0.0650698971828561,-0.0650698971828561,-0.0657480631112891,-0.0319339410593636,0.0118617508596508,0.0020002437883938,0.0423705725718512,-0.0922519110545821,-0.091402012638576,-0.0760443286099519,-0.101218187879691,0.215238178535691,-0.215160076586614,0.0760790126957372,-0.0933747386338442,0.0914402616116742,0.0922425217317706,0.0922519110545821,0.136154894529762,0.118361407029909,0.135397163725123,-0.00213493281519956,0.0954315717125415
"SNAI2",0.0729493705157229,0.0729493705157229,-0.193314514346459,0.230366463165339,0.296014876052931,0.303259823474374,0.0561672194798184,0.0563496376699993,-0.200272054716729,-0.212475963592254,0.031746316387427,0.0103317858620245,-0.0101798637763513,0.211934160908177,-0.0914643223061688,0.200362111810341,-0.0564663573832904,-0.0563496376699993,0.114639690860807,-0.0143880488141163,0.0605964005502686,-0.303950052741483,-0.301877212061139
"KLF8",0.0720727478502408,0.0720727478502408,-0.193067412227294,0.328989974781374,0.294154779587782,0.299007855780447,0.0554562555564464,0.0556355982433806,-0.200028554896928,-0.210749565954658,0.0316095659723709,0.00989737790064505,-0.00949275362318841,0.208523041269275,-0.0909186982412143,0.200155435447952,-0.0561073826123233,-0.0556355982433806,0.113176384487252,-0.0141130556560641,0.0602623014240941,-0.301794325755116,-0.400350801682108
"CLDN7",0.0720727478502408,0.0720727478502408,-0.193067412227294,0.328989974781374,0.294154779587782,0.299007855780447,0.0554562555564464,0.0556355982433806,-0.200028554896928,-0.210749565954658,0.0316095659723709,0.00989737790064505,-0.00949275362318841,0.208523041269275,-0.0909186982412143,0.200155435447952,-0.0561073826123233,-0.0556355982433806,0.113176384487252,-0.0141130556560641,0.0602623014240941,-0.301794325755116,-0.400350801682108
"miR141",0.149244454587628,0.149244454587628,0.173346016952284,-0.131937448205595,-0.160843708110553,-0.183148163139206,0.203324189622278,0.198193243100912,0.126084257011924,0.269790079985663,0.0656972666744371,0.0525681730105391,-0.0528311906042836,-0.269146750645409,-0.0825684573549392,-0.126189929223541,-0.198028302838749,-0.198193243100912,-0.291872450198416,-0.244014435943354,-0.286242792382364,0.184079325561309,-0.0684815647667828
"NP63",0.0232115204489122,0.0232115204489122,0.162345390093281,-0.261786579203804,-0.246094364374166,-0.251112858269849,0.147284220080025,-0.0025957657313703,0.0200628104422082,0.166858787343364,-0.0830728769413422,0.215572013179003,-0.315609631407722,-0.166268638123124,-0.0788983155242336,-0.0200799269887738,0.00271824697748975,0.0025957657313703,-0.0694359086623373,-0.00532531769692741,-0.0284171694254901,0.251828358023125,0.167490450070306
"miR34a",-0.0457816932481777,-0.0457816932481777,0.0345975911107804,-0.0874755541739488,0.0643325661000489,0.0805489477633417,-0.0604307231908912,-0.0579900899828542,0.0160800480240345,-0.207073824141569,-0.0479844401844448,-0.018150496932894,0.0183018773329167,0.206784877340848,-0.0705616365258973,-0.0159949693715355,0.0579210790053494,0.0579900899828542,0.286875620811862,0.140071258383638,0.287220895363038,-0.0809513371302747,-0.0508292982322525
"TWIST2",0.0517734844513274,0.0517734844513274,0.0252678723819678,0.0205570631222619,-0.00797744285388583,0.125169002547333,0.139221184879279,0.137467870779264,0.00198143200249204,-0.286692230351203,0.0811670943931881,0.0263627768242273,-0.0262874640193389,0.286353116890678,0.0287748692874502,-0.0019276734031628,-0.137543956671304,-0.137467870779264,0.246672399847183,0.0268997554123097,0.236787603065759,-0.125590474134934,-0.195897932603036
"OVOL2",-0.117848712484652,-0.117848712484652,-0.0107731501139321,-0.123836134613647,-0.105241105316595,-0.132762378498882,-0.0843625559300741,-0.10802999484475,0.0195396376105155,0.0967383821342951,-0.0777262965032417,-0.0630305294806567,0.0629840726261099,-0.0964973922774502,0.033453967622218,-0.0195720174606037,0.108078499686403,0.10802999484475,-0.127266853099477,0.0698457897671607,-0.109033998840452,0.133004748238855,0.0376144653221113
"ZEB2",-0.211644581085805,-0.211644581085805,-0.193349688314814,-0.117417166015883,-0.0856564339247551,-0.0820337601409129,-0.0691832422233847,-0.068012073899745,-0.0609455974007591,-0.0480273509365638,-0.0314388957548939,-0.0134385553474551,0.0135005324159397,0.0478633552881315,0.0606609163496503,0.0609733086373576,0.0679514364454379,0.068012073899745,0.076294514071287,0.0798918167106284,0.0808164207388677,0.0817523557040698,0.228996956422167
"miR101",0.0612137177898962,0.0612137177898962,0.0102581317036216,0.159898947674285,0.0712929471304069,0.148364780262588,0.201948689720258,0.19784518600963,-0.00896823687287574,-0.242104315367063,0.0915323130868464,0.0381553434705664,-0.038084484768068,0.241767137404753,0.0697595877178658,0.00902608929051989,-0.197923627722164,-0.19784518600963,0.247961999869475,-0.0250878361844814,0.226864763881391,-0.248803411732403,-0.107291834161837
"TCF3",-0.0720727478502408,-0.0720727478502408,0.193067412227294,-0.328989974781374,-0.294154779587782,-0.299007855780447,-0.0554562555564464,-0.0556355982433806,0.200028554896928,0.210749565954658,-0.0316095659723709,-0.00989737790064505,0.00949275362318841,-0.208523041269275,0.0909186982412143,-0.200155435447952,0.0561073826123233,0.0556355982433806,-0.113176384487252,0.0141130556560641,-0.0602623014240941,0.301794325755116,0.400350801682108
"CDH1",-0.0726565747827079,-0.0726565747827079,0.193231596409405,-0.329917054950239,-0.295397059205974,-0.301794325755116,-0.055920496052502,-0.0561073826123233,0.200155435447952,0.211934160908177,-0.0316817950550615,-0.0101798637763513,0.00989737790064505,-0.210749565954658,0.0912816382781763,-0.200272054716729,0.0563496376699993,0.0561073826123233,-0.114197950889068,0.0142772940666602,-0.060488201945719,0.303259823474374,0.301373172559224
"FOXC2",0.158013336611848,0.158013336611848,0.157311541334349,0.0473728407870173,-0.0977884307933094,-0.010930347442825,0.200640013663154,0.190059135007224,-0.00580392846546019,0.136252203891245,0.0622864838277163,0.0526656183915128,-0.0528282640949555,-0.136162073201745,0.103155889799085,0.00575507966876888,-0.190028102474077,-0.190059135007224,-0.166126413599333,-0.224106605299961,-0.171242732550877,0.0111511508935208,-0.168926634378893
"miR205",-0.176640305417765,-0.176640305417765,-0.168661808734862,-0.0651293986174086,0.0814386837639995,-0.00754854044812592,-0.216048842149659,-0.210150117127455,-0.0153165764998876,-0.138753698139508,-0.069516895060619,-0.0551718793471103,0.055320526656594,0.13856836804602,0.129092765955435,0.0153483174933807,0.210085521656591,0.210150117127455,0.168761284621019,0.238354185464765,0.173743027613967,0.0071968288266227,0.185108503670509
"miR200b",-0.217326899761176,-0.217326899761176,-0.114508672296743,-0.219599506485612,-0.0839829268515703,-0.187102009014212,-0.221382025346371,-0.218211861229929,0.0903483648700635,0.135536497353763,-0.073714909270593,-0.0550236782795057,0.0549739181942027,-0.135159373257752,0.216572363441545,-0.0904085866680818,0.218283952846544,0.218211861229929,-0.158391058068715,0.10933556666468,-0.127074686065342,0.18752706574848,0.243565025379102
"TWIST1",-0.11113922055586,-0.11113922055586,0.0193752456421741,-0.274591933948608,-0.253587420029597,-0.273856505199909,0.0381195330169071,0.033633756587345,0.00250214154028134,0.301930633352128,0.0371510150676287,0.0148065202937873,-0.0149872100573194,-0.401478861803115,0.276510691255082,-0.00259959429449672,-0.0335442909501707,-0.033633756587345,-0.400012431350736,-0.0959054571046131,-0.275200623090249,0.274457013092156,0.244812172811722
"GSC",-0.100611466570477,-0.100611466570477,-0.0267098231374179,-0.194351769486601,-0.175426708152481,-0.29659026478277,0.0702231253261229,0.0653506674141569,-0.0111498038433862,0.422756496472877,0.0575873200262809,0.0129367572738491,-0.0131187530975238,-0.422328436161096,0.292229116927067,0.0110452876433752,-0.0652664441864042,-0.0653506674141569,-0.423296143831779,-0.132026872660788,-0.303804928890684,0.29714662147464,0.160212741682859
"miR200c",-0.0584496652297414,-0.0584496652297414,0.00929079039592198,-0.170215851288561,-0.180892200316658,-0.199120330966525,0.179362810720563,0.171577725095911,0.085077040847945,0.251438160360624,0.0546512210702096,0.0480658602384771,-0.0482862263305332,-0.250966385511104,0.299254927421787,-0.085188394361262,-0.17147304717581,-0.171577725095911,-0.262317607843913,-0.2156765771895,-0.257740653681513,0.199777728034354,0.0758287408029124
