"","ZEB2","SNAI2","miR101","miR205","SNAI1","miR200b","GRHL2","GSC","TCF3","ZEB1","miR141","miR34a","CDH1","CLDN7","TWIST1","TGFbeta","miR200c","miR200a","FOXC2","NP63","OVOL2","KLF8","TWIST2"
"TWIST1",-0.0987072518538093,-0.103814733460615,-0.0277049543391426,0.0611493567426484,-0.00785866113638162,-0.00176480260689492,0.0191276570481275,0.00640934112017243,-0.113769273958261,0.0152176493273638,0.0152718223131838,0.0134740159927469,-0.0392154052872803,-0.0152718223131838,0.0139253107862197,-0.00639398682770763,-0.048357575347952,-0.048357575347952,-0.0747674393614789,-0.0610511557842071,-0.08354478749054,0.0278563261461435,0.0748988694909997
"ZEB2",-0.0842805215850212,-0.0827168161077009,-0.0793722070993527,-0.0309112288118466,-0.0252200349053723,-0.0242581997410671,-0.0101830104660479,-0.0101811376143304,-0.00848199717413431,-0.00755240128371111,-0.00746819623582716,-0.0073515107358039,-0.00632911395124991,0.00746819623582716,0.00891228278635767,0.010206385629898,0.0124152688225008,0.0124152688225008,0.0235603013045479,0.0311978727535881,0.040415311253528,0.079572073854849,0.0958512903756482
"NP63",-0.0780856960916156,0.00523804288480971,-0.00016319971069482,-0.290029560468852,0.0122340162457874,-0.0193710139212573,-0.115652930862306,-0.0832983719226905,0.0536613134741755,0.0574866463797165,0.0573444867062427,0.0659705752998467,0.0821560682933298,-0.0573444867062427,-0.0538699974189753,0.0831648628594791,-0.0656761663283417,-0.0656761663283417,0.0270058411307178,0.189664126247012,0.0764129242350211,-0.000193179476760633,-0.0233279569271375
"TGFbeta",-0.0779739482381485,-0.0870643839236087,-0.0301498203954988,0.0192301624727759,-0.0247155089337828,-0.0629056066415632,0.0184946142817737,-0.186644025406759,-0.0322617435217985,0.0163767750010101,0.0163556750955308,0.0714164443728747,0.019920934542872,-0.0163556750955308,0.0323797295903665,0.0865584487635352,-0.0495135465493903,-0.0495135465493903,0.0372166962355331,-0.0193773415406418,-0.0197587372638924,0.0302072952415978,0.0634971123795532
"miR200a",-0.0284608080394401,-0.0844381892572862,-0.020798798002814,0.14034883179056,-0.00661286895094691,0.0302185242967097,0.0426612570822203,-0.072427522277089,-0.041311455724584,0.0280221451501352,0.0281263766825172,0.106218366884711,0.0408164920471256,-0.0281263766825172,0.0413158924786547,0.0724900165957873,-0.0290645802524208,-0.0290645802524208,0.00546738513108704,-0.140331060331524,-0.17026247497935,0.0209608959099499,-0.0119996825508611
"miR141",-0.0284608080394401,-0.0844381892572862,-0.020798798002814,0.14034883179056,-0.00661286895094691,0.0302185242967097,0.0426612570822203,-0.072427522277089,-0.041311455724584,0.0280221451501352,0.0281263766825172,0.106218366884711,0.0408164920471256,-0.0281263766825172,0.0413158924786547,0.0724900165957873,-0.0290645802524208,-0.0290645802524208,0.00546738513108704,-0.140331060331524,-0.17026247497935,0.0209608959099499,-0.0119996825508611
"CDH1",-0.0229563964941316,-0.0133649530644635,-0.00833565059842207,0.034434112423557,0.00236161049070163,0.0112599186571941,0.0248004811049043,0.00610259447867519,-0.0540127275097813,0.0217581437892969,0.0218335476814212,0.0122762049537754,-0.0920595831649428,-0.0218335476814212,0.0539967912548012,-0.00606781329325055,-0.0223488907385491,-0.0223488907385491,-0.0285886916446072,-0.0343313902869366,-0.0399356122869544,0.008539461539511,0.0155143102119882
"SNAI2",-0.0229559207544754,-0.113393224844477,-0.00834189387822506,0.0343313902869366,0.00234691685304673,0.0112376566429657,0.0247220430210754,0.00606781329325055,-0.0539967912548012,0.0217744262749983,0.0217581437892969,0.0122069832366153,-0.0920199580635703,-0.0217581437892969,0.0539786556001041,-0.00608461820545566,-0.0223087945075948,-0.0223087945075948,-0.0286230633426964,-0.0344317673792564,-0.0399255308287723,0.00833565059842207,0.0154565071777042
"KLF8",-0.0229474899901571,-0.0133827613840914,-0.008539461539511,0.0342028985507246,0.00230821582195394,0.0111785661345263,0.024641405690172,0.0060663428926683,-0.0543515464836438,0.0218335476814212,0.0216836007114472,0.0121172645564244,0.00805885646400951,-0.0216836007114472,0.0540127275097813,-0.00610259447867519,-0.0223255376612504,-0.0223255376612504,-0.0287499916027887,-0.034434112423557,-0.03987736302672,0.00792852427233771,0.0155634399144026
"OVOL2",-0.0203952832470082,0.0298767514177549,0.0634833096408718,-0.382951913377083,-0.111323537708009,-0.0401480409521373,-0.16020911971454,-0.255927283628779,-0.0882937743425899,-0.0974365071907436,-0.09741952370277,-0.0607678953159936,-0.152674942679402,0.09741952370277,0.0882775884566824,0.255945195886275,0.0906521222149536,0.0906521222149536,0.0956184489067439,0.382959476120847,0.294526008907806,-0.0634098310319206,-0.0324030808028503
"ZEB1",-0.0147982041106204,-0.00821189373466014,-0.0339949765315198,0.145149863800271,0.105180859021451,0.0247094555353581,0.0497601469640024,0.0455131954160482,0.0153180307765154,-0.0707545318928325,0.029237742541088,0.0125238484106533,0.00351507972248108,-0.029237742541088,-0.0153775234661258,-0.0455390368048056,-0.0242537562643235,-0.0242537562643235,-0.108701544719175,-0.145296432371371,-0.17268464624699,0.0340162851762165,-0.0707544162819543
"FOXC2",-0.0147898747526625,-0.0081791833367076,-0.0340162851762165,0.145163417608891,0.105200688675282,0.0247410886054245,0.0498307799031259,0.0455555310398474,0.0152560659274843,0.029237742541088,0.0293155364255534,0.0125898913385565,0.00348407466920134,-0.0293155364255534,-0.0153180307765154,-0.0455131954160482,-0.0243219947231233,-0.0243219947231233,-0.108654925302526,-0.145149863800271,-0.172679037587219,0.0341309660382058,-0.0706788755694861
"miR200b",-0.00913550588013462,0.10760526097275,0.00870948336893359,0.12983056434692,0.0865513536305927,0.0805699313698661,0.0297020324599593,0.140583636043529,0.0601106076313531,0.0151264591388813,0.0151838199607703,0.0126946656852145,0.0318601093051242,-0.0151838199607703,-0.0597896824202375,-0.140591589865909,-0.0125877437668625,-0.0125877437668625,-0.0626111127625608,-0.129663512631974,-0.160459922502434,-0.00858881048251019,-0.0849773826674441
"miR34a",-0.00623560248701688,0.0594899064841184,-0.0217472064920656,-0.0521014657754443,0.0930939109875814,0.0207424131518841,-0.0130318592130425,0.000965472264179456,-0.019392731373144,-0.00904248221122312,-0.00906532722446608,-0.0439638885656886,-0.0210745801141422,0.00906532722446608,0.0194092651137847,-0.000998055577902462,0.0427504998307484,0.0427504998307484,-0.0991238433193532,0.0520276678304333,0.0730587554428057,0.0217155147280828,-0.148611836485048
"miR205",0.0150374044060099,-0.0164289608572492,0.0122460105999045,-0.142292328159155,-0.110891558467602,-0.0269985766346113,-0.0419618904190499,-0.0364635908177261,-0.0137765993477997,-0.0247565233774952,-0.0248689443412099,-0.0116826706646914,-0.0540022247456912,0.0248689443412099,0.0135500847890913,0.0364255016255344,0.0213316342205378,0.0213316342205378,0.11292093024932,0.142163500490935,0.172528954538284,-0.0124425185165451,0.0951846284133603
"TCF3",0.0229474899901571,0.0133827613840914,0.008539461539511,-0.0342028985507246,-0.00230821582195394,-0.0111785661345263,-0.024641405690172,-0.0060663428926683,0.0543515464836438,-0.0218335476814212,-0.0216836007114472,-0.0121172645564244,-0.00805885646400951,0.0216836007114472,-0.0540127275097813,0.00610259447867519,0.0223255376612504,0.0223255376612504,0.0287499916027887,0.034434112423557,0.03987736302672,-0.00792852427233771,-0.0155634399144026
"CLDN7",0.0229474899901571,0.0133827613840914,0.008539461539511,-0.0342028985507246,-0.00230821582195394,-0.0111785661345263,-0.024641405690172,-0.0060663428926683,0.0543515464836438,-0.0218335476814212,-0.0216836007114472,-0.0121172645564244,-0.00805885646400951,0.0216836007114472,-0.0540127275097813,0.00610259447867519,0.0223255376612504,0.0223255376612504,0.0287499916027887,0.034434112423557,0.03987736302672,-0.00792852427233771,-0.0155634399144026
"miR200c",0.0284608080394401,0.0844381892572862,0.020798798002814,-0.14034883179056,0.00661286895094691,-0.0302185242967097,-0.0426612570822203,0.072427522277089,0.041311455724584,-0.0280221451501352,-0.0281263766825172,-0.106218366884711,-0.0408164920471256,0.0281263766825172,-0.0413158924786547,-0.0724900165957873,0.0290645802524208,0.0290645802524208,-0.00546738513108704,0.140331060331524,0.17026247497935,-0.0209608959099499,0.0119996825508611
"miR101",0.0290673412068067,-0.108115495860737,0.0134641189926153,-0.16174747839258,-0.0565762562989648,-0.0976788005008015,-0.128772768056341,-0.0389342911869299,-0.0262289878180742,-0.112878679633124,-0.112935698188874,-0.0303902737407841,-0.0493519220034048,0.112935698188874,0.0261558780333662,0.0389007535535131,0.0696923433412293,0.0696923433412293,0.066605021128323,0.161715985635914,0.178139776402008,-0.113507982139597,0.0450932613041703
"GRHL2",0.0507698185885201,0.024229265704241,0.0205608515146859,0.251244247806486,0.000546409480217575,-0.0660849811344517,0.0863529268058318,0.112803369262761,0.0248533613836811,-0.0304366437038687,-0.0304914511463264,-0.0266284621604458,0.0640392022870156,0.0304914511463264,-0.0249024971718769,-0.112829422911103,0.0362200912365466,0.0362200912365466,-0.0305564297351564,-0.251301522569143,-0.137050160710251,-0.020684976696252,0.00156768516699789
