"","ZEB2","KLF8","SNAI2","OVOL2","miR205","CLDN7","CDH1","GRHL2","miR200a","TCF3","TWIST1","FOXC2","SNAI1","TGFbeta","GSC","miR200b","miR200c","miR34a","miR141","ZEB1","NP63","TWIST2","miR101"
"ZEB1",-0.165445209510976,-0.0260834510432669,-0.0820411210400594,-0.375226626158507,-0.328261021948732,-0.350261093250068,-0.264064875307644,-0.270667015053219,-0.237865640479087,-0.101645551503341,-0.101816818337068,0.10698756615381,-0.121313026969523,-0.0238963751581249,-0.0236834695569467,0.334535475688164,0.354866775787612,0.299215837258657,0.350261093250068,0.25073816967773,0.329970988611567,-0.0935374336531077,0.026381772069021
"miR101",-0.155806708456714,-0.00489435803832688,0.0775573120945851,-0.267578793271641,-0.241624189103366,-0.241042373750348,-0.00510203638466755,-0.211400346790021,-0.0509833065302435,-0.0289295941200102,-0.0291030934598397,0.0374545676353147,-0.0297028987234025,-0.0238009336174247,-0.0237095435663636,0.160348699811635,0.19705378589584,0.122227385156202,0.241042373750348,0.241342957119386,0.242610962145567,-0.0471689029123758,-0.095007282177533
"miR34a",-0.136228358251173,0.0828557745419976,0.125809016398912,-0.280170619204364,-0.252652886152606,-0.249215821796148,0.0164987641237371,-0.220446128122038,-0.133775197553466,-0.0952013918129814,-0.0957926698711329,0.0168148150999971,-0.0219076065960268,-0.00848931707515169,-0.00841268594843277,0.0822490228245919,0.243698749878797,0.128292942426577,0.249215821796148,0.249617037341228,0.253930158277797,-0.24787542740311,-0.0826492978978673
"miR205",-0.0990499316887415,-0.0031016681514689,-0.0424609369768095,-0.31831394697,-0.282942230085257,-0.296493955305884,-0.132579330641853,-0.243728204682139,-0.115235685472409,-0.0993742278597578,-0.0988964880632091,0.107649765228697,-0.115642220465696,-0.0177688231011645,-0.0174609354642815,0.188443554853816,0.198161846477473,0.260624611384024,0.296493955305884,0.297018793506651,0.284825096005384,-0.108745036979336,0.00326813664136188
"ZEB2",-0.098588812169608,-0.0845768511399312,-0.0725752374689263,-0.0713450373559913,-0.0600132888519826,-0.0518532326734612,-0.0513743134538565,-0.0433958134625848,-0.0278976254472275,-0.012803453547147,-0.0124933231624879,-0.00922414435334597,-0.00101551568446333,0.000469382255638966,0.000587001059868317,0.0154953319357722,0.0214275746686932,0.0515281737537805,0.0518532326734612,0.0520292531379883,0.0605865767354657,0.0698948245417066,0.0844644882375875
"miR200b",-0.0887562095139665,-0.0112615437285029,-0.113453024813595,-0.308461186843157,-0.276048358797459,-0.279656180759814,-0.0968026963090314,-0.238508355070212,-0.107402293623199,0.0142884901511858,0.0152128139159195,0.099988369512452,-0.0872734940215011,-0.126707031705032,-0.126384333768481,0.206627394611215,0.184128740210471,0.159443150896491,0.279656180759814,0.280009050251669,0.277438086894136,-0.0115711760832275,0.0113011676613583
"KLF8",-0.0354428177417669,-0.0238882341782834,-0.080885512304615,-0.0611945200854027,-0.0531884057971014,-0.0482388110312219,-0.211873326220417,-0.0432986873477065,-0.00766561370295997,0.0581385744421666,0.0576545473366487,0.0772745064923453,-0.0611856140142342,-0.0140018785615649,-0.0138931238035443,0.0525787615316463,0.0411517227549914,0.00855331295874836,0.0482388110312219,0.0485057897826391,0.05353522660635,0.0887871804777023,0.0236945223618626
"CDH1",0.0354405911157733,0.0236945223618626,0.0809410323599255,0.0614950862682122,0.05353522660635,0.0485057897826391,0.112012611224065,0.0434967200068631,0.0076507526537699,-0.0576545473366487,-0.0579679603512569,-0.076993725083659,0.061341690738266,0.0140693949803304,0.0140018785615649,-0.0528760680235777,-0.0414765428301459,-0.00882880964749008,-0.0485057897826391,-0.048547502574027,-0.0538947540845216,-0.0889345695849455,-0.0239500948117995
"TCF3",0.0354428177417669,0.0238882341782834,0.080885512304615,0.0611945200854027,0.0531884057971014,0.0482388110312219,0.211873326220417,0.0432986873477065,0.00766561370295997,-0.0581385744421666,-0.0576545473366487,-0.0772745064923453,0.0611856140142342,0.0140018785615649,0.0138931238035443,-0.0525787615316463,-0.0411517227549914,-0.00855331295874836,-0.0482388110312219,-0.0485057897826391,-0.05353522660635,-0.0887871804777023,-0.0236945223618626
"CLDN7",0.0354428177417669,0.0238882341782834,0.080885512304615,0.0611945200854027,0.0531884057971014,0.0482388110312219,0.211873326220417,0.0432986873477065,0.00766561370295997,-0.0581385744421666,-0.0576545473366487,-0.0772745064923453,0.0611856140142342,0.0140018785615649,0.0138931238035443,-0.0525787615316463,-0.0411517227549914,-0.00855331295874836,-0.0482388110312219,-0.0485057897826391,-0.05353522660635,-0.0887871804777023,-0.0236945223618626
"SNAI2",0.0355538171539562,0.0239500948117995,-0.0190062690421286,0.0616170719122157,0.0538947540845216,0.048547502574027,0.112087960510094,0.0434938677129056,0.00767592935692725,-0.0579679603512569,-0.0579430238260483,-0.0771808598843668,0.0613911147921961,0.0141318747821186,0.0140693949803304,-0.0529092997259765,-0.0414998545923286,-0.00881496530405807,-0.048547502574027,-0.0486186313273542,-0.0541524790512886,-0.0888962844583418,-0.0239341397634141
"GSC",0.0412893387197419,0.145163391154972,0.109088711133049,0.0992352367015351,0.0802332788405523,0.0590249956028529,0.0713165855954195,0.0516257942821946,0.0032186389736591,-0.188264001410587,-0.188795882320375,-0.158614852170494,-0.0672930897366975,0.016421405768024,0.0163663972417024,-0.0859136317718026,-0.0504328002522742,-0.0662322535393234,-0.0590249956028529,-0.0589796260704245,-0.0801049238912238,-0.0174063236195522,-0.145094211951605
"miR200c",0.0512411647897946,0.0152250046194784,-0.0268068797624428,0.305910350665563,0.27513711222465,0.283433938968371,0.168399062228383,0.242700054993679,0.127139096054304,0.0969904933635943,0.0976012865073304,0.0523541599447513,0.00142355762616658,-0.100736068541038,-0.100887191166254,-0.0964840235631017,-0.16938793520983,-0.242607605621415,-0.283433938968371,-0.283985004607453,-0.277003115423512,0.0813590931783403,-0.0156410559144605
"OVOL2",0.0572705839170164,0.144289389477147,0.170911004004397,0.345086122279002,0.361144501229616,0.260678630788335,0.293469820984511,0.0632906867856635,0.213832370400836,0.00423588559902419,0.00453082840889398,0.0563499890201574,-0.0181048681870769,-0.171336719759272,-0.171464172360683,-0.199241469785337,-0.259044633003051,-0.221078904870909,-0.260678630788335,-0.261055664221351,-0.362409640222043,-0.118019323859232,-0.144524082347529
"SNAI1",0.0646532304191897,-0.092866390189746,-0.0832800236869797,0.096602643766045,0.0831125168131955,0.0699420047608504,-0.103690099506878,0.0649602387473718,-0.00427223828493279,0.00739284247570967,0.00708576958038525,-0.021919418712675,-0.0948192406784015,0.00336563653048504,0.00333538761115208,-0.0183314823875086,-0.0680737741724485,0.0190225013962753,-0.0699420047608504,-0.0699023956021011,-0.0829973489621785,0.00978352148415245,0.0928947798708769
"miR141",0.0727140786826914,0.0290393919203503,0.139863056137574,0.333982908803379,0.297590869134973,0.302206158793406,0.184322492074142,0.255647289048386,0.127771239022791,-0.0109212141731027,-0.0114728505958958,-0.0966632506072963,0.0889210245320007,0.119817769104612,0.119462119618201,-0.179524903738223,-0.189489008325842,-0.177899968233282,-0.302206158793406,-0.302708568171119,-0.299535066753598,-0.00380321236274715,-0.0292951463960536
"TGFbeta",0.082182623904542,0.0198614126171372,0.0561509798704073,0.108964045182085,0.0952407913137854,0.0838375855951063,0.0245883103897872,0.0774219866160453,-0.00118997930580512,-0.0836964944756913,-0.0828501713300012,-0.0933874462335114,0.0248438866840732,0.109231043080192,0.209343552474074,-0.13888359852316,-0.083050057112951,0.0188314591759225,-0.0838375855951063,-0.0839098055967874,-0.0953879703816513,-0.0854962375827671,-0.0199867493297145
"miR200a",0.0887562095139665,0.0112615437285029,0.113453024813595,0.308461186843157,0.276048358797459,0.279656180759814,0.0968026963090314,0.238508355070212,0.107402293623199,-0.0142884901511858,-0.0152128139159195,-0.099988369512452,0.0872734940215011,0.126707031705032,0.126384333768481,-0.206627394611215,-0.184128740210471,-0.159443150896491,-0.279656180759814,-0.280009050251669,-0.277438086894136,0.0115711760832275,-0.0113011676613583
