"","ZEB2","KLF8","TWIST2","SNAI2","OVOL2","miR205","CLDN7","GRHL2","miR34a","FOXC2","TWIST1","miR200b","miR200a","GSC","TGFbeta","TCF3","ZEB1","miR141","NP63","miR200c","CDH1","SNAI1","miR101"
"TWIST1",-0.111686731741776,0.0566811247551361,-0.0713508001516222,-0.0677258874126036,0.137041420271723,0.0278303021251741,0.0808037982788093,0.0822834575179211,-0.0450173720470003,0.322149201475844,0.124067535235762,0.0311059346450568,0.0166477469704348,0.00143644190462913,-0.00136280397137957,-0.224016067590938,-0.0808940043212568,-0.0808037982788093,-0.0278303021251741,-0.09314889798042,0.0692326366682374,-0.221820706157077,-0.0565576372283722
"ZEB2",-0.0861037829747933,-0.0852027205058125,-0.0690561822242335,-0.057390089281256,-0.0429724994157772,-0.0116393458586371,-0.0100961427883819,-0.00992770050757152,-0.00930444171075284,-0.0061186088400725,-0.00545756077428546,-0.00530846809471423,-0.00440127355947036,-0.00215243654531747,0.00215551557160619,0.00551763838806759,0.00981112220356187,0.0100961427883819,0.0116858286600006,0.0129559871307104,0.0194094542582303,0.0305329646597021,0.0855517415564553
"miR200c",-0.0593168620719451,0.0934042585742019,0.0539575888432714,-0.0373151830360807,-0.114636388188853,-0.0447647406830161,0.0167860484800671,0.0104216779438398,-0.121450416772634,0.100418723283122,0.0923497534588938,0.0697802676591226,0.0163580435270461,0.102116035417507,-0.102612581186073,-0.0928067391281782,-0.0168469804037081,-0.0167860484800671,0.0444732887548128,-0.0356023017211589,0.00527848160618639,-0.250714163245414,-0.0932133432613529
"miR200a",-0.0593168620719451,0.0934042585742019,0.0539575888432714,-0.0373151830360807,-0.114636388188853,-0.0447647406830161,0.0167860484800671,0.0104216779438398,-0.121450416772634,0.100418723283122,0.0923497534588938,0.0697802676591226,0.0163580435270461,0.102116035417507,-0.102612581186073,-0.0928067391281782,-0.0168469804037081,-0.0167860484800671,0.0444732887548128,-0.0356023017211589,0.00527848160618639,-0.250714163245414,-0.0932133432613529
"GSC",-0.0579378574436237,0.132232065083037,0.0325932184482985,0.0803357600970821,0.155967193051513,0.0269819205029364,0.112627442415415,0.11453450030449,0.013702277467601,-0.0685876569266572,0.0108972896133764,-0.0363711798628421,-0.0254862253098952,-0.0294427380225622,0.0294158449652494,-0.0109563874922418,-0.112661710892037,-0.112627442415415,-0.026953184320251,-0.0897015078878038,-0.0289367752479033,-0.0859069153656629,-0.132181398624233
"GRHL2",-0.0491682802336599,-0.0409712593290869,-0.0158909274292332,-0.0663986286230266,0.118358070841482,0.024190507316324,-0.00214464920059734,0.00720998117076388,-0.0305095279357541,0.0540500977034093,0.0194115229505519,0.1000130718911,0.0168213922330359,0.134005625130507,-0.13439310385798,-0.0197699251703334,0.00225666600530161,0.00214464920059734,-0.0244699387341348,-0.011356839025121,-0.0549424760942023,-0.145421655118712,0.0409087565780856
"FOXC2",-0.0455768210057066,0.0727813461641402,0.1150733416771,0.0365989532697918,-0.147177596608547,-0.0522416386506174,-0.00434899279138122,-0.0118392180219146,-0.0379508083767918,0.144217862922136,0.125947850866454,0.0152115601269549,0.0190080684498632,-0.00872041043244654,0.00790300723447865,-0.126629464205796,0.00457132176173878,0.00434899279138122,0.05179436296615,-0.0121738200556901,0.0816099247094003,-0.168395406915086,-0.0729644932123917
"ZEB1",-0.0450778167425897,0.0729644932123917,0.114922260252163,0.0364876420621072,-0.147173056264923,-0.05179436296615,-0.00457132176173878,-0.0119869050764455,-0.0380975704387988,0.14419691796683,0.12625733303968,0.0155215642136055,0.0194575522110879,-0.00790300723447865,0.00829520176296478,-0.125947850866454,-0.0954407664769503,0.00457132176173878,0.0519121926017403,-0.0123646899476953,0.0814605565053544,-0.168401544665081,-0.0729505323762111
"miR101",-0.0245280100829987,0.138035120225694,0.106020549610121,0.10785217615118,-0.092334637742489,-0.0277051755148063,0.00270727607323477,-0.000159823194407706,-0.0904794511208909,0.308809238550159,0.29597715628756,-0.0147570891383938,0.00853988868517614,-0.00945107181304343,0.00906203526540741,-0.296327428539669,-0.00248744152592255,-0.00270727607323477,0.0274401114795344,-0.0117235447698619,0.0464569291733001,-0.29904607210729,-0.238265069450778
"CDH1",-0.0144137315137563,-0.0104881940034047,-0.0212870030677095,-0.0253712603386662,-0.0384153904397312,-0.00804264052944626,-0.0207633296525663,-0.0216249814960205,-0.0157906192250971,-0.0266206578394863,-0.0744898972558436,0.0209669834034576,0.0164575443979865,0.00943340221054343,-0.0100287742669299,0.0739958733514611,0.0209638719188543,0.0207633296525663,0.00770879358542982,0.00411349476971202,-0.0177942067049033,-0.012891094359646,0.0103037936281337
"TCF3",-0.013877114649291,-0.0098474549183205,-0.0217783000918532,-0.025345071633331,-0.0386134379245281,-0.0077536231884058,-0.0213740892619727,-0.022134672110571,-0.0162462483641699,-0.0267939059427182,-0.0739958733514611,0.0214388280349307,0.0170031572039648,0.0103396918607156,-0.00943340221054343,0.0750123302730487,0.0207633296525663,0.0213740892619727,0.00804264052944626,0.00427696631080282,0.0821328344836621,-0.0129198453351255,0.0104881940034047
"KLF8",-0.013877114649291,-0.0098474549183205,-0.0217783000918532,-0.025345071633331,-0.0386134379245281,-0.0077536231884058,-0.0213740892619727,-0.022134672110571,-0.0162462483641699,-0.0267939059427182,-0.0739958733514611,0.0214388280349307,0.0170031572039648,0.0103396918607156,-0.00943340221054343,0.0750123302730487,0.0207633296525663,0.0213740892619727,0.00804264052944626,0.00427696631080282,0.0821328344836621,-0.0129198453351255,0.0104881940034047
"CLDN7",-0.013877114649291,-0.0098474549183205,-0.0217783000918532,-0.025345071633331,-0.0386134379245281,-0.0077536231884058,-0.0213740892619727,-0.022134672110571,-0.0162462483641699,-0.0267939059427182,-0.0739958733514611,0.0214388280349307,0.0170031572039648,0.0103396918607156,-0.00943340221054343,0.0750123302730487,0.0207633296525663,0.0213740892619727,0.00804264052944626,0.00427696631080282,0.0821328344836621,-0.0129198453351255,0.0104881940034047
"miR200b",-0.0131590818809106,0.0249594330506352,-0.0624902926526151,-0.0743862120550537,0.172720602626456,0.0578830951100022,0.0264303685348085,0.0279629869109143,0.0204268863482176,0.0164573627126634,-0.0149938271530673,0.0192789164236236,-0.00923362955734016,0.113300399182145,-0.112941340914715,0.0152526378071927,-0.0267247612354765,-0.0264303685348085,-0.0577053805196343,-0.0201506798970789,-0.0763418886497645,-0.122906495825086,-0.0245758013370802
"miR141",-0.0131590818809106,0.0249594330506352,-0.0624902926526151,-0.0743862120550537,0.172720602626456,0.0578830951100022,0.0264303685348085,0.0279629869109143,0.0204268863482176,0.0164573627126634,-0.0149938271530673,0.0192789164236236,-0.00923362955734016,0.113300399182145,-0.112941340914715,0.0152526378071927,-0.0267247612354765,-0.0264303685348085,-0.0577053805196343,-0.0201506798970789,-0.0763418886497645,-0.122906495825086,-0.0245758013370802
"OVOL2",-0.00360242999810635,-0.0627540817464269,-0.103409360234883,-0.0879326355082412,0.317048029729128,0.250687899657991,0.124395464177911,0.159508544152975,0.0757639722007529,0.0023722514272192,-0.0262284217346951,-0.0204599901992454,-0.113639224106612,0.200345755843144,-0.20028375187489,0.0262014452581826,-0.124426849663686,-0.124395464177911,-0.250719231025011,-0.116539673746425,-0.199275088049889,-0.133035294662152,0.062842914094562
"miR205",0.0101005968870416,-0.0405777800558859,-0.0985674347424035,-0.010968201602291,0.153826869317038,0.0543052480988589,0.00667182766785278,0.0126773193180596,0.0309995580122811,-0.130158304868859,-0.11705423037667,-0.00720021869215677,-0.00812179339120833,0.0137267222905549,-0.0132902836300249,0.117404298331038,-0.0069476006396171,-0.00667182766785278,-0.054027773121156,0.0010468481906146,-0.0665089167283472,0.141523977767212,0.0408919423939546
"SNAI2",0.0140326640491156,0.0103037936281337,0.0214348887528255,-0.0745543283363373,0.038419423023004,0.00770879358542982,0.0209638719188543,0.0217661700469125,0.0159267552688452,0.0266295690204724,0.0742337311332465,-0.0212112202841945,-0.0167988285963416,-0.0100287742669299,0.00971206630614133,-0.0744898972558436,-0.0209383341254911,-0.0209638719188543,-0.0078064577833626,-0.00400532819318416,0.0178982995877834,0.0128888680509104,-0.0103308478406134
