"","SNAI2","KLF8","ZEB2","miR141","CLDN7","SNAI1","miR34a","NP63","miR205","FOXC2","CDH1","GSC","TGFbeta","TWIST1","TCF3","miR200b","miR200c","miR200a","OVOL2","ZEB1","GRHL2","miR101","TWIST2"
"ZEB2",-0.195586375680554,-0.185035749336618,-0.0822176895671284,-0.0758570150589711,-0.0758570150589711,-0.0610948272388367,-0.0563787130463031,-0.0267442981161,-0.0266900681811759,-0.000802879139839571,0.000620652363624388,0.000923032806437725,0.00164290915274197,0.00951323955684246,0.0109307464982424,0.01737639770028,0.0201773443618767,0.0201773443618767,0.0461214977944089,0.0765269730055463,0.0808816439025144,0.184664852322687,0.189721105718552
"TWIST2",-0.229413753313895,0.00602729114772149,-0.0709297915291033,-0.121005133355635,-0.121005133355635,0.373645103686841,-0.198166904740706,-0.0236071071219321,-0.0237885425155271,-0.37596296179722,-0.198180655678006,-0.018741588866708,-0.0185180949943697,-0.454379103440826,-0.452552450262706,0.014008017409227,0.0947017240598692,0.0947017240598692,0.0735287781419134,0.121341869927336,0.123666471832912,-0.00602729114772149,0.249214244950094
"GRHL2",0.0110858703957273,0.00266174869280041,-0.0473772192405768,0.0686301132465454,0.0686301132465454,-0.0216952036602091,0.0789773619957081,-0.219186864337808,-0.218810239383367,0.0446773340484662,0.0100468603305164,-0.0813159156401092,-0.0816213530919515,0.0156957066615716,0.0156378998519295,0.0733309379419258,-0.0643356096775366,-0.0643356096775366,-0.0948184578572057,-0.0690526327730615,0.0592778737030234,-0.00254994799734726,-0.0366078135255227
"TCF3",-0.450524111313425,-0.343513167151352,-0.0469244247226017,-0.0667498385508416,-0.0667498385508416,0.0267780218394295,-0.0471922208587368,-0.0101958197201977,-0.0102536231884058,-0.0893571312666259,-0.34674141707586,0.201313248265716,0.201150116128685,-0.204154895317867,-0.201299135395312,0.244490055365761,0.0567265748968876,0.0567265748968876,0.0364632953464693,0.0667900682257127,0.0675758027017387,0.345852609857357,0.416134847784577
"KLF8",-0.450524111313425,-0.343513167151352,-0.0469244247226017,-0.0667498385508416,-0.0667498385508416,0.0267780218394295,-0.0471922208587368,-0.0101958197201977,-0.0102536231884058,-0.0893571312666259,-0.34674141707586,0.201313248265716,0.201150116128685,-0.204154895317867,-0.201299135395312,0.244490055365761,0.0567265748968876,0.0567265748968876,0.0364632953464693,0.0667900682257127,0.0675758027017387,0.345852609857357,0.416134847784577
"CLDN7",-0.450524111313425,-0.343513167151352,-0.0469244247226017,-0.0667498385508416,-0.0667498385508416,0.0267780218394295,-0.0471922208587368,-0.0101958197201977,-0.0102536231884058,-0.0893571312666259,-0.34674141707586,0.201313248265716,0.201150116128685,-0.204154895317867,-0.201299135395312,0.244490055365761,0.0567265748968876,0.0567265748968876,0.0364632953464693,0.0667900682257127,0.0675758027017387,0.345852609857357,0.416134847784577
"FOXC2",0.0339613145427479,-0.0226715781349921,-0.036291184008676,0.13531759486844,0.13531759486844,-0.176038788881089,0.178429171859603,0.0424520006008547,0.0431161372232456,0.161340511008356,-0.0852949906420425,0.0423243245345675,0.0414461317229394,0.153604532772144,0.152607462019553,0.151920848625061,-0.144463613183256,-0.144463613183256,-0.0466468771288574,-0.136320413302615,-0.156369011831908,0.0231833628773025,-0.143076116103246
"miR200a",0.188377337472061,0.151481359348506,-0.0217516906121557,0.17994947160468,0.17994947160468,0.0771738164970462,0.088072224136079,0.0496362590105307,0.0498210821845132,-0.0114575016571481,-0.00852305202930444,-0.0938077460648757,-0.0943622411107806,-0.0340227601193955,-0.0343969263793597,-0.0021936550675743,-0.0789243172782989,-0.0789243172782989,-0.058678307405845,-0.180409920536809,-0.186722153922072,-0.151499370227077,-0.162196107723976
"miR141",0.188377337472061,0.151481359348506,-0.0217516906121557,0.17994947160468,0.17994947160468,0.0771738164970462,0.088072224136079,0.0496362590105307,0.0498210821845132,-0.0114575016571481,-0.00852305202930444,-0.0938077460648757,-0.0943622411107806,-0.0340227601193955,-0.0343969263793597,-0.0021936550675743,-0.0789243172782989,-0.0789243172782989,-0.058678307405845,-0.180409920536809,-0.186722153922072,-0.151499370227077,-0.162196107723976
"OVOL2",-0.159926373341709,-0.17113080538472,-0.0147856116594404,0.0711698271848301,0.0711698271848301,-0.131207484494001,0.122036478764749,0.0573699649781305,0.0575871237633378,0.0346511062875759,-0.145122492621903,0.0533444357628739,0.0532169831614629,0.0394931631557313,0.0394068384308914,0.113033001751958,-0.0764899753739566,-0.0764899753739566,-0.0629876139331095,-0.0713878951704118,-0.0538226749205856,0.171424719820525,0.12871786045703
"miR200c",0.125132432764016,0.103221513859351,-0.0120157650974176,0.143561907083901,0.143561907083901,0.0598098505622126,0.065128136353398,0.0414992118990698,0.0422100702605413,-0.0117001893008756,-0.0741240033019148,-0.0737441328282177,-0.0742997641344626,-0.0275714641336461,-0.0273481475120864,0.0336996371026086,-0.0625624115301504,-0.0625624115301504,-0.0421424670459139,-0.144306704993021,-0.154486268315493,-0.102954952856506,-0.10806728073539
"miR205",-0.0208179128175211,-0.0569925515247339,-0.00837084673602306,0.13100512470733,0.13100512470733,-0.172522421715206,0.16937964487448,0.0384620221667915,0.0393142667411647,0.144032021870815,-0.0643083782570815,0.0359371510636265,0.0352943959453913,0.143942620550803,0.143629618615134,0.0714236346828641,-0.055937939895063,-0.055937939895063,-0.0423079684875567,-0.131935547931886,-0.147245507754997,0.0575645522757196,-0.0938731355218041
"TGFbeta",-0.224020087869222,-0.205908629490611,0.00513667468284131,0.000549735999356302,0.000549735999356302,-0.203907361079879,0.133450384809598,0.000207906974991769,0.000177926053759825,0.123284924435103,-0.00162131657613661,0.215006458639041,0.114877442075399,0.126904618754572,0.126069640423167,0.141973290002781,-0.00250968406843885,-0.00250968406843885,-0.000864367489277765,-0.000632591725750568,-0.00105975982346229,0.206247246354977,0.139009047483179
"miR101",-0.074383210999569,-0.350865225538751,0.00623554199573116,0.0714626712987952,0.0714626712987952,-0.404361759695666,0.162890976524874,0.0247563668306186,0.025184143441998,0.387333323310086,0.0737246917042564,0.0272501099660629,0.0270530763697386,0.346668786910476,0.345467385821468,0.0625621134409294,-0.0357855177308329,-0.0357855177308329,-0.0438795660302484,-0.0718710296258114,-0.0766793694415801,0.251076566156025,-0.0675678985244337
"miR200b",-0.125132432764016,-0.103221513859351,0.0120157650974176,-0.143561907083901,-0.143561907083901,-0.0598098505622126,-0.065128136353398,-0.0414992118990698,-0.0422100702605413,0.0117001893008756,0.0741240033019148,0.0737441328282177,0.0742997641344626,0.0275714641336461,0.0273481475120864,-0.0336996371026086,0.0625624115301504,0.0625624115301504,0.0421424670459139,0.144306704993021,0.154486268315493,0.102954952856506,0.10806728073539
"TWIST1",0.194548063536576,-0.012863355895361,0.0121680941006497,0.118809833570775,0.118809833570775,-0.359421312071154,0.181723015952939,0.0231848548562523,0.0233851848114727,0.459859855335208,0.157796439564875,0.0132511895849,0.0130785321328978,0.337332978122519,0.435845318103076,-0.0122377188389276,-0.0765348420850128,-0.0765348420850128,-0.0730851042295791,-0.119105872279162,-0.122094041242872,0.012894227777052,-0.224491221684064
"miR34a",0.21674228861175,-0.0119064343441554,0.0256023226203059,-0.0926853423839779,-0.0926853423839779,-0.329391912949563,0.0858980883210996,-0.0201030370416084,-0.020420935881656,0.343330954061684,0.173610791058695,-0.0430874079329943,-0.0428828571301777,0.306894065217883,0.305145425314881,-0.126911863128724,0.085583449080346,0.085583449080346,0.0618323381275141,0.0929252150230291,0.0980827707861132,0.0116135256164357,-0.30428685958068
"ZEB1",-0.0342993219882575,0.0231833628773025,0.0365269300793645,-0.136320413302615,-0.136320413302615,0.176247000246313,-0.179202118719507,-0.0422105935425721,-0.0424520006008547,-0.161887106777475,0.085474819951065,-0.0414461317229394,-0.0417509686363341,-0.153430862193383,-0.153604532772144,-0.152298564580611,0.145196434892975,0.145196434892975,0.0469168940349605,0.0362001671388133,0.157186012084978,-0.0229680720877804,0.143676465976019
"CDH1",0.451706793246361,0.345852609857357,0.0468932519586908,0.0667900682257127,0.0667900682257127,-0.0280677084537968,0.0476796380772798,0.0106323888008346,0.0101958197201977,0.091346497417531,0.247606500125728,-0.201150116128685,-0.200939383064054,0.206263793060231,0.204154895317867,-0.245293226635008,-0.0566947297914802,-0.0566947297914802,-0.0361301095779286,-0.0665349784629943,-0.0676050206350569,-0.347001068334921,-0.418577295847463
"SNAI2",0.35227516911176,0.347001068334921,0.0470564306607779,0.0665349784629943,0.0665349784629943,-0.0287957114103348,0.04785846084661,0.0108385687742482,0.0106323888008346,0.0926284344536722,0.248174596786338,-0.200939383064054,-0.201129407840527,0.207784921097953,0.206263793060231,-0.245769117518875,-0.0565334123971758,-0.0565334123971758,-0.0360373601626531,-0.0666506698087675,-0.0674267522627185,-0.347348610910621,-0.419562950185318
"SNAI1",0.0544054650404452,0.265398925195472,0.055149919770872,0.0765004427946351,0.0765004427946351,0.341707180159575,-0.196003879726012,0.00927258032060943,0.00951149235197429,-0.439772952048228,-0.201340885540759,0.0261598332051726,0.026167834532222,-0.366868687374078,-0.3652025231284,0.0261432037746148,-0.0685433369885132,-0.0685433369885132,-0.0683722810266739,-0.0765542587471659,-0.0788173454729818,-0.265402980864205,0.061521067519891
"GSC",0.095046049525612,0.156464051331659,0.104442636915589,0.110452671252246,0.110452671252246,0.128775302210527,-0.00338753411977874,0.0182819915996419,0.0186364045194296,-0.161733083982632,-0.0562261816068467,0.0527841769910134,0.0523508320447689,0.00895674982432406,0.00899987530349605,0.0862494474486794,-0.107598984783215,-0.107598984783215,-0.0782067436383017,-0.110964767783166,-0.115883592870202,-0.156203898552799,-0.0463367976271829
"NP63",0.315886207730182,0.271367784175752,0.110281784316413,0.032884546083145,0.032884546083145,-0.0326411343700979,0.032897582448883,0.219633304035537,0.319380724499853,0.0704293480766211,0.126785511871526,0.00725917501315019,0.00720269040948382,0.183518509266994,0.182174405149413,-0.12089833835299,-0.0572437083790449,-0.0572437083790449,0.0719033135655753,-0.0328767425688494,-0.17824524831783,-0.271617249606971,-0.292154809741956
