"","SNAI2","miR101","TWIST2","ZEB2","CDH1","SNAI1","miR34a","TCF3","FOXC2","OVOL2","miR141","miR205","GRHL2","NP63","miR200c","miR200a","GSC","TGFbeta","ZEB1","CLDN7","TWIST1","miR200b","KLF8"
"NP63",-0.180731947019502,-0.213132301697968,-0.178151038477452,-0.166288227187209,-0.0639090018781873,-0.0953617009483291,-0.0280981017448443,0.0707313823808759,0.0994643797113957,0.0635932664469293,-0.00586217281434466,-0.0642290796241465,-0.0626798959714515,-0.164121598970664,0.0564179582378571,-0.0634546329685435,0.0476555649863426,0.0476487183677164,0.00586319066403541,0.00586217281434466,-0.0703701123259,0.165249038672887,0.21326937061622
"KLF8",-0.181003233528774,-0.221558960208058,-0.178029024338379,-0.139141037819673,-0.189345429638244,-0.0849124848968699,-0.0638219995623528,0.083774697685474,0.105527887493454,-0.0299865894891372,-0.0512752200095331,-0.00793478260869565,-0.0519472667591825,-0.00787697914048756,0.0447426067633782,-0.0940501685310934,0.247565902781625,0.246587109959439,0.0512423048210022,0.0512752200095331,-0.0849847654492688,0.255020415261262,0.223272564737934
"CLDN7",-0.181003233528774,-0.221558960208058,-0.178029024338379,-0.139141037819673,-0.189345429638244,-0.0849124848968699,-0.0638219995623528,0.083774697685474,0.105527887493454,-0.0299865894891372,-0.0512752200095331,-0.00793478260869565,-0.0519472667591825,-0.00787697914048756,0.0447426067633782,-0.0940501685310934,0.247565902781625,0.246587109959439,0.0512423048210022,0.0512752200095331,-0.0849847654492688,0.255020415261262,0.223272564737934
"GSC",0.123571136856584,-0.0262650494014289,0.0714783199610269,-0.112848668439136,0.0657453563904541,-0.0760315870042427,-0.0146092349495759,-0.010387125942235,0.154454204235091,0.0560448378664067,0.0659984437762494,0.0128904487006449,0.0632509530986618,0.0128425550628357,0.0870121441539008,-0.0250203273746508,0.0291348385849484,0.02918984711127,-0.0660804950583007,-0.0659984437762494,0.010147539946835,-0.00844719604507997,0.0263313055398652
"ZEB2",-0.171893880976995,-0.168783465718902,-0.129438352824622,-0.0978345279646092,-0.0603510435274947,-0.0595207145736914,-0.0471068039803611,-0.0275386031062111,-0.0252253418770767,-0.0133428616627911,-0.0117188919396482,-0.00979108169561482,-0.00932480699874217,-0.00924878234637404,-0.0085363611438664,-0.00167968253035105,0.00254586823106051,0.00302804374787507,0.0117083356216919,0.0117188919396482,0.0275727012113307,0.0329750673261764,0.168585587687341
"miR34a",0.211874479931858,0.0786144885403136,0.0779794182408741,-0.0522104874229053,0.058986293034919,-0.0676341538050124,-0.0382083655756323,-0.0452224224365909,0.0634797047598085,0.0311776690306334,0.0175050959785521,0.0142554547008223,0.0148228905900885,0.0139413403707752,0.0706179890881421,0.0299138373847121,-0.0210719556472392,-0.0211310883276994,-0.0176631073201493,-0.0175050959785521,0.0447445185999758,-0.0995383550955489,-0.0783186987431409
"miR141",0.120714711603488,0.106480157735028,0.0844969385919425,-0.00764435110204949,0.0274696406572382,0.0770152452846245,0.0154502500967489,0.0553360429954612,0.0585540137570198,-0.00952800368374094,0.0191917289689771,-0.0355147510194349,0.0194211062675795,-0.0349247385794135,0.0146061704376504,0.00690311086058579,0.0897834694748146,0.090026629187568,-0.018971883017379,-0.0191917289689771,-0.0548938465064126,-0.0107463341749318,-0.107269034216423
"miR205",0.077863438038312,0.0481438711755244,-0.0224478525883811,-0.00678959298840768,0.104991656070302,-0.0717774560278256,0.000945360128832572,0.000856431306504468,0.0940667079023802,0.0213958787838217,-0.00307333952133284,0.0395898364796305,-0.00814335863196949,0.039688934685953,0.000544491906634182,-0.00468152107063425,0.0180657028206361,0.0183386753646767,0.0029646452193987,0.00307333952133284,-0.00096762936259771,-0.0182163774357325,-0.0480800373936857
"GRHL2",-0.00375891936813415,-0.00599621547067553,-0.0214446918945441,-0.00662079147137603,0.00993136457697483,-0.00808232723918908,0.00952440658705492,0.0213242666744686,0.0367392660213272,-0.0383386001647162,0.01321516134164,0.155167898854949,-0.0787222807176464,0.155121037685502,0.0130925387934562,0.00593591936492812,0.0874573516829874,0.0874113420486808,-0.0133035956611434,-0.01321516134164,-0.0217289143419638,-0.0533175414478184,0.00628408025345646
"OVOL2",-0.0739750655694873,-0.0922203902948035,-0.0783098804433293,-0.005031672122135,0.0715931051369232,-0.0896663956371707,0.000445665808776191,-0.0271589474903454,-0.00524998000607604,-0.0731168238868166,-0.00362166237969,0.0168878302835507,-0.00476665774512516,0.0167635852074371,-0.000343822064560412,-0.00445497555610526,0.00741840187969401,0.00746800505429718,0.0035196255839443,0.00362166237969,0.027099599242018,0.0144549653823061,0.0924112153389455
"ZEB1",-0.0483839071566228,-0.015626151888042,0.0365371305953969,-0.0041284020245666,-0.117190822098887,0.0843332185039882,0.0141867336043474,0.012991996991956,-0.0821532347814069,-0.0235549270785814,0.00965276196690886,-0.0342179792953628,0.0139760266913919,-0.0342553399115255,0.00830435113937825,0.00503046808562902,-0.0124020702519256,-0.0125555177904761,-0.109655034192226,-0.00965276196690886,-0.0132221555790346,0.014709809253694,0.0157878036753964
"miR200a",-0.171041453690823,-0.122443490557876,-0.0500933393259818,-0.00191895858976776,-0.14324669702301,-0.0261709952168213,-0.100710436711826,-0.0427340443421003,-0.0806307078021861,-0.0252450872904877,-0.00955918210482789,-0.0425326099363209,-0.00379523773093673,-0.0427671931956065,-0.00422863481852426,-0.00598888849054334,-0.106086827596923,-0.106390209107695,0.00960136574427161,0.00955918210482789,0.0427414389322181,0.0598300236171656,0.122574969971442
"miR200b",0.171041453690823,0.122443490557876,0.0500933393259818,0.00191895858976776,0.14324669702301,0.0261709952168213,0.100710436711826,0.0427340443421003,0.0806307078021861,0.0252450872904877,0.00955918210482789,0.0425326099363209,0.00379523773093673,0.0427671931956065,0.00422863481852426,0.00598888849054334,0.106086827596923,0.106390209107695,-0.00960136574427161,-0.00955918210482789,-0.0427414389322181,-0.0598300236171656,-0.122574969971442
"FOXC2",0.0483761189666341,0.0157878036753964,-0.0364154702900534,0.00415515693194666,0.117319302688092,-0.0845126296576964,-0.0143591790272056,-0.0134201177670799,0.0820417535676805,0.0232421775266065,-0.00990229754166963,0.0345568245108683,-0.014235517756514,0.0342179792953628,-0.00838050130354613,-0.00524457861215302,0.0123445372247113,0.0124020702519256,0.00965276196690886,0.00990229754166963,0.012991996991956,-0.014633034937695,-0.0151630497257533
"miR200c",0.0652601140413017,0.0633959353111905,0.0497164678462723,0.00812638658781458,-0.0626566977654347,0.0597562755019594,-0.00175645610458545,0.0420726889489891,0.0488984911742186,-0.0153932090799868,0.00876746565790488,-0.0379381899973792,0.0110302680362415,-0.0378457784103879,0.00160211988086011,0.00838068200418399,0.0684931203119887,0.0684056282658111,-0.00865341359570522,-0.00876746565790488,-0.041920360392561,-0.0315191695256524,-0.0636192702054666
"TGFbeta",0.161799613563351,0.0948789299794357,0.111208634504397,0.0186321062181365,0.121016855303018,0.0232663987364144,0.0995792089831368,0.00505865169149806,0.054093975324826,0.0712436761080585,0.0837979373939087,0.00860676534431327,0.0826179561431992,0.00835874135957629,0.0329503378116228,0.0488159960397168,-0.0174937693175807,-0.117523742862669,-0.0838234974420096,-0.0837979373939087,-0.00493612769721585,-0.151344099990432,-0.0948228400693873
"SNAI1",-0.0249494636021274,0.0391414233882139,-0.0391607826072259,0.0574023672640457,0.101473174400689,-0.11034508543231,0.076674597641807,0.00128635057833892,-0.0113767749587119,0.0612289065788826,0.0659479756542756,0.00731170459954998,0.0652618570311429,0.0071904107990109,-0.00349451899249862,0.062664814568897,-0.0242752102391232,-0.0242348132952399,-0.0660178514606463,-0.0659479756542756,-0.00124394284071508,-0.032926401024361,-0.0390362879756744
"TWIST1",-0.191847995935939,-0.111645728544385,-0.175017271211297,0.065403456000071,-0.130801835425114,-0.0509887331747129,0.0224292249264502,0.00269550817205344,-0.0642857015224561,0.0430055366177127,0.0476305940786338,0.015638075340861,0.0479290468497101,0.0154691696923419,-0.0164720874498063,0.0543307090789885,-0.00274660967390095,-0.00278201855244223,-0.0477363486318178,-0.0476305940786338,-0.102701226799256,0.0319011040110233,0.112073951419454
"TWIST2",-0.200268985072943,-0.0895470141256192,-0.194005019499672,0.101507685111211,-0.129338546790322,0.0331707670524839,0.0798866257900067,0.0339018192446601,-0.0138685708602929,0.0664840855590152,0.10344161449666,0.0199387625186241,0.104259918074405,0.0198908361882405,-0.0035627646215142,0.102605448015552,-0.0163404094650166,-0.0163657878900806,-0.10345528197656,-0.10344161449666,-0.0336595953442854,0.00795541123487559,0.0897790407521954
"miR101",-0.0526866189784752,0.0227624261590355,-0.0497633941364498,0.10330825550346,0.0577552207061257,-0.0271715089231499,0.0443444565503729,-0.00191338430811922,-0.00843434770097532,0.048528867484169,0.0805217316155647,0.0255567330548929,0.0801349690445669,0.0251971907496231,-0.0128112022076784,0.0899585868685406,-0.0390567875047049,-0.0390811022889322,-0.0806710345390017,-0.0805217316155647,0.00182281547034656,-0.0857538794016486,-0.122281260728512
"SNAI2",0.0808907042993332,0.221233064857839,0.17704329397274,0.13898300285996,0.0896252681528967,0.0841224950750172,0.0640312202312546,-0.0836833046258957,-0.105579882374668,0.0294930806534653,0.0513433781232113,0.00738904899154046,0.0520685825447845,0.00779598314959369,-0.0446591764000004,0.0940460153226278,-0.246789659215735,-0.246574642518547,-0.0511913511251361,-0.0513433781232113,0.0836946394100814,-0.254775080814222,-0.221691599074481
"TCF3",0.181003233528774,0.221558960208058,0.178029024338379,0.139141037819673,0.189345429638244,0.0849124848968699,0.0638219995623528,-0.083774697685474,-0.105527887493454,0.0299865894891372,0.0512752200095331,0.00793478260869565,0.0519472667591825,0.00787697914048756,-0.0447426067633782,0.0940501685310934,-0.247565902781625,-0.246587109959439,-0.0512423048210022,-0.0512752200095331,0.0849847654492688,-0.255020415261262,-0.223272564737934
"CDH1",0.180620878430881,0.221691599074481,0.177404375264825,0.13921896972945,0.0897613896151245,0.0843046071295885,0.0641292843305647,-0.0849847654492688,-0.106406076154664,0.0292712885734588,0.0512423048210022,0.00787697914048756,0.0519245416999351,0.00738904899154046,-0.0446852855736451,0.0939546332148715,-0.246587109959439,-0.246789659215735,-0.0513433781232113,-0.0512423048210022,0.0836833046258957,-0.254829606617187,-0.221558960208058
