"","miR101","KLF8","TWIST2","ZEB2","miR34a","miR141","ZEB1","TGFbeta","TCF3","TWIST1","FOXC2","GSC","CLDN7","GRHL2","miR200c","miR200a","NP63","miR205","miR200b","OVOL2","SNAI1","CDH1","SNAI2"
"ZEB2",-0.10467154915363,-0.104668566067727,-0.103069476853839,-0.0882357511372772,-0.0250863419874292,-0.00608011519446122,-0.00606857689343922,-0.00573539560402104,-0.00429440923812042,-0.00414340334401939,0.0048902146868232,0.00566088316783386,0.00608011519446122,0.00764207194486342,0.00863973733100878,0.00863973733100878,0.0168610425222899,0.0170004909263803,0.0190365211719685,0.0207846586166941,0.0228866659152144,0.0263954559434124,0.12163203860867
"TWIST2",0.0850701787184096,0.0850441083109291,0.0851897774661007,-0.0708680381247873,-0.0121524865690805,0.0778841707263072,0.0778700727745997,0.00836701379192909,-0.228197776065658,-0.228172128829148,0.0389214947003959,-0.00838802603633697,-0.0778841707263072,-0.0842019144939945,-0.074906696300304,-0.074906696300304,-0.0866359078235539,-0.0866684292620285,-0.022967223800053,-0.0868794971968904,0.101671667591002,-0.185600967486927,-0.0765810641378704
"SNAI1",0.0889289309064839,0.0889304907790735,0.0592243358473628,-0.0656910827947176,-0.0975969551388743,-0.0663965675489099,-0.0663725549789858,0.0205932947129326,-0.0440445091517748,-0.0439458983883844,-0.0386412944373665,-0.0205716325836038,0.0663965675489099,0.0701232926701016,-0.00677328407062273,-0.00677328407062273,0.072321578663377,0.0721659795455137,-0.0591759991645836,0.0739974040591574,-0.0578058754459556,-0.0885430582515258,-0.0444983467168104
"TCF3",0.220305853727361,0.220350556454227,0.225362767756261,-0.0205028686568952,0.0292683602855894,0.0471076610121808,0.0471186327416911,0.201191509220241,-0.126447247229403,-0.126592455361058,0.0298776542875215,-0.201155257634234,-0.0471076610121808,-0.0508149701158189,-0.034010624515537,-0.034010624515537,-0.0453908017089721,-0.0452173913043478,-0.202701182831552,-0.0413619719389231,-0.0021215712533257,-0.128343153620487,-0.234978974001444
"KLF8",0.220305853727361,0.220350556454227,0.225362767756261,-0.0205028686568952,0.0292683602855894,0.0471076610121808,0.0471186327416911,0.201191509220241,-0.126447247229403,-0.126592455361058,0.0298776542875215,-0.201155257634234,-0.0471076610121808,-0.0508149701158189,-0.034010624515537,-0.034010624515537,-0.0453908017089721,-0.0452173913043478,-0.202701182831552,-0.0413619719389231,-0.0021215712533257,-0.128343153620487,-0.234978974001444
"CLDN7",0.220305853727361,0.220350556454227,0.225362767756261,-0.0205028686568952,0.0292683602855894,0.0471076610121808,0.0471186327416911,0.201191509220241,-0.126447247229403,-0.126592455361058,0.0298776542875215,-0.201155257634234,-0.0471076610121808,-0.0508149701158189,-0.034010624515537,-0.034010624515537,-0.0453908017089721,-0.0452173913043478,-0.202701182831552,-0.0413619719389231,-0.0021215712533257,-0.128343153620487,-0.234978974001444
"CDH1",0.220341439764694,0.220305853727361,0.225454008632173,-0.0204449763810608,0.0293054463783046,0.0471186327416911,0.0471394891373851,0.201209922788995,-0.126592455361058,-0.126470277406211,0.0299433690852991,-0.201191509220241,-0.0471186327416911,-0.0508441880491371,-0.0340509616490529,-0.0340509616490529,-0.0452110379698863,-0.0453908017089721,-0.202752952618704,-0.0413643019093325,-0.00208049843121209,-0.228323255762823,-0.234975831356804
"GSC",-0.105244914059591,-0.105204965505534,-0.0529117430077986,-0.0204065233609138,0.0274654994547065,-0.0181930303528076,-0.0181196668535618,0.00215670593391349,-0.0571086647736421,-0.0569792883361261,0.141437026529458,-0.00208641726139147,0.0181930303528076,0.0183735831527678,-0.0115184579824923,-0.0115184579824923,0.0344576088101162,0.0342698657499043,-0.0164550034835135,0.0447061724239176,-0.0356203351095476,0.0196786209973841,0.0899900185551229
"TWIST1",0.0777214310989969,0.0777333815048128,0.155403585983492,-0.0161236665088691,0.00808360841157845,-0.0614535270944634,-0.0614178642404725,0.0302036120913862,0.0945957628631963,-0.00527924428508774,-0.0702313150160592,-0.0301794839175129,0.0614535270944634,0.0679312902052346,0.010240469730618,0.010240469730618,0.0724847148218656,0.072355089556723,-0.0917527452095102,0.0744751101397662,-0.0156164910997635,0.122698440801743,-0.182789701029173
"miR101",-0.0764948178268015,0.0235450577613634,-0.00483276950154329,-0.0119956361551974,0.0320922558321224,-0.0101426685156716,-0.0100777398712631,0.00423483104986927,0.0211931220960668,0.0213447976195656,0.0281690712126412,-0.00418703992225019,0.0101426685156716,0.0141017068899544,0.000971169583307951,0.000971169583307951,0.0423103110443459,0.0421764668285155,-0.0207434022869559,0.0545664474864651,-0.0247891431790183,0.0809704525426622,0.0524105374067842
"miR200c",-0.0131587034146697,-0.0131316870968137,-0.00549708800818345,-0.00908441769005194,-0.0990723939164743,-0.00283970611860619,-0.00278457723531203,-0.102201569176058,-0.0790686350394504,-0.0790139150725781,0.0473732679894785,0.102279971139516,0.00283970611860619,0.0116530629736698,-0.00264989905792116,-0.00264989905792116,0.0558204926753075,0.0556107894586734,-0.00294575541608509,0.0667414185240887,0.0750974396460756,0.0979298388448697,0.107604893270527
"miR200b",-0.0131587034146697,-0.0131316870968137,-0.00549708800818345,-0.00908441769005194,-0.0990723939164743,-0.00283970611860619,-0.00278457723531203,-0.102201569176058,-0.0790686350394504,-0.0790139150725781,0.0473732679894785,0.102279971139516,0.00283970611860619,0.0116530629736698,-0.00264989905792116,-0.00264989905792116,0.0558204926753075,0.0556107894586734,-0.00294575541608509,0.0667414185240887,0.0750974396460756,0.0979298388448697,0.107604893270527
"GRHL2",0.0101310278030265,0.0102128976036339,0.0306436090764332,9.32941794814298e-05,-0.118416995773546,-0.107148598171668,-0.10708986031501,-0.114161897585684,-0.066671124289238,-0.0665294976056147,-0.0160069733754603,0.114122539946699,0.107148598171668,0.0794902486306955,0.103440689943643,0.103440689943643,0.0191513562218174,0.0193787196735764,-0.10061771815841,-0.138403316937694,0.0968181313437216,0.00259744939039948,0.00890370078683745
"miR200a",0.0131587034146697,0.0131316870968137,0.00549708800818345,0.00908441769005194,0.0990723939164743,0.00283970611860619,0.00278457723531203,0.102201569176058,0.0790686350394504,0.0790139150725781,-0.0473732679894785,-0.102279971139516,-0.00283970611860619,-0.0116530629736698,0.00264989905792116,0.00264989905792116,-0.0558204926753075,-0.0556107894586734,0.00294575541608509,-0.0667414185240887,-0.0750974396460756,-0.0979298388448697,-0.107604893270527
"miR141",0.0131587034146697,0.0131316870968137,0.00549708800818345,0.00908441769005194,0.0990723939164743,0.00283970611860619,0.00278457723531203,0.102201569176058,0.0790686350394504,0.0790139150725781,-0.0473732679894785,-0.102279971139516,-0.00283970611860619,-0.0116530629736698,0.00264989905792116,0.00264989905792116,-0.0558204926753075,-0.0556107894586734,0.00294575541608509,-0.0667414185240887,-0.0750974396460756,-0.0979298388448697,-0.107604893270527
"miR205",-0.0232311000998075,-0.0233174634517068,-0.0880015573140524,0.0124032879015175,0.000128724188505178,0.000428247501798767,0.00031768986897433,-0.00625703658545807,0.0857496218963276,0.085535462677185,0.0943265351531447,0.00626338478415669,-0.000428247501798767,-0.00909161129212691,0.00455185029859062,0.00455185029859062,-0.0503137399458554,-0.0505218461791326,0.00701749734858686,-0.0600739788378654,-0.0828353055623708,-0.0829062304065423,0.0126292248709207
"FOXC2",-0.00270554088283306,-0.00280995181688301,-0.0592783691207069,0.0132557676186602,0.00868404162571434,0.00418125804832283,0.00406520487641535,-0.00520223383126966,0.0813971637618198,0.0812732340637576,0.0900958593248452,0.00518595089903922,-0.00418125804832283,-0.0157226889507579,0.00146850646095414,0.00146850646095414,-0.0552184721684236,-0.0554759945322078,0.00175498639506574,-0.063206409708861,-0.0849744031730409,-0.119697917229873,-0.0233068485945349
"ZEB1",-0.00273860602115556,-0.00270554088283306,-0.0593093805710886,0.0132777268350948,0.00863206339542021,0.00406520487641535,-0.0958998028536952,-0.00522761785031453,0.0812732340637576,0.081332726753368,0.0901613967656419,0.00520223383126966,-0.00406520487641535,-0.0155908659788109,0.0015159766931627,0.0015159766931627,-0.0554138969298904,-0.0552184721684236,0.00169223322363673,-0.0631302921834017,-0.0849474914999847,-0.119691716219217,-0.0233076873226875
"SNAI2",-0.220353232626544,-0.220341439764694,-0.225441246923305,0.0204678118845598,-0.0293089074641626,-0.0471394891373851,-0.0471372610077628,-0.201225865910831,0.126470277406211,0.126517883499791,-0.0298835368701068,0.201209922788995,0.0471394891373851,0.0508427619021584,0.0340388395327179,0.0340388395327179,0.0452246024418214,0.0452110379698863,0.202726818949827,0.0413733752216964,0.00210142573332664,0.228346045328897,0.134994603818733
"OVOL2",-0.137459581637529,-0.137472741985401,-0.141136599154563,0.0350077251936938,0.133663791513475,0.0967499344783255,0.0967272445383927,0.177085528181322,0.126941634725228,0.126920053544018,-0.0394837447258443,-0.1771289309591,-0.0967499344783255,0.037884784432165,-0.0855269429659541,-0.0855269429659541,0.210970590493771,0.211116443409209,0.122123757025049,0.0964861745761077,-0.107247517025064,0.154794392462489,0.122020226901761
"TGFbeta",0.0627229670418897,0.062723659509915,0.107631269449174,0.057126674985478,0.0977138212259057,0.0698303808433661,0.0698662335282862,0.0906572393858641,0.0247550634103658,0.0248027116303645,-0.0563595507354631,-0.190519534838139,-0.0698303808433661,-0.0732112528410847,-0.00177399044651876,-0.00177399044651876,-0.0741813584184444,-0.0746964851559751,-0.0749683483836376,-0.0753922904817954,-0.0373656316876831,-0.0397688984964058,-0.155465825818065
"miR34a",-0.00720134128919429,-0.00718693594192938,-0.00534709339410865,0.0796190699106901,0.022113524159672,-0.0694291405088943,-0.0693948729890298,0.0222172168992155,0.0793653053642156,0.0794747429808375,0.0615711535482158,-0.0221918743218754,0.0694291405088943,0.07648679984994,0.113240467424095,0.113240467424095,0.079264062188382,0.0791524191433653,-0.0654496880777296,0.079948141066714,-0.112806451787713,0.0565755210498278,-0.0942709398386727
"NP63",-0.214781589743674,-0.214740469068199,-0.210214338054687,0.0957862591279774,-0.0349530359437295,-0.0417602957849026,-0.0417721706979613,-0.121677231102924,0.115600592276649,0.115540006615255,-0.0278906834437003,0.12168407772155,0.0417602957849026,0.156026936149175,0.0566094381013046,0.0566094381013046,0.0102073539984579,0.11019660593311,0.140849190651076,-0.130922927457271,0.0149537349862223,0.118296367456682,0.226958230113956
