"","SNAI2","KLF8","ZEB2","TWIST1","OVOL2","miR200b","TGFbeta","GSC","GRHL2","ZEB1","CLDN7","miR141","miR34a","NP63","miR205","miR200c","miR200a","TCF3","CDH1","FOXC2","SNAI1","miR101","TWIST2"
"SNAI2",0.291406845798138,0.314718106192301,-0.108123604869243,0.173035426066819,0.020063861849154,0.236863320820757,0.226290607114051,0.226085931901296,0.0287956721858564,0.0287632537621148,0.0287075505215574,-0.0287075505215574,-0.0153368336072751,-0.00766404051629215,-0.00773457577035471,-0.0379976015482651,-0.0379976015482651,-0.172767925160036,-0.301026647323935,0.029946138408283,-0.010382656215305,-0.314872800791864,-0.358642666838259
"TCF3",0.390817684536421,0.312840485611054,-0.108020147420502,0.172337646275574,0.0199739325361793,0.236526179943497,0.226063426428374,0.224994004641171,0.0287257700104692,0.0287765370611605,0.0285753886868051,-0.0285753886868051,-0.0153441033239658,-0.00740072882633828,-0.00815217391304348,-0.0376987736895415,-0.0376987736895415,-0.171175981222331,-0.400275940091539,0.0299860847564832,-0.0102636993283522,-0.313809044693158,-0.357379396017208
"KLF8",0.390817684536421,0.312840485611054,-0.108020147420502,0.172337646275574,0.0199739325361793,0.236526179943497,0.226063426428374,0.224994004641171,0.0287257700104692,0.0287765370611605,0.0285753886868051,-0.0285753886868051,-0.0153441033239658,-0.00740072882633828,-0.00815217391304348,-0.0376987736895415,-0.0376987736895415,-0.171175981222331,-0.400275940091539,0.0299860847564832,-0.0102636993283522,-0.313809044693158,-0.357379396017208
"miR34a",0.188554832468164,0.122968303796813,-0.104914107041167,0.100905519263645,-0.0277487691101038,0.0367739407291583,0.0441949083312427,0.0442051660411184,-0.00984905012863009,-0.00953897006906,-0.00959013337996873,0.00959013337996873,-0.0197171063510658,0.0138761034498181,0.0141107430698533,-0.087705244822713,-0.087705244822713,-0.100731521326426,-0.110278122113187,0.0862452928799497,0.0193360195897362,-0.12310083299165,-0.255197730670842
"ZEB2",-0.0954488641053925,-0.0865301826986822,-0.0850688716442418,-0.012712381325358,-0.00774045121445715,-0.00616103324869442,-0.00206612537342951,-0.00195959106383958,-0.0016203036449456,-0.00112217131390508,-0.00108608343624053,0.00108608343624053,0.00210172843993763,0.00752547535640751,0.00767267089405858,0.00848055441703238,0.00848055441703238,0.0125873549399196,0.0178625500742416,0.0233642301091377,0.0295817333171395,0.0864317408638855,0.0944512638189393
"SNAI1",-0.0934494235067777,0.00524642012416053,-0.0771182980403706,-0.0335741756147403,0.0737671607921383,-0.0281495865974411,-0.0138423836403503,-0.0139202502133429,0.0907378510776577,0.08919988195672,0.0891789578202267,-0.0891789578202267,-0.0942080045754149,-0.0110617472002285,-0.0111609875824877,0.00339921398891798,0.00339921398891798,0.0335900146492745,-0.0699931546516719,0.0147597582116498,-0.0920961670241811,-0.0051132070050081,0.0932098182235975
"GSC",0.115265822515672,-0.0346635802456831,-0.0717954004715486,0.0281269764912845,-0.0722516130756605,-0.0637561308840567,0.0351303504906589,0.0350148325853836,-0.102770945777196,-0.100845230495737,-0.100887704100564,0.100887704100564,0.0982437004977916,0.0181866097064148,0.0180927381763089,-0.0883664331200351,-0.0883664331200351,-0.0280295448531552,0.00959669694167106,-0.152384406021219,-0.084652256409532,0.0346918365400162,-0.109992037165458
"miR200c",0.114155722555414,0.112179096638287,-0.0209871452953708,0.0218532312862688,-0.0104502072864978,0.00707309459013105,-0.0690202460785835,-0.0690997843023814,0.0109519264666904,0.0166933284360419,0.0166515911843172,-0.0166515911843172,-0.0129728389268571,0.0380385514435716,0.0379532484401951,0.000655491258401382,0.000655491258401382,-0.0218044269914908,-0.074010553301304,0.104442845813509,0.111350202204158,-0.112220521659,-0.0799044375870715
"OVOL2",0.0528614109421775,0.047469029626892,-0.0160198049100098,0.0163713648613864,-0.0583545208400649,-0.0178167621430286,0.0276552327671533,0.0278508897336436,-0.0207576730542194,-0.0123752273213293,-0.0123750914534255,0.0123750914534255,0.0713805099753536,0.0561153480943829,0.0565269774335072,-0.0127785147828698,-0.0127785147828698,-0.0163210087718964,0.0705147165957296,-0.0773382212972057,-0.0812435942326586,-0.0475403148445313,-0.0738947060031054
"miR200a",0.0815167392434779,0.0936242587199054,-0.0128626061132596,0.0166962639792662,-0.0138449819971463,0.0333430673669861,-0.076720776743475,-0.0768491741618915,0.00653284411388176,0.0114079661240682,0.0113425703232375,-0.0113425703232375,-0.0101908050866754,0.0402024787815305,0.0400318727747774,0.00126248440991193,0.00126248440991193,-0.0166178813240168,0.000645526784276606,0.112917652997868,0.120324614598052,-0.0934855749549113,-0.0564169392921219
"miR205",0.0408368393364558,0.0204927800721245,0.0016827474487015,0.0012221457224543,0.0225982618089262,0.00782903130020745,-0.0174621221498028,-0.0173795955667207,0.010611830429445,0.00568248900858565,0.00576944445013296,-0.00576944445013296,-0.00489839660404871,-0.0438953222061668,-0.0438259534617411,0.00382677025766502,0.00382677025766502,-0.00132922533202557,-0.0148134997015493,-0.0869432903159587,-0.077778441514709,-0.020721830701075,0.0463686769129504
"NP63",-0.310176281565465,-0.280746022501068,0.00395860319847989,-0.157271659508757,0.105550265811659,-0.129439567959251,-0.0329051702747745,-0.0329719248063801,-0.128665691131385,0.0452750890776664,0.0452089288477681,-0.0452089288477681,-0.0572368575376716,0.203014021797902,0.302825930654308,0.0421214861537039,0.0421214861537039,0.157184146886745,0.178771795186323,-0.0517676545219461,-0.0158503110638005,0.281467005011074,0.297170208283798
"miR141",-0.102925922941075,-0.0983014200489901,0.00395868437613708,-0.0133202074532105,-0.025257779730098,-0.0734339834196657,0.115402861160928,0.115461946698607,-0.0192993847121867,-0.017143224108617,-0.017179158319995,0.017179158319995,0.113466955358907,0.0445128048354189,0.0446691936749427,-0.00825815380277799,-0.00825815380277799,0.0133660539119413,0.0135110619251638,-0.0983500042453737,-0.0871952326118864,0.0983122265761325,-0.00147643668331842
"GRHL2",0.0478900013345728,0.0482016044375346,0.00797420413327842,0.0147199481055782,-0.0934267121379718,-0.0442750831619534,-0.0742119409867213,-0.0742712546116707,0.0856098795616604,-0.0242406714300192,-0.0242941687344102,0.0242941687344102,0.0150779689397198,-0.218980137149487,-0.218804841663779,-0.0163686377916378,-0.0163686377916378,-0.0144771595050811,-0.0479529869737806,0.0832655553656903,0.0741640007311704,-0.0481760751448721,-0.0568806244358774
"miR200b",-0.0815167392434779,-0.0936242587199054,0.0128626061132596,-0.0166962639792662,0.0138449819971463,-0.0333430673669861,0.076720776743475,0.0768491741618915,-0.00653284411388176,-0.0114079661240682,-0.0113425703232375,0.0113425703232375,0.0101908050866754,-0.0402024787815305,-0.0400318727747774,-0.00126248440991193,-0.00126248440991193,0.0166178813240168,-0.000645526784276606,-0.112917652997868,-0.120324614598052,0.0934855749549113,0.0564169392921219
"ZEB1",0.0226586299495898,0.00465827384675968,0.013966646757718,-0.00371686704761678,0.0264626123266731,0.00652332366994389,-0.0309523252243872,-0.0309877713771075,0.0116306479722746,-0.0942721321904053,0.0056854226406638,-0.0056854226406638,-0.00566514286160476,-0.0402699133192283,-0.0402986522547381,0.00824548330919831,0.00824548330919831,0.00373309232660144,-0.0132292313290088,-0.0722508446958133,-0.0583778399217202,-0.00462080002332752,0.0571269186119678
"FOXC2",0.0226105828082749,0.00451620651026549,0.0140418633841261,-0.00373309232660144,0.0265798600237841,0.00653854174148934,-0.0309877713771075,-0.0309215541193704,0.01171487869647,0.0056854226406638,0.00578192106565647,-0.00578192106565647,-0.0057165095833072,-0.0402986522547381,-0.0402850984461179,0.0082276819721201,0.0082276819721201,0.00361479579663299,-0.013322246488848,-0.0722393587525809,-0.0583306264602181,-0.00465827384675968,0.0570275229376676
"TWIST1",-0.171598540089194,-0.0720997295002624,0.0265869258036756,-0.123188978421711,-0.0293810584901413,-0.0429709071489435,-0.0173037478408731,-0.0172996742530763,-0.0162190489155301,-0.0162203296027446,-0.0162826470465695,0.0162826470465695,-0.0399644326320999,0.0160119614272843,0.0160316016189726,0.0216485249506073,0.0216485249506073,0.0232012326228592,-0.0364330251514111,0.10592803314294,0.00958687372660619,0.0723108533363427,0.15754478471884
