"","TWIST2","ZEB2","miR101","miR34a","CDH1","SNAI1","miR200c","CLDN7","GRHL2","TGFbeta","NP63","miR205","GSC","TCF3","TWIST1","miR141","ZEB1","miR200a","FOXC2","miR200b","OVOL2","SNAI2","KLF8"
"GSC",-0.0637857680506654,-0.127842686560122,-0.0730181370561902,-0.0576171597616758,-0.0281736660823815,0.0148189600680048,0.106838261320629,-0.0913550909637668,-0.0920939531965036,-0.0465198852779527,0,0,0.0465131620136246,0.120919604686186,0.121085717642996,0.0913550909637668,0.0913833262578844,-0.106838261320629,-0.201261053765815,-0.023685330637484,0.0946084023327413,0.0420700179629634,0.0730580856102474
"miR101",0.00213149648094249,-0.0975414756790805,-0.0183240528575387,-0.0263071048906023,-0.0249326276986006,0.00764048707402707,0.0431746362895159,0.00974392022488145,0.00894928001673147,-0.00636944775120685,0,0,0.00638202436373818,-0.0117466491231828,-0.0114902192812963,-0.00974392022488145,-0.0097116206961909,-0.0431746362895159,0.0104179271938203,-0.0494255967955411,-0.053721934218353,-0.0685770294126303,-0.0817583566913355
"miR34a",0.214501585429878,-0.0843316547834257,0.0431442077717402,0.0246443657376088,-0.0392503476432061,-0.024648884129323,-0.0569020011024307,0.0845190920902178,0.0830309432903368,0.0191239952429301,0,0,-0.0191626125036388,-0.0931083685001768,-0.0929595648344103,-0.0845190920902178,-0.0844998166102941,0.0569020011024307,0.0923068625007658,-0.00640038329590261,-0.0916182925190506,-0.119249796118992,-0.0431826220311132
"ZEB2",-0.0876679233597847,-0.0836200548171183,-0.0802962106321248,-0.0233921417476789,-0.0183846974572874,-0.0109783490180031,-0.0074023239223675,-0.00660870000260126,-0.00574848505079585,-0.000288515941215619,0,0,0.000359333545856328,0.000802497100640555,0.000836595205760142,0.00660870000260126,0.00666737349077696,0.0074023239223675,0.0140522366124426,0.0161355314583257,0.0224138434607628,0.0600901287432881,0.0803429456446041
"CDH1",0.0439022070651232,-0.0373625595694696,0.014033091195816,0.0283114617783181,-0.0781787495559369,-0.00968041385793588,-0.007496303992762,0.0498290424430941,0.0493332032891689,0.0111537806995868,0,0,-0.0112581242558607,-0.068093535056307,-0.0683325788810082,-0.0498290424430941,-0.0498579205294396,0.007496303992762,0.0257492132006371,-0.0227943468758493,-0.0709719113849256,-0.0285484344968237,-0.0138422206319391
"KLF8",0.0438951885362068,-0.0372066957499153,0.0138422206319391,0.0284862962154042,0.0220420219124302,-0.00973380852668358,-0.00762156140736404,0.0501033356808515,0.0495766860668205,0.0112581242558607,0,0,-0.010333708812685,-0.0691099919778946,-0.068093535056307,-0.0501033356808515,-0.0498290424430941,0.00762156140736404,0.0261614242048787,-0.023002905161234,-0.0711466591656288,-0.028595574166427,-0.014006130630449
"TWIST2",0.133842446426336,-0.0260724190021756,0.0631845932683669,0.0776733011201014,-0.0538519863252533,-0.0116516363385635,-0.0549688550667142,0.132013707571575,0.131917459803784,0.0311851791929844,0,0,-0.0312285681132552,-0.173268181041027,-0.173520378866712,-0.132013707571575,-0.13205341859585,0.0549688550667142,0.106821035842493,-0.0276187887309962,-0.121467616930013,-0.10008914253906,-0.0631472256843115
"NP63",0.0273351602255023,-0.0228760633410423,0.0102051928097002,0.0379144968061294,0.0959595446207867,-0.0184048518901003,-0.0162703963228085,0.0207458412284964,-0.0819372981564747,0.0973558754434904,-0.00418403674447556,0.0958159632555245,-0.0976434334257919,0.0519491618030454,0.0520636013856775,-0.0207458412284964,-0.0207916444645798,0.0162703963228085,0.0043180742279451,-0.0915929375395635,0.0386167986326739,-0.0205114578467689,-0.0103422617279523
"OVOL2",0.0625037569535905,-0.0194829529461371,0.0632041737123147,-0.0534187530642899,-0.108545199177934,-0.0512354818794306,0.00556958786411151,-0.000521089915018684,-0.00284216023437445,0.000892780079399518,0.00906664885944927,0.00906556846748307,-0.00107121372137483,-0.0222840525548174,-0.0225789953646872,0.000521089915018684,0.000407911951162263,-0.00556958786411151,0.0663858684659938,0.0315628848593034,-0.0378155339542527,-0.0624800876557216,-0.0631274050163955
"miR205",0.118195381506426,-0.0149495333106565,0.0213142287006714,0.00255691075645478,0.0430848472361902,-0.0885583655257106,0.00139629744197144,0.00806047318114203,0.0068028146836939,0.00498036801248427,0,0,-0.00497878096280961,-0.0156923266772328,-0.0156799713376669,-0.00806047318114203,-0.00804742986490994,-0.00139629744197144,0.10541703540176,0.000133483496603017,-0.0733996612590514,-0.0468128233336342,-0.0213830690536346
"GRHL2",-0.0614836388983025,-0.0129802557486978,-0.0680848999243719,-0.00432466509258023,0.0432989717850938,0.0747954382058206,0.0121219429606863,-0.0166997067775378,-0.0151897825776399,-0.0923266368862116,0.00853631481530386,0.00853457921643547,0.0920300687614645,0.035038671317346,0.0347033918214213,0.0166997067775378,0.0165619239241881,-0.0121219429606863,-0.0954329883575649,0.0125776421752078,-0.0288333794750134,0.0754157573786424,0.0681597271614862
"miR200c",0.0237710949580745,-0.0101501109526193,-0.00400772849403586,0.0887357140443558,0.0886349845232329,0.0139230643967202,0.00200972437122625,0.00406549412741966,0.00338618758992473,-0.0858464742627961,0,0,0.0857510283942387,0.0417704620819009,0.0417926458522545,-0.00406549412741966,-0.00403580934410741,-0.00200972437122625,-0.0477170530873917,-0.0626110650291217,-0.0705793886143222,0.0625531476875215,0.00397170673689454
"miR200b",0.0237710949580745,-0.0101501109526193,-0.00400772849403586,0.0887357140443558,0.0886349845232329,0.0139230643967202,0.00200972437122625,0.00406549412741966,0.00338618758992473,-0.0858464742627961,0,0,0.0857510283942387,0.0417704620819009,0.0417926458522545,-0.00406549412741966,-0.00403580934410741,-0.00200972437122625,-0.0477170530873917,-0.0626110650291217,-0.0705793886143222,0.0625531476875215,0.00397170673689454
"TWIST1",-0.0958596433649232,-0.00521265276221448,-0.0377163639607755,0.037516138389882,-0.065291036262149,-0.00381885120308361,0.0121702601656223,-0.0173729378152007,-0.0158497867530903,0.0048248491762866,0,0,-0.00484772393853008,0.10588009903183,0.00562439470119502,0.0173729378152007,0.0173357941506635,-0.0121702601656223,-0.11978574814833,-0.0482472452879665,0.0503527018621529,0.113245399055931,0.0378089796058485
"ZEB1",-0.101097157335379,0.000852536909690706,-0.00739974844888231,0.00437518920446261,-0.0497177301029973,0.0889967676997394,0.00382063926458824,-0.00656493965146961,-0.00552590099092012,-0.0172045281476519,0,0,0.0170922438832281,0.0205771190886177,0.0204719552433468,0.00656493965146961,-0.0934907753133155,-0.00382063926458824,-0.113606585345118,-0.0110053579584344,0.0697170863982052,0.0391266478643642,0.00736447896800498
"FOXC2",-0.101013664968967,0.000907056343597251,-0.00736447896800498,0.004376412221646,-0.0497171861546942,0.0889627740074579,0.00382657304361431,-0.00656366434188821,-0.00552476784216413,-0.0170922438832281,0,0,0.017136750564658,0.0206165512652739,0.0205771190886177,0.00656366434188821,0.00656493965146961,-0.00382657304361431,-0.11369374338494,-0.0109942436365192,0.0697162851610951,0.0391226938602161,0.00752366285106473
"TGFbeta",0.0659766802447953,0.00405598266229885,0.032235940063263,-0.0489387669136273,-0.0806195933427507,-0.0226928726056418,-0.00825339180654787,0.0115782780922577,0.0115628147800394,-0.0934716170962077,0,0,-0.00665653066902563,-0.0743922700567297,-0.0742402495453055,-0.0115782780922577,-0.0115674708235976,0.00825339180654787,0.0836406462751897,0.090166066521996,-0.00852826514333945,-0.0795276882316201,-0.0322117036823779
"miR141",-0.0988135159341163,0.00800611490616349,-0.0277916128538132,-0.015041397072995,-0.0344556803870212,0.0669829153992939,0.0026444619130305,-0.0104152644286691,-0.00902178530898031,-0.0999973941492089,0,0,0.0998996757599716,0.0631397490100737,0.0631441857641444,0.0104152644286691,0.0104262009277841,-0.0026444619130305,-0.0950608946315672,0.00295142775221823,0.0745462323028694,0.124571023741546,0.0278546509288105
"miR200a",-0.0237710949580745,0.0101501109526193,0.00400772849403586,-0.0887357140443558,-0.0886349845232329,-0.0139230643967202,-0.00200972437122625,-0.00406549412741966,-0.00338618758992473,0.0858464742627961,0,0,-0.0857510283942387,-0.0417704620819009,-0.0417926458522545,0.00406549412741966,0.00403580934410741,0.00200972437122625,0.0477170530873917,0.0626110650291217,0.0705793886143222,-0.0625531476875215,-0.00397170673689454
"TCF3",-0.0438951885362068,0.0372066957499153,-0.0138422206319391,-0.0284862962154042,-0.0220420219124302,0.00973380852668358,0.00762156140736404,-0.0501033356808515,-0.0495766860668205,-0.0112581242558607,0,0,0.010333708812685,0.0691099919778946,0.068093535056307,0.0501033356808515,0.0498290424430941,-0.00762156140736404,-0.0261614242048787,0.023002905161234,0.0711466591656288,0.028595574166427,0.014006130630449
"CLDN7",-0.0438951885362068,0.0372066957499153,-0.0138422206319391,-0.0284862962154042,-0.0220420219124302,0.00973380852668358,0.00762156140736404,-0.0501033356808515,-0.0495766860668205,-0.0112581242558607,0,0,0.010333708812685,0.0691099919778946,0.068093535056307,0.0501033356808515,0.0498290424430941,-0.00762156140736404,-0.0261614242048787,0.023002905161234,0.0711466591656288,0.028595574166427,0.014006130630449
"SNAI2",-0.0438188806131034,0.0373463844211577,-0.0140199109384541,-0.0283472263321842,0.0781255739017634,0.00963989503894814,0.00744781552742192,-0.0498579205294396,-0.0493588739347857,-0.0110421788467375,0,0,0.0111537806995868,0.0683325788810082,0.0684799310754225,0.0498579205294396,0.0499239074451769,-0.00744781552742192,-0.0259032493291109,0.0228656498489574,0.0709900580096534,-0.0714988359193595,0.014033091195816
"SNAI1",0.0559455333404505,0.0631202037581529,0.0339239843184376,0.0900008655585822,0.0984815954458256,-0.114250409928387,-0.089837042217667,0.106253515133782,0.107472517969897,0.04637192467755,0,0,-0.046374071375051,-0.0160837813770988,-0.0159637112765976,-0.106253515133782,-0.106270424306815,0.089837042217667,0.00140899876093534,-0.0166649776893905,-0.106156691476569,0.0188940390556011,-0.0340047857185792
