"","SNAI2","miR101","ZEB2","miR34a","GRHL2","OVOL2","miR200c","miR200a","TCF3","GSC","NP63","miR205","TGFbeta","TWIST1","CDH1","miR200b","SNAI1","ZEB1","miR141","CLDN7","FOXC2","TWIST2","KLF8"
"SNAI2",0.313182876115565,0.275239329029307,-0.0799281449766393,0.0113546862138371,0.108022463112645,0.0813239001660035,0.0954233087724245,0.0172814834585741,-0.10256718111615,-0.159979603395656,0,0,0.159786131457705,0.102295146295693,-0.169570017019149,-0.204914692822919,0.147794505858813,-0.110184219628285,-0.109932783770138,-0.109932783770138,0.1352066977128,-0.377880640096226,-0.274875137707466
"TCF3",0.411467506423574,0.273448461119843,-0.0795930588286646,0.0112750151040938,0.107407014877356,0.0808844564295544,0.0944474622238871,0.0174524319270543,-0.100308256826217,-0.160562794305025,0,0,0.160182152651952,0.101711935432219,-0.268857663523034,-0.204535986190753,0.146450777979636,-0.109696946064983,-0.109239790668721,-0.109239790668721,0.133965946588059,-0.375861849671705,-0.270423576601888
"KLF8",0.411467506423574,0.273448461119843,-0.0795930588286646,0.0112750151040938,0.107407014877356,0.0808844564295544,0.0944474622238871,0.0174524319270543,-0.100308256826217,-0.160562794305025,0,0,0.160182152651952,0.101711935432219,-0.268857663523034,-0.204535986190753,0.146450777979636,-0.109696946064983,-0.109239790668721,-0.109239790668721,0.133965946588059,-0.375861849671705,-0.270423576601888
"CLDN7",0.411467506423574,0.273448461119843,-0.0795930588286646,0.0112750151040938,0.107407014877356,0.0808844564295544,0.0944474622238871,0.0174524319270543,-0.100308256826217,-0.160562794305025,0,0,0.160182152651952,0.101711935432219,-0.268857663523034,-0.204535986190753,0.146450777979636,-0.109696946064983,-0.109239790668721,-0.109239790668721,0.133965946588059,-0.375861849671705,-0.270423576601888
"ZEB2",-0.176930045771229,-0.15825383210068,-0.0784690065423425,-0.0519202984014345,-0.0376765681218146,-0.0355633671199882,-0.026927900423858,-0.00721752725522054,-0.00663884703579234,-0.00546822651669557,0,0,0.00537770314380701,0.00544216591802398,0.0151531997299356,0.0169169091885982,0.0213807154246098,0.0378996378581005,0.0380697664242334,0.0380697664242334,0.0409430598192526,0.133101410217695,0.157423539857697
"miR101",0.176799350692192,0.0503578407279968,-0.0237673508934448,0.0933322601722883,0.193802959264876,0.145618445394995,0.105720758149736,0.0862316891524267,-0.0111220650274722,0.0666119072205066,0,0,-0.0666362220047339,0.0113261177101648,-0.0271433487279417,0.0616791658504501,0.00242935466571101,-0.193246336601573,-0.193192613916098,-0.193192613916098,0.0008063854674674,-0.0680047455904318,-0.149975035081613
"GRHL2",0.0872824944223802,0.0490463389787751,-0.0222648278402159,0.210169708313127,0.242175604711537,-0.109010565498648,0.224844655055346,0.210500818956929,0.0216230544902034,-0.0417885221703993,-0.306281053357567,-0.306185595419806,0.0416482759357059,-0.0217242164070772,-0.14110690816441,0.136485863493633,0.0885405990752295,-0.226534246574365,-0.22634667847448,-0.22634667847448,0.0793517791120948,-0.0124811083696465,-0.048636989975738
"OVOL2",0.0992707138462694,0.107015672639224,-0.0118483230957643,-0.145327197976836,-0.214744410592789,0.117940906194452,-0.19600541627139,-0.204055054438538,-0.0250388640495747,0.138689828515476,0.300276143134155,0.300216721576014,-0.138646425737699,0.0252312962486971,0.150911621185091,-0.133275938136148,-0.0585926402062956,0.199800515462653,0.199712065457287,0.199712065457287,-0.0704212152616347,-0.126412160416421,-0.107034316465376
"miR200b",0.173199386813524,0.115002658318479,-0.00871754508717071,0.178885612928326,0.1991515886511,0.131103650481166,0.103448624754997,0.0954007760973772,0.0503331703604366,0.142163552454531,0,0,-0.142143099768412,-0.050370143311026,-0.0137421489860169,0.0166313213352145,-0.00101956784638888,-0.198834921600923,-0.198769972187811,-0.198769972187811,-0.0525111388895097,-0.0345065852255252,-0.114716285349205
"miR200c",0.00603904885151295,0.0208487659281365,-0.00738096347505516,-0.1140795096316,-0.198810542860942,-0.134462305337832,-0.0959458688563123,-0.102592111524218,-0.0124444923012557,0.0249554773694166,0,0,-0.0247657218926418,0.0129517611833416,0.0716128955429689,-0.107738774087235,-0.0521567255362561,0.199194554923762,0.198999260296708,0.198999260296708,-0.0542102425209901,-0.0354522917654693,-0.0206722593181441
