"","miR101","SNAI2","ZEB2","FOXC2","TCF3","SNAI1","miR141","CLDN7","ZEB1","NP63","miR34a","GSC","TGFbeta","miR200c","CDH1","miR200b","miR200a","GRHL2","miR205","OVOL2","TWIST1","TWIST2","KLF8"
"ZEB2",-0.138564981449808,-0.133537786382639,-0.0829665382024726,-0.0645510403614871,-0.0465117775934715,-0.0417849985335269,-0.0382379965545548,-0.0382379965545548,-0.0381439716760138,-0.0353803212693631,-0.0145507048650231,-0.000570956851223435,-0.000296712756939679,0.00682808716241591,0.0223128280264068,0.0230881918770711,0.0273625700166832,0.0337908677607983,0.0356669652111047,0.0371869732019068,0.0462178844017265,0.130841822458777,0.139172536612038
"miR34a",-0.0244733288175007,0.108603653614777,-0.0601573984687199,-0.0863715491634054,0.209385804543939,-0.184669299399636,0.248611300612773,0.248611300612773,0.248740755687817,0.205879906219525,0.219458585140431,-0.0365519541828192,0.0369103706337723,-0.164642447792454,0.06296959073452,-0.143388470707431,-0.212241058715687,-0.22473612770369,-0.205378458644449,-0.195906346075373,-0.209131499866465,-0.28436705371265,0.0245914526650729
"miR101",0.122319533509701,0.0752311325408973,-0.0441674455153223,0.101042357503577,-0.0878732131928219,0.116680617709215,-0.228541157572347,-0.228541157572347,-0.228609052500002,-0.181624379146949,-0.181062439120801,0.0395987336000191,-0.0398536196139875,0.134776463908617,-0.111791428818361,0.110603686674012,0.098641556129286,0.206736341971455,0.181275334427235,0.171626783280936,0.0869773455324441,0.0766997036454964,-0.222788736263775
"GSC",-0.116884812036283,0.0222586661680027,-0.0431214917904169,0.0850517792395755,0.292915700292932,-0.196110155788058,0.255919505954784,0.255919505954784,0.256142251052824,0.215816400014347,0.231689017924302,-0.0096762830194354,0.0095821573188407,-0.114261677827668,0.133413772228055,-0.0925985803074595,-0.166586450478846,-0.229045915392219,-0.215218687414489,-0.207477641044044,-0.293291051685726,-0.106691761481444,0.117031939637811
"TWIST1",0.0549858311586147,-0.0385819820597415,-0.0401535232836184,-0.0355292618079225,-0.253099837206529,0.0922610728269243,-0.225144866341287,-0.225144866341287,-0.225184478023402,-0.188055700757516,-0.191734955887881,0.0477257753661049,-0.048211785725552,0.150975945682969,-0.183626299777104,0.106639173759509,0.0981799789488016,0.205221772942485,0.187823946495595,0.17923484910248,0.152486310202354,0.135415509748208,-0.055135211231313
"miR205",0.0402685072907937,0.0100463048404231,-0.0298151562106494,0.127831902607397,-0.106137631829377,0.141583326681262,-0.202724242659922,-0.202724242659922,-0.202718031556954,-0.145077734933146,-0.222078354581403,0.0371904049949743,-0.037683977443792,0.11440958245817,-0.174323956716939,0.109122175643945,0.0889530429538753,0.181216317325998,0.145166923318836,0.139104683300999,0.105511627958038,0.118330910347938,-0.0401721307966451
"OVOL2",-0.144614209052146,-0.159406725096838,-0.0219094412800649,-0.0989712935400494,-0.0959849427517718,-0.0453365376473578,-0.241400826401452,-0.241400826401452,-0.241542808360912,-0.337605024673353,-0.177701524092518,-0.170318427734703,0.170160662082145,0.233249246608748,-0.175045236645874,0.178401520091464,0.216924263701754,0.0489321152010607,0.33715882279131,0.311625093217053,0.0960766627719143,0.183124932492445,0.144592275139026
"TCF3",0.0354395762549901,0.0703485096808447,-0.0106556156989304,0.0158965870421805,0.0894059185310634,-0.0179433152788361,-0.021085241223294,-0.021085241223294,-0.0207012306904337,-0.0230805478763508,-0.00294963316557449,-0.00263300894379505,0.000294781646350786,0.0144751178766203,-0.21136395690889,-0.0117007024445643,0.00648503584517939,0.019265566423846,0.0233695652173913,0.0262129283108012,-0.0908095971370653,-0.0792736369399164,-0.0347094317161732
"KLF8",0.0354395762549901,0.0703485096808447,-0.0106556156989304,0.0158965870421805,0.0894059185310634,-0.0179433152788361,-0.021085241223294,-0.021085241223294,-0.0207012306904337,-0.0230805478763508,-0.00294963316557449,-0.00263300894379505,0.000294781646350786,0.0144751178766203,-0.21136395690889,-0.0117007024445643,0.00648503584517939,0.019265566423846,0.0233695652173913,0.0262129283108012,-0.0908095971370653,-0.0792736369399164,-0.0347094317161732
"SNAI2",0.0351601264953499,-0.0292900258280148,-0.0101070776001421,0.0162165656158602,0.0907724125421118,-0.0179200661855207,-0.0208215560502065,-0.0208215560502065,-0.0207672239663397,-0.0231458182760521,-0.0028678343666706,-0.00154076646538632,0.00100688733148565,0.0148292576880409,-0.11138086955828,-0.0112683103129795,0.00582493513115295,0.0190270361074441,0.0234143948203673,0.0260445197117285,-0.0904618394554234,-0.0789446585511498,-0.0345822762646954
"miR200c",0.0927482328758623,0.138747706815133,-0.00451784812972448,0.0575509338112562,0.113810270608721,-0.00318646318649544,0.221676837714303,0.221676837714303,0.221899808379934,0.160485030134525,0.133029317133765,0.0761631799402017,-0.0766949497793073,-0.110742129632471,0.0449977787900682,-0.116502061890012,-0.114262017055004,-0.199948329718088,-0.159998092156917,-0.152162949777178,-0.113965557001196,-0.139737802208227,-0.0922295195730274
"miR200b",0.0927482328758623,0.138747706815133,-0.00451784812972448,0.0575509338112562,0.113810270608721,-0.00318646318649544,0.221676837714303,0.221676837714303,0.221899808379934,0.160485030134525,0.133029317133765,0.0761631799402017,-0.0766949497793073,-0.110742129632471,0.0449977787900682,-0.116502061890012,-0.114262017055004,-0.199948329718088,-0.159998092156917,-0.152162949777178,-0.113965557001196,-0.139737802208227,-0.0922295195730274
"CDH1",-0.0345822762646954,-0.070911043071444,0.0100009876568026,-0.0155202204730903,-0.0908095971370653,0.0173354375115548,0.0207012306904337,0.0207012306904337,0.0208215560502065,0.0234143948203673,0.00261056031789237,0.000294781646350786,-0.00154076646538632,-0.0150334687247616,0.11138764483468,0.0109537383727966,-0.0054808535213359,-0.0189571549054874,-0.0230805478763508,-0.0259729413586355,0.0907724125421118,0.0784454505277884,0.0354395762549901
"CLDN7",-0.0354395762549901,-0.0703485096808447,0.0106556156989304,-0.0158965870421805,-0.0894059185310634,0.0179433152788361,0.021085241223294,0.021085241223294,0.0207012306904337,0.0230805478763508,0.00294963316557449,0.00263300894379505,-0.000294781646350786,-0.0144751178766203,0.21136395690889,0.0117007024445643,-0.00648503584517939,-0.019265566423846,-0.0233695652173913,-0.0262129283108012,0.0908095971370653,0.0792736369399164,0.0347094317161732
"miR200a",-0.0744502118973184,-0.066093422279474,0.0155773051890421,-0.0862653131313005,0.00751428929707596,-0.0895787143680831,0.213689845231797,0.213689845231797,0.213764168787008,0.155013663405508,0.211649622006022,-0.108398285320735,0.108670987802328,-0.114271860065773,0.105423367548645,-0.0503717638018763,-0.101402825670011,-0.193311255577088,-0.154974566195627,-0.147513185609942,-0.00792690742565309,-0.0535141938722676,0.0741170106437612
"miR141",-0.0744502118973184,-0.066093422279474,0.0155773051890421,-0.0862653131313005,0.00751428929707596,-0.0895787143680831,0.213689845231797,0.213689845231797,0.213764168787008,0.155013663405508,0.211649622006022,-0.108398285320735,0.108670987802328,-0.114271860065773,0.105423367548645,-0.0503717638018763,-0.101402825670011,-0.193311255577088,-0.154974566195627,-0.147513185609942,-0.00792690742565309,-0.0535141938722676,0.0741170106437612
