"","TWIST2","ZEB2","miR101","miR205","miR34a","FOXC2","SNAI1","GRHL2","TGFbeta","CDH1","miR200b","miR200c","miR200a","GSC","miR141","CLDN7","ZEB1","TCF3","TWIST1","NP63","OVOL2","SNAI2","KLF8"
"SNAI1",0.180725916611219,-0.13303720232349,-0.101996794864671,0.195255919432593,0.27018878969386,0.1350385217616,0.166649750833955,0.182227235943519,0.000617676459488874,-0.115430540161269,-0.0272397669175566,-0.0275782881461095,0.0275782881461095,-0.000494143776019421,-0.168608399616892,-0.168608399616892,-0.168662833256109,0.181238460637272,0.181093865580073,-0.195946926538694,-0.206594654836523,-0.142968537747428,0.102144358811648
"ZEB2",-0.0909693455960271,-0.0902604283812973,-0.0677398174805504,-0.0345197872460827,-0.0293627838518754,-0.0265102028905652,-0.0233685365637217,-0.0133194993867012,-0.00425189292470937,-0.00221680830899678,-0.00180290901531152,-0.000959118964372217,0.000959118964372217,0.0042401926248122,0.0105960376139616,0.0105960376139616,0.010705283230021,0.0114810708696494,0.0115443959220143,0.0349768681261571,0.0446262233144574,0.0620305227693489,0.0677249020510357
"SNAI2",0.0265536054749367,-0.0650675226379765,-0.0163325476461963,-0.0545049678506045,0.0198298790814725,0.00619660361788113,0.0691802752877977,-0.0144415267852458,-0.0174234496713861,-0.113196773349342,-0.0355874781077,0.0386158711892238,-0.0386158711892238,0.0174816205213268,0.0107299216584038,0.0107299216584038,0.0107324925771988,0.111603921328879,0.111667396120319,0.0545999191541502,0.0761872278274023,-0.121033137357572,0.0164067733060763
"CDH1",0.0264687776454031,-0.0650427841758525,-0.0164067733060763,-0.0554037865460334,0.0197341223727345,0.00600692276546301,0.0692172320128085,-0.0145827153361378,-0.0174816205213268,-0.113193283055438,-0.0355219826165645,0.0386214660121476,-0.0386214660121476,0.01765552644845,0.0107764474641827,0.0107764474641827,0.0107299216584038,0.111651730093819,0.111603921328879,0.0545049678506045,0.0761811789524931,-0.0210663849708687,0.0162806046282594
"OVOL2",-0.136530945963922,-0.0301325058283936,-0.158930170356939,-0.416315304005984,-0.0717713708772307,0.13370267587666,0.161885363559751,-0.190631670821589,-0.243364137262656,-0.2049514919256,-0.00254276201468884,0.130642306955167,-0.130642306955167,0.243285598902868,0.130423876895415,0.130423876895415,0.130393034881255,0.0687630225873846,0.0688205724039446,0.416491407896476,0.329921360173321,0.129132073966094,0.158767859399853
"TWIST1",-0.125260075589224,-0.0105737863410966,0.0156511715224793,0.0320067917927065,-0.108491859784864,-0.202938234837317,-0.201652771042712,-0.00780738875934896,0.0115047170297369,0.07526927011188,0.0206046868776927,0.0305484833173551,-0.0305484833173551,-0.0115131775582379,0.0105691163691524,0.0105691163691524,0.0106847429926452,0.0114026905538835,-0.0885017266771572,-0.031547211307201,-0.0526340174434668,0.110916773659322,-0.0156910062085322
"ZEB1",-0.155365763931511,-0.0065255955459526,-0.0539342673562503,-0.153626676188399,-0.0329164470861375,-0.0778014394412499,-0.0658216382031458,-0.0574798010024823,-0.041304770424503,-0.0148254829701771,-0.00446785349268891,0.0269200388532218,-0.0269200388532218,0.0412524015924194,0.0372737258370803,0.0372737258370803,-0.0626545627318995,0.0221297067938736,0.0221843919934145,0.15400890403068,0.181951919117959,0.0912470228661439,0.053898997875373
"miR200c",0.0663189180739591,-0.00519528347812111,-0.0613892775169232,0.144962492974461,0.132654646106775,0.112397802816307,0.134279404993933,0.0468349004034468,-0.0632581346804351,0.00748833228626275,0.0629696675706737,-0.0163245682072835,0.0163245682072835,0.0633774420161319,-0.0324300819165134,-0.0324300819165134,-0.0324137887647706,0.0102149742290619,0.0100596878365867,-0.145534733955445,-0.176194067780358,0.0244723196702816,0.0615441710726308
"miR200a",0.0663189180739591,-0.00519528347812111,-0.0613892775169232,0.144962492974461,0.132654646106775,0.112397802816307,0.134279404993933,0.0468349004034468,-0.0632581346804351,0.00748833228626275,0.0629696675706737,-0.0163245682072835,0.0163245682072835,0.0633774420161319,-0.0324300819165134,-0.0324300819165134,-0.0324137887647706,0.0102149742290619,0.0100596878365867,-0.145534733955445,-0.176194067780358,0.0244723196702816,0.0615441710726308
"miR205",0.162242061533505,0.000176820433606047,0.0556845802563875,0.149128272466972,0.0322597314068159,0.091852147560464,0.0816370272005293,0.0483749306813453,0.0262979569046791,0.0113967462549267,0.00432029007370907,-0.0183577981854874,0.0183577981854874,-0.0261090979933952,-0.0314901744408414,-0.0314901744408414,-0.0313783745874234,-0.0192437069920934,-0.019297246796879,-0.149346288520881,-0.180393833123137,-0.0853928483576219,-0.0554455164851878
