"","miR200c","miR200b","CDH1","miR101","TWIST2","GSC","TGFbeta","miR34a","GRHL2","TCF3","miR141","CLDN7","NP63","miR205","OVOL2","FOXC2","ZEB1","TWIST1","SNAI1","ZEB2","SNAI2","KLF8","miR200a"
"miR200a",0.112021527152694,0.0435788240526947,0.0482988755782673,-0.0381054492364548,0.0989939777774068,-0.102918700991192,-0.103075504918108,-0.106778250768404,0.0130321434357827,-0.0226633025524356,0.0191473367783774,0.0191473367783774,0.000405502780501466,-0.000778076391348543,-0.0101149022969939,-0.0591024065257624,-0.0193836990755779,0.0224873113076303,0.204765334330855,-0.201422892334321,-0.0958720900470638,0.0378352860578949,-0.112021527152694
"miR200b",0.0925051489557498,0.117212892675912,0.0736076501857413,0.0749511725922693,-0.0730045951502235,0.145356513347805,0.14555308638662,0.125486216406081,0.000377584424391901,0.0348874140786941,-0.00500537739123426,-0.00500537739123426,0.00855715218186599,0.0100535090327634,0.0165235442036731,0.0630212529560003,0.00528414652173794,-0.0347055071617945,-0.229085677142542,-0.190316411836572,0.0529808224102511,-0.0745369223851442,-0.0925051489557498
"TWIST2",0.0824745955095537,0.0100276663083827,-0.053877735846468,0.189100922705,0.101457417674999,0.00759864648786594,0.00780412986499753,0.107072221971094,0.0134200843709448,0.332500854121034,0.0124326601588798,0.0124326601588798,0.0202824160506155,0.0221019049505351,0.0276375797618821,0.0429119106216351,-0.0121081920337029,-0.332218734519421,-0.26523960939324,-0.153615018799588,-0.150617943083164,-0.188652511696336,-0.0824745955095537
"TWIST1",0.102880304678939,0.0525347778531044,-0.140031566553506,-0.0652947139235316,0.0677032958605738,0.0249995733987658,0.0250500232168644,-0.00366765417020636,0.139662929592729,-0.220369154995238,0.130369432131356,0.130369432131356,0.101364116668439,0.101607655045374,0.0777860835637374,-0.00587949624078576,-0.130331301259788,0.120418988746576,0.207861077972639,-0.0631755637040706,-0.0474709808873744,0.0653803584985453,-0.102880304678939
"ZEB1",0.0211571924955338,0.0105758516203701,0.063730565167428,-0.039213862945172,0.0684861302215745,-0.0290649829414811,-0.0288630542134034,-0.0127424117577613,0.00173261020427653,-0.00215052298038231,0.00785272365112589,0.00785272365112589,-0.0127105368918187,-0.0108741189127407,-0.0215921469813794,-0.0976854498296161,-0.107549972349822,0.00248284073143845,0.109091650646618,-0.0487484661720733,0.0145155335829645,0.0396569357986934,-0.0211571924955338
"miR101",0.0762060480966368,0.117755715504303,-0.0540820983502511,-0.238387831621966,-0.0592035881065155,0.0393154513678267,0.0393917494838501,-0.0395344793164556,0.104215109961589,-0.237601888741709,0.095950965408958,0.095950965408958,0.0707452884161291,0.0712229285588962,0.0544188607845294,-0.0962009137360348,-0.0958712053483139,0.237690275197848,0.216546694525974,-0.0482161744681406,0.149243328959329,0.138530054553088,-0.0762060480966368
"TGFbeta",-0.0249428372895433,0.0637729941621339,0.14104752168341,0.104094267991658,-0.0911381546300027,0.185359344154864,0.0854310200235538,0.118664826937497,-0.0937754549608707,0.0601509387964206,-0.0887356611760658,-0.0887356611760658,-0.0830363433723006,-0.0822241329607443,-0.0740807651755832,0.0550710912027153,0.0888861052175725,-0.0600352216907096,-0.231355479749032,-0.0433612835727331,0.0317551408261499,-0.103917688645209,0.0249428372895433
"CDH1",0.0328641184620216,-0.188344306652674,-0.214159697199633,0.219015649098489,0.226312167882975,-0.194316573235639,-0.194212229679366,0.0153464104560072,0.026052182634195,0.153277043412818,0.0243129099784913,0.0243129099784913,0.0203973205889729,0.0215529446259529,0.0180443230640554,-0.0360904097394742,-0.0241380371222881,-0.153037999588117,-0.00135279462675344,-0.0407941902446318,-0.230957980484549,-0.218753606459946,-0.0328641184620216
"KLF8",0.0326539407663334,-0.188393118166275,-0.114137904307906,0.218753606459946,0.225912111734743,-0.194026560547584,-0.194316573235639,0.0150603177407754,0.0255554777677859,0.153035029860059,0.0239727863636721,0.0239727863636721,0.0215529446259529,0.0198188405797101,0.0174082411422958,-0.0360485912317976,-0.0243129099784913,-0.153277043412818,-0.00146779852867155,-0.0407229382128356,-0.231082638721944,-0.219275138273386,-0.0326539407663334
"CLDN7",0.0326539407663334,-0.188393118166275,-0.114137904307906,0.218753606459946,0.225912111734743,-0.194026560547584,-0.194316573235639,0.0150603177407754,0.0255554777677859,0.153035029860059,0.0239727863636721,0.0239727863636721,0.0215529446259529,0.0198188405797101,0.0174082411422958,-0.0360485912317976,-0.0243129099784913,-0.153277043412818,-0.00146779852867155,-0.0407229382128356,-0.231082638721944,-0.219275138273386,-0.0326539407663334
"GRHL2",-0.100685493682294,-0.0484683830965651,0.124442656995276,-0.106806192298333,-0.0355001125553507,0.0780310310528442,0.0779839127526507,-0.111179181671691,-0.0434969018836342,-0.0314990360134389,-0.110709242473405,-0.110709242473405,-0.0147019252599789,-0.0151514453668918,-0.0993396664889699,-0.0237455658256212,0.110636529810702,0.0314267775013861,0.00447623121227615,-0.0236208229751732,0.105667742973934,0.106703194807246,0.100685493682294
"miR34a",0.0585960174532911,-0.0461182598593696,-0.00598304718349239,0.140907006689725,0.0119893196023602,-0.00894683580388829,-0.0086662572690513,0.0597579996855957,0.0279394540405561,0.0411010694543187,0.0267627821338352,0.0267627821338352,0.0310759030352807,0.0336550466006676,0.0362774067104794,0.0948009542332795,-0.026318970157813,-0.0406341881114641,-0.103978786915792,-0.0068563214634387,-0.163616222224528,-0.140325030660223,-0.0585960174532911
"OVOL2",-0.00228783586429087,-0.0105945076505494,-0.132220785818697,0.0561994866435292,0.0717274864440557,-0.00149879013118966,-0.0012190833410662,0.00826139188066761,0.0185557171250358,0.00926338444326083,0.0114755992701006,0.0114755992701006,0.0245289798447116,0.0268961186426675,-0.0683090363267798,-0.0161650341444461,-0.0110675879550216,-0.00881737336492114,0.104880077407257,0.0265661320866966,-0.0656130945146979,-0.0556401718589751,0.00228783586429087
"GSC",-0.0655104295020718,-0.100935040446996,-0.0013660481938703,0.157393191352837,0.0589106229636794,-0.0300246233347281,-0.0300582396563691,0.00527080447897975,-0.0975514735512759,0.0226414911565166,-0.0900922716557518,-0.0900922716557518,-0.0790922725262908,-0.0791938070384463,-0.0669721637471113,-0.0384903765888749,0.0900669322892359,-0.0226542690762713,-0.0916365465244989,0.0309626213414249,-0.115173591831361,-0.157438011681779,0.0655104295020718
"TCF3",-0.0326539407663334,0.188393118166275,0.114137904307906,-0.218753606459946,-0.225912111734743,0.194026560547584,0.194316573235639,-0.0150603177407754,-0.0255554777677859,-0.153035029860059,-0.0239727863636721,-0.0239727863636721,-0.0215529446259529,-0.0198188405797101,-0.0174082411422958,0.0360485912317976,0.0243129099784913,0.153277043412818,0.00146779852867155,0.0407229382128356,0.231082638721944,0.219275138273386,0.0326539407663334
"SNAI2",-0.0327923182344988,0.188355598978732,0.214153332546045,-0.218894251991208,-0.226141761535151,0.194212229679366,0.194275571271523,-0.0151883542018251,-0.0257683793854322,-0.153037999588117,-0.0241380371222881,-0.0241380371222881,-0.0209751670934085,-0.0203973205889729,-0.0177197001105915,0.036063676196516,0.024248929419644,0.153140012645788,0.00137906506983341,0.0407851511911635,0.131064508551641,0.219015649098489,0.0327923182344988
"FOXC2",-0.0208382518728826,-0.010525067718696,-0.0637887676358654,0.0396569357986934,-0.0678285284404041,0.0286579096357202,0.0290649829414811,0.013233453156893,-0.000833267808271253,0.00272510612594337,-0.00726055490216208,-0.00726055490216208,0.0108741189127407,0.0142219096419356,0.022646842097305,0.0976050482269891,0.00785272365112589,-0.00215052298038231,-0.108935374089046,0.04868107409405,-0.0142508549416562,-0.0388575930740816,0.0208382518728826
"ZEB2",-0.203985469944507,-0.184353281553812,-0.170440946779327,-0.144803186983825,-0.102836913039681,-0.0649872262756016,-0.0649459673233326,-0.0509645098682881,-0.0327695204290692,-0.0316509458471156,-0.0297916345957699,-0.0297916345957699,-0.0225962141737123,-0.0220461676909109,-0.0172409947767852,-0.00986375146157674,0.0298768216267195,0.0317922094254682,0.0702381021267087,0.0846107658747994,0.130595815941576,0.144879752855334,0.203985469944507
"NP63",-0.118873664795049,0.0596744531372183,0.175631465142393,-0.254567108395205,-0.217460023464078,0.0786889496413255,0.0787916489207189,-0.110457684726183,0.0411097442125472,-0.15728503095766,-0.107177270895774,-0.107177270895774,-0.0353457057396385,0.0656431162723993,-0.120133137489828,0.023272207553033,0.107390001481139,0.157430885327681,0.0187692125639834,0.136795470836948,0.268372226838954,0.254750780745663,0.118873664795049
"miR141",-0.0940174461789328,-0.0663143168509013,0.0157615676555156,0.00362683543295685,-0.0284264571101389,0.0666328447386211,0.0663635510380484,-0.0124933717624595,-0.0223749779853514,0.0203652570557053,-0.0182847189767837,-0.0182847189767837,-0.0234981531698929,-0.025826214303712,-0.0276010605918406,0.0209415654919246,0.0178992631814435,-0.0207926643645182,-0.129038359909801,0.162766768554304,0.107918747720703,-0.00419778028364667,0.0940174461789328
"miR205",-0.0877234778891549,-0.088551584631866,-0.0442258596961596,-0.0625875127499499,0.0532453393503554,-0.0408626273535782,-0.0411879725368825,-0.0226634151434752,-0.00542292744501171,-0.0104075615666295,-0.00155883678021857,-0.00155883678021857,-0.012918500155329,-0.0155842419054033,-0.021466184523215,-0.101054810490849,0.00109673071942429,0.00998336157486641,0.125511054655823,0.169632079128843,0.0414589609734146,0.0619028641486607,0.0877234778891549
"SNAI1",-0.0511867241547033,0.0330115792695375,-0.144535085119188,-0.293589299886167,-0.0615141172926739,0.0130014096406233,0.0131214295463638,-0.143968121514305,0.0717843210850617,-0.268478990328402,0.0682515816653689,0.0682515816653689,0.0658629297950959,0.0668602343773061,0.0622625867378264,-0.113685793179625,-0.0680731474239074,0.26866241656704,0.168748442084715,0.178785274832851,0.208708288701479,0.293816729309731,0.0511867241547033
"miR200c",-0.0925051489557498,-0.117212892675912,-0.0736076501857413,-0.0749511725922693,0.0730045951502235,-0.145356513347805,-0.14555308638662,-0.125486216406081,-0.000377584424391901,-0.0348874140786941,0.00500537739123426,0.00500537739123426,-0.00855715218186599,-0.0100535090327634,-0.0165235442036731,-0.0630212529560003,-0.00528414652173794,0.0347055071617945,0.229085677142542,0.190316411836572,-0.0529808224102511,0.0745369223851442,0.0925051489557498
