"","KLF8","ZEB2","SNAI2","OVOL2","SNAI1","TWIST1","CLDN7","GRHL2","TGFbeta","NP63","miR205","miR200a","miR200b","FOXC2","GSC","miR200c","miR141","ZEB1","miR34a","TCF3","CDH1","TWIST2","miR101"
"TGFbeta",-0.107430509697951,-0.101571003105216,-0.100163765047358,0.00862304568060847,-0.114286333448092,-0.0287986262747375,0.0118624722511302,0.0115170140891922,-0.109909662806847,0,0,-0.0438685389069932,0.138464145129653,0.0225177180751077,0.00973286233074528,-0.0573763201082403,-0.0118624722511302,-0.0117295256922161,-0.114324306186543,0.0287487090918818,-0.0167123408788329,0.137739047932897,0.107244235799149
"NP63",-0.0426030027639909,-0.0988661686641896,-0.066907157917315,0.0790101763715438,0.0143328903308381,-0.0824855725133972,-0.000212622910080604,0.122626638005796,-0.102979584944243,0.0215802590359401,-0.12148890048048,-0.0330025098907563,0.123724394626209,0.0345874331897728,0.103190118466999,-0.0327549940637684,0.000212622910080604,0.00019803373117995,0.00348494957881423,0.0828064521274441,0.0824395301470883,0.0458881459894307,0.0431814335990148
"ZEB2",-0.103305017397173,-0.0936797958447992,-0.0908287068084819,-0.0224897681623298,-0.0216343887074108,-0.0105944518077277,-0.00661559423791836,-0.005741649602802,-0.00305103521036889,0,0,0.0016769166091384,0.0018945431757549,0.00217440797546174,0.0027154213448977,0.00644845629314509,0.00661559423791836,0.00690503374653403,0.00783081359898253,0.0105668485797738,0.0251656516510707,0.0888341133494543,0.102957985070466
"TWIST2",-0.0414200592489485,-0.0875229273222602,-0.134876177633511,-0.128933962016039,0.0457873771555225,-0.180966947592707,-0.144718556648541,-0.143695725312853,-0.0391990627263973,0,0,-0.115550017556445,0.0244403622531139,0.0660487510871541,0.0395808306475223,0.0309128954411774,0.144718556648541,0.144430893862936,0.100103633754459,0.181068111692276,0.187892917626689,0.0936239079532418,0.0418745533526913
"miR101",-0.176116280606812,-0.0849971901022624,-0.0400711762790923,0.124683580853035,-0.0466014785478759,0.00467712646655709,0.128629913729354,0.12528857462609,0.0033911912072873,0,0,0.0232828330726531,0.114217554134128,0.0580018092459841,-0.00413991887331955,-0.110152379138034,-0.128629913729354,-0.128030065339387,-0.0993972783101257,-0.00476987768596283,-0.131587441498432,0.0539921303882052,0.0753426941964128
"KLF8",-0.0418174044483478,-0.024864951645318,-0.0740382181718092,-0.0292755720761602,0.00846317521672585,-0.0827328231928957,-0.0255163585246767,-0.0252250756087116,-0.0136405501412644,0,0,-0.0250484739112604,0.0217621248327292,0.032232778265841,0.0129880215931404,0.000840215870774422,0.0255163585246767,0.0259442559755782,0.0178793011491117,0.0823940042190332,0.216044871702276,0.0769155316000915,0.0407296380946002
"CDH1",-0.0407296380946002,-0.0245999831520758,-0.073530157288307,-0.0295481786140572,0.00819209459077604,-0.0825575243881148,-0.0259442559755782,-0.0256049087418479,-0.0132947842391018,0,0,-0.0254964283939898,0.0220446399569028,0.0317966709714985,0.0136405501412644,0.000889045032398947,0.0259442559755782,0.0257260659898568,0.0183349302881846,0.0827328231928957,0.11612920071809,0.0778630330037973,0.0412440180887771
"miR200a",-0.111667035783267,-0.0207634249235359,-0.126873040224032,-0.0864048483512113,-0.0785188860649192,-0.0185060557438291,-0.0184140942677805,-0.0149428438048029,0.0851623767101048,0,0,-0.0196843314469421,0.00352164970290133,-0.00930164866189809,-0.0845283434404021,0.000272800906531439,0.0184140942677805,0.0178746347093918,0.0196609827263172,0.018534155186277,0.105500802036884,0.0395152097280155,0.112283007830383
"miR205",-0.0243194829240258,-0.00193032155716813,-0.00556909357003585,0.0811198283971821,-0.101319151556646,-0.00628651280756191,0.0125170360248475,0.0102591062859834,0.00637687389371712,0,0,0.00677886880840346,0.00797706757983603,0.0960455249188004,-0.00679109385880203,-0.00709202453113361,-0.0125170360248475,-0.0121443698467876,-0.0232200510532612,0.00627827591451797,-0.0507729022440915,0.091726874587484,0.0239427384468996
"FOXC2",-0.00488727943055273,-0.0014874151088139,0.0239664630947326,0.0903537054092155,-0.0930170737720286,-0.00443173120201909,0.0235666478015665,0.0182139060583117,0.0101127124330323,0,0,0.0151211917303861,0.0107548265022208,0.0935220597086913,-0.0109127471699544,-0.0157949687060724,-0.0235666478015665,-0.0228656526349898,-0.0346740969931884,0.00442609803392535,-0.143847599073059,0.0679185318270758,0.00415640289220311
"ZEB1",0.00415640289220311,0.00105025001841513,-0.024581490467225,-0.0899132920776983,0.0934972346755054,0.00440589094289537,-0.0228656526349898,-0.0175910519587683,-0.0105597913270209,0,0,-0.0143774914257854,-0.0110405500702259,-0.0927930401352927,0.0101127124330323,0.0157232688761741,0.0228656526349898,-0.0767483417280736,0.0339280565113197,-0.00443173120201909,0.143801798625933,-0.0690921959492133,-0.00458624969039555
"GRHL2",-0.0581037250265139,0.0137516459988644,-0.0507748866510128,0.132499859248591,-0.00258619521841215,-0.0245669528103618,0.114698749493632,0.0856270649489783,-0.082899250275268,0.0255409753580788,-0.0256364332958402,0.114160588743267,0.138853004171468,0.0342650123711703,0.0825505748538364,-0.106650275426032,-0.114698749493632,-0.114560966640283,-0.113642627218207,0.024254796038294,-0.10083969514636,0.0602085292192708,0.057435561815105
"miR200c",0.116693239693755,0.0166743826406192,0.103843351764188,-0.0822178437386099,0.142477176876429,0.0226460488899317,-0.0177641158936767,-0.015029505266547,-0.0981948350705449,0,0,-0.00309561135957133,-0.0476425395551903,-0.0256591232100618,0.0983982256713993,0.0167297470744678,0.0177641158936767,0.0175674821034655,0.124662232704045,-0.0226682326602853,0.038602042093796,-0.110206956630431,-0.116540147225905
"miR200b",0.0936068875977741,0.0196715861359859,0.0730681023046915,-0.0906761536809355,0.135976070521402,0.0182867541176066,-0.0259487666815258,-0.0217229820291855,-0.0937701450305186,0,0,-0.00644085850689698,-0.0800219983485464,-0.0248946391646742,0.0942178316044665,0.0223178520475527,0.0259487666815258,0.0255517048054921,0.130223469653958,-0.0183148535600545,0.115348177339453,-0.0886010942129262,-0.0932268580599333
"miR141",0.0936068875977741,0.0196715861359859,0.0730681023046915,-0.0906761536809355,0.135976070521402,0.0182867541176066,-0.0259487666815258,-0.0217229820291855,-0.0937701450305186,0,0,-0.00644085850689698,-0.0800219983485464,-0.0248946391646742,0.0942178316044665,0.0223178520475527,0.0259487666815258,0.0255517048054921,0.130223469653958,-0.0183148535600545,0.115348177339453,-0.0886010942129262,-0.0932268580599333
"SNAI2",0.0412440180887771,0.0247474624455072,-0.0262058973734833,0.0294110707827805,-0.00834838146401447,0.0826323339637405,0.0257260659898568,0.0254109527527437,0.013477914692619,0,0,0.025258648419726,-0.0218991302697002,-0.03201435839273,-0.0132947842391018,-0.000873193034114692,-0.0257260659898568,-0.0258537549566731,-0.0181018838404124,-0.0825575243881148,-0.116104358037955,-0.0773698304904913,-0.0409991427809487
"TCF3",0.0418174044483478,0.024864951645318,0.0740382181718092,0.0292755720761602,-0.00846317521672585,0.0827328231928957,0.0255163585246767,0.0252250756087116,0.0136405501412644,0,0,0.0250484739112604,-0.0217621248327292,-0.032232778265841,-0.0129880215931404,-0.000840215870774422,-0.0255163585246767,-0.0259442559755782,-0.0178793011491117,-0.0823940042190332,-0.216044871702276,-0.0769155316000915,-0.0407296380946002
