"","miR200a","CDH1","miR200b","SNAI2","TGFbeta","TCF3","FOXC2","CLDN7","SNAI1","miR205","NP63","OVOL2","miR141","ZEB1","GRHL2","miR34a","TWIST1","GSC","miR101","KLF8","TWIST2","ZEB2","miR200c"
"miR200b",0.140733152701726,0.0793075595031008,0.152922652169302,-0.0564960093804634,-0.0781560460258391,-0.0595822270302139,-0.0458634836370661,0.0179983957853367,-0.0549955585863711,0.0414935459555283,0.0413371571160046,-0.0259718367328218,-0.0179983957853367,-0.0178709520915676,-0.0124898961271876,-0.0241631934928022,0.058974391722525,0.0779867432351837,0.0551856874039645,0.055308161378245,-0.0142391872008833,-0.271012725162922,-0.140733152701726
"miR141",0.140733152701726,0.0793075595031008,0.152922652169302,-0.0564960093804634,-0.0781560460258391,-0.0595822270302139,-0.0458634836370661,0.0179983957853367,-0.0549955585863711,0.0414935459555283,0.0413371571160046,-0.0259718367328218,-0.0179983957853367,-0.0178709520915676,-0.0124898961271876,-0.0241631934928022,0.058974391722525,0.0779867432351837,0.0551856874039645,0.055308161378245,-0.0142391872008833,-0.271012725162922,-0.140733152701726
"miR101",0.124488524954448,0.089061979979808,0.110993287831719,-0.0740192056295885,0.0263525129241839,-0.015001015256831,0.00255769293192174,0.00107620671993013,0.0105893197411774,-0.0208930275541415,-0.0208956519505303,0.0200920100442984,-0.00107620671993013,-0.0010996073988794,-0.00268242697467359,-0.00271597903311028,0.0152552627170844,-0.0263114293232482,0.0790944097125094,0.178960161899021,0.0554930819665218,-0.257586602468738,-0.124488524954448
"TWIST2",0.114120497283931,-0.0956821556280151,0.10548719155384,-0.0845945395523678,0.0271863322311528,-0.0228619620989733,-0.0551890245146707,0.0735426439797943,0.083099504221438,0.0196010676270339,0.0195257548221455,-0.0537733152861226,-0.0735426439797943,-0.0734846379036847,-0.0715643553039827,-0.0810633263158329,0.0225655940326324,-0.0272641048240911,-0.00477329514362835,-0.00470377405701377,0.0596741968450807,-0.157180541242335,-0.114120497283931
"TCF3",0.0849289734121808,-0.173370330404824,0.0820605448976092,-0.0737923774516132,0.0148710104766602,-0.0940211545889414,-0.038553667168607,0.029794782066565,0.00286510937874719,0.00757246376811594,0.00728344642707548,-0.0208126122804747,-0.029794782066565,-0.0293303121839625,-0.0285314763133969,-0.0199257425926181,0.0911653946663857,-0.0147803815116429,0.0425888278264259,0.0430507560040448,0.075824873605488,-0.14253485666126,-0.0849289734121808
"GSC",0.108085711228464,0.0260426772895199,0.0966422710114554,0.038271657166891,0.0484669227005525,0.0185717894672858,-0.134177886629688,0.095053628530796,0.0748592121043531,0.0155190905357389,0.0154941858440781,-0.0699912414160449,-0.095053628530796,-0.0950282891642802,-0.0939180300024262,-0.0909332605366172,-0.0187426941440044,-0.0485903862818521,-0.117140902439588,-0.117162338249083,-0.0728555191246442,-0.12551811976431,-0.108085711228464
"TWIST1",0.0846916111790173,0.121318017188932,0.0534373189380853,-0.00132569561944084,0.0290087185569913,-0.0607111968236919,-0.101675286591378,0.0691197888740268,-0.00498147812343977,0.0187322196560965,0.0186379467359928,-0.0524812353397921,-0.0691197888740268,-0.0690905428657367,-0.0672708932114199,-0.0513107807869751,-0.0393010573774568,-0.029030339907605,-0.0475226952940513,-0.0474808688736957,0.0129946692560464,-0.107928056521722,-0.0846916111790173
"OVOL2",0.0295739049775357,-0.0996605823246584,0.0805907120901255,-0.092012272047251,-0.00233058738114767,-0.067187165582762,-0.0308114805456071,0.0181188613087467,-0.0667694525471165,0.00838068684939774,0.00825860255721654,-0.0834315989108911,-0.0181188613087467,-0.0180597587705984,0.019587034000318,-0.0223705112274924,0.0670522832001996,0.00236847869508065,0.0994001206507484,0.0995174670859392,0.0881993070684252,-0.0480989396115636,-0.0295739049775357
"GRHL2",0.00943350409464435,0.0336755043196155,0.0512402633102363,0.0127896418621467,0.0926369587859233,0.0333380427063611,0.0421762995810521,0.00867144333502044,0.00224103262712018,-0.134239328335827,-0.134275775912063,-0.0570256870583559,-0.00867144333502044,-0.0086096484895403,-0.0578172978980538,-0.00702793774949183,-0.0337918261620522,-0.0927894003453728,-0.0107582136607172,-0.0106305671974045,-0.0269753027791999,-0.0146093021256483,-0.00943350409464435
"miR34a",0.0877547563137112,-0.0800570078682218,0.0842238240714522,-0.0797600325438276,0.0209604015043089,-0.019619186618224,-0.0964128730304061,0.069923779326877,0.0932386447964516,0.0182064915463195,0.0182064915463195,-0.0532048601936657,-0.069923779326877,-0.0699149744780229,-0.0681295833242795,-0.0802055495125791,0.0195286447051915,-0.0210165172112763,-0.00939443295869928,-0.0093204855094061,0.155374066105293,-0.0141957577878429,-0.0877547563137112
"FOXC2",0.00314802422591232,0.00534822063673752,0.0146487651482471,-0.037603565209303,0.00509996816037372,-0.0228075735948062,-0.105256566865502,-0.00242074252894263,0.069611344043517,-0.0315028704112139,-0.0316519623060364,0.0244483574767308,0.00242074252894263,0.00240076267883402,-0.00344424505086863,-0.00444032230382673,0.0234610210936795,-0.0046646711054134,0.0117772377928135,0.0116728268587636,0.0983466459251484,-0.0122605741451775,-0.00314802422591232
"ZEB1",0.0031376401126167,0.00531025304517742,0.014634914993245,-0.0376118326725218,0.00492182265734708,-0.0234610210936795,-0.105374804516424,-0.00240076267883402,0.0697931158703003,-0.0316519623060364,-0.0314881503736304,0.024283035553014,0.00240076267883402,-0.0976471358308588,-0.00347861722980037,-0.00442075402889247,0.0233859040613431,-0.00509996816037372,0.0118036899034715,0.0117772377928135,0.0984595594111535,-0.0122585549068846,-0.0031376401126167
"SNAI2",-0.0843064816878608,0.0733388300375518,-0.0814607038599654,-0.0261945640536512,-0.0149912075498705,0.0916594185707682,0.0375989887348201,-0.0293254991695715,-0.00288442022728207,-0.00710368268798971,-0.00724475319611483,0.0204650410258257,0.0293254991695715,0.0293510369629348,0.0281673307970263,0.0194221287147182,-0.0915075324626797,0.0152045006663199,-0.0424240908684697,-0.042391487073943,-0.0752659502093304,0.14222983664305,0.0843064816878608
"CDH1",-0.0843876066202567,0.0732803162868203,-0.0815236182480019,0.0737703789391316,-0.0152045006663199,0.0911653946663857,0.0375798933469928,-0.0293303121839625,-0.00272546178356092,-0.00728344642707548,-0.00710368268798971,0.0202976888200027,0.0293303121839625,0.0293254991695715,0.0281516431802605,0.0194648154403002,-0.0916594185707682,0.0148710104766602,-0.042391487073943,-0.0425888278264259,-0.0751510948295194,0.142347820077795,0.0843876066202567
"KLF8",-0.0849289734121808,0.173370330404824,-0.0820605448976092,0.0737923774516132,-0.0148710104766602,0.0940211545889414,0.038553667168607,-0.029794782066565,-0.00286510937874719,-0.00757246376811594,-0.00728344642707548,0.0208126122804747,0.029794782066565,0.0293303121839625,0.0285314763133969,0.0199257425926181,-0.0911653946663857,0.0147803815116429,-0.0425888278264259,-0.0430507560040448,-0.075824873605488,0.14253485666126,0.0849289734121808
"CLDN7",-0.0849289734121808,0.173370330404824,-0.0820605448976092,0.0737923774516132,-0.0148710104766602,0.0940211545889414,0.038553667168607,-0.029794782066565,-0.00286510937874719,-0.00757246376811594,-0.00728344642707548,0.0208126122804747,0.029794782066565,0.0293303121839625,0.0285314763133969,0.0199257425926181,-0.0911653946663857,0.0147803815116429,-0.0425888278264259,-0.0430507560040448,-0.075824873605488,0.14253485666126,0.0849289734121808
"SNAI1",-0.11887784220892,-0.106529291960936,-0.104815456378016,0.0735960128551715,-0.0319342163679739,0.0154534084748191,-0.0177041216757559,-0.0784213763835627,-0.097096341426316,-0.00887229366338874,-0.0087975570792182,0.0668586468393292,0.0784213763835627,0.0783704944427911,0.0768731161180914,-0.0121927945808784,-0.015219910449589,0.0320031058423257,-0.0856585731774387,-0.0857399985266162,-0.0570108365335556,0.178664892085093,0.11887784220892
