"","miR200a","miR200b","miR141","GRHL2","miR34a","CDH1","miR200c","KLF8","SNAI2","SNAI1","NP63","miR205","FOXC2","TCF3","TWIST1","TWIST2","miR101","GSC","TGFbeta","OVOL2","CLDN7","ZEB1","ZEB2"
"miR200b",0.34626435500518,0.246011636964342,0.312997802248418,0.299224448513389,0.29685243536767,0.0701199283206003,0.0165128064874823,0.088151664983117,0.0722905624886296,0.117256930521048,0,0,0.0183189287159809,-0.00523099068920087,-0.00481541472457659,0.0744700206997777,-0.0876545647345669,-0.233525297285095,-0.234745640890222,-0.211331032754035,-0.312997802248418,-0.314011325564365,-0.393532073138343
"miR200a",0.34626435500518,0.246011636964342,0.312997802248418,0.299224448513389,0.29685243536767,0.0701199283206003,0.0165128064874823,0.088151664983117,0.0722905624886296,0.117256930521048,0,0,0.0183189287159809,-0.00523099068920087,-0.00481541472457659,0.0744700206997777,-0.0876545647345669,-0.233525297285095,-0.234745640890222,-0.211331032754035,-0.312997802248418,-0.314011325564365,-0.393532073138343
"FOXC2",0.357412304932758,0.327529791975738,0.286328521208854,0.27260133910648,0.285199785602089,0.00397944706566529,-0.150531332142988,-0.035844990619361,-0.0892725349968517,0.122822468952655,0,0,-0.0626034958630604,-0.110437508039035,-0.11092759366319,0.215779554716152,0.03622326629846,-0.155653124403694,-0.157430135074442,-0.186204108152953,-0.286328521208854,-0.287504781746099,-0.290270331539309
"GRHL2",0.325925491542019,0.291945056561964,0.266531983175776,0.196683717704663,0.253922409391293,0.0709117375780296,-0.15773449205234,-0.117442276799483,-0.124015544998769,0.0125126231638417,-0.0255409753580788,0.0256364332958402,-0.000922573843195937,-0.0682618285432318,-0.0689266068541169,0.152586508780409,0.11755583813581,-0.0461851218578903,-0.0477400257642746,-0.196439475741854,-0.266531983175776,-0.267535767291225,-0.244272486288434
"miR101",0.178141256945444,0.134851465997627,0.166348737778491,0.159113970807762,0.0903348496908107,0.0407503967053757,0.000544020857124539,-0.090545620227473,0.104767573916329,0.0193838179873365,0,0,0.0240386859429287,0.0108737949884379,0.0114815882732496,-0.0113058808373021,-0.00897720190082011,-0.0754126440759168,-0.075712805894998,-0.146507814415748,-0.166348737778491,-0.166717216075185,-0.195310676625766
"TCF3",0.139752547780209,0.258526196964398,0.0886763381765627,0.0847339482564743,0.0261880867890286,0.103426446068628,0.0452607725445586,-0.166814428377896,-0.0961582381382567,-0.0756947520075866,0,0,0.0830698255319693,-0.0339471729506492,-0.0374321681103781,0.124380403258227,0.166590914743564,-0.234209726761829,-0.237744256397501,-0.0704552849959913,-0.0886763381765627,-0.0905525039228232,-0.194519766411743
"KLF8",0.139752547780209,0.258526196964398,0.0886763381765627,0.0847339482564743,0.0261880867890286,0.103426446068628,0.0452607725445586,-0.166814428377896,-0.0961582381382567,-0.0756947520075866,0,0,0.0830698255319693,-0.0339471729506492,-0.0374321681103781,0.124380403258227,0.166590914743564,-0.234209726761829,-0.237744256397501,-0.0704552849959913,-0.0886763381765627,-0.0905525039228232,-0.194519766411743
"CLDN7",0.139752547780209,0.258526196964398,0.0886763381765627,0.0847339482564743,0.0261880867890286,0.103426446068628,0.0452607725445586,-0.166814428377896,-0.0961582381382567,-0.0756947520075866,0,0,0.0830698255319693,-0.0339471729506492,-0.0374321681103781,0.124380403258227,0.166590914743564,-0.234209726761829,-0.237744256397501,-0.0704552849959913,-0.0886763381765627,-0.0905525039228232,-0.194519766411743
"SNAI1",0.133822466545344,0.129120047949506,0.104913582786701,0.101783472578629,0.118542957243262,0.117885889271423,0.0294328618439365,0.00426721867360584,-0.112671408214943,-0.0831507350556551,0,0,-0.0123023706932133,-0.0448373602324681,-0.0444056188072615,0.11396841942317,-0.00370660046490113,-0.0642851361099139,-0.0642665964496776,-0.10017480994128,-0.104913582786701,-0.10499226062835,-0.175649885526877
"miR141",-0.0107045074376083,-0.0513929563781954,-0.181575285773987,-0.184178532604193,-0.0932023262185758,0.0636749231567213,0.168643607975781,0.117689184758749,0.160660956071512,0.0313342437323975,0,0,0.0217246232181897,0.0841120203314193,0.0850422597682473,-0.143031972955757,-0.11759012492661,-0.0477019262489887,-0.0470622116775861,0.118379855848449,0.181575285773987,0.181796917276461,-0.148660422402118
"miR205",-0.033361619436021,-0.0412271891008141,-0.192180039094877,-0.193608156885353,-0.200372502675244,0.0500986066221179,0.157309347561658,0.0604826280162908,0.0975838173437165,-0.0927358879512369,0,0,0.0705183544820604,0.10361206221777,0.104163934051714,-0.197117477139198,-0.0609645104870336,0.0537119816772578,0.0541960318280275,0.129455024679517,0.192180039094877,0.192307987816011,-0.107036538847935
"miR34a",-0.0950417710673161,3.79988957878068e-05,-0.146552111317397,-0.14528032247613,-0.0756729431167703,0.0806273300867307,0.160549748459757,-0.0384159600857017,-0.0867828633165837,-0.0217493089254528,0,0,-0.00393403721165957,-0.0473865645133232,-0.0475117485496029,0.166127481932812,0.0380222139271276,0.0436864472373695,0.0436472265819622,0.130213083179225,0.146552111317397,0.146470250019943,-0.0827132773955907
"TWIST2",-0.0247245981214803,-0.073417081899511,-0.126934406785639,-0.127158990579563,-0.112064582617905,0.0513335304891647,0.101346728193527,0.0441248846009085,0.160838906118308,-0.0889932818825713,0,0,0.0394122958499708,0.0524087538354156,0.0528148350801615,-0.177828754272105,-0.0443525661595713,0.0504760141278598,0.0508283103295556,0.114658526909858,0.126934406785639,0.127074848212954,-0.0661078622234795
"OVOL2",-0.139979031047697,-0.110689288366217,-0.120998899435558,-0.0449906017497755,-0.0901101469615709,-0.0915619788845043,0.0851297492286732,0.0883028992469898,0.0759717100076387,0.0667079372285241,-0.0240834337367673,0.0241428552949085,-0.00737152830721281,0.0333858486545559,0.0334416000393484,-0.0986363212231168,-0.0883434769862614,0.0584525578760879,0.0588011579642713,-0.0118070056342002,0.120998899435558,0.121267238545542,0.0711701436074178
"TGFbeta",-0.0954607783471178,0.0321045572970169,-0.0969091270215892,-0.0956332157302571,-0.123078677800854,0.00763337650661668,0.00132737707852083,-0.0658957764867442,-0.0851580178547933,-0.0546098459743404,0,0,-0.000651085129214643,-0.0454347735877208,-0.0443479403791804,0.0501629362530757,0.0670930537024688,0.0428383262002209,-0.055961428798628,0.0954943066228022,0.0969091270215892,0.0976363018128631,0.0950511586698688
"GSC",-0.135381871035113,-0.104486154203465,-0.140314073142017,-0.136526578277309,-0.066277003893926,-0.00933768254600587,0.0126640027754456,0.00224906686260062,-0.0954168259784862,-0.00256749572440967,0,0,-0.0340858871330873,-0.12147816928592,-0.122112273553745,0.0258213643780616,-0.00281711581419467,0.0609413894768718,0.0608393181002528,0.127171934233242,0.140314073142017,0.14035123754624,0.129934835507258
"miR200c",0.0107045074376083,0.0513929563781954,0.181575285773987,0.184178532604193,0.0932023262185758,-0.0636749231567213,-0.168643607975781,-0.117689184758749,-0.160660956071512,-0.0313342437323975,0,0,-0.0217246232181897,-0.0841120203314193,-0.0850422597682473,0.143031972955757,0.11759012492661,0.0477019262489887,0.0470622116775861,-0.118379855848449,-0.181575285773987,-0.181796917276461,0.148660422402118
"CDH1",-0.142926443285803,-0.260876545301109,-0.0905525039228232,-0.0863993704556107,-0.0271576232128697,-0.2040129591112,-0.0462564628402935,0.166590914743564,0.0952961059586231,0.0750786596758825,0,0,-0.085250362003682,0.0374321681103781,0.0372037484556637,-0.125215608199272,-0.167370572470587,0.237744256397501,0.238597418416446,0.0716505598160011,0.0905525039228232,0.0913306079160208,0.196394585498381
"SNAI2",-0.144163831622462,-0.261467295272878,-0.0913306079160208,-0.0870910517402839,-0.0278902197194803,-0.204347000768885,-0.0465893548042628,0.167370572470587,-0.00492124748612362,0.075231384455144,0,0,-0.0853101942188743,0.0372037484556637,0.0373715032616122,-0.124872543437353,-0.166591549890725,0.238597418416446,0.239724209324558,0.0721395105378335,0.0913306079160208,0.0923049861393102,0.19780705653773
"TWIST1",-0.22262078722532,-0.192660510501557,-0.213342033197166,-0.205529009353438,-0.107145616142191,0.02699131287586,0.0104440180545528,0.0940547451685918,0.118368368235611,0.0118731472335847,0,0,-0.151953089833615,0.0901871600678718,-0.0100603747953305,-0.13743308971428,-0.0944182366788244,0.108064249953793,0.108815983578753,0.174505052537932,0.213342033197166,0.213979398736484,0.235160757689658
