"","miR200c","CDH1","OVOL2","NP63","miR141","SNAI2","miR200b","SNAI1","TWIST1","TCF3","FOXC2","GSC","TGFbeta","TWIST2","KLF8","miR101","miR34a","miR200a","CLDN7","ZEB1","GRHL2","miR205","ZEB2"
"miR200c",0.25795390585156,0.194351873814019,0.25786375953569,0.251797807661206,0.219385463337804,0.0107676998648046,0.0354301530376709,0.271598526187141,0.184076200607571,0.183122298482366,0.161820446653071,-0.21137509751907,-0.211721656922761,0.0580015745454813,0.0837640783366246,0.0838631381687632,-0.254632380496143,-0.0356477191110225,-0.219385463337804,-0.219631646164822,-0.245763367488057,-0.250536034069594,-0.31115376799352
"miR141",0.0361091133868904,0.0276064718143888,-0.17173628029168,-0.169334467858111,-0.140938804491748,-0.0814615110767911,0.170904299008096,0.0724564388206084,0.0679562616667866,0.0691320014955279,0.0328155534452685,0.0228495590070458,0.0220837195379067,-0.00246665595194378,0.0785487335981333,0.0777526527653103,0.067812236303139,-0.168520432697148,0.140938804491748,0.141145705199496,0.167381183057711,0.170226595101758,-0.205720673047577
"miR205",0.04380078523511,0.011900186843655,-0.160486741524664,-0.157513887128025,-0.118469175399468,-0.0298032654398998,0.164223783570571,-0.199108646010714,-0.0762925929560136,-0.0747564124033181,-0.164570974483847,0.108716381463184,0.107805414949932,-0.0838104778010473,-0.0236221938662966,-0.0245822038794389,0.169925165787442,-0.148061559090185,0.118469175399468,0.118736873937374,0.15463121911875,0.158455320088089,-0.189955515407692
"SNAI1",0.0214657492957231,0.174363471197392,-0.14668456835017,-0.136496147483663,-0.110595108707551,0.123408021907486,0.0488779527086963,0.0676736851291836,0.181830345246199,0.181980049669377,0.055066196429614,0.0723031576913619,0.0721343492060522,-0.0211992172070529,0.0757005095501655,0.0755741598704074,-0.087432648199917,-0.13505513249432,0.110595108707551,0.110606767543752,0.122347273675244,0.13676323888283,-0.169779064276514
"TWIST2",-0.00538220439764316,0.147441523420184,-0.203905525635872,-0.196615613704712,-0.16856307103369,0.142851632870172,0.0498106680734321,0.154130815514686,0.0762768709587287,0.0766216838051445,0.0707261040986344,0.0975392018486578,0.0972775038955779,-0.129493787149847,-0.0104712212315022,-0.0106902126543382,0.0105207869055305,-0.158558518953583,0.16856307103369,0.168610530550507,0.187288930241839,0.196956232981367,-0.156811051006131
"FOXC2",0.221677854606852,0.165062397393712,0.223127455279184,0.217623621565059,0.165308734790315,0.09335863993139,-0.167990971458397,0.247081574470013,0.116297341365937,0.114269400852192,0.194505663725782,-0.182294231922793,-0.181893671789924,0.0594087456127913,-0.00190459221909319,-0.00105389985478461,-0.2232007046709,0.13028682594332,-0.165308734790315,-0.165740214532022,-0.212344142296137,-0.217271222540933,-0.130825887341755
"TWIST1",0.133141128060637,0.0939171118792799,0.188898962928627,0.176159919135114,0.140395718030986,-0.0632099628344908,0.0106135470035834,-0.146118293557537,-0.153879528891858,-0.0541907856010332,-0.143407417207847,-0.070971471691339,-0.0710682977397395,0.0833899415183849,-0.0343130240118242,-0.0342273794368105,-0.0200519682353871,0.0150846076503343,-0.140395718030986,-0.140472349976759,-0.156228316364231,-0.175853532144777,-0.121664170702043
"GRHL2",0.103039443289219,0.12855378825873,-0.140597564459728,-0.248983963944424,0.0639648532433548,0.0417292371392482,-0.0788075077718304,0.0197642099961634,-0.00192197559848655,-0.00300874361975946,-0.012857390205666,0.0618828707675738,0.0623911940767197,-0.00872139797478198,-0.0308099567016216,-0.0302632777104688,-0.074698712645405,0.0454763308263629,-0.0639648532433548,-0.0641934723359969,0.0671079755967924,0.248704532526613,-0.0900244070971273
"SNAI2",0.0519619608731797,0.0304123762818674,0.0629810959413089,0.0586278429666808,0.0471920263426147,-0.0848570147199624,0.000387703266030401,0.0192984727859632,0.0896170484909718,0.0892838058359119,-0.00684729699788343,-0.0239909557683253,-0.024230964386229,-0.0127115372505331,-0.00272422921206517,-0.0025750841945493,-0.0340009828763589,-0.00438820977608866,-0.0471920263426147,-0.0472305901245391,-0.0520838371388054,-0.0582344732805627,-0.0583894828613845
"CDH1",0.0518062383017991,0.0304228471635773,0.0628036622773037,0.0582344732805627,0.0471422918605753,0.0149907700164428,0.000275747919114013,0.0190923165970476,0.0892838058359119,0.0896609638704405,-0.00713118176358302,-0.0237515793745205,-0.0239909557683253,-0.0128864477308988,-0.00217749827485835,-0.00272422921206517,-0.0339202242063388,-0.00429030037492121,-0.0471422918605753,-0.0471920263426147,-0.0519569100577005,-0.0574897377900645,-0.0582396248696719
"KLF8",0.0514474501142102,0.129967091471369,0.0623726177515692,0.0574897377900645,0.0468899420818385,0.0151342841216795,0.000519805487117326,0.0189321325908045,0.0896609638704405,0.0880152717116796,-0.00677871148459384,-0.023080925033393,-0.0237515793745205,-0.0123881321778388,-0.00323546281069503,-0.00217749827485835,-0.0336659195705772,-0.00422448715707946,-0.0468899420818385,-0.0471422918605753,-0.0516160341689883,-0.0564492753623188,-0.0579368037345379
"OVOL2",0.221690772291556,-0.0518735989894924,0.354925668441039,0.447069357609669,0.201997997651962,0.0768813236074997,-0.0859787751658997,0.236625931111448,0.165205004654748,0.164755396712873,0.166694605971079,-0.368953234789283,-0.369098599648189,-0.0361377818638242,-0.0171509889241065,-0.0171422153588586,-0.240191518413189,0.18103138606998,-0.201997997651962,-0.202121773312314,-0.237592545984201,-0.446452453796966,-0.0516452008625877
"GSC",-0.0407559677475644,-0.0766811248911819,-0.166067704088709,-0.155100742642533,-0.122728122989054,-0.0317261565850599,0.0968089862455417,-0.147669278262404,-0.222685577838611,-0.221677719417961,-0.105528835530467,0.094306302777233,0.0940379834099533,-0.0370250766194098,-0.0939585041823811,-0.0944593226405618,0.124744919115368,-0.0835806264322503,0.122728122989054,0.12291322102827,0.139655921215214,0.155137141807268,-0.0313303080714402
"TGFbeta",-0.0100215531534252,-0.0700776952919503,0.00989955044850627,0.00986251425225871,0.0085394332407971,-0.0154215690625497,-0.0760046141754355,-0.193761888266217,-0.135027600370547,-0.134453552767707,-0.0829861061497881,0.00365354275670368,-0.0963364660616002,-0.06857406335754,-0.0875516011174253,-0.0878389753479202,0.142826362203364,0.0196265660666656,-0.0085394332407971,-0.00847441808488939,-0.00966175904367345,-0.0100205954732999,0.0345135114294584
"TCF3",-0.0514474501142102,-0.129967091471369,-0.0623726177515692,-0.0574897377900645,-0.0468899420818385,-0.0151342841216795,-0.000519805487117326,-0.0189321325908045,-0.0896609638704405,-0.0880152717116796,0.00677871148459384,0.023080925033393,0.0237515793745205,0.0123881321778388,0.00323546281069503,0.00217749827485835,0.0336659195705772,0.00422448715707946,0.0468899420818385,0.0471422918605753,0.0516160341689883,0.0564492753623188,0.0579368037345379
"CLDN7",-0.0514474501142102,-0.129967091471369,-0.0623726177515692,-0.0574897377900645,-0.0468899420818385,-0.0151342841216795,-0.000519805487117326,-0.0189321325908045,-0.0896609638704405,-0.0880152717116796,0.00677871148459384,0.023080925033393,0.0237515793745205,0.0123881321778388,0.00323546281069503,0.00217749827485835,0.0336659195705772,0.00422448715707946,0.0468899420818385,0.0471422918605753,0.0516160341689883,0.0564492753623188,0.0579368037345379
"miR34a",0.108534498911416,-0.0644116159072217,0.233694748420694,0.224929051863817,0.191334600119059,-0.138339435403424,-0.04970237131878,-0.15596204530823,-0.0734596265614599,-0.0735958330915001,-0.0893121773001785,-0.138773878969452,-0.138762414470179,0.0306518921118739,-0.00273722266695421,-0.00271321375484604,-0.0256888097158714,0.201448182102752,-0.191334600119059,-0.191344832781241,-0.213091733820713,-0.224930944118818,0.115674961038448
"ZEB1",-0.222069978504158,-0.165351233942686,-0.223510713696848,-0.217925380387912,-0.165740214532022,-0.0935746723398458,0.168040729422664,-0.247062689085412,-0.116889263580748,-0.116297341365937,-0.194682006736586,0.181893671789924,0.181918141069544,-0.0596798970122824,0.00105389985478461,0.000733535403482212,0.2237308826199,-0.130396600855302,0.165740214532022,0.0659046327559963,0.212766806782122,0.217623621565059,0.131018219789147
"NP63",-0.0740018092014154,-0.128742743300319,0.146301502567073,0.245337416047925,-0.013301523669742,-0.024075699875733,0.0412574473595837,0.017584319310165,-0.0604163502457847,-0.0600999584585077,0.0395055255419428,-0.0211093978542591,-0.0209776004457043,0.0156272386715297,0.0221199117208819,0.0220787910454062,0.00570059080584954,0.0583173625475851,0.013301523669742,0.0133955051245206,-0.143054639347132,-0.345788834792551,0.181489372307293
"miR200b",-0.0361091133868904,-0.0276064718143888,0.17173628029168,0.169334467858111,0.140938804491748,0.0814615110767911,-0.170904299008096,-0.0724564388206084,-0.0679562616667866,-0.0691320014955279,-0.0328155534452685,-0.0228495590070458,-0.0220837195379067,0.00246665595194378,-0.0785487335981333,-0.0777526527653103,-0.067812236303139,0.168520432697148,-0.140938804491748,-0.141145705199496,-0.167381183057711,-0.170226595101758,0.205720673047577
"ZEB2",-0.381678479212267,-0.330218752916231,-0.256547434749172,-0.248141174364052,-0.215251232171855,-0.164008567637873,-0.159665788468908,-0.0318836742871468,-0.0282196894865676,-0.0273055355255044,-0.0131405895800526,0.0502262518368119,0.0512367882647719,0.0845999334463012,0.131186697223266,0.131275195438386,0.185530753433342,0.186509037105472,0.215251232171855,0.215427252636382,0.239353436642035,0.246002965501331,0.267737319367979
"miR200a",-0.251684742886285,-0.155603853689245,-0.262774250592839,-0.256968557097935,-0.224829280720961,-0.135721786393892,0.0236651528431632,0.0578986329971265,0.0570573400790387,0.0581561761705541,0.0268862046645672,0.0306342288037133,0.03075353613941,0.0174328163688555,0.10936924127846,0.109059454167045,0.13442084723539,0.0230215097478515,0.224829280720961,0.225104478749712,0.251279913922419,0.256140407106821,0.288350096514221
"miR101",-0.201410405080244,-0.141236164060119,-0.178079739248553,-0.161813611761018,-0.115244640823072,-0.14806387662192,-0.031786274841965,-0.262628973823877,-0.239210696777576,-0.238094408572257,-0.127549789588279,0.0620210043062896,0.0621224556473757,-0.0116332856585461,0.0116661485867537,-0.0887020360106358,0.16046266713285,0.0836452434880461,0.115244640823072,0.115504355400706,0.130524888365441,0.161026292844369,0.303023954778654
