"","miR101","ZEB2","TWIST2","CDH1","SNAI1","OVOL2","miR205","miR34a","GRHL2","miR200c","miR200a","TWIST1","TGFbeta","TCF3","GSC","FOXC2","miR200b","miR141","CLDN7","ZEB1","NP63","SNAI2","KLF8"
"TWIST2",-0.00991034531561978,-0.102895153772187,0.121682162610475,0.0759846508739678,-0.247997173995195,-0.0785508342410047,-0.0707615074438722,0.0734176262510159,-0.060044430781053,0.0812163897998727,0.0812163897998727,0.345165191518,0.0524217109724031,-0.345354696098882,-0.0523210159310199,0.0385523356314578,-0.00133245660493707,0.0651930992111318,0.0651930992111318,0.0653471005003949,0.0713109485886269,-0.159005325538032,0.0101467170101094
"miR101",-0.0665865578037388,-0.0938871977462868,0.00786733881609109,0.0331801702755706,-0.194049145266146,0.0619551848929104,0.044080570082068,0.0798019922168025,0.010918541818578,0.0368800425383188,0.0368800425383188,0.19285087328817,0.00789571059932883,-0.192611902499348,-0.00797620091952938,0.0742097897463514,0.0013328344511395,-0.0179395760300493,-0.0179395760300493,-0.018061852817235,-0.0444716051440038,-0.147383318118064,-0.0335915531567312
"ZEB2",-0.0953589298312616,-0.0806522312908185,-0.0784281885011472,-0.0480741841725889,-0.0342634833661733,-0.0264347709033635,-0.0196499791115769,-0.00983110197096655,-0.007804853261556,-0.00724087144124756,-0.00724087144124756,-0.0006457227948358,-8.22047944094317e-05,0.000205694866863988,0.0002367719141035,0.00605343071391028,0.0104497850454715,0.0119862807531021,0.0119862807531021,0.0120749047247817,0.0203007383306659,0.0705099311645572,0.0956761312989398
"ZEB1",-0.0817324509392267,-0.0555878226417988,0.00875387725245212,-0.104939548480741,-0.0533888677177205,-0.073988995274653,-0.0528581519197201,-0.0161323880647322,0.000562458636736761,0.0288984447315851,0.0288984447315851,0.071136762448172,0.0224850621393789,-0.0707623791590075,-0.0225936874461025,0.0838105462873439,-0.0458079183191388,0.0145794787257938,0.0145794787257938,-0.0855242256376968,0.0523753378031549,0.0943278152397015,0.0814275168858082
"FOXC2",-0.0814275168858082,-0.0555247214451477,0.00922620549672693,-0.105001884956282,-0.0533515690831338,-0.073726990739651,-0.0516383091439001,-0.0159091874287633,0.00073507496389947,0.0288000428960695,0.0288000428960695,0.0707623791590075,0.0225936874461025,-0.0712693642874438,-0.0223451013473845,0.0836585264504443,-0.0456128192221347,0.0142321694164589,0.0142321694164589,0.0145794787257938,0.0528581519197201,0.0944808232184026,0.0819495715560579
"NP63",0.0464124473479976,-0.0408208620091139,0.0090769596237611,0.115001779176963,0.0867207459718608,0.107743758553795,0.0952359691670807,0.0414253205567771,0.0734492158036369,-0.0255712365618532,-0.0255712365618532,-0.136853097265106,-0.104102368583844,0.136469388076281,0.103979129448572,-0.0341715436752696,-0.0448230901714536,-0.0479835160057618,-0.0479835160057618,-0.0476791789482296,-0.194865160912567,-0.0307596693268851,-0.0460231716201616
"miR141",-0.000391533232187269,-0.0365723383278105,-0.0240452816953693,0.0328036814012014,0.169312556087015,-0.0577083007834964,-0.0371771113480218,-0.110115539747501,0.0138782275501545,0.0122557736558901,0.0122557736558901,-0.038347921148143,0.102804364906701,0.0379767127242259,-0.102543025028508,-0.0258456084711349,-0.0878729592058802,-0.00821233521619067,-0.00821233521619067,-0.00800989838563275,0.0381758673458892,0.137070991696758,0.000760756242885731
"OVOL2",0.0684467826923279,-0.0338286031653225,0.0999501549175239,0.00469412640870792,-0.158929523362091,-0.107242332172484,-0.0262098542404104,-0.00461658024349529,-0.0126975005746673,0.0291481593102833,0.0291481593102833,0.0777321510659602,0.0351538660795378,-0.07800551269462,-0.0351710894040527,0.0296090543866702,0.0168577362472602,0.025464606915565,0.025464606915565,0.0257424567788139,0.0267424874797496,-0.0995869335323135,-0.0681057103433154
"CDH1",-0.001468923614166,-0.0207682253854735,0.035753826823939,-0.00307186463510072,-0.097627783792647,0.0203465254159303,0.0154856747926615,0.0466420814347457,0.00752384999630647,0.00490513431857121,0.00490513431857121,0.149519539884186,0.00466634184082793,-0.149216751039565,-0.00460700923039767,0.0236915593534686,0.0176647092736235,-0.00978420033937404,-0.00978420033937404,-0.0099173604041893,-0.015614077463437,-0.0613510971320918,0.0011551194667751
"miR205",-0.0849643178018888,-0.00854323561332218,0.0116652537834665,-0.0930396746824337,-0.0753018719212838,-0.0781770627566967,-0.0566194999287158,-0.0148047109294149,-0.00285901269371464,0.012039443728508,0.012039443728508,0.0780902172459129,0.00796848900588307,-0.0782425997672258,-0.00790659406857153,0.0899055351640662,-0.0240094084137101,0.015021759900758,0.015021759900758,0.0151801430264334,0.0570059829333735,0.0899331886442067,0.0851332895773441
"GSC",-0.118677746942562,0.00970743417788518,-0.0216859402592511,-0.0927616913887898,-0.0819181586188314,-0.103962915563911,-0.101237375510164,-0.010492313826114,-0.0974468437784534,0.0431904714522266,0.0431904714522266,-0.0121074699023753,0.0329592986232773,0.0122304573800139,-0.0329868028864381,-0.0363311880285241,-0.0430238345657995,0.106778694898372,0.106778694898372,0.106784245426276,0.101137756743521,0.0369959915042076,0.118609542094171
"miR200c",0.0690642330120254,0.0144755002802822,-0.0342124242552989,0.135628908059695,0.192603495937302,0.0880608164135026,0.0669501500772246,0.00695181036049119,0.0127962919693672,-0.02151689637292,-0.02151689637292,-0.0887269114426582,0.0753449869602078,0.0888881135072278,-0.0753438506998678,-0.0496753455525634,-0.00621872048725891,-0.0276692518757748,-0.0276692518757748,-0.0278315138116244,-0.0672309391300058,0.0433735313268004,-0.069244341797732
"miR200a",0.0690642330120254,0.0144755002802822,-0.0342124242552989,0.135628908059695,0.192603495937302,0.0880608164135026,0.0669501500772246,0.00695181036049119,0.0127962919693672,-0.02151689637292,-0.02151689637292,-0.0887269114426582,0.0753449869602078,0.0888881135072278,-0.0753438506998678,-0.0496753455525634,-0.00621872048725891,-0.0276692518757748,-0.0276692518757748,-0.0278315138116244,-0.0672309391300058,0.0433735313268004,-0.069244341797732
"TCF3",0.0011551194667751,0.0205388829081295,-0.0360556235673416,-0.0969878289378913,0.0974388488109244,-0.0204280743802585,-0.0155434782608696,-0.0467480416996464,-0.00770240403325092,-0.00502614571911895,-0.00502614571911895,-0.149216751039565,-0.00460700923039767,0.149652375434531,0.00473388978142177,-0.0234585705249842,-0.0176987294194664,0.00999266320006965,0.00999266320006965,0.00978420033937404,0.0154856747926615,0.0611782516768797,-0.00194486764141376
"KLF8",0.0011551194667751,0.0205388829081295,-0.0360556235673416,-0.0969878289378913,0.0974388488109244,-0.0204280743802585,-0.0155434782608696,-0.0467480416996464,-0.00770240403325092,-0.00502614571911895,-0.00502614571911895,-0.149216751039565,-0.00460700923039767,0.149652375434531,0.00473388978142177,-0.0234585705249842,-0.0176987294194664,0.00999266320006965,0.00999266320006965,0.00978420033937404,0.0154856747926615,0.0611782516768797,-0.00194486764141376
"CLDN7",0.0011551194667751,0.0205388829081295,-0.0360556235673416,-0.0969878289378913,0.0974388488109244,-0.0204280743802585,-0.0155434782608696,-0.0467480416996464,-0.00770240403325092,-0.00502614571911895,-0.00502614571911895,-0.149216751039565,-0.00460700923039767,0.149652375434531,0.00473388978142177,-0.0234585705249842,-0.0176987294194664,0.00999266320006965,0.00999266320006965,0.00978420033937404,0.0154856747926615,0.0611782516768797,-0.00194486764141376
"SNAI2",0.00141828367798619,0.0206730774542274,-0.0359077180191106,0.00306591060432454,0.0976237764369229,-0.0204201200606597,-0.015614077463437,-0.0467909081266398,-0.00762795872575212,-0.00492378372831739,-0.00492378372831739,-0.149510472056838,-0.00464695155751435,0.149519539884186,0.00466634184082793,-0.0237182928964268,-0.0177050390095444,0.0099173604041893,0.0099173604041893,0.00982874940305638,0.0154919972160211,-0.0387052202536959,-0.001468923614166
"TGFbeta",0.0544961911881739,0.0248412717731061,-0.0698778828199474,0.127212165702885,0.218523033990721,0.0938861623246031,0.0911673253450736,-0.112155887207127,0.087479360278947,-0.0566393464544237,-0.0566393464544237,-0.1131051640789,-0.133831861147102,0.112946336678904,0.0338505403128814,-0.03973027879602,-0.0650550151184972,-0.0928024597792151,-0.0928024597792151,-0.0927659209185071,-0.0910773825813777,0.109804779915276,-0.0543819339640013
"TWIST1",0.0113086211885748,0.0410687010069005,0.102220195408499,0.0894591064899605,-0.236418817499128,0.0836805076467531,0.0766553240164853,0.115342480579304,0.0671587618215392,-0.0614299445793468,-0.0614299445793468,0.215839669393484,-0.0134322204475079,-0.315526778790823,0.0132952852269545,-0.00519940326151236,0.101116929977321,-0.0741999429790363,-0.0741999429790363,-0.0743340797343582,-0.0772445297671334,-0.168862778446243,-0.0115695383822212
"miR200b",0.0473481773073234,0.0539188748855942,-0.0523890408295304,0.0494001190699094,0.181653667732857,0.0780475237342827,0.0572664831078889,0.00064628779015909,0.00529390559521087,-0.0337188281416144,-0.0337188281416144,-0.0895680409405136,0.0673169111165536,0.0900427736260808,-0.0674873501675489,-0.0473246940392723,0.0353214103224511,-0.017095281591254,-0.017095281591254,-0.0173945845568308,-0.0582723476893711,0.0690769671502529,-0.0478344710287311
"GRHL2",0.100162098568768,0.0589286987089019,0.0618756246356078,0.0406044538406593,-0.0560102656848082,0.0678243675135031,0.15006853183583,0.0220156243810052,-0.0870940275054941,-0.0200781338240451,-0.0200781338240451,0.0356289185456703,-0.0867287724823998,-0.0353514458593879,0.0866106995654444,-0.0114786168102761,0.119745127962446,-0.00628173211581224,-0.00628173211581224,-0.00653961095861096,-0.150830459739053,-0.118734021398294,-0.100420032456703
"SNAI1",0.0968053853530585,0.0737708180212471,-0.00364042095886082,0.122923294895757,0.0989048189273277,0.0922905443925981,0.089001297640683,-0.107300870644299,0.0849665479291544,-0.0839037600858733,-0.0839037600858733,-0.206701357318722,-0.0506521501478645,0.206762158773869,0.0505594518466828,-0.0835516875072691,0.0198606199377024,-0.089492972921629,-0.089492972921629,-0.0895237800451008,-0.0892671638499454,0.107283051069764,-0.0968768275176625
"miR34a",0.0913024924273651,0.118010087445048,-0.046122028873136,0.0260265227065723,0.211069388020319,0.120017607942761,0.120616052364691,-0.02314254682254,0.123237154083687,-0.168023064155096,-0.168023064155096,-0.163649403758758,-0.064687500467259,0.16356830969752,0.0646977581771348,-0.0991747819840892,0.108991876755332,-0.134168826555807,-0.134168826555807,-0.134185722346851,-0.12060659108969,-0.0111755217581115,-0.0913140167051771
