"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-1,-0.0131004805328676,-1,-1,1,-1
"OCT4",-1,1,0.0131004805328676,1,1,-1,1
"OVOL2",-0.0131004805328676,0.0131004805328676,1,0.0131004805328676,0.0131004805328676,-0.0131004805328676,0.0131004805328676
"SNAIL",-1,1,0.0131004805328676,1,1,-1,1
"ZEB",-1,1,0.0131004805328676,1,1,-1,1
"miR145",1,-1,-0.0131004805328676,-1,-1,1,-1
"miR200",-1,1,0.0131004805328676,1,1,-1,1
