"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-0.0150904798811912,1,-0.0231067463079548,-1,0.0150904798811912,1
"OCT4",-0.0150904798811912,1,-0.0150904798811912,-0.00550225816696682,0.0150904798811912,-1,-0.0150904798811912
"OVOL2",1,-0.0150904798811912,1,-0.0231067463079548,-1,0.0150904798811912,1
"SNAIL",-0.0231067463079548,-0.00550225816696682,-0.0231067463079548,1,0.0231067463079548,0.00550225816696682,-0.0231067463079548
"ZEB",-1,0.0150904798811912,-1,0.0231067463079548,1,-0.0150904798811912,-1
"miR145",0.0150904798811912,-1,0.0150904798811912,0.00550225816696682,-0.0150904798811912,1,0.0150904798811912
"miR200",1,-0.0150904798811912,1,-0.0231067463079548,-1,0.0150904798811912,1
