"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-1,0.015582150807253,-1,-1,1,-0.0109779714290276
"OCT4",-1,1,-0.015582150807253,1,1,-1,0.0109779714290276
"OVOL2",0.015582150807253,-0.015582150807253,1,-0.015582150807253,-0.015582150807253,0.015582150807253,-0.343533322211077
"SNAIL",-1,1,-0.015582150807253,1,1,-1,0.0109779714290276
"ZEB",-1,1,-0.015582150807253,1,1,-1,0.0109779714290276
"miR145",1,-1,0.015582150807253,-1,-1,1,-0.0109779714290276
"miR200",-0.0109779714290276,0.0109779714290276,-0.343533322211077,0.0109779714290276,0.0109779714290276,-0.0109779714290276,1
