"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-0.0180570503935884,1,-0.3640370250615,-1,0.0180570503935884,-0.324918093128921
"OCT4",-0.0180570503935884,1,-0.0180570503935884,-0.00409686859485383,0.0180570503935884,-1,0.693106362949784
"OVOL2",1,-0.0180570503935884,1,-0.3640370250615,-1,0.0180570503935884,-0.324918093128921
"SNAIL",-0.3640370250615,-0.00409686859485383,-0.3640370250615,1,0.3640370250615,0.00409686859485383,-0.311004187881057
"ZEB",-1,0.0180570503935884,-1,0.3640370250615,1,-0.0180570503935884,0.324918093128921
"miR145",0.0180570503935884,-1,0.0180570503935884,0.00409686859485383,-0.0180570503935884,1,-0.693106362949784
"miR200",-0.324918093128921,0.693106362949784,-0.324918093128921,-0.311004187881057,0.324918093128921,-0.693106362949784,1
