"","GRHL2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200"
"GRHL2",1,-1,-0.0074291754588483,-0.0409726176756553,-1,1,0.527802525845445
"OCT4",-1,1,0.0074291754588483,0.0409726176756554,1,-1,-0.527802525845445
"OVOL2",-0.0074291754588483,0.0074291754588483,1,-0.000752483885723675,0.0074291754588483,-0.0074291754588483,-0.157886198259704
"SNAIL",-0.0409726176756553,0.0409726176756554,-0.000752483885723675,1,0.0409726176756554,-0.0409726176756553,-0.513195738512778
"ZEB",-1,1,0.0074291754588483,0.0409726176756554,1,-1,-0.527802525845445
"miR145",1,-1,-0.0074291754588483,-0.0409726176756553,-1,1,0.527802525845445
"miR200",0.527802525845445,-0.527802525845445,-0.157886198259704,-0.513195738512778,-0.527802525845445,0.527802525845445,1
