"","FOXC2","TGF","TGFR","CDC42","PAK1","SNAI1","EGR1","MEK","ERK","cfos","HEY1","SMAD","ILK","SHH","AKT","TWIST1","IKK","NFB","SMO","FUS","Jagged","Csn","NOTCH","NOTCHic","Csl","SOSGRB2","KLF4","ZEB2","ZEB1","SNAI2","cateninmemb","RAS","RAF","PI3K","DELTA","Ecadherin","GSK3","miR200","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"TrCP",-0.43894914399738,-0.459965267776261,-0.424446142093201,-0.378991596638655,-0.314285714285714,-0.346147010899737,-0.2,-0.224822402358143,-0.212822402358143,-0.204347826086957,-0.0975357909280654,-0.101094043352108,-0.090126301416624,-0.180543721909313,-0.187305068226121,-0.394764539808018,-0.157675438596491,-0.120833333333333,-0.138556067588326,-0.10952380952381,-0.233150988411725,-0.0833333333333333,-0.245018315018315,-0.212051282051282,-0.17051282051282,-0.248721122112211,0.55255945875618,-0.601332188733215,-0.601332188733215,-0.568733869229111,0.570888002215292,-0.380240400175838,-0.344785854721292,-0.344785854721292,-0.344785854721292,0.652240884745817,0.332494047619048,0.613088570299678,-0.451177771831237,-0.397673180240574,-0.427177771831237,-0.364990253411306,-0.398659253312719,-0.365985985985986,-0.328148148148148,-0.328148148148148,-0.28,-0.28,-0.432859001765963,0.0333333333333333,0.0761904761904762,-0.2,-0.384979773084163,0.159543721909313,0.341300338703654
"SUFU",-0.499562018977451,-0.595238081465577,-0.564271612037569,-0.52490990990991,-0.481666666666667,-0.407674825797189,-0.183076923076923,-0.192176725206806,-0.185793746483402,-0.18004662004662,-0.143300771168765,-0.136657561234034,-0.129498207885305,-0.360762353262353,-0.292458588391474,-0.346312481824501,-0.267626373626374,-0.236857142857143,-0.318611111111111,-0.290833333333333,-0.28170702869541,-0.192857142857143,-0.388722943722944,-0.360151515151515,-0.323787878787879,-0.360311618206355,0.501549632974488,-0.559116680957986,-0.559116680957986,-0.516121185501879,0.469655349576822,-0.438876701928009,-0.412610879143199,-0.412610879143199,-0.412610879143199,0.522108226106683,0.371033526408165,0.571008661633052,-0.34532812230296,-0.406940869952022,-0.325737329464085,-0.379059829059829,-0.302911242507563,-0.275091693635383,-0.344444444444444,-0.241111111111111,-0.3,-0.196666666666667,-0.43597673166823,0.15,0.253333333333333,-0.15,-0.353658825755244,0.341843434343434,0.387423615494308
"Patched",-0.39,-0.481666666666667,-0.44,-0.4,-0.3,-0.325268817204301,-0.1,-0.183076923076923,-0.16,-0.1,-0.105128205128205,-0.11,-0.1,-0.290833333333333,-0.192857142857143,-0.240740740740741,-0.15,-0.1,-0.333333333333333,-0.3,-0.203597883597884,0,-0.278787878787879,-0.233333333333333,-0.2,-0.283333333333333,0.355555555555556,-0.433333333333333,-0.433333333333333,-0.413946360153257,0.354623655913978,-0.347596153846154,-0.303846153846154,-0.303846153846154,-0.303846153846154,0.397006472491909,0.3003663003663,0.440476190476191,-0.275091693635383,-0.3,-0.241111111111111,-0.25,-0.196666666666667,-0.15,-0.2,-0.1,-0.2,-0.1,-0.321645021645022,0,0.2,-0.1,-0.298261738261738,0.253333333333333,0.288571428571429
"Ecadherin",-0.413573500773979,-0.39792201911498,-0.37170140428677,-0.340969696969697,-0.307636363636364,-0.347761362227002,0.0527272727272727,0.0381608688461327,0.0416902806108385,0.0468449197860963,-0.105020585415374,-0.086015791135909,-0.0794782608695652,-0.332357548048429,-0.362164502164502,-0.434303501661372,-0.336190476190476,-0.302857142857143,-0.291666666666667,-0.266666666666667,-0.367317154819719,-0.26,-0.400649465648911,-0.374255413604301,-0.342296650717703,-0.359576148776745,0.30210970464135,-0.382689072136712,-0.382689072136712,-0.481154773522698,0.619224305504793,-0.422126486176766,-0.400897435897436,-0.400897435897436,-0.400897435897436,0.600987929718287,0.355305235852585,0.392295345870765,-0.410928562707592,-0.377230529741969,-0.395148917516182,-0.353897196408636,-0.376344434328137,-0.353267511251214,-0.326310989512084,-0.326310989512084,-0.296078431372549,-0.296078431372549,-0.427956280172798,0.2,0.233333333333333,-0.266666666666667,-0.355300977824966,0.314247311827957,0.310525803784231
"cateninmemb",-0.413573500773979,-0.39792201911498,-0.37170140428677,-0.340969696969697,-0.307636363636364,-0.347761362227002,0.0527272727272727,0.0381608688461327,0.0416902806108385,0.0468449197860963,-0.105020585415374,-0.086015791135909,-0.0794782608695652,-0.332357548048429,-0.362164502164502,-0.434303501661372,-0.336190476190476,-0.302857142857143,-0.291666666666667,-0.266666666666667,-0.367317154819719,-0.26,-0.400649465648911,-0.374255413604301,-0.342296650717703,-0.359576148776745,0.30210970464135,-0.382689072136712,-0.382689072136712,-0.481154773522698,0.523315749144094,-0.422126486176766,-0.400897435897436,-0.400897435897436,-0.400897435897436,0.602061134978721,0.355305235852585,0.392295345870765,-0.410928562707592,-0.377230529741969,-0.395148917516182,-0.353897196408636,-0.376344434328137,-0.353267511251214,-0.326310989512084,-0.326310989512084,-0.296078431372549,-0.296078431372549,-0.427956280172798,0.2,0.233333333333333,-0.266666666666667,-0.355300977824966,0.314247311827957,0.310525803784231
"RKIP",-0.296006483937518,-0.320890075656431,-0.267619047619048,-0.22,-0.2,-0.22073762506942,-0.17,-0.221320616287601,-0.223448275862069,-0.22,-0.159581881533101,-0.158705308913433,-0.153754813863928,-0.208590163934426,-0.156168831168831,-0.374004753416518,-0.110714285714286,-0.0857142857142857,-0.14,-0.1,-0.258543536260005,-0.1,-0.21041181041181,-0.156565656565657,-0.111111111111111,-0.0533968253968254,0.332663797226208,-0.372663797226208,-0.372663797226208,-0.625050416739523,0.474936280818634,-0.0945637695637696,-0.050974025974026,-0.050974025974026,-0.050974025974026,0.543314330360812,0.165799842395587,0.380952950808151,-0.377496836898203,-0.32,-0.351288185498712,-0.27,-0.318421052631579,-0.268421052631579,-0.2,-0.2,-0.1,-0.1,-0.337271448663854,0.1,0.1,0,-0.0227081076332972,0.184,0.229971988795518
"RAF",-0.296006483937518,-0.320890075656431,-0.267619047619048,-0.22,-0.2,-0.22073762506942,-0.17,-0.221320616287601,-0.223448275862069,-0.22,-0.159581881533101,-0.158705308913433,-0.153754813863928,-0.208590163934426,-0.156168831168831,-0.374004753416518,-0.110714285714286,-0.0857142857142857,-0.14,-0.1,-0.258543536260005,-0.1,-0.21041181041181,-0.156565656565657,-0.111111111111111,-0.0533968253968254,0.332663797226208,-0.372663797226208,-0.372663797226208,-0.625050416739523,0.474936280818634,-0.0945637695637696,-0.050974025974026,-0.050974025974026,-0.050974025974026,0.543314330360812,0.165799842395587,0.380952950808151,-0.377496836898203,-0.32,-0.351288185498712,-0.27,-0.318421052631579,-0.268421052631579,-0.2,-0.2,-0.1,-0.1,-0.337271448663854,0.1,0.1,0,-0.0227081076332972,0.184,0.229971988795518
"miR200",-0.117314338777753,-0.14362469293794,-0.124438646426312,-0.100245098039216,-0.0708333333333333,-0.101635956635957,0.0142857142857143,0.00633889919604205,0.00974025974025974,0.0142857142857143,-0.0117514124293785,-0.0128306768221324,-0.00812848246476565,-0.0680953036140158,-0.0727706057596822,-0.228397471649005,-0.0557894736842105,-0.0357894736842105,-0.0458333333333333,-0.0325,-0.112593846399744,-0.02,-0.129777072722719,-0.111133004926108,-0.0869950738916256,-0.126737588652482,0.34836093857833,-0.370282258064516,-0.370282258064516,-0.313505007260268,0.406960753020097,-0.284002317207364,-0.264301569077689,-0.264301569077689,-0.264301569077689,0.440074037349581,0.224192894857374,0.303281447511538,-0.336645853368746,-0.306709178145798,-0.324221610944503,-0.28912676056338,-0.309539071261964,-0.291561543172076,-0.268,-0.270434782608696,-0.24,-0.24,-0.34124135524529,0,0.02,-0.2,-0.315668722041887,0.0572257383966245,0.0752759793804718
"GSK3",-0.232927407150173,-0.263217849665358,-0.24578195222946,-0.22592132505176,-0.194492753623188,-0.130675044537532,-0.0274509803921569,-0.0426678419905974,-0.0364178419905974,-0.0311546840958606,-0.067267258638671,-0.0587916788359828,-0.0535443025241387,-0.127601362671201,-0.182647362216328,-0.268666424152683,-0.166408045977012,-0.149166666666667,-0.104461667364893,-0.0915584415584415,-0.181381348079939,-0.124166666666667,-0.249699809993928,-0.232816693110811,-0.213935574229692,-0.232342941611234,0.338904164645181,-0.367441122648067,-0.367441122648067,-0.385706623877889,0.40580321946557,-0.213680085303156,-0.196033026479627,-0.196033026479627,-0.196033026479627,0.471463668894188,2.88945215148287e-05,0.372865192073135,-0.371067914326516,-0.343370565703938,-0.358699493273884,-0.325917735515259,-0.343294328536573,-0.326151471393716,-0.308270676691729,-0.308270676691729,-0.286842105263158,-0.286842105263158,-0.381924332831136,0.0866666666666667,0.0772727272727273,-0.25,-0.0167781496638873,0.116118109082685,0.120394693026272
"KLF4",-0.387715377204185,-0.37170140428677,-0.340969696969697,-0.307636363636364,-0.263636363636364,-0.327824653366242,0.08,0.0416902806108385,0.0468449197860963,0.0527272727272727,-0.0922689075630252,-0.0794782608695652,-0.0693333333333333,-0.314247311827957,-0.336190476190476,-0.410653594771242,-0.302857142857143,-0.26,-0.266666666666667,-0.233333333333333,-0.348324019808278,-0.2,-0.374255413604301,-0.342296650717703,-0.305454545454545,-0.335891938250429,0.266666666666667,-0.351883384932921,-0.351883384932921,-0.458216784359543,0.592429433709922,-0.400897435897436,-0.375897435897436,-0.375897435897436,-0.375897435897436,0.671192408783525,0.339852697221238,0.36045177045177,-0.395148917516182,-0.353897196408636,-0.376344434328137,-0.326310989512084,-0.353267511251214,-0.326310989512084,-0.296078431372549,-0.296078431372549,-0.266666666666667,-0.266666666666667,-0.40259545543053,0.1,0.2,-0.233333333333333,-0.343371807275105,0.291666666666667,0.289177489177489
"ZEB2",-0.238646464646465,-0.226504500790215,-0.219097093382808,-0.207532467532468,-0.194805194805195,-0.16387755248478,-0.158333333333333,-0.157948224219084,-0.153070175438596,-0.153070175438596,-0.146407624633431,-0.138931883986848,-0.137102615694165,-0.132280646183085,-0.12863707165109,-0.127432952231849,-0.125833333333333,-0.123611111111111,-0.122857142857143,-0.114285714285714,-0.112321756908,-0.111111111111111,-0.101328289197142,-0.0964102564102564,-0.0897435897435897,-0.0689194139194139,-0.0523565158559132,-0.0511363304682179,-0.0511363304682179,-0.0500526944936086,-0.0415318495285875,-0.0223786812758975,-0.0161688311688312,-0.0161688311688312,-0.0161688311688312,0.00647944165395331,0.0118535064556254,0.0144245742824161,0.0429072467767798,0.0461970445456684,0.0475825714521044,0.0517016317016317,0.0532163742690058,0.0587719298245614,0.0593939393939394,0.0666666666666667,0.0727272727272727,0.08,0.0863063873152894,0.1,0.1,0.1,0.11336339621102,0.127735191637631,0.178599033816425
"RAS",0.100634920634921,0.106557949912638,0.0976470588235294,0.08,0.06,0.0240117994100295,-0.12,-0.116697626418989,-0.114736842105263,-0.12,0.00434782608695652,-0.0936301793444651,-0.0956709956709957,-0.0844180790960452,0.0977777777777778,0.0725368248772504,0.0866666666666667,0.0666666666666667,-0.0833333333333333,-0.1,-0.0558604376108812,0.1,0.125223435948361,0.115789473684211,0.1,0.147619047619048,-0.0957142857142857,0.102930780559647,0.102930780559647,-0.129916348231496,-0.0629747931352821,0.0796153846153846,0.177692307692308,0.177692307692308,0.177692307692308,-0.0434792731321778,0.0317958656330749,-0.116492307692308,0.116353368273864,0.110049019607843,0.113803793203042,0.105882352941176,0.112265331664581,0.105882352941176,0.1,0.1,0.1,0.1,0.136337285902503,-0.1,0.1,0,-0.031370201137643,0.0793333333333333,0.0406729559748428
"Destcompl",0.0524013462948461,0.0220056298381422,0.0244686840253343,0.0244686840253343,0.0210204081632653,0.0913999047341425,0.0256410256410256,0.0209713783484275,0.0209713783484275,0.0226107226107226,0.0054043392504931,0.00900167084377611,0.00865079365079365,-0.123492279509751,0.0419747188933066,-0.0427761606739184,0.0453304235912932,0.0480331262939959,-0.118773946360153,-0.118773946360153,-0.18831166061865,0.0523809523809524,-0.0617741279660771,-0.058768115942029,-0.0576811594202899,-0.0518898804827972,-0.19811069557334,0.186937176042171,0.186937176042171,-0.238401821273148,0.217530584062528,0.00196227134498359,0.00337514418642786,0.00337514418642786,0.00337514418642786,0.0555857978814657,-0.0860625352738722,-0.198581270078455,-0.188649515278402,-0.186500454630311,-0.187629627466062,-0.183346465762036,-0.185848805548254,-0.182863730921388,-0.180376168732333,-0.180376168732333,-0.181746031746032,-0.181746031746032,-0.23912408550422,-0.0666666666666667,0.122222222222222,-0.188888888888889,-0.019835676867293,0.121364619935283,-0.106564441936422
"AXIN2",0.106313772098315,0.0611081201532149,0.0620982191631159,0.0647530864197531,0.0783333333333333,0.149131371798686,0.0266666666666667,0.0193549384414244,0.0214239039586658,0.0242276422764228,0.0101293266607668,0.0104554865424431,0.0128364389233954,-0.159331651954603,0.097487922705314,-0.0399129778642963,0.101932367149758,0.109178743961353,-0.157692307692308,-0.157692307692308,-0.223578601187297,0.122222222222222,-0.0561247713879293,-0.0540977443609023,-0.0505263157894737,-0.0544338192585037,-0.250958131485216,0.241131942880533,0.241131942880533,-0.281434839807177,0.250510879508563,0.0670246981658855,0.069649370081896,0.069649370081896,0.069649370081896,0.0656005228942441,-0.167636096931291,-0.255570726855796,-0.241069610796049,-0.237208142308837,-0.23912408550422,-0.235950280673617,-0.236896652913364,-0.235950280673617,-0.237674418604651,-0.237674418604651,-0.24,-0.24,0.182032686545068,-0.133333333333333,0.15,-0.233333333333333,0.160621381987767,0.157692307692308,-0.160331442750798
"Wnt",0.16582995951417,0.194492753623188,0.146666666666667,0.1,0.1,0.0812629399585921,0,0.0274509803921569,0.0333333333333333,0.0333333333333333,0.0456410256410256,0.0390777181474856,0.0367521367521367,0.0915584415584415,0.124166666666667,0.212941176470588,0.0866666666666667,0.0666666666666667,0.05,0,0.141495098039216,0.1,0.18452380952381,0.142857142857143,0.1,0.142424242424242,-0.262745098039216,0.294452415112386,0.294452415112386,0.322758620689655,-0.333008474576271,0.150615174299385,0.118796992481203,0.118796992481203,0.118796992481203,-0.394371698325278,-0.054858934169279,-0.298989898989899,0.326151471393716,0.286842105263158,0.308270676691729,0.25,0.286842105263158,0.25,0.3,0.2,0.2,0.1,0.31030303030303,-0.1,0,0,-0.0177867027817992,-0.0772727272727273,-0.0716666666666667
"SOSGRB2",0.278388278388278,0.301274257657236,0.256593406593407,0.214285714285714,0.214285714285714,0.237012793176972,0.0476190476190476,0.0614328614328614,0.0614328614328614,0.0587301587301587,0.149147727272727,0.0439251071509136,0.0432258064516129,0.0870731196312592,0.242178362573099,0.313130434782609,0.204678362573099,0.188888888888889,0.0333333333333333,0,0.135927637654514,0.2,0.291214419383433,0.247552447552448,0.209090909090909,0.149166666666667,-0.282982456140351,0.314411027568922,0.314411027568922,0.458947492375841,-0.425930774930775,0.324822540924236,0.290207156308851,0.290207156308851,0.290207156308851,-0.468856385719748,-0.21970223325062,-0.323529383940059,0.342044445222292,0.297463768115942,0.321967963386728,0.258333333333333,0.295652173913043,0.256521739130435,0.2,0.2,0.1,0.1,0.317264851485148,-0.2,0,0,-0.0180634428956577,-0.0684684684684685,-0.201425438596491
"Frizzled",0.196062517653705,0.22592132505176,0.194492753623188,0.146666666666667,0.1,0.100310559006211,0.0333333333333333,0.0311546840958606,0.0274509803921569,0.0333333333333333,0.0477686852154937,0.0456197742222519,0.0390777181474856,0.104461667364893,0.149166666666667,0.232941176470588,0.124166666666667,0.0866666666666667,0.0772727272727273,0.05,0.154626411170529,0.0666666666666667,0.213935574229692,0.18452380952381,0.142857142857143,0.175757575757576,-0.291316526610644,0.323165286399515,0.323165286399515,0.348310671162841,-0.361262442830239,0.175024623118282,0.150615174299385,0.150615174299385,0.150615174299385,-0.42584022979381,-0.074858934169279,-0.327114898989899,0.343294328536573,0.308270676691729,0.326151471393716,0.286842105263158,0.308270676691729,0.286842105263158,0.25,0.25,0.3,0.2,0.340535588442565,-0.1,0,0.1,-0.00425885132291327,-0.0915584415584415,-0.0895238095238095
"DSH",0.215543037134224,0.24578195222946,0.22592132505176,0.194492753623188,0.146666666666667,0.116832298136646,0.0333333333333333,0.0364178419905974,0.0311546840958606,0.0274509803921569,0.0565406150400551,0.0535443025241387,0.0456197742222519,0.116118109082685,0.166408045977012,0.251380892782645,0.149166666666667,0.124166666666667,0.0915584415584415,0.0772727272727273,0.167804705744172,0.0866666666666667,0.232816693110811,0.213935574229692,0.18452380952381,0.212342941611234,-0.317530118843654,0.34678733364361,0.34678733364361,0.368450368485309,-0.385644068271936,0.196033026479627,0.175024623118282,0.175024623118282,0.175024623118282,-0.450686586246839,-0.0885480292968892,-0.352114898989899,0.358699493273884,0.325917735515259,0.343294328536573,0.308270676691729,0.326151471393716,0.308270676691729,0.286842105263158,0.286842105263158,0.25,0.25,0.362898457640877,-0.0666666666666667,-0.05,0.2,0.00680985096716307,-0.104461667364893,-0.105607725607726
"CD44",0.287916666666667,0.288888888888889,0.3,0.3,0.2,0.272169059011164,0.1,0.155,0.145,0.125,0.137426900584795,0.0976190476190476,0.0833333333333333,0.0772727272727273,0.193333333333333,0.278974358974359,0.2,0.2,0.05,0.1,0.108531468531469,0.2,0.190977443609023,0.185714285714286,0.2,0.197619047619048,-0.233333333333333,0.347619047619048,0.347619047619048,0.296756576756577,-0.109945054945055,0.215238095238095,0.166666666666667,0.166666666666667,0.166666666666667,-0.213037129519053,-0.11547619047619,-0.360553359683794,0.0952116875372689,0.0233333333333333,0.0675193798449612,-0.05,0.0233333333333333,0.05,-0.1,0,0,0.1,-0.02,-0.1,-0.1,0.1,-0.119120375422896,-0.05,-0.228888888888889
"HEY1",0.387715377204185,0.37170140428677,0.340969696969697,0.307636363636364,0.263636363636364,0.327824653366242,-0.08,-0.0416902806108385,-0.0468449197860963,-0.0527272727272727,0.0922689075630252,0.0794782608695652,0.0693333333333333,0.314247311827957,0.336190476190476,0.410653594771242,0.302857142857143,0.26,0.266666666666667,0.233333333333333,0.348324019808278,0.2,0.374255413604301,0.342296650717703,0.305454545454545,0.335891938250429,-0.266666666666667,0.351883384932921,0.351883384932921,0.458216784359543,-0.592429433709922,0.400897435897436,0.375897435897436,0.375897435897436,0.375897435897436,-0.671192408783525,-0.339852697221238,-0.36045177045177,0.395148917516182,0.353897196408636,0.376344434328137,0.326310989512084,0.353267511251214,0.326310989512084,0.296078431372549,0.296078431372549,0.266666666666667,0.266666666666667,0.40259545543053,-0.1,-0.2,0.233333333333333,0.343371807275105,-0.291666666666667,-0.289177489177489
"FOXC2",0.387715377204185,0.37170140428677,0.340969696969697,0.307636363636364,0.263636363636364,0.327824653366242,-0.08,-0.0416902806108385,-0.0468449197860963,-0.0527272727272727,0.0922689075630252,0.0794782608695652,0.0693333333333333,0.314247311827957,0.336190476190476,0.410653594771242,0.302857142857143,0.26,0.266666666666667,0.233333333333333,0.348324019808278,0.2,0.374255413604301,0.342296650717703,0.305454545454545,0.335891938250429,-0.266666666666667,0.351883384932921,0.351883384932921,0.458216784359543,-0.592429433709922,0.400897435897436,0.375897435897436,0.375897435897436,0.375897435897436,-0.671192408783525,-0.339852697221238,-0.36045177045177,0.395148917516182,0.353897196408636,0.376344434328137,0.326310989512084,0.353267511251214,0.326310989512084,0.296078431372549,0.296078431372549,0.266666666666667,0.266666666666667,0.40259545543053,-0.1,-0.2,0.233333333333333,0.343371807275105,-0.291666666666667,-0.289177489177489
"PI3K",0.239293844367015,0.260900526064084,0.225941176470588,0.177941176470588,0.125,0.156352657004831,0.0333333333333333,0.0466547274647564,0.0417366946778711,0.0476190476190476,0.0603840850233747,0.0623734293717487,0.0535734293717487,0.118162393162393,0.264253393665158,0.26648112321669,0.241176470588235,0.2,0.0833333333333333,0.05,0.174473684210526,0.166666666666667,0.228411910669975,0.196153846153846,0.15,0.203076923076923,-0.328508771929825,0.361780433971144,0.361780433971144,0.377390451158404,-0.39215639204634,0.217723299531519,0.18621645021645,0.18621645021645,0.18621645021645,-0.461901911761286,-0.167592592592593,-0.362725393053262,0.376600995818797,0.332612411742847,0.355776253550756,0.303381642512077,0.332612411742847,0.303381642512077,0.255555555555556,0.255555555555556,0.2,0.2,0.358952380952381,-0.2,0,0.1,-0.0157914195768358,-0.0987179487179487,-0.12333548804137
"ILK",0.239293844367015,0.260900526064084,0.225941176470588,0.177941176470588,0.125,0.156352657004831,0.0333333333333333,0.0466547274647564,0.0417366946778711,0.0476190476190476,0.0603840850233747,0.0623734293717487,0.0535734293717487,0.118162393162393,0.264253393665158,0.26648112321669,0.241176470588235,0.2,0.0833333333333333,0.05,0.174473684210526,0.166666666666667,0.228411910669975,0.196153846153846,0.15,0.203076923076923,-0.328508771929825,0.361780433971144,0.361780433971144,0.377390451158404,-0.39215639204634,0.217723299531519,0.18621645021645,0.18621645021645,0.18621645021645,-0.461901911761286,-0.167592592592593,-0.362725393053262,0.376600995818797,0.332612411742847,0.355776253550756,0.303381642512077,0.332612411742847,0.303381642512077,0.255555555555556,0.255555555555556,0.2,0.2,0.358952380952381,-0.2,0,0.1,-0.0157914195768358,-0.0987179487179487,-0.12333548804137
"cMet",0.314498945147679,0.322931442080378,0.288888888888889,0.3,0.3,0.304372448841673,0.125,0.153181818181818,0.155,0.145,0.151152390780874,0.0994372294372294,0.0976190476190476,0.105397727272727,0.205833333333333,0.316053010659752,0.193333333333333,0.2,0.05,0.05,0.136792338096686,0.2,0.222892337226044,0.190977443609023,0.185714285714286,0.197619047619048,-0.247619047619048,0.368831168831169,0.368831168831169,0.327413511063146,-0.140905909037582,0.249200359389039,0.215238095238095,0.215238095238095,0.215238095238095,-0.242808121885466,-0.141282642089094,-0.380865859683794,0.114420727085292,0.0687878787878788,0.0952116875372689,0.0233333333333333,0.0675193798449612,0.0233333333333333,-0.05,0.05,-0.1,0,0.0292063492063492,-0.2,-0.1,0.1,-0.0981744294769505,-0.0772727272727273,-0.258518518518518
"SRC",0.313520074696545,0.313152958152958,0.287698412698413,0.263888888888889,0.288888888888889,0.196477655746911,0.0333333333333333,0.0294263388603011,0.0313131313131313,0.0424242424242424,0.06170969877524,0.0275604551920341,0.0302631578947368,0.0140087145969499,0.124358974358974,0.171160793229759,0.107692307692308,0.1,-0.0133333333333333,-0.0333333333333333,0.0337055986826629,0.1,0.125238095238095,0.103809523809524,0.08,0.182857142857143,-0.252390180878553,0.369264749925127,0.369264749925127,0.0296618095949423,-0.0311847028887891,0.207348579663974,0.195227367542762,0.195227367542762,0.195227367542762,-0.159454418130889,0.0408658008658009,-0.383203044942175,0.0140071130384535,-0.00524590163934426,0.0057297081167533,-0.02,-0.00524590163934426,-0.02,-0.05,-0.05,-0.1,0,-0.0574631306047856,-0.1,0.0333333333333333,0,-0.0574621755056538,-0.00518518518518519,-0.113294232649071
"cateninnuc",0.386358783293209,0.371654873460626,0.352222559050145,0.328659340659341,0.299428571428571,0.324338466879168,-0.0210144927536232,-0.010051217651456,-0.0137209424220982,-0.0162525879917184,0.0944420230511463,0.0758690648445082,0.0702756132756133,0.201283870164839,0.336512310606061,0.31915908620618,0.320106060606061,0.298106060606061,0.174644808743169,0.153333333333333,0.23832630339576,0.270833333333333,0.37025119145734,0.352069373275522,0.328813559322034,0.333647069776102,-0.294213279800468,0.372872495612424,0.372872495612424,0.451582020453324,-0.406491974608934,0.388992918992919,0.373168003168003,0.373168003168003,0.373168003168003,-0.486045987412073,-0.327027938650735,-0.380422249322412,0.179331441930235,0.254260396145447,0.267262952562657,0.238054862548609,0.253297306558176,0.237027465288335,0.217402688635565,0.216375291375291,0.191375291375291,0.191375291375291,0.395148917516182,-0.233333333333333,-0.133333333333333,0.160606060606061,0.321524809540951,-0.190172759053728,-0.294983530943829
"SHH",0.35,0.44,0.4,0.3,0.2,0.283333333333333,0,0.16,0.1,0.1,0.0666666666666667,0.1,0.0666666666666667,0.253333333333333,0.15,0.2,0.1,0,0.3,0.2,0.162857142857143,0,0.233333333333333,0.2,0.1,0.25,-0.3,0.375,0.375,0.36727969348659,-0.299068100358423,0.303846153846154,0.25,0.25,0.25,-0.341666666666667,-0.271794871794872,-0.383333333333333,0.241111111111111,0.25,0.196666666666667,0.2,0.15,0.1,0.2,0.1,0.2,0.1,0.276190476190476,0,-0.2,0,0.272987012987013,-0.333333333333333,-0.26
"SNAI2",0.423902047963757,0.410276395954145,0.375493787258493,0.333613445378151,0.276470588235294,0.364635251707315,-0.1,-0.0657922628510864,-0.0725490196078431,-0.0823529411764706,0.100241109101869,0.0883713765848681,0.0754527162977867,0.357140828162251,0.366483174075613,0.44707977216696,0.326724137931034,0.275,0.301176470588235,0.26,0.397253484620806,0.2,0.413118022328549,0.376754385964912,0.332894736842105,0.371906693711968,-0.286538461538462,0.376826725403818,0.376826725403818,0.705309883995712,-0.637322833913454,0.442051352058506,0.412827607766268,0.412827607766268,0.412827607766268,-0.807165246178028,-0.379202682944639,-0.385174565562869,0.449229572098264,0.402974962071897,0.427956280172798,0.373563197366014,0.40259545543053,0.373563197366014,0.341168831168831,0.341168831168831,0.305454545454545,0.305454545454545,0.447100565604419,-0.1,-0.2,0.26,0.386752150196217,-0.331788715486194,-0.320461538461538
"AKT",0.264105874442203,0.286580284372241,0.260900526064084,0.225941176470588,0.177941176470588,0.178157168283026,0.0476190476190476,0.0517180186039969,0.0466547274647564,0.0417366946778711,0.0716622805120965,0.0701175371158564,0.0623734293717487,0.133951866846604,0.18546551487728,0.290640144623418,0.264253393665158,0.241176470588235,0.0987179487179487,0.0833333333333333,0.191692227256884,0.2,0.252802154572414,0.228411910669975,0.196153846153846,0.243076923076923,-0.356713900134953,0.389862625751966,0.389862625751966,0.402214571761419,-0.421004506215555,0.243506432061639,0.217723299531519,0.217723299531519,0.217723299531519,-0.491901911761286,-0.184931302270012,-0.391067639042567,0.394447149664951,0.355517439675807,0.376600995818797,0.332612411742847,0.355776253550756,0.332612411742847,0.303381642512077,0.303381642512077,0.255555555555556,0.255555555555556,0.387472236548049,-0.166666666666667,-0.05,0.2,-0.00197835092505747,-0.118162393162393,-0.145074618476153
