"","FOXC2","TGF","TGFR","CDC42","PAK1","SNAI1","EGR1","MEK","ERK","cfos","HEY1","SMAD","ILK","SHH","AKT","TWIST1","IKK","NFB","SMO","FUS","Jagged","Csn","NOTCH","NOTCHic","Csl","SOSGRB2","KLF4","ZEB2","ZEB1","SNAI2","cateninmemb","RAS","RAF","PI3K","DELTA","Ecadherin","GSK3","miR200","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"MEK",0.33744792537896,0.363955769087088,0.320890075656431,0.267619047619048,0.22,0.247660701992497,0.22,0.127987282954268,0.221320616287601,0.223448275862069,0.165036426987646,0.166454386404208,0.158705308913433,0.228851601842923,0.185580595874714,0.406605486017251,0.156168831168831,0.110714285714286,0.184,0.14,0.279855011669841,0.0857142857142857,0.247638087784073,0.21041181041181,0.156565656565657,0.088952380952381,-0.369918699186992,0.410759035321446,0.410759035321446,0.659600295085022,-0.51249725642839,0.129801864801865,0.0945637695637696,0.0945637695637696,0.0945637695637696,-0.584844385005621,-0.192581169176914,-0.419033446164188,0.400545164035749,0.352867132867133,0.377496836898203,0.32,0.351288185498712,0.318421052631579,0.27,0.268421052631579,0.2,0.2,0.379613791006196,-0.1,-0.1,0.1,0.0425825846207449,-0.208590163934426,-0.258919357216571
"IKK",0.493766233766234,0.525991919191919,0.469191919191919,0.405555555555556,0.35,0.284626802374894,0.05,0.074952380952381,0.0682857142857143,0.0642857142857143,0.17141382868937,0.172696644664466,0.161805555555556,0.248326947637292,0.315637065637066,0.529607843137255,0.264285714285714,0.314285714285714,0.18,0.12,0.282867853795689,0.3,0.35974025974026,0.307359307359307,0.245454545454545,0.336344537815126,-0.363369963369963,0.421418546365915,0.421418546365915,0.654076909302534,-0.568697373390111,0.380598655453593,0.334119782214156,0.334119782214156,0.334119782214156,-0.680067589282468,-0.216172161172161,-0.425763656633222,0.438686573623282,0.376239316239316,0.40957264957265,0.331623931623932,0.376239316239316,0.331623931623932,0.277777777777778,0.277777777777778,0.2,0.2,0.403095238095238,-0.2,-0.1,0.1,0.140959195040542,-0.220740740740741,-0.250819672131148
"Csn",0.242822096400629,0.270909746044217,0.242986118359253,0.20067842605156,0.145454545454545,0.152424142444727,0.09,0.0910551948051948,0.0848051948051948,0.0809090909090909,0.0657308970099668,0.0675261560139871,0.0585287267080745,0.130436265655726,0.199033333333333,0.287486364344709,0.175833333333333,0.146666666666667,0.0974025974025974,0.0761904761904762,0.179762088830927,0.105,0.259078421578422,0.233116883116883,0.195454545454545,0.207123256082094,-0.389609997845292,0.425687344913151,0.425687344913151,0.42177039844396,-0.436496074281301,0.237639530388768,0.210192313498173,0.210192313498173,0.210192313498173,-0.507151513188885,-0.131019641429243,-0.433716053603039,0.41480548531688,0.37252875377432,0.395142226146705,0.348511286525412,0.372955730969856,0.348511286525412,0.318390804597701,0.318390804597701,0.266666666666667,0.266666666666667,0.405936614730878,-0.18,-0.0428571428571429,0.2,0.0521609460589412,-0.115682167295071,-0.143022730003386
"STAT",0.218786639400136,0.21176467189053,0.194856459330144,0.165909090909091,0.140909090909091,0.14981513824296,0.233333333333333,0.21067678684377,0.207450980392157,0.213333333333333,0.0613333333333333,0.0678605141873508,0.0644122383252818,0.0645925087466557,0.0427602905569007,0.0802251471666764,0.0342857142857143,0.02,0.045,0.025,0.068589510595417,0,0.0330241149201743,0.0204027556968733,-0.00392156862745098,-0.0152709359605911,-0.326728064963359,0.442935269858347,0.442935269858347,0.106131220626014,-0.0628629869659736,-0.0307617464785255,-0.044194582299421,-0.044194582299421,-0.044194582299421,-0.205847869013171,0.0410569648420116,-0.458532927961468,0.0325315917856516,0.0111440030557678,0.0224004833231963,-0.00146103896103896,0.0113594738594739,-0.00146103896103896,-0.0196428571428571,-0.0196428571428571,-0.0571428571428571,-0.0571428571428571,-0.0431294196000078,0,0,0,-0.0636695348791481,-0.0566279069767442,-0.176645752895753
"ERK",0.367020574951609,0.394175549306868,0.363955769087088,0.320890075656431,0.267619047619048,0.2701144056962,0.223448275862069,0.134951071255103,0.127987282954268,0.221320616287601,0.175616631765803,0.17496502470208,0.166454386404208,0.24527672261587,0.211268669269209,0.433096470760663,0.185580595874714,0.156168831168831,0.208590163934426,0.184,0.298529710465022,0.110714285714286,0.276169943739752,0.247638087784073,0.21041181041181,0.129729079981507,-0.404802420117224,0.443357460518296,0.443357460518296,0.687553405995752,-0.544879961120202,0.158074692084593,0.129801864801865,0.129801864801865,0.129801864801865,-0.619070268974038,-0.212472177351301,-0.452856975575952,0.420475719591305,0.378681669207985,0.400545164035749,0.352867132867133,0.377496836898203,0.351288185498712,0.32,0.318421052631579,0.27,0.268421052631579,0.411646311331399,-0.0857142857142857,-0.14,0.2,0.0584788642148825,-0.228851601842923,-0.282039134375345
"Jagged",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.258333333333333,0.1,0.186666666666667,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.293,0.0333333333333333,0,0.0333333333333333,0,0.166493506493506,0,0.231428571428571,0.16,0.1,0.12,-0.405555555555556,0.46207729468599,0.46207729468599,0.43868778280543,-0.431991951710262,0.252727272727273,0.18,0.18,0.18,-0.513017543859649,-0.23639846743295,-0.472121212121212,0.350949050949051,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.235897435897436
"DELTA",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.258333333333333,0.1,0.186666666666667,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.293,0.0333333333333333,0,0.0333333333333333,0,0.166493506493506,0,0.231428571428571,0.16,0.1,0.12,-0.405555555555556,0.46207729468599,0.46207729468599,0.43868778280543,-0.431991951710262,0.252727272727273,0.18,0.18,0.18,-0.513017543859649,-0.23639846743295,-0.472121212121212,0.350949050949051,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.235897435897436
"NFB",0.537192528586951,0.569662805267868,0.525991919191919,0.469191919191919,0.405555555555556,0.314489816073524,0.0642857142857143,0.0847563025210084,0.074952380952381,0.0682857142857143,0.185699542975085,0.183477313809448,0.172696644664466,0.272423333179461,0.353414843414843,0.564211017740429,0.315637065637066,0.264285714285714,0.220740740740741,0.18,0.308047709910797,0.314285714285714,0.400385421030582,0.35974025974026,0.307359307359307,0.379502432551968,-0.411446886446886,0.468544983147524,0.468544983147524,0.690662275156192,-0.610830425132455,0.41592203853817,0.380598655453593,0.380598655453593,0.380598655453593,-0.726456032300125,-0.242446670976083,-0.473195680802406,0.464176769701714,0.409947181407856,0.438686573623282,0.376239316239316,0.40957264957265,0.376239316239316,0.331623931623932,0.331623931623932,0.277777777777778,0.277777777777778,0.443520770010132,-0.3,-0.12,0.2,0.161058862814629,-0.248326947637292,-0.28287095418243
"SMO",0.431379310344828,0.52490990990991,0.481666666666667,0.44,0.4,0.358602150537634,0.1,0.18004662004662,0.183076923076923,0.16,0.119413919413919,0.121111111111111,0.11,0.318611111111111,0.236857142857143,0.284858387799564,0.192857142857143,0.15,0.253333333333333,0.333333333333333,0.235740740740741,0.1,0.323787878787879,0.278787878787879,0.233333333333333,0.299122807017544,-0.413888888888889,0.482485875706215,0.482485875706215,0.453946360153257,-0.399283850088736,0.382479874776386,0.347596153846154,0.347596153846154,0.347596153846154,-0.445345955886743,-0.328521640172126,-0.492374924653406,0.302911242507563,0.344444444444444,0.275091693635383,0.3,0.241111111111111,0.196666666666667,0.25,0.15,0.2,0.1,0.366472607851918,0,-0.3,0.1,0.319967164618327,-0.290833333333333,-0.333015873015873
"TWIST1",0.534538464161495,0.522113131154448,0.485438871473354,0.440438871473354,0.381818181818182,0.47137591476539,0.0666666666666667,0.110662932477202,0.10419527078566,0.0884057971014493,0.22716210343329,0.214468338725764,0.201597051597052,0.449170779254861,0.457527782951512,0.463778649522357,0.416849816849817,0.369230769230769,0.391555555555556,0.355555555555556,0.405129094028386,0.3,0.417824544428318,0.379145299145299,0.335555555555555,0.367873418216668,-0.404315196998124,0.485604025077709,0.485604025077709,0.724757483889758,-0.658324547263881,0.452050268226609,0.42054341891154,0.42054341891154,0.42054341891154,-0.825403289127416,-0.394327006112927,-0.494111728330364,0.470072568181134,0.418854803675856,0.446553304236338,0.385254803675856,0.417916244511989,0.384582911178656,0.348412698412698,0.348412698412698,0.309523809523809,0.309523809523809,0.461239889143115,-0.2,-0.3,0.266666666666667,0.39819029946787,-0.423062404870624,-0.424051141442446
"NOTCH",0.376122448979592,0.396071684587814,0.331555555555555,0.255555555555556,0.2,0.299871794871795,0.2,0.193809523809524,0.186666666666667,0.22,0.171014492753623,0.0814285714285714,0.0714285714285714,0.151206636500754,0.133333333333333,0.342152542372881,0.0888888888888889,0.0333333333333333,0.0833333333333333,0.0333333333333333,0.196123136123136,0,0.186267281105991,0.231428571428571,0.16,0.167368421052632,-0.46207729468599,0.52133655394525,0.52133655394525,0.487894132011779,-0.483824412443246,0.303451910408432,0.252727272727273,0.252727272727273,0.252727272727273,-0.572694963214488,-0.277307558342041,-0.529264069264069,0.383193948908235,0.314685314685315,0.350949050949051,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0.1,0.338490566037736,0,0,0,0.329512503157363,-0.121794871794872,-0.28762157382847
"FUS",0.46953720508167,0.564271612037569,0.52490990990991,0.481666666666667,0.44,0.385017244877257,0.16,0.185793746483402,0.18004662004662,0.183076923076923,0.132457397674789,0.129498207885305,0.121111111111111,0.341843434343434,0.267626373626374,0.31888980141213,0.236857142857143,0.192857142857143,0.290833333333333,0.253333333333333,0.261041945560018,0.15,0.360151515151515,0.323787878787879,0.278787878787879,0.326045883940621,-0.461429872495446,0.524817164049773,0.524817164049773,0.488237203959361,-0.437458896643671,0.412610879143199,0.382479874776386,0.382479874776386,0.382479874776386,-0.486989791503182,-0.352267459570119,-0.534949182079148,0.325737329464085,0.379059829059829,0.302911242507563,0.344444444444444,0.275091693635383,0.241111111111111,0.3,0.196666666666667,0.25,0.15,0.404360806609682,-0.1,-0.333333333333333,0.1,0.338507310603729,-0.318611111111111,-0.364974635902471
"TGF",0.516723602484472,0.535595238095238,0.583809523809524,0.526666666666667,0.46,0.420610298792117,0.233333333333333,0.273834586466165,0.267167919799499,0.261904761904762,0.213668600902643,0.204418377321603,0.191515151515151,0.248951149425287,0.32750626566416,0.453333333333333,0.301190476190476,0.258333333333333,0.186666666666667,0.153333333333333,0.307191948944526,0.233333333333333,0.37816091954023,0.333333333333333,0.273333333333333,0.236842105263158,-0.498372743452835,0.545645470725562,0.545645470725562,0.485404631986872,-0.508965624384465,0.399404761904762,0.34047619047619,0.34047619047619,0.34047619047619,-0.586550496455565,-0.344751964712826,-0.553443587064277,0.42157037103909,0.342264150943396,0.385685203574975,0.28,0.342264150943396,0.28,0.2,0.2,0.1,0.1,0.356084656084656,-0.2,-0.133333333333333,0,0.18618047967435,-0.217701149425287,-0.358008658008658
"TCFLEF",0.593846067446023,0.586000721380015,0.560835158466108,0.529994036970781,0.497435897435897,0.400192329752999,0.0957142857142857,0.114888003982081,0.106724738675958,0.0981533101045296,0.148665715101342,0.117112032645493,0.1115670995671,0.23922280964632,0.29071621646236,0.412441827475476,0.272237955592794,0.252883116883117,0.207142857142857,0.183333333333333,0.253675743309434,0.216883116883117,0.381066724288505,0.358807588075881,0.333317391997449,0.337679103331798,-0.416219442322384,0.548096889952153,0.548096889952153,0.441973299537575,-0.42262226365878,0.407844640417194,0.386162643045315,0.386162643045315,0.386162643045315,-0.58182562235755,-0.32641661779345,-0.559624471913629,0.198027309363139,0.263180770636014,0.180845178778947,0.237714932126697,0.259195694242864,0.234038461538462,0.209509803921569,0.205833333333333,0.174509803921569,0.170833333333333,0.596020512820513,-0.171428571428571,-0.15,0.133333333333333,0.325225305793564,-0.223271889400922,-0.282475088396014
"cfos",0.403776730204277,0.424446142093201,0.378991596638655,0.314285714285714,0.242857142857143,0.319178037152721,0.32,0.212822402358143,0.204347826086957,0.2,0.0813593203398301,0.090126301416624,0.0788359788359788,0.159543721909313,0.157675438596491,0.362155844155844,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.208611111111111,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,0.204166666666667,-0.509936507936508,0.560496175871478,0.560496175871478,0.53491831769204,-0.531877013204303,0.344785854721292,0.303322440087146,0.303322440087146,0.303322440087146,-0.61120282246208,-0.308130411255411,-0.571971819030643,0.427177771831237,0.364990253411306,0.398659253312719,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.365130149024012,-0.138556067588326,-0.313123543123543
"CDC42",0.403776730204277,0.424446142093201,0.378991596638655,0.314285714285714,0.342857142857143,0.319178037152721,0.22,0.212822402358143,0.204347826086957,0.2,0.0813593203398301,0.090126301416624,0.0788359788359788,0.159543721909313,0.157675438596491,0.362155844155844,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.208611111111111,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,0.204166666666667,-0.509936507936508,0.560496175871478,0.560496175871478,0.53491831769204,-0.531877013204303,0.344785854721292,0.303322440087146,0.303322440087146,0.303322440087146,-0.61120282246208,-0.308130411255411,-0.571971819030643,0.427177771831237,0.364990253411306,0.398659253312719,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.365130149024012,-0.138556067588326,-0.313123543123543
"NOTCHic",0.421283739302172,0.441294614524119,0.396071684587814,0.331555555555555,0.255555555555556,0.332146927146927,0.22,0.205238095238095,0.193809523809524,0.186666666666667,0.184860646599777,0.0936587872559096,0.0814285714285714,0.173787281662044,0.172868217054264,0.380517322247095,0.133333333333333,0.0888888888888889,0.121794871794872,0.0833333333333333,0.221950950692673,0.0333333333333333,0.228372544263885,0.186267281105991,0.231428571428571,0.23555023923445,-0.515648723257419,0.570966183574879,0.570966183574879,0.527773891530817,-0.529869037189696,0.344338609915821,0.303451910408432,0.303451910408432,0.303451910408432,-0.622465254179266,-0.306233178176752,-0.581865225333433,0.411438223717395,0.350169185653057,0.383193948908235,0.314685314685315,0.350949050949051,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.38293501048218,0,-0.0333333333333333,0.1,0.35217916982403,-0.151206636500754,-0.322832841434104
"TGFR",0.562575130868751,0.584531408308004,0.535595238095238,0.583809523809524,0.526666666666667,0.456893484632825,0.261904761904762,0.283423627562056,0.273834586466165,0.267167919799499,0.228593974036972,0.213315174474628,0.204418377321603,0.276634765244496,0.360064405199044,0.495682087781732,0.32750626566416,0.301190476190476,0.217701149425287,0.186666666666667,0.336902093872062,0.258333333333333,0.422045811626561,0.37816091954023,0.333333333333333,0.284990253411306,-0.543015600595692,0.590551131102921,0.590551131102921,0.52892315050539,-0.556540682121186,0.443849206349206,0.399404761904762,0.399404761904762,0.399404761904762,-0.636465317579927,-0.377270302121139,-0.598898132518822,0.450888351552819,0.385489957395009,0.42157037103909,0.342264150943396,0.385685203574975,0.342264150943396,0.28,0.28,0.2,0.2,0.408874355655472,-0.233333333333333,-0.153333333333333,0.1,0.212390157093704,-0.248951149425287,-0.395151515151515
"PAK1",0.43894914399738,0.459965267776261,0.424446142093201,0.378991596638655,0.314285714285714,0.346147010899737,0.2,0.224822402358143,0.212822402358143,0.204347826086957,0.0975357909280654,0.101094043352108,0.090126301416624,0.180543721909313,0.187305068226121,0.394764539808018,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.233150988411725,0.0833333333333333,0.245018315018315,0.212051282051282,0.17051282051282,0.248721122112211,-0.55255945875618,0.601332188733215,0.601332188733215,0.568733869229111,-0.570888002215292,0.380240400175838,0.344785854721292,0.344785854721292,0.344785854721292,-0.652240884745817,-0.332494047619048,-0.613088570299678,0.451177771831237,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.384979773084163,-0.159543721909313,-0.341300338703654
"LIV1",0.43894914399738,0.459965267776261,0.424446142093201,0.378991596638655,0.314285714285714,0.346147010899737,0.2,0.224822402358143,0.212822402358143,0.204347826086957,0.0975357909280654,0.101094043352108,0.090126301416624,0.180543721909313,0.187305068226121,0.394764539808018,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.233150988411725,0.0833333333333333,0.245018315018315,0.212051282051282,0.17051282051282,0.248721122112211,-0.55255945875618,0.601332188733215,0.601332188733215,0.568733869229111,-0.570888002215292,0.380240400175838,0.344785854721292,0.344785854721292,0.344785854721292,-0.652240884745817,-0.332494047619048,-0.613088570299678,0.451177771831237,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.384979773084163,-0.159543721909313,-0.341300338703654
"EGR1",0.43894914399738,0.459965267776261,0.424446142093201,0.378991596638655,0.314285714285714,0.346147010899737,0.2,0.224822402358143,0.212822402358143,0.204347826086957,0.0975357909280654,0.101094043352108,0.090126301416624,0.180543721909313,0.187305068226121,0.394764539808018,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.233150988411725,0.0833333333333333,0.245018315018315,0.212051282051282,0.17051282051282,0.248721122112211,-0.55255945875618,0.601332188733215,0.601332188733215,0.568733869229111,-0.570888002215292,0.380240400175838,0.344785854721292,0.344785854721292,0.344785854721292,-0.652240884745817,-0.332494047619048,-0.613088570299678,0.451177771831237,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.384979773084163,-0.159543721909313,-0.341300338703654
"ZEB1",0.464130038421902,0.494577082603295,0.459931413311956,0.417799433616525,0.364176245210728,0.343091007410667,0.116666666666667,0.134919063660707,0.126549019607843,0.120666666666667,0.178849777165839,0.169018180925308,0.159883565540693,0.266920169879663,0.283277866798143,0.470029927908283,0.251849295369572,0.220701754385965,0.223106060606061,0.195833333333333,0.331492770132909,0.173333333333333,0.360722532814779,0.326838235294118,0.289583333333333,0.32588693957115,-0.552877562600551,0.604339433386087,0.604339433386087,0.523261152997534,-0.643066799919077,0.451834544262583,0.420181000955496,0.420181000955496,0.420181000955496,-0.645871786760441,-0.380200194800583,-0.623583576240892,0.496945160957892,0.450872070264829,0.475418742171199,0.420975163048334,0.449354912383965,0.419493801272854,0.384436701509872,0.38223889931207,0.338095238095238,0.335897435897436,0.48012547234277,-0.133333333333333,-0.158333333333333,0.266666666666667,0.399634207101631,-0.246635472370766,-0.313533455583746
"Csl",0.45634121056654,0.476442006814369,0.441294614524119,0.396071684587814,0.331555555555555,0.359419654419654,0.186666666666667,0.216107660455487,0.205238095238095,0.193809523809524,0.202507705423306,0.105325453922576,0.0936587872559096,0.195339005799975,0.204651162790698,0.413248699222265,0.172868217054264,0.133333333333333,0.151206636500754,0.121794871794872,0.246950950692673,0.0888888888888889,0.262008907900249,0.228372544263885,0.186267281105991,0.278639670128759,-0.559934437543133,0.612955133851122,0.612955133851122,0.56110722486415,-0.56885986287777,0.378897433445233,0.344338609915821,0.344338609915821,0.344338609915821,-0.663744323946708,-0.329944518382937,-0.624348885464152,0.435280419257704,0.382427250169186,0.411438223717395,0.350169185653057,0.383193948908235,0.350949050949051,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.419695935932052,-0.0333333333333333,-0.0833333333333333,0.2,0.371374782255474,-0.173787281662044,-0.35186509949862
"SMAD",0.497002396351775,0.515412459622746,0.47836066679406,0.431991951710262,0.371428571428571,0.393264484619323,0.2,0.233246292342316,0.223630907726932,0.209677419354839,0.223133003997158,0.109155273949794,0.198202892997414,0.297537061037027,0.309477124183007,0.432269837243867,0.276143790849673,0.238888888888889,0.250833333333333,0.220833333333333,0.35147018572825,0.205555555555556,0.364909688013136,0.329195402298851,0.286666666666667,0.288627624963029,-0.575333164186459,0.626722763857701,0.626722763857701,0.5720784987869,-0.580179891656937,0.462767511275211,0.427241195485737,0.427241195485737,0.427241195485737,-0.67366634435449,-0.3669212352671,-0.636982752070511,0.448678141888124,0.394422483990829,0.424362032465632,0.35989010989011,0.395189712248536,0.360644257703081,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.428696207957508,-0.15,-0.183333333333333,0.2,0.281726736217293,-0.275603975535168,-0.370319330232784
"SNAI1",0.468555243107927,0.490207203260132,0.459965267776261,0.424446142093201,0.378991596638655,0.269990427269844,0.204347826086957,0.231100429263973,0.224822402358143,0.212822402358143,0.11182150521378,0.109089123302907,0.101094043352108,0.20015537239475,0.215777290448343,0.422764539808018,0.187305068226121,0.157675438596491,0.159543721909313,0.138556067588326,0.255268635470548,0.120833333333333,0.275222396650968,0.245018315018315,0.212051282051282,0.280041876829192,-0.589631109846523,0.635157526986597,0.635157526986597,0.597128103221736,-0.603392320004584,0.408647625134787,0.380240400175838,0.380240400175838,0.380240400175838,-0.68699634780513,-0.353154113625648,-0.648343133219947,0.470744111531805,0.426375191209496,0.451177771831237,0.397673180240574,0.427177771831237,0.398659253312719,0.364990253411306,0.365985985985986,0.328148148148148,0.328148148148148,0.464793733700695,-0.0833333333333333,-0.10952380952381,0.28,0.401372316943812,-0.180543721909313,-0.365986531172273
"GLI",0.498014598383213,0.6159250513478,0.577572110171329,0.530402298850575,0.468333333333333,0.404738254196044,0.314285714285714,0.347401999473823,0.336904761904762,0.322619047619048,0.148446691018847,0.148344202761357,0.138073932491087,0.320463139771828,0.237593239050006,0.427160279825815,0.206343239050006,0.175730994152047,0.273339598997494,0.247023809523809,0.273919593090336,0.138888888888889,0.290478716685613,0.254288240495137,0.214288240495137,0.267080795310884,-0.586816816816817,0.635670336234852,0.635670336234852,0.58664283145893,-0.591204572587183,0.472441926015313,0.434620143837095,0.434620143837095,0.434620143837095,-0.674736405159265,-0.418447913404655,-0.646560632350106,0.473509945768255,0.41538939803787,0.447628296037233,0.478368121442125,0.415810114219051,0.37874114870181,0.434838709677419,0.334838709677419,0.38,0.28,0.445668780193237,-0.0833333333333333,-0.20952380952381,0.2,0.348319870076476,-0.297829394915861,-0.387559378721246
