"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","EGR1","ERK","cfos","HEY1","SMAD","ILK","SHH","TWIST1","NFB","SMO","IKK","AKT","FUS","Jagged","Csn","NOTCH","NOTCHic","Csl","SOSGRB2","KLF4","ZEB2","ZEB1","SNAI2","cateninmemb","RAS","RAF","DELTA","Ecadherin","GSK3","miR200","PI3K","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"IKK",0.488051948051948,0.521446464646465,0.464646464646465,0.405555555555556,0.35,0.243301587301587,0.282449816228442,0.1,0.178857142857143,0.142857142857143,0.181940144478844,0.18578795379538,0.172916666666667,0.2557343550447,0.524052287581699,0.0857142857142857,0.18,-0.030952380952381,-0.0498712998712999,0.12,0.287413308341143,0.1,0.35974025974026,0.307359307359307,0.245454545454545,0.301890756302521,-0.358241758241758,0.418155388471178,0.418155388471178,0.658703256036052,-0.568138714172234,0.370072339664119,0.323593466424682,0.323593466424682,-0.680067589282468,-0.19510989010989,-0.421415830546265,-0.323593466424682,0.437556630120458,0.376239316239316,0.408442706069825,0.331623931623932,0.376239316239316,0.331623931623932,0.277777777777778,0.277777777777778,0.2,0.2,0.403095238095238,0,-0.1,0.1,0.143956003633988,-0.228148148148148,-0.266211293260474
"Csn",0.239574558263949,0.267274439425617,0.2403054656786,0.191587516960651,0.136363636363636,0.229623917748918,0.147307126991926,0.106666666666667,0.191082251082251,0.143030303030303,0.0742109634551495,0.0790629474098793,0.0674948240165631,0.137757494870134,0.279424964936886,-0.055,0.108513708513709,-0.0883333333333333,-0.113133333333333,0.0873015873015873,0.183930273087934,-0.055,0.259078421578422,0.233116883116883,0.195454545454545,0.16790038049118,-0.389013861955038,0.425758478081059,0.425758478081059,0.431283306405921,-0.435847914591848,0.216309846030564,0.19231752357375,0.19231752357375,-0.508173652455591,-0.0997939613660265,-0.433331643625655,-0.19231752357375,0.413279462743544,0.370119115220103,0.393375674409209,0.346101647971195,0.37054609241564,0.346101647971195,0.318390804597701,0.318390804597701,0.266666666666667,0.266666666666667,0.403807542492918,-0.02,-0.0428571428571429,0.2,0.0580961354722742,-0.124642740771773,-0.163857492381462
"ERK",0.36723771516875,0.394356025764717,0.364685696094387,0.320890075656431,0.267619047619048,0.210823828588284,0.267324467540409,0.187241379310345,0.174333577891905,0.227666911225238,0.175163637660932,0.177500355120237,0.165950203144554,0.244935716648265,0.432897317163451,0.0991341991341991,0.208590163934426,0.0720753756047874,0.0491395957882736,0.184,0.298312447972428,0.114285714285714,0.276169943739752,0.247638087784073,0.21041181041181,0.123575897672985,-0.405577613915674,0.443206229422183,0.443206229422183,0.688394661728202,-0.544971957440349,0.156094010499951,0.130241425241425,0.130241425241425,-0.619070268974038,-0.205499774013891,-0.452985974543961,-0.130241425241425,0.420522704308364,0.378681669207985,0.400731037641697,0.352867132867133,0.377496836898203,0.351288185498712,0.32,0.318421052631579,0.27,0.268421052631579,0.411646311331399,-0.114285714285714,-0.14,0.2,0.0592161004504317,-0.227544412300439,-0.285407552553348
"STAT",0.220013633265167,0.212730855465409,0.194856459330144,0.165909090909091,0.140909090909091,0.207893738140417,0.150508066577084,0.2,0.191764705882353,0.18,0.0586666666666667,0.0649619634627131,0.0615136876006441,0.0628225972422309,0.0821575143164349,0.07,0.045,0.0557142857142857,0.0438498789346247,0.025,0.0675142417782127,0.05,0.0330241149201743,0.0204027556968733,-0.00392156862745098,-0.0069376026272578,-0.326728064963359,0.444118701811009,0.444118701811009,0.104995176821802,-0.0628629869659736,-0.0286112088441169,-0.0420440446650124,-0.0420440446650124,-0.205847869013171,0.0402158433466845,-0.459450359154128,0.0420440446650124,0.0327699708082976,0.0111440030557678,0.0224004833231963,-0.00146103896103896,0.0113594738594739,-0.00146103896103896,-0.0196428571428571,-0.0196428571428571,-0.0571428571428571,-0.0571428571428571,-0.0431294196000078,0,0,0,-0.0643688355784488,-0.0566279069767442,-0.173323680823681
"Jagged",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.258333333333333,0.1,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.293,0,0.0333333333333333,0.0333333333333333,0.0222222222222222,0,0.166493506493506,0,0.231428571428571,0.16,0.1,0.12,-0.405555555555556,0.46207729468599,0.46207729468599,0.43868778280543,-0.431991951710262,0.252727272727273,0.18,0.18,-0.513017543859649,-0.23639846743295,-0.472121212121212,-0.18,0.350949050949051,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.235897435897436
"DELTA",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.258333333333333,0.1,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.293,0,0.0333333333333333,0.0333333333333333,0.0222222222222222,0,0.166493506493506,0,0.231428571428571,0.16,0.1,0.12,-0.405555555555556,0.46207729468599,0.46207729468599,0.43868778280543,-0.431991951710262,0.252727272727273,0.18,0.18,-0.513017543859649,-0.23639846743295,-0.472121212121212,-0.18,0.350949050949051,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.235897435897436
"NFB",0.533868681119677,0.567016084899629,0.521446464646465,0.464646464646465,0.405555555555556,0.297549953314659,0.310121049105154,0.142857142857143,0.243301587301587,0.178857142857143,0.198011573050273,0.198799106211736,0.18578795379538,0.281035559863977,0.558020541549953,-0.030952380952381,0.228148148148148,-0.0498712998712999,-0.0832046332046332,0.18,0.312593164456251,0.0857142857142857,0.400385421030582,0.35974025974026,0.307359307359307,0.334522335249889,-0.408241758241758,0.466048108777691,0.466048108777691,0.696304882052312,-0.610271765914578,0.40241064812183,0.370072339664119,0.370072339664119,-0.726616545943785,-0.217462831286361,-0.470660543537202,-0.370072339664119,0.463046826198889,0.408823585902238,0.437556630120458,0.376239316239316,0.408442706069825,0.376239316239316,0.331623931623932,0.331623931623932,0.277777777777778,0.277777777777778,0.442811550151976,-0.1,-0.12,0.2,0.164554010278506,-0.2557343550447,-0.304672831722012
"SMO",0.427931034482759,0.522207207207207,0.481666666666667,0.44,0.4,0.393240093240093,0.354531490015361,0.2,0.353846153846154,0.3,0.128937728937729,0.134285714285714,0.12,0.324166666666667,0.278976034858388,-0.1,0.253333333333333,-0.114285714285714,-0.126285714285714,0.333333333333333,0.239312169312169,-0.1,0.323787878787879,0.278787878787879,0.233333333333333,0.255263157894737,-0.413888888888889,0.47909604519774,0.47909604519774,0.458517788724685,-0.399283850088736,0.373904293381038,0.341346153846154,0.341346153846154,-0.445345955886743,-0.31313702478751,-0.489843279083785,-0.341346153846154,0.302159362808315,0.344444444444444,0.275091693635383,0.3,0.241111111111111,0.196666666666667,0.25,0.15,0.2,0.1,0.366472607851918,0,-0.3,0.1,0.322940160614579,-0.290833333333333,-0.347301587301587
"TWIST1",0.528987076314533,0.517790807692033,0.482938871473354,0.440438871473354,0.381818181818182,0.473124195953869,0.466710073181231,0.28,0.431830663615561,0.371304347826087,0.243465573974049,0.237967084996788,0.21981526981527,0.458591118009162,0.456947985906796,-0.153846153846154,0.391555555555556,-0.187179487179487,-0.205823554976097,0.355555555555556,0.410423425501433,-0.1,0.417824544428318,0.379145299145299,0.335555555555555,0.315754268614681,-0.40089639357932,0.480765853572871,0.480765853572871,0.730344584597338,-0.658006834793666,0.44143729259886,0.41198523780434,0.41198523780434,-0.825403289127416,-0.375927212613809,-0.489284142123467,-0.41198523780434,0.468999976251288,0.418854803675856,0.44594074680908,0.385254803675856,0.417916244511989,0.384582911178656,0.348412698412698,0.348412698412698,0.309523809523809,0.309523809523809,0.461239889143115,0,-0.3,0.266666666666667,0.401476669270975,-0.428541856925419,-0.4525706308315
"NOTCH",0.376122448979592,0.396071684587814,0.331555555555555,0.255555555555556,0.2,0.350952380952381,0.299871794871795,0.2,0.286666666666667,0.22,0.171014492753623,0.0814285714285714,0.0714285714285714,0.151206636500754,0.342152542372881,0.0333333333333333,0.0833333333333333,0.0222222222222222,-0.0222222222222222,0.0333333333333333,0.196123136123136,0,0.186267281105991,0.231428571428571,0.16,0.167368421052632,-0.46207729468599,0.52133655394525,0.52133655394525,0.487894132011779,-0.483824412443246,0.303451910408432,0.252727272727273,0.252727272727273,-0.572694963214488,-0.270489376523859,-0.529264069264069,-0.252727272727273,0.383193948908235,0.314685314685315,0.350949050949051,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0.1,0.338490566037736,0,0,0,0.329512503157363,-0.121794871794872,-0.28762157382847
"FUS",0.464773139745916,0.560505079547633,0.522207207207207,0.481666666666667,0.44,0.426573426573427,0.382833376807814,0.3,0.393240093240093,0.353846153846154,0.144879757923236,0.145253456221198,0.134285714285714,0.349419191919192,0.313007448470953,-0.114285714285714,0.290833333333333,-0.126285714285714,-0.14167032967033,0.253333333333333,0.265818193408555,-0.1,0.360151515151515,0.323787878787879,0.278787878787879,0.274493927125506,-0.458151183970856,0.521427333541298,0.521427333541298,0.493167698958079,-0.437086457165086,0.403161935302435,0.373904293381038,0.373904293381038,-0.486989791503182,-0.333538362580152,-0.531427437499627,-0.373904293381038,0.324713710634402,0.379059829059829,0.302159362808315,0.344444444444444,0.275091693635383,0.241111111111111,0.3,0.196666666666667,0.25,0.15,0.404360806609682,0.1,-0.333333333333333,0.1,0.341480306599981,-0.324166666666667,-0.385445917198495
"TCFLEF",0.578964652450702,0.572265401930203,0.550079971466627,0.523911747167561,0.482051282051282,0.502823958851834,0.399100297656783,0.411428571428571,0.482415795586527,0.452891986062718,0.195621657626796,0.179333660938371,0.169199817726134,0.276009537003006,0.392019841080966,-0.135376623376623,0.24047619047619,-0.148279849183075,-0.152627675270031,0.216666666666667,0.27410689654922,-0.123376623376623,0.379073368806778,0.358807588075881,0.333317391997449,0.192921848610471,-0.408502037178508,0.539708576998051,0.539708576998051,0.467543204156909,-0.421437503182947,0.369558051019203,0.348664489915392,0.348664489915392,-0.583827741414534,-0.276858948522393,-0.551707261948226,-0.348664489915392,0.193770787717977,0.258801888648436,0.176245014522101,0.232714932126697,0.254824625060474,0.229038461538462,0.204509803921569,0.200833333333333,0.174509803921569,0.170833333333333,0.591844688644689,0.114285714285714,-0.183333333333333,0.133333333333333,0.336650715256963,-0.258218125960061,-0.407513431602149
"TGF",0.512919254658385,0.531626984126984,0.572698412698413,0.515555555555556,0.46,0.453617376775272,0.418343928798474,0.333333333333333,0.40250626566416,0.376190476190476,0.231850419084462,0.224418377321603,0.211515151515151,0.265617816091954,0.438518518518519,0.0333333333333333,0.203333333333333,0.0476190476190476,0.0318295739348371,0.153333333333333,0.317630093274423,0.0333333333333333,0.37816091954023,0.333333333333333,0.273333333333333,0.176315789473684,-0.492194253750318,0.543103344659409,0.543103344659409,0.502421838155741,-0.507312731822482,0.348809523809524,0.295238095238095,0.295238095238095,-0.586996925026994,-0.176923554810052,-0.551306834927525,-0.295238095238095,0.418275255032951,0.338490566037736,0.381911618669315,0.28,0.338490566037736,0.28,0.2,0.2,0.1,0.1,0.353615520282187,0,-0.133333333333333,0,0.200972467347693,-0.234367816091954,-0.396536796536797
"cfos",0.403776730204277,0.424446142093201,0.378991596638655,0.314285714285714,0.242857142857143,0.389064112011791,0.3166463915831,0.32,0.336521739130435,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.159543721909313,0.362155844155844,0.0333333333333333,0.10952380952381,-0.00416666666666667,-0.0357456140350877,0.0761904761904762,0.208611111111111,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,0.193055555555556,-0.509936507936508,0.560496175871478,0.560496175871478,0.535891553701773,-0.531877013204303,0.342346830331048,0.303322440087146,0.303322440087146,-0.61120282246208,-0.298249458874459,-0.571971819030643,-0.303322440087146,0.427177771831237,0.364990253411306,0.398659253312719,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.365960024542685,-0.138556067588326,-0.31979020979021
"CDC42",0.403776730204277,0.424446142093201,0.378991596638655,0.314285714285714,0.342857142857143,0.389064112011791,0.3166463915831,0.22,0.336521739130435,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.159543721909313,0.362155844155844,0.0333333333333333,0.10952380952381,-0.00416666666666667,-0.0357456140350877,0.0761904761904762,0.208611111111111,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,0.193055555555556,-0.509936507936508,0.560496175871478,0.560496175871478,0.535891553701773,-0.531877013204303,0.342346830331048,0.303322440087146,0.303322440087146,-0.61120282246208,-0.298249458874459,-0.571971819030643,-0.303322440087146,0.427177771831237,0.364990253411306,0.398659253312719,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.365960024542685,-0.138556067588326,-0.31979020979021
"NOTCHic",0.421283739302172,0.441294614524119,0.396071684587814,0.331555555555555,0.255555555555556,0.408095238095238,0.328972323972324,0.22,0.350952380952381,0.286666666666667,0.184860646599777,0.0979753340184995,0.0814285714285714,0.173787281662044,0.380517322247095,0.0222222222222222,0.121794871794872,-0.0222222222222222,-0.0571059431524548,0.0833333333333333,0.221950950692673,0.0333333333333333,0.228372544263885,0.186267281105991,0.231428571428571,0.221913875598086,-0.515648723257419,0.570966183574879,0.570966183574879,0.528976296340436,-0.529869037189696,0.341382944891191,0.303451910408432,0.303451910408432,-0.622465254179266,-0.295282764953611,-0.581865225333433,-0.303451910408432,0.411438223717395,0.350169185653057,0.383193948908235,0.314685314685315,0.350949050949051,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.38293501048218,0,-0.0333333333333333,0.1,0.35317916982403,-0.151206636500754,-0.331283545659456
"TGFR",0.557024058151835,0.578435494765282,0.531626984126984,0.572698412698413,0.515555555555556,0.498822856227326,0.452267232633283,0.376190476190476,0.453617376775272,0.40250626566416,0.24677579221879,0.234738662019112,0.224418377321603,0.292171488408338,0.478020297877949,0.0476190476190476,0.234367816091954,0.0318295739348371,0.00624817858599988,0.203333333333333,0.347340238201959,0.0333333333333333,0.422045811626561,0.37816091954023,0.333333333333333,0.219525666016894,-0.540408539464603,0.588763722017899,0.588763722017899,0.547097764081667,-0.555349683323637,0.390329991645781,0.348809523809524,0.348809523809524,-0.637933892659021,-0.206507906888291,-0.597347890646,-0.348809523809524,0.447770383465192,0.381716372489349,0.418275255032951,0.338490566037736,0.381911618669315,0.338490566037736,0.28,0.28,0.2,0.2,0.40554685075429,-0.0333333333333333,-0.153333333333333,0.1,0.227786983476725,-0.265617816091954,-0.432251082251082
"PAK1",0.437569833652553,0.458872371601398,0.424446142093201,0.378991596638655,0.314285714285714,0.438397445345124,0.34266071139217,0.28,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.182543721909313,0.39259062676454,-0.00416666666666667,0.138556067588326,-0.0357456140350877,-0.0579678362573099,0.10952380952381,0.234377982276755,0.0333333333333333,0.245018315018315,0.212051282051282,0.17051282051282,0.225728822882288,-0.55255945875618,0.600046015099774,0.600046015099774,0.571153759850055,-0.570888002215292,0.375074103058321,0.342346830331048,0.342346830331048,-0.652240884745817,-0.320794913419913,-0.612073341873282,-0.342346830331048,0.450901909762272,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.386711904241933,-0.159543721909313,-0.352386894873083
"LIV1",0.437569833652553,0.458872371601398,0.424446142093201,0.378991596638655,0.314285714285714,0.438397445345124,0.34266071139217,0.28,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.182543721909313,0.39259062676454,-0.00416666666666667,0.138556067588326,-0.0357456140350877,-0.0579678362573099,0.10952380952381,0.234377982276755,0.0333333333333333,0.245018315018315,0.212051282051282,0.17051282051282,0.225728822882288,-0.55255945875618,0.600046015099774,0.600046015099774,0.571153759850055,-0.570888002215292,0.375074103058321,0.342346830331048,0.342346830331048,-0.652240884745817,-0.320794913419913,-0.612073341873282,-0.342346830331048,0.450901909762272,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.386711904241933,-0.159543721909313,-0.352386894873083
"EGR1",0.437569833652553,0.458872371601398,0.424446142093201,0.378991596638655,0.314285714285714,0.438397445345124,0.34266071139217,0.28,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.182543721909313,0.39259062676454,-0.00416666666666667,0.138556067588326,-0.0357456140350877,-0.0579678362573099,0.10952380952381,0.234377982276755,0.0333333333333333,0.245018315018315,0.212051282051282,0.17051282051282,0.225728822882288,-0.55255945875618,0.600046015099774,0.600046015099774,0.571153759850055,-0.570888002215292,0.375074103058321,0.342346830331048,0.342346830331048,-0.652240884745817,-0.320794913419913,-0.612073341873282,-0.342346830331048,0.450901909762272,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.386711904241933,-0.159543721909313,-0.352386894873083
"ZEB1",0.461362838625,0.492380751814694,0.458916184885561,0.417799433616525,0.364176245210728,0.363518182603438,0.340067592162409,0.216666666666667,0.322549019607843,0.276666666666667,0.185035508532918,0.179052084573757,0.166552084573757,0.271016185510115,0.466337492416876,0.0203508771929825,0.223106060606061,-0.00423928674144376,-0.0256678581700152,0.195833333333333,0.334010086578585,0.0466666666666667,0.360722532814779,0.326838235294118,0.289583333333333,0.293879142300195,-0.551679957810132,0.602177657131357,0.602177657131357,0.52661698869488,-0.642934786717757,0.444838027617297,0.415074248089738,0.415074248089738,-0.645871786760441,-0.3660262245212,-0.621552972506487,-0.415074248089738,0.49638566143672,0.450872070264829,0.475152784724391,0.420975163048334,0.449354912383965,0.419493801272854,0.384436701509872,0.38223889931207,0.338095238095238,0.335897435897436,0.48012547234277,-0.0666666666666667,-0.158333333333333,0.266666666666667,0.401828786476297,-0.248596256684492,-0.328461738132918
"Csl",0.454617072635506,0.475081462596682,0.441294614524119,0.396071684587814,0.331555555555555,0.457008281573499,0.355454537411059,0.286666666666667,0.408095238095238,0.350952380952381,0.206429274050757,0.114086445129611,0.0979753340184995,0.197925212696527,0.410539895610526,-0.0222222222222222,0.151206636500754,-0.0571059431524548,-0.0795865633074935,0.121794871794872,0.248513450692673,0.0222222222222222,0.262008907900249,0.228372544263885,0.186267281105991,0.251995176411094,-0.559934437543133,0.611297675287586,0.611297675287586,0.563950196415008,-0.56885986287777,0.373000591950014,0.341382944891191,0.341382944891191,-0.663744323946708,-0.317521351109723,-0.623041695921669,-0.341382944891191,0.434937366084462,0.382427250169186,0.411438223717395,0.350169185653057,0.383193948908235,0.350949050949051,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.419695935932052,-0.0333333333333333,-0.0833333333333333,0.2,0.373349797490087,-0.173787281662044,-0.364924098654848
"SMAD",0.494096257264731,0.513099922063486,0.477243348358306,0.431991951710262,0.371428571428571,0.469728180671541,0.390023381188704,0.314285714285714,0.422612796056157,0.369124423963134,0.229016604874041,0.118864696946889,0.204578982661174,0.301602406693723,0.42846308610526,0.0555555555555556,0.250833333333333,0.0261437908496732,0.00747712418300654,0.220833333333333,0.353976679234744,0.0888888888888889,0.364909688013136,0.329195402298851,0.286666666666667,0.25790446613428,-0.574113651991337,0.624517034923902,0.624517034923902,0.575511993689921,-0.580045029890248,0.455576337131037,0.42202370555209,0.42202370555209,-0.67366634435449,-0.352451511173316,-0.634885646987311,-0.42202370555209,0.448102820099719,0.394422483990829,0.424090662045008,0.35989010989011,0.395189712248536,0.360644257703081,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.428696207957508,-0.1,-0.183333333333333,0.2,0.284010532215009,-0.277438837920489,-0.385441494096097
"SNAI1",0.465651155126504,0.487904629665914,0.458872371601398,0.424446142093201,0.378991596638655,0.47337502382046,0.267037935591458,0.336521739130435,0.438397445345124,0.389064112011791,0.118334110255796,0.119383929476776,0.108190817545656,0.204485469482129,0.418949601123514,-0.0357456140350877,0.159543721909313,-0.0579678362573099,-0.0739400584795322,0.138556067588326,0.257907394041461,-0.00416666666666667,0.275222396650968,0.245018315018315,0.212051282051282,0.247238256844552,-0.58838500392752,0.632887343513058,0.632887343513058,0.600553692803457,-0.603254150747244,0.401675088279996,0.375074103058321,0.375074103058321,-0.68699634780513,-0.340002834211993,-0.64617516704139,-0.375074103058321,0.470158492106102,0.426375191209496,0.450901909762272,0.397673180240574,0.427177771831237,0.398659253312719,0.364990253411306,0.365985985985986,0.328148148148148,0.328148148148148,0.464793733700695,-0.0333333333333333,-0.10952380952381,0.28,0.403597869154213,-0.182543721909313,-0.381675597801953
"GLI",0.49468739250086,0.613255425006697,0.576314248536109,0.530402298850575,0.468333333333333,0.553993805457894,0.40145057299141,0.402857142857143,0.509242424242424,0.461190476190476,0.15473324072645,0.158369988985897,0.144856475472383,0.324973091900828,0.422663899013644,-0.00409356725146199,0.273339598997494,-0.0265425468432987,-0.0437300468432987,0.247023809523809,0.276800336507992,0.0222222222222222,0.290478716685613,0.254288240495137,0.214288240495137,0.233301153124162,-0.585465465465465,0.633223246287762,0.633223246287762,0.590590395371884,-0.591046093981795,0.463991550109219,0.428149965950803,0.428149965950803,-0.674736405159265,-0.40175492811638,-0.644247496569478,-0.428149965950803,0.472826633264859,0.41538939803787,0.447303620712557,0.478368121442125,0.415810114219051,0.37874114870181,0.434838709677419,0.334838709677419,0.38,0.28,0.445668780193237,-0.0333333333333333,-0.20952380952381,0.2,0.351026560303653,-0.299870211242392,-0.403253803462344
