"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","EGR1","ERK","cfos","HEY1","SMAD","ILK","SHH","AKT","TWIST1","IKK","NFB","SMO","FUS","Jagged","Csn","NOTCH","NOTCHic","Csl","SOSGRB2","KLF4","ZEB2","ZEB1","SNAI2","cateninmemb","RAS","RAF","PI3K","DELTA","Ecadherin","GSK3","miR200","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"TrCP",-0.43894914399738,-0.459965267776261,-0.424446142093201,-0.378991596638655,-0.314285714285714,-0.438397445345124,-0.347578991806659,-0.28,-0.389064112011791,-0.336521739130435,-0.100476967398654,-0.108190817545656,-0.0933521078682369,-0.182543721909313,-0.187305068226121,-0.394764539808018,-0.157675438596491,-0.120833333333333,-0.138556067588326,-0.10952380952381,-0.234377982276755,-0.0833333333333333,-0.245018315018315,-0.212051282051282,-0.17051282051282,-0.225728822882288,0.55255945875618,-0.601332188733215,-0.601332188733215,-0.571153759850055,0.570888002215292,-0.380240400175838,-0.344785854721292,-0.344785854721292,-0.344785854721292,0.652517701354814,0.336759199134199,0.613088570299678,-0.451177771831237,-0.397673180240574,-0.427177771831237,-0.364990253411306,-0.398659253312719,-0.365985985985986,-0.328148148148148,-0.328148148148148,-0.28,-0.28,-0.432859001765963,0.0333333333333333,0.0761904761904762,-0.2,-0.384679021204463,0.159543721909313,0.354596839624464
"LIV1",-0.43894914399738,-0.459965267776261,-0.424446142093201,-0.378991596638655,-0.314285714285714,-0.438397445345124,-0.347578991806659,-0.28,-0.389064112011791,-0.336521739130435,-0.100476967398654,-0.108190817545656,-0.0933521078682369,-0.182543721909313,-0.187305068226121,-0.394764539808018,-0.157675438596491,-0.120833333333333,-0.138556067588326,-0.10952380952381,-0.234377982276755,-0.0833333333333333,-0.245018315018315,-0.212051282051282,-0.17051282051282,-0.225728822882288,0.55255945875618,-0.601332188733215,-0.601332188733215,-0.571153759850055,0.570888002215292,-0.380240400175838,-0.344785854721292,-0.344785854721292,-0.344785854721292,0.652517701354814,0.336759199134199,0.613088570299678,-0.451177771831237,-0.397673180240574,-0.427177771831237,-0.364990253411306,-0.398659253312719,-0.365985985985986,-0.328148148148148,-0.328148148148148,-0.28,-0.28,-0.432859001765963,0.0333333333333333,0.0761904761904762,-0.2,-0.384679021204463,0.159543721909313,0.354596839624464
"STAT",-0.454659850034083,-0.481343902410836,-0.440281100478469,-0.382386363636364,-0.313636363636364,-0.428576850094877,-0.348581321154464,-0.233333333333333,-0.378039215686275,-0.313333333333333,-0.0973333333333333,-0.108062635348992,-0.0908212560386473,-0.187459696782603,-0.191840193704601,-0.46223911853597,-0.152857142857143,-0.11,-0.133333333333333,-0.1,-0.245305339064994,-0.05,-0.255863058947011,-0.216057233704293,-0.164705882352941,-0.325903119868637,0.622133095662507,-0.580679576833423,-0.580679576833423,-0.494848592005924,0.606854100956767,-0.415280761206375,-0.377967328370554,-0.377967328370554,-0.377967328370554,0.717874460866859,0.372781486426346,0.593312327847533,-0.467059027490601,-0.409291443850267,-0.440479766465571,-0.374837662337662,-0.409880397380397,-0.374837662337662,-0.333928571428571,-0.333928571428571,-0.271428571428571,-0.271428571428571,-0.441835811247576,0,0.05,-0.1,-0.395647658617577,0.163565891472868,0.354457850707851
"SUFU",-0.502862920113667,-0.597879820523028,-0.565335441824804,-0.52490990990991,-0.481666666666667,-0.46393708516966,-0.414248828867608,-0.353846153846154,-0.431171127722852,-0.393240093240093,-0.158132769971429,-0.155646065920967,-0.145253456221198,-0.369882512382512,-0.297647024116823,-0.348596715645411,-0.271472527472527,-0.236857142857143,-0.324166666666667,-0.290833333333333,-0.287433395308792,-0.192857142857143,-0.391789321789322,-0.362424242424242,-0.323787878787879,-0.298969451601031,0.502747237764907,-0.562276041972775,-0.562276041972775,-0.523974627969675,0.470846342943538,-0.438560246231806,-0.412610879143199,-0.412610879143199,-0.412610879143199,0.525177963238602,0.379948491516398,0.573857496702432,-0.346587713095799,-0.406940869952022,-0.326280807724955,-0.379059829059829,-0.302911242507563,-0.275091693635383,-0.344444444444444,-0.241111111111111,-0.3,-0.196666666666667,-0.43597673166823,0.15,0.253333333333333,-0.15,-0.352193363928839,0.349419191919192,0.421613717652009
"Patched",-0.39,-0.481666666666667,-0.44,-0.4,-0.3,-0.353846153846154,-0.325268817204301,-0.1,-0.3,-0.2,-0.105128205128205,-0.12,-0.1,-0.290833333333333,-0.192857142857143,-0.240740740740741,-0.15,-0.1,-0.333333333333333,-0.3,-0.203597883597884,0,-0.278787878787879,-0.233333333333333,-0.2,-0.25,0.355555555555556,-0.433333333333333,-0.433333333333333,-0.416613026819923,0.354623655913978,-0.347596153846154,-0.303846153846154,-0.303846153846154,-0.303846153846154,0.397006472491909,0.305128205128205,0.440476190476191,-0.275091693635383,-0.3,-0.241111111111111,-0.25,-0.196666666666667,-0.15,-0.2,-0.1,-0.2,-0.1,-0.321645021645022,0,0.2,-0.1,-0.298261738261738,0.253333333333333,0.302857142857143
"Ecadherin",-0.417096398194665,-0.400705947135092,-0.372677014042868,-0.340969696969697,-0.307636363636364,-0.39437124428028,-0.355392423373779,-0.281818181818182,-0.364959479574398,-0.328877005347594,-0.128084864208038,-0.115086781064673,-0.105159420289855,-0.345270828041656,-0.368465608465608,-0.436773651732574,-0.33989417989418,-0.302857142857143,-0.297916666666667,-0.266666666666667,-0.374562670817701,-0.26,-0.404198310166598,-0.376317269274404,-0.342296650717703,-0.295863049562156,0.30337552742616,-0.386374529856842,-0.386374529856842,-0.489842726426676,0.620470173457978,-0.421847156567827,-0.400897435897436,-0.400897435897436,-0.400897435897436,0.604594142143722,0.364662501557927,0.395588183800474,-0.412267030847027,-0.377230529741969,-0.395647049521164,-0.353897196408636,-0.376344434328137,-0.353267511251214,-0.326310989512084,-0.326310989512084,-0.296078431372549,-0.296078431372549,-0.427956280172798,0.2,0.233333333333333,-0.266666666666667,-0.353637560332742,0.324798387096774,0.356221698757814
"cateninmemb",-0.417096398194665,-0.400705947135092,-0.372677014042868,-0.340969696969697,-0.307636363636364,-0.39437124428028,-0.355392423373779,-0.281818181818182,-0.364959479574398,-0.328877005347594,-0.128084864208038,-0.115086781064673,-0.105159420289855,-0.345270828041656,-0.368465608465608,-0.436773651732574,-0.33989417989418,-0.302857142857143,-0.297916666666667,-0.266666666666667,-0.374562670817701,-0.26,-0.404198310166598,-0.376317269274404,-0.342296650717703,-0.295863049562156,0.30337552742616,-0.386374529856842,-0.386374529856842,-0.489842726426676,0.524561650270257,-0.421847156567827,-0.400897435897436,-0.400897435897436,-0.400897435897436,0.605669017793019,0.364662501557927,0.395588183800474,-0.412267030847027,-0.377230529741969,-0.395647049521164,-0.353897196408636,-0.376344434328137,-0.353267511251214,-0.326310989512084,-0.326310989512084,-0.296078431372549,-0.296078431372549,-0.427956280172798,0.2,0.233333333333333,-0.266666666666667,-0.353637560332742,0.324798387096774,0.356221698757814
"GSK3",-0.247741927595049,-0.27597764907415,-0.258798161894662,-0.240331262939959,-0.203188405797101,-0.214599109181153,-0.151692907698974,-0.119607843137255,-0.19187183645388,-0.164052287581699,-0.0885482716696657,-0.0858436581849071,-0.0763983808235878,-0.1468635944971,-0.191993810786914,-0.281142375930403,-0.176609195402299,-0.161666666666667,-0.119417679095098,-0.10974025974026,-0.196471859976945,-0.136666666666667,-0.25715402244814,-0.239751425045543,-0.222268907563025,-0.169099159490538,0.355779934444689,-0.385009794238263,-0.385009794238263,-0.41264795236399,0.416904506748331,-0.21553665470257,-0.195578671509292,-0.195578671509292,-0.195578671509292,0.487906651081732,0.0250060374516847,0.390248620815567,-0.379848891570153,-0.348815133468151,-0.366164681043837,-0.328532114600226,-0.348800478016233,-0.328800478016233,-0.308270676691729,-0.308270676691729,-0.286842105263158,-0.286842105263158,-0.386047408568569,0.0866666666666667,0.0954545454545455,-0.25,-0.0155425736053356,0.13107412081289,0.179607935923725
"RKIP",-0.296006483937518,-0.320890075656431,-0.267619047619048,-0.22,-0.2,-0.227666911225238,-0.22073762506942,-0.17,-0.187241379310345,-0.17,-0.159581881533101,-0.156725110893631,-0.153754813863928,-0.208590163934426,-0.156168831168831,-0.374004753416518,-0.110714285714286,-0.0857142857142857,-0.14,-0.1,-0.258543536260005,-0.1,-0.21041181041181,-0.156565656565657,-0.111111111111111,-0.0613968253968254,0.332663797226208,-0.372663797226208,-0.372663797226208,-0.624385964912281,0.474936280818634,-0.0945637695637696,-0.050974025974026,-0.050974025974026,-0.050974025974026,0.543314330360812,0.164381402679275,0.380952950808151,-0.377496836898203,-0.32,-0.351288185498712,-0.27,-0.318421052631579,-0.268421052631579,-0.2,-0.2,-0.1,-0.1,-0.337271448663854,0.1,0.1,0,-0.0227081076332972,0.184,0.226050420168067
"miR200",-0.117314338777753,-0.14362469293794,-0.124438646426312,-0.100245098039216,-0.0708333333333333,-0.105819418676562,-0.102165057165057,-0.0142857142857143,-0.0806493506493507,-0.0442857142857143,-0.0134180790960452,-0.0164814660695039,-0.00989839396919043,-0.0691822601357549,-0.0727706057596822,-0.228397471649005,-0.0557894736842105,-0.0357894736842105,-0.0458333333333333,-0.0325,-0.113281131623112,-0.02,-0.129777072722719,-0.111133004926108,-0.0869950738916256,-0.114294003868472,0.34836093857833,-0.370282258064516,-0.370282258064516,-0.314833511931918,0.406960753020097,-0.284002317207364,-0.264301569077689,-0.264301569077689,-0.264301569077689,0.440221966343664,0.226551407215886,0.303281447511538,-0.336645853368746,-0.306709178145798,-0.324221610944503,-0.28912676056338,-0.309539071261964,-0.291561543172076,-0.268,-0.270434782608696,-0.24,-0.24,-0.34124135524529,0,0.02,-0.2,-0.315503569275578,0.0572257383966245,0.0821827674271767
