"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","EGR1","ERK","cfos","HEY1","SMAD","ILK","SHH","AKT","TWIST1","IKK","NFB","SMO","FUS","Jagged","Csn","NOTCH","NOTCHic","Csl","SOSGRB2","KLF4","ZEB2","ZEB1","SNAI2","cateninmemb","RAS","RAF","PI3K","DELTA","Ecadherin","GSK3","miR200","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"IKK",0.495786435786436,0.527591919191919,0.469191919191919,0.405555555555556,0.35,0.252190476190476,0.28985722363585,0.1,0.178857142857143,0.142857142857143,0.17141382868937,0.18578795379538,0.172916666666667,0.2557343550447,0.321042471042471,0.531274509803922,0.264285714285714,0.314285714285714,0.18,0.12,0.287413308341143,0.3,0.059018759018759,0.0510822510822511,0.0272727272727273,0.301890756302521,-0.363369963369963,0.423418546365915,0.423418546365915,0.660347091652491,-0.569256032607988,0.380598655453593,0.334119782214156,0.334119782214156,0.334119782214156,-0.682018227620104,-0.224505494505495,-0.427302118171683,0.439530455479823,0.376239316239316,0.40957264957265,0.331623931623932,0.376239316239316,0.331623931623932,0.277777777777778,0.277777777777778,0.2,0.2,0.403095238095238,-0.2,-0.1,0.1,0.139265491747074,-0.228148148148148,-0.274043715846994
"SRC",0.369313725490196,0.365829725829726,0.334920634920635,0.311111111111111,0.311111111111111,0.311187345149609,0.265209791429629,0.3,0.297979797979798,0.309090909090909,0.0692568685865607,0.106164058795638,0.105263157894737,0.0924400871459695,0.168803418803419,0.226814449917898,0.157692307692308,0.15,0.0533333333333333,0.0333333333333333,0.104971183251,0.15,-0.0473809523809524,-0.0616666666666667,-0.095,-0.00571428571428571,-0.308914728682171,0.43167115902965,0.43167115902965,0.192693926019812,-0.0872361921867984,0.214700572685554,0.191973299958281,0.191973299958281,0.191973299958281,-0.238771185241773,-0.148744588744589,-0.444306836480749,0.0644842286798927,0.0278688524590164,0.0486005597760896,0,0.0278688524590164,0,-0.05,-0.05,-0.1,0,-0.0315164265374644,-0.1,-0.0333333333333333,0,-0.0860284280936455,-0.0718518518518519,-0.368849788204627
"Csn",0.249012828240968,0.275981596266211,0.248535295550221,0.203663500678426,0.145454545454545,0.242083333333333,0.159253270909322,0.106666666666667,0.206666666666667,0.161212121212121,0.0657308970099668,0.0818475998871662,0.0687370600414079,0.139396839132429,0.205766666666667,0.292110020258688,0.184166666666667,0.155,0.108513708513709,0.0873015873015873,0.186845221450699,0.105,-0.00680569430569432,-0.00584415584415585,-0.00454545454545456,0.170287097890003,-0.395398980104862,0.432117452440033,0.432117452440033,0.437435474025934,-0.440733740948494,0.237302312331696,0.209087341122483,0.209087341122483,0.209087341122483,-0.513726707371885,-0.149229914302437,-0.440098654245402,0.418591024220581,0.37427547866515,0.398206177557924,0.348511286525412,0.374733508747634,0.348511286525412,0.318390804597701,0.318390804597701,0.266666666666667,0.266666666666667,0.407069759206799,-0.18,-0.0428571428571429,0.2,0.0501661805173658,-0.124642740771773,-0.175387862768014
"STAT",0.218786639400136,0.21176467189053,0.194856459330144,0.165909090909091,0.140909090909091,0.207893738140417,0.148998811712347,0.2,0.191764705882353,0.18,0.0613333333333333,0.0649619634627131,0.0615136876006441,0.0628225972422309,0.0427602905569007,0.0802251471666764,0.0342857142857143,0.02,0.045,0.025,0.0675142417782127,0,0.0384907466003982,0.0375198728139905,0.0294117647058824,-0.0069376026272578,-0.326728064963359,0.442935269858347,0.442935269858347,0.104995176821802,-0.0628629869659736,-0.0307617464785255,-0.044194582299421,-0.044194582299421,-0.044194582299421,-0.20560603104461,0.0427236315086783,-0.458532927961468,0.0325315917856516,0.0111440030557678,0.0224004833231963,-0.00146103896103896,0.0113594738594739,-0.00146103896103896,-0.0196428571428571,-0.0196428571428571,-0.0571428571428571,-0.0571428571428571,-0.0431294196000078,0,0,0,-0.0634173280695643,-0.0566279069767442,-0.171240347490347
"ERK",0.366678694609729,0.393900824032143,0.363955769087088,0.320890075656431,0.267619047619048,0.20970962246015,0.269704861536656,0.187241379310345,0.174333577891905,0.227666911225238,0.175616631765803,0.177500355120237,0.165950203144554,0.244935716648265,0.210351238076548,0.43281907825026,0.185580595874714,0.156168831168831,0.208590163934426,0.184,0.298312447972428,0.110714285714286,0.177903448702324,0.178180457012574,0.175990675990676,0.123575897672985,-0.404802420117224,0.443042499888375,0.443042499888375,0.688124147751646,-0.544787964800055,0.158074692084593,0.129801864801865,0.129801864801865,0.129801864801865,-0.618888119611561,-0.214034722087363,-0.452611877536737,0.420336830702416,0.378681669207985,0.400545164035749,0.352867132867133,0.377496836898203,0.351288185498712,0.32,0.318421052631579,0.27,0.268421052631579,0.411646311331399,-0.0857142857142857,-0.14,0.2,0.0586129095214099,-0.227544412300439,-0.285763072271864
"Jagged",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.258333333333333,0.1,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.293,0.0333333333333333,0,0.0333333333333333,0,0.166493506493506,0,0.188571428571429,0.16,0.1,0.12,-0.405555555555556,0.46207729468599,0.46207729468599,0.43868778280543,-0.431991951710262,0.252727272727273,0.18,0.18,0.18,-0.513017543859649,-0.23639846743295,-0.472121212121212,0.350949050949051,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.235897435897436
"NFB",0.540806356105161,0.572528628052679,0.527591919191919,0.469191919191919,0.405555555555556,0.305131652661064,0.31972023733448,0.142857142857143,0.252190476190476,0.178857142857143,0.185699542975085,0.199542600635528,0.18578795379538,0.281035559863977,0.358820248820249,0.566512605042017,0.321042471042471,0.264285714285714,0.228148148148148,0.18,0.313312588916683,0.314285714285714,0.0583735977284364,0.059018759018759,0.0510822510822511,0.336627598407784,-0.413369963369963,0.472077550197332,0.472077550197332,0.698761725798832,-0.612233857317597,0.415424526100359,0.380598655453593,0.380598655453593,0.380598655453593,-0.729530266143378,-0.252348631760396,-0.47654683116262,0.465648102538646,0.409947181407856,0.439530455479823,0.376239316239316,0.40957264957265,0.376239316239316,0.331623931623932,0.331623931623932,0.277777777777778,0.277777777777778,0.443520770010132,-0.3,-0.12,0.2,0.159531272477971,-0.2557343550447,-0.312505254308533
"SMO",0.431379310344828,0.52490990990991,0.481666666666667,0.44,0.4,0.393240093240093,0.360983102918587,0.2,0.353846153846154,0.3,0.119413919413919,0.134285714285714,0.12,0.324166666666667,0.236857142857143,0.284858387799564,0.192857142857143,0.15,0.253333333333333,0.333333333333333,0.239312169312169,0.1,0.0190909090909091,0.00909090909090909,0,0.255263157894737,-0.413888888888889,0.482485875706215,0.482485875706215,0.458517788724685,-0.399283850088736,0.382479874776386,0.347596153846154,0.347596153846154,0.347596153846154,-0.446083963266817,-0.335225292506846,-0.492374924653406,0.302911242507563,0.344444444444444,0.275091693635383,0.3,0.241111111111111,0.196666666666667,0.25,0.15,0.2,0.1,0.366472607851918,0,-0.3,0.1,0.319191970819878,-0.290833333333333,-0.352857142857143
"TWIST1",0.535701254859169,0.523024292885655,0.485438871473354,0.440438871473354,0.381818181818182,0.477104295456357,0.47592606543263,0.28,0.431830663615561,0.371304347826087,0.22716210343329,0.237967084996788,0.21981526981527,0.458591118009162,0.460917613459986,0.464693981330137,0.416849816849817,0.369230769230769,0.391555555555556,0.355555555555556,0.410423425501433,0.3,0.120069881201957,0.116296296296296,0.116296296296296,0.315754268614681,-0.404315196998124,0.486838592978944,0.486838592978944,0.731234132410533,-0.658642259734095,0.452050268226609,0.42054341891154,0.42054341891154,0.42054341891154,-0.827034228920425,-0.402797009911764,-0.495096950005241,0.470532602683722,0.418854803675856,0.446553304236338,0.385254803675856,0.417916244511989,0.384582911178656,0.348412698412698,0.348412698412698,0.309523809523809,0.309523809523809,0.461239889143115,-0.2,-0.3,0.266666666666667,0.396894060148204,-0.428541856925419,-0.459908403386664
"NOTCH",0.376122448979592,0.396071684587814,0.331555555555555,0.255555555555556,0.2,0.350952380952381,0.299871794871795,0.2,0.286666666666667,0.22,0.171014492753623,0.0814285714285714,0.0714285714285714,0.151206636500754,0.133333333333333,0.342152542372881,0.0888888888888889,0.0333333333333333,0.0833333333333333,0.0333333333333333,0.196123136123136,0,0.0917972350230415,0.188571428571429,0.16,0.167368421052632,-0.46207729468599,0.52133655394525,0.52133655394525,0.487894132011779,-0.483824412443246,0.303451910408432,0.252727272727273,0.252727272727273,0.252727272727273,-0.572694963214488,-0.277307558342041,-0.529264069264069,0.383193948908235,0.314685314685315,0.350949050949051,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0.1,0.338490566037736,0,0,0,0.329512503157363,-0.121794871794872,-0.28762157382847
"FUS",0.470852994555354,0.565335441824804,0.52490990990991,0.481666666666667,0.44,0.431171127722852,0.38928498971104,0.3,0.393240093240093,0.353846153846154,0.132457397674789,0.145253456221198,0.134285714285714,0.349419191919192,0.271472527472527,0.319936921830978,0.236857142857143,0.192857142857143,0.290833333333333,0.253333333333333,0.265818193408555,0.15,0.0259090909090909,0.0190909090909091,0.00909090909090909,0.274493927125506,-0.461429872495446,0.526044157914804,0.526044157914804,0.494244898239946,-0.437831336122255,0.412610879143199,0.382479874776386,0.382479874776386,0.382479874776386,-0.488549716691475,-0.359640008225909,-0.535939281089049,0.326280807724955,0.379059829059829,0.302911242507563,0.344444444444444,0.275091693635383,0.241111111111111,0.3,0.196666666666667,0.25,0.15,0.404360806609682,-0.1,-0.333333333333333,0.1,0.33714817519944,-0.324166666666667,-0.39100147275405
"TGF",0.526785714285714,0.543928571428572,0.588571428571429,0.526666666666667,0.46,0.470225563909774,0.432803560076287,0.333333333333333,0.423558897243108,0.376190476190476,0.213668600902643,0.22603128054741,0.211515151515151,0.265617816091954,0.341791979949875,0.460185185185185,0.315476190476191,0.258333333333333,0.203333333333333,0.153333333333333,0.319691948944526,0.233333333333333,0.100574712643678,0.0833333333333333,0.0533333333333333,0.181578947368421,-0.502720569539791,0.553629660448882,0.553629660448882,0.510239409659611,-0.513035435375452,0.397619047619048,0.34047619047619,0.34047619047619,0.34047619047619,-0.594404881226233,-0.375373528406796,-0.561058529593012,0.426115825584545,0.342264150943396,0.388316782522344,0.28,0.342264150943396,0.28,0.2,0.2,0.1,0.1,0.356084656084656,-0.2,-0.133333333333333,0,0.180510097044069,-0.234367816091954,-0.402164502164502
"cfos",0.403776730204277,0.424446142093201,0.378991596638655,0.314285714285714,0.242857142857143,0.389064112011791,0.319178037152721,0.32,0.336521739130435,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.159543721909313,0.157675438596491,0.362155844155844,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.208611111111111,0.0333333333333333,0.0925641025641026,0.091025641025641,0.0833333333333333,0.193055555555556,-0.509936507936508,0.560496175871478,0.560496175871478,0.535891553701773,-0.531877013204303,0.344785854721292,0.303322440087146,0.303322440087146,0.303322440087146,-0.61120282246208,-0.310213744588745,-0.571971819030643,0.427177771831237,0.364990253411306,0.398659253312719,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.365130149024012,-0.138556067588326,-0.31979020979021
"CDC42",0.403776730204277,0.424446142093201,0.378991596638655,0.314285714285714,0.342857142857143,0.389064112011791,0.319178037152721,0.22,0.336521739130435,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.159543721909313,0.157675438596491,0.362155844155844,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.208611111111111,0.0333333333333333,0.0925641025641026,0.091025641025641,0.0833333333333333,0.193055555555556,-0.509936507936508,0.560496175871478,0.560496175871478,0.535891553701773,-0.531877013204303,0.344785854721292,0.303322440087146,0.303322440087146,0.303322440087146,-0.61120282246208,-0.310213744588745,-0.571971819030643,0.427177771831237,0.364990253411306,0.398659253312719,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.365130149024012,-0.138556067588326,-0.31979020979021
"TCFLEF",0.607346485428184,0.597766844265806,0.570614526385011,0.539773404889684,0.502564102564103,0.522163597146176,0.421175412221437,0.431428571428571,0.495632984901278,0.46801393728223,0.150435626605766,0.183438199182991,0.174451583504215,0.282302828117196,0.311071947687656,0.424585853095161,0.290419773774612,0.271064935064935,0.24047619047619,0.216666666666667,0.282445934101206,0.235064935064935,0.00580794238663512,-0.00183325362665391,-0.00967639088155588,0.197947489636112,-0.429625031830914,0.564039606592238,0.564039606592238,0.483144628056443,-0.434188470266745,0.409128368363986,0.385606686366614,0.385606686366614,0.385606686366614,-0.599973746592236,-0.358453728361843,-0.575215928649664,0.207770541665212,0.269084046104506,0.188612466063837,0.2411337355455,0.265130220932108,0.237457264957265,0.209509803921569,0.205833333333333,0.174509803921569,0.170833333333333,0.600618315018315,-0.171428571428571,-0.183333333333333,0.133333333333333,0.321342541778295,-0.261443932411674,-0.424802773568444
"NOTCHic",0.421283739302172,0.441294614524119,0.396071684587814,0.331555555555555,0.255555555555556,0.408095238095238,0.332146927146927,0.22,0.350952380952381,0.286666666666667,0.184860646599777,0.0979753340184995,0.0814285714285714,0.173787281662044,0.172868217054264,0.380517322247095,0.133333333333333,0.0888888888888889,0.121794871794872,0.0833333333333333,0.221950950692673,0.0333333333333333,0.0917972350230415,0.0917972350230415,0.188571428571429,0.221913875598086,-0.515648723257419,0.570966183574879,0.570966183574879,0.528976296340436,-0.529869037189696,0.344338609915821,0.303451910408432,0.303451910408432,0.303451910408432,-0.622465254179266,-0.308712517019727,-0.581865225333433,0.411438223717395,0.350169185653057,0.383193948908235,0.314685314685315,0.350949050949051,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.38293501048218,0,-0.0333333333333333,0.1,0.35217916982403,-0.151206636500754,-0.331283545659456
"TGFR",0.572637242669994,0.592864741641338,0.543928571428572,0.588571428571429,0.526666666666667,0.514061180348131,0.46967671641847,0.376190476190476,0.470225563909774,0.423558897243108,0.228593974036972,0.238486796561644,0.22603128054741,0.294431375413988,0.374350119484758,0.503245683405826,0.341791979949875,0.315476190476191,0.234367816091954,0.203333333333333,0.351576006915541,0.258333333333333,0.10992723062929,0.100574712643678,0.0833333333333333,0.222319688109162,-0.550934855254077,0.600044754788505,0.600044754788505,0.55699866891887,-0.562919961934343,0.443233082706767,0.397619047619048,0.397619047619048,0.397619047619048,-0.646704710868482,-0.410825851145183,-0.608272605839347,0.456850989446369,0.388070602556299,0.426115825584545,0.342264150943396,0.388316782522344,0.342264150943396,0.28,0.28,0.2,0.2,0.410591093852896,-0.233333333333333,-0.153333333333333,0.1,0.207727838979552,-0.265617816091954,-0.443593073593074
"PAK1",0.43894914399738,0.459965267776261,0.424446142093201,0.378991596638655,0.314285714285714,0.438397445345124,0.347101664837685,0.28,0.389064112011791,0.336521739130435,0.0975357909280654,0.108190817545656,0.0933521078682369,0.182543721909313,0.187305068226121,0.394764539808018,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.234377982276755,0.0833333333333333,0.0947619047619047,0.0925641025641026,0.091025641025641,0.225728822882288,-0.55255945875618,0.601332188733215,0.601332188733215,0.571153759850055,-0.570888002215292,0.380240400175838,0.344785854721292,0.344785854721292,0.344785854721292,-0.652517701354814,-0.336759199134199,-0.613088570299678,0.451177771831237,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.384679021204463,-0.159543721909313,-0.354596839624464
"LIV1",0.43894914399738,0.459965267776261,0.424446142093201,0.378991596638655,0.314285714285714,0.438397445345124,0.347101664837685,0.28,0.389064112011791,0.336521739130435,0.0975357909280654,0.108190817545656,0.0933521078682369,0.182543721909313,0.187305068226121,0.394764539808018,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.234377982276755,0.0833333333333333,0.0947619047619047,0.0925641025641026,0.091025641025641,0.225728822882288,-0.55255945875618,0.601332188733215,0.601332188733215,0.571153759850055,-0.570888002215292,0.380240400175838,0.344785854721292,0.344785854721292,0.344785854721292,-0.652517701354814,-0.336759199134199,-0.613088570299678,0.451177771831237,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.384679021204463,-0.159543721909313,-0.354596839624464
"EGR1",0.43894914399738,0.459965267776261,0.424446142093201,0.378991596638655,0.314285714285714,0.438397445345124,0.347101664837685,0.28,0.389064112011791,0.336521739130435,0.0975357909280654,0.108190817545656,0.0933521078682369,0.182543721909313,0.187305068226121,0.394764539808018,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.234377982276755,0.0833333333333333,0.0947619047619047,0.0925641025641026,0.091025641025641,0.225728822882288,-0.55255945875618,0.601332188733215,0.601332188733215,0.571153759850055,-0.570888002215292,0.380240400175838,0.344785854721292,0.344785854721292,0.344785854721292,-0.652517701354814,-0.336759199134199,-0.613088570299678,0.451177771831237,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.384679021204463,-0.159543721909313,-0.354596839624464
"ZEB1",0.464625087926853,0.494970783390697,0.459931413311956,0.417799433616525,0.364176245210728,0.365280297140883,0.345361738909489,0.216666666666667,0.322549019607843,0.276666666666667,0.178849777165839,0.179052084573757,0.166552084573757,0.271016185510115,0.284706438226714,0.470418277422846,0.251849295369572,0.220701754385965,0.223106060606061,0.195833333333333,0.334010086578585,0.173333333333333,0.16473424080376,0.162254901960784,0.158333333333333,0.293879142300195,-0.552877562600551,0.604799203501029,0.604799203501029,0.527004585594104,-0.643198813120397,0.451834544262583,0.420181000955496,0.420181000955496,0.420181000955496,-0.646630187873977,-0.38573549056942,-0.623954633754806,0.497140855674135,0.450872070264829,0.475418742171199,0.420975163048334,0.449354912383965,0.419493801272854,0.384436701509872,0.38223889931207,0.338095238095238,0.335897435897436,0.48012547234277,-0.133333333333333,-0.158333333333333,0.266666666666667,0.398927810504824,-0.248596256684492,-0.33224229026937
"Csl",0.45634121056654,0.476442006814369,0.441294614524119,0.396071684587814,0.331555555555555,0.457008281573499,0.360605425170643,0.286666666666667,0.408095238095238,0.350952380952381,0.202507705423306,0.114086445129611,0.0979753340184995,0.197925212696527,0.204651162790698,0.413248699222265,0.172868217054264,0.133333333333333,0.151206636500754,0.121794871794872,0.248513450692673,0.0888888888888889,0.0936154168412233,0.0917972350230415,0.0917972350230415,0.251995176411094,-0.559934437543133,0.612955133851122,0.612955133851122,0.563950196415008,-0.56885986287777,0.378897433445233,0.344338609915821,0.344338609915821,0.344338609915821,-0.66409316115601,-0.33478026370603,-0.624348885464152,0.435280419257704,0.382427250169186,0.411438223717395,0.350169185653057,0.383193948908235,0.350949050949051,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.419695935932052,-0.0333333333333333,-0.0833333333333333,0.2,0.371009151542494,-0.173787281662044,-0.367689075613373
"SMAD",0.497504908914589,0.515810865997248,0.47836066679406,0.431991951710262,0.371428571428571,0.471651257594618,0.395575032494387,0.314285714285714,0.422612796056157,0.369124423963134,0.223133003997158,0.118864696946889,0.204578982661174,0.301602406693723,0.31081045751634,0.432669038840673,0.276143790849673,0.238888888888889,0.250833333333333,0.220833333333333,0.353976679234744,0.205555555555556,0.177892720306513,0.173924466338259,0.17047619047619,0.25790446613428,-0.575333164186459,0.62719669750699,0.62719669750699,0.575909344683299,-0.580314753423626,0.462767511275211,0.427241195485737,0.427241195485737,0.427241195485737,-0.674443605838685,-0.372763221184274,-0.637356583846212,0.448880776133312,0.394422483990829,0.424362032465632,0.35989010989011,0.395189712248536,0.360644257703081,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.428696207957508,-0.15,-0.183333333333333,0.2,0.280991130003331,-0.277438837920489,-0.389493421712147
"SNAI1",0.469063502320125,0.490610429066584,0.459965267776261,0.424446142093201,0.378991596638655,0.475168745793555,0.272368568752276,0.336521739130435,0.438397445345124,0.389064112011791,0.11182150521378,0.119383929476776,0.108190817545656,0.204485469482129,0.217166179337232,0.423174796218275,0.187305068226121,0.157675438596491,0.159543721909313,0.138556067588326,0.257907394041461,0.120833333333333,0.0980272108843537,0.0947619047619047,0.0925641025641026,0.247238256844552,-0.589631109846523,0.635649531906646,0.635649531906646,0.600955972387768,-0.603530489261924,0.408647625134787,0.380240400175838,0.380240400175838,0.380240400175838,-0.68779345577729,-0.358871410355321,-0.648727379137334,0.470950616436297,0.426375191209496,0.451177771831237,0.397673180240574,0.427177771831237,0.398659253312719,0.364990253411306,0.365985985985986,0.328148148148148,0.328148148148148,0.464793733700695,-0.0833333333333333,-0.10952380952381,0.28,0.400632968572885,-0.182543721909313,-0.385559182720698
"GLI",0.498602833677331,0.616395639583094,0.577572110171329,0.530402298850575,0.468333333333333,0.556203750209275,0.407414987209085,0.402857142857143,0.509242424242424,0.461190476190476,0.148446691018847,0.158369988985897,0.144856475472383,0.324973091900828,0.239155739050006,0.427626480292015,0.206343239050006,0.175730994152047,0.273339598997494,0.247023809523809,0.276800336507992,0.138888888888889,0.099969369710749,0.0942550839964633,0.0867550839964633,0.233301153124162,-0.586816816816817,0.636199436763953,0.636199436763953,0.591063581491758,-0.591363051192571,0.472441926015313,0.434620143837095,0.434620143837095,0.434620143837095,-0.67563354674829,-0.425251671566259,-0.646980800417333,0.473749037220735,0.41538939803787,0.447628296037233,0.478368121442125,0.415810114219051,0.37874114870181,0.434838709677419,0.334838709677419,0.38,0.28,0.445668780193237,-0.0833333333333333,-0.20952380952381,0.2,0.347422393620632,-0.299870211242392,-0.407772174862542
