"","FOXC2","TGF","TGFR","CDC42","PAK1","EGR1","cfos","SNAI1","MEK","ERK","SMAD","ILK","SHH","NFB","IKK","AKT","SMO","Csn","cateninmemb","FUS","TWIST1","Jagged","NOTCH","NOTCHic","Csl","HEY1","KLF4","Ecadherin","SOSGRB2","ZEB2","ZEB1","GSK3","SNAI2","miR200","RAS","RAF","PI3K","DELTA","GLI","cateninnuc","Wnt","TCFLEF","TrCP","SUFU","CD44","Frizzled","cMet","SRC","DSH","Patched","STAT","LIV1","AXIN2","Destcompl","RKIP"
"ERK",0.361212556913492,0.388328782932862,0.358661633873528,0.316456310679612,0.265,0.187241379310345,0.226371814092954,0.265028374632607,0.204627686156922,0.17071964017991,0.17644634684539,0.16540435617665,0.240838383838384,0.154464285714286,0.18217512908778,0.206118791059611,0.205,0.110714285714286,-0.548432104383376,0.181666666666667,0.426927944740108,0.29334991020109,0.270238867076076,0.24233189033189,0.205968253968254,0.153968253968254,-0.402790781353192,-0.62636641330716,0.117768821217097,0.439349373858496,0.439349373858496,-0.208825215645972,0.685594623811923,-0.449146080866283,0.153078308246375,0.124843014128728,0.124843014128728,0.124843014128728,0.379879562354751,0.421710094328327,0.353792605833012,0.401634479961598,-0.0857142857142857,-0.14,0.378557556884674,0.319441460794844,0.3520382198681,0.317687074829932,0.268421052631579,-0.223666666666667,0.266666666666667,0.2,0.411501959567,0.052978906823377,-0.281022360344277
"STAT",0.218992408557626,0.212097838640488,0.194856459330144,0.165909090909091,0.140909090909091,0.2,0.18,0.148324749556365,0.207893738140417,0.191764705882353,0.0649619634627131,0.0615136876006441,0.0629342132830505,0.02,0.0342857142857143,0.0427602905569007,0.045,0,-0.0647250631729168,0.025,0.0805724365540002,0.067455453106426,0.0332740428255862,0.0204027556968733,-0.00392156862745098,-0.0333333333333333,-0.326728064963359,-0.209375519698209,-0.0069376026272578,0.442935269858347,0.442935269858347,0.0426008235529989,0.105522705385194,-0.458532927961468,-0.0304774009515389,-0.0438873626373626,-0.0438873626373626,-0.0438873626373626,0.0116854636591479,0.0326997933699525,-0.000595238095238093,0.0225007883948281,0,0,0.0119047619047619,-0.0196428571428571,-0.000595238095238093,-0.0196428571428571,-0.0571428571428571,-0.0566279069767442,-0.0571428571428571,0,-0.04236802413273,-0.0634678523999096,-0.171240347490347
"cMet",0.404391025641026,0.404830917874396,0.372222222222222,0.35,0.3,0.325,0.385,0.404054153146712,0.420454545454546,0.415,0.21034632034632,0.197619047619048,0.204256854256854,0.266666666666667,0.26,0.2725,0.15,0.2,-0.194399391280882,0.15,0.390833676127794,0.223090659340659,0.278555083360575,0.24812030075188,0.242857142857143,0.2,-0.320634920634921,-0.332583918813427,0.0109523809523809,0.458008658008658,0.458008658008658,-0.256817313601409,0.486557347039457,-0.467637104743083,0.242345399698341,0.201960784313725,0.201960784313725,0.201960784313725,0.08421926910299,0.164003154956923,0.0214285714285714,0.129674796747968,-0.2,-0.1,0.0833333333333333,-0.05,0.0214285714285714,0.05,-0.1,-0.177272727272727,0,0.1,0.0385504745470233,-0.131271929824561,-0.453333333333333
"Jagged",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.1,0.2,0.258333333333333,0.286666666666667,0.22,0.0714285714285714,0.0666666666666667,0.121794871794872,0,0.0333333333333333,0.0888888888888889,0.0333333333333333,0,-0.440559440559441,0,0.293,0.166493506493506,0.231428571428571,0.16,0.1,0.1,-0.405555555555556,-0.531323459149546,0.12,0.46207729468599,0.46207729468599,-0.23639846743295,0.440559440559441,-0.472121212121212,0.252727272727273,0.18,0.18,0.18,0.269230769230769,0.354827168330544,0.2,0.317617866004963,0,0,0.269230769230769,0.1,0.2,0.1,0,-0.0833333333333333,0,0,0.28,0.301666666666667,-0.235897435897436
"DELTA",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.1,0.2,0.258333333333333,0.286666666666667,0.22,0.0714285714285714,0.0666666666666667,0.121794871794872,0,0.0333333333333333,0.0888888888888889,0.0333333333333333,0,-0.440559440559441,0,0.293,0.166493506493506,0.231428571428571,0.16,0.1,0.1,-0.405555555555556,-0.531323459149546,0.12,0.46207729468599,0.46207729468599,-0.23639846743295,0.440559440559441,-0.472121212121212,0.252727272727273,0.18,0.18,0.18,0.269230769230769,0.354827168330544,0.2,0.317617866004963,0,0,0.269230769230769,0.1,0.2,0.1,0,-0.0833333333333333,0,0,0.28,0.301666666666667,-0.235897435897436
"NFB",0.543406637806638,0.574414849128225,0.529191919191919,0.469191919191919,0.405555555555556,0.142857142857143,0.178857142857143,0.32358847554892,0.306438842203548,0.252190476190476,0.199542600635528,0.18578795379538,0.280582839893185,0.264285714285714,0.321042471042471,0.358820248820249,0.228148148148148,0.314285714285714,-0.614693129651002,0.18,0.568032890575585,0.312711871461871,0.403174603174603,0.362914862914863,0.307359307359307,0.245454545454545,-0.41529304029304,-0.738388869570547,0.336627598407784,0.474843833722237,0.474843833722237,-0.251912924399112,0.699015395034189,-0.479293751915583,0.415067557842783,0.380219072994298,0.380219072994298,0.380219072994298,0.409477977866706,0.465767386939484,0.375373931623932,0.439246705674277,-0.3,-0.12,0.40909486185649,0.331623931623932,0.375373931623932,0.331623931623932,0.277777777777778,-0.2557343550447,0.277777777777778,0.2,0.44321707278229,0.158907544270308,-0.315783942833123
"SRC",0.40859943977591,0.400551948051948,0.369642857142857,0.345833333333333,0.333333333333333,0.3,0.327272727272727,0.308263226544133,0.333142748237088,0.316161616161616,0.113934329065908,0.109429824561404,0.0953812636165577,0.15,0.157692307692308,0.168803418803419,0.0533333333333333,0.15,-0.111312555899553,0.0333333333333333,0.258727349346818,0.110233430091921,0.168809523809524,0.143809523809524,0.12,0.12,-0.354328165374677,-0.277788917327166,0.00857142857142857,0.481079664570231,0.481079664570231,-0.152156485489819,0.207208134339072,-0.493078612209047,0.219105082904018,0.191973299958281,0.191973299958281,0.191973299958281,0.0344827586206897,0.080971360286714,0,0.0610650371017023,-0.1,-0.0333333333333333,0.0344827586206897,-0.05,0,-0.05,-0.1,-0.0718518518518519,0,0,-0.027046470504245,-0.0801501356483089,-0.405408927989573
"SMO",0.431379310344828,0.52490990990991,0.481666666666667,0.44,0.4,0.2,0.3,0.363364055299539,0.393240093240093,0.353846153846154,0.134285714285714,0.12,0.324166666666667,0.15,0.192857142857143,0.236857142857143,0.253333333333333,0.1,-0.400589839488858,0.333333333333333,0.284858387799564,0.239312169312169,0.323787878787879,0.278787878787879,0.233333333333333,0.2,-0.413888888888889,-0.45069696969697,0.255263157894737,0.482485875706215,0.482485875706215,-0.335225292506846,0.45864201232717,-0.492374924653406,0.382479874776386,0.347596153846154,0.347596153846154,0.347596153846154,0.344444444444444,0.302803418803419,0.3,0.275111111111111,0,-0.3,0.241111111111111,0.25,0.196666666666667,0.15,0.2,-0.290833333333333,0.1,0.1,0.366472607851918,0.319046051987228,-0.352857142857143
"TWIST1",0.535894249338388,0.522673703424467,0.484742668941709,0.440438871473354,0.381818181818182,0.28,0.371304347826087,0.478600945001647,0.476830663615561,0.431830663615561,0.237967084996788,0.21981526981527,0.457369636963696,0.369230769230769,0.416849816849817,0.46043956043956,0.391555555555556,0.3,-0.656345464527641,0.355555555555556,0.464105871713003,0.408518835911441,0.418412698412698,0.378412698412698,0.335555555555555,0.28,-0.404315196998124,-0.827427225265764,0.315091138641206,0.487754933750357,0.487754933750357,-0.401441066577291,0.729623761154786,-0.495835866261398,0.450585805520512,0.419325011047282,0.419325011047282,0.419325011047282,0.416440118299021,0.467942887361185,0.382836879432624,0.44405529953917,-0.2,-0.3,0.415483870967742,0.346666666666667,0.382150537634409,0.346666666666667,0.309523809523809,-0.427666666666667,0.309523809523809,0.266666666666667,0.459248121368065,0.395108104088671,-0.461294052025759
"NOTCH",0.376122448979592,0.396071684587814,0.331555555555555,0.255555555555556,0.2,0.2,0.22,0.299871794871795,0.350952380952381,0.286666666666667,0.0814285714285714,0.0714285714285714,0.151206636500754,0.0333333333333333,0.0888888888888889,0.133333333333333,0.0833333333333333,0,-0.494492024829104,0.0333333333333333,0.343877192982456,0.197262737262737,0.186267281105991,0.231428571428571,0.16,0.1,-0.46207729468599,-0.594413587904911,0.167368421052632,0.52133655394525,0.52133655394525,-0.278258932549229,0.491108891108891,-0.529264069264069,0.304966078697422,0.252727272727273,0.252727272727273,0.252727272727273,0.317617866004963,0.387870646591414,0.269230769230769,0.354827168330544,0,0,0.317617866004963,0.2,0.269230769230769,0.2,0.1,-0.121794871794872,0.1,0,0.34078431372549,0.331135265700483,-0.28762157382847
"FUS",0.472168784029038,0.566399271612038,0.52490990990991,0.481666666666667,0.44,0.3,0.353846153846154,0.392609338318407,0.431171127722852,0.393240093240093,0.145253456221198,0.134285714285714,0.349419191919192,0.192857142857143,0.236857142857143,0.271472527472527,0.290833333333333,0.15,-0.439349529411338,0.253333333333333,0.321028600565522,0.265692537410329,0.362424242424242,0.323787878787879,0.278787878787879,0.233333333333333,-0.461429872495446,-0.49449154886958,0.274493927125506,0.527271151779834,0.527271151779834,-0.35954961683117,0.494408435684834,-0.53692938009895,0.412568370351608,0.382479874776386,0.382479874776386,0.382479874776386,0.379097909790979,0.326118025544992,0.344444444444444,0.302803418803419,-0.1,-0.333333333333333,0.275111111111111,0.3,0.241111111111111,0.196666666666667,0.25,-0.324166666666667,0.15,0.1,0.404447291396222,0.336797531277169,-0.393063328424153
"TGF",0.52625,0.542093538301198,0.585657894736842,0.5225,0.46,0.333333333333333,0.376190476190476,0.433760495189067,0.465634920634921,0.420634920634921,0.22507447354905,0.211515151515151,0.258506848342914,0.258333333333333,0.312179487179487,0.334401709401709,0.198787878787879,0.233333333333333,-0.528969129942469,0.153333333333333,0.460654761904762,0.308892773892774,0.376729559748428,0.333333333333333,0.266666666666667,0.233333333333333,-0.505289739500266,-0.613730623913314,0.168571428571429,0.555765929976456,0.555765929976456,-0.358680952380952,0.519907818714113,-0.563588054281485,0.392521701032339,0.332947232947233,0.332947232947233,0.332947232947233,0.356417112299465,0.446764152252804,0.288235294117647,0.406023411512064,-0.2,-0.133333333333333,0.356417112299465,0.2,0.288235294117647,0.2,0.1,-0.227359307359307,0.1,0,0.367423750811162,0.143160626319493,-0.403934077618288
"cfos",0.404645893403537,0.425866596638655,0.378991596638655,0.314285714285714,0.242857142857143,0.32,0.28,0.32,0.389064112011791,0.336521739130435,0.0933521078682369,0.0788359788359788,0.160075054930098,0.0833333333333333,0.120833333333333,0.157675438596491,0.10952380952381,0.0333333333333333,-0.547686137199353,0.0761904761904762,0.364919385076865,0.21008247908566,0.213369963369963,0.17051282051282,0.116666666666667,0.05,-0.509936507936508,-0.638683377619667,0.193055555555556,0.560496175871478,0.560496175871478,-0.312155555096732,0.541571143010371,-0.571971819030643,0.347991901317117,0.305316742081448,0.305316742081448,0.305316742081448,0.370028169014084,0.434721264453811,0.332,0.404820274354801,0,-0.0333333333333333,0.371130434782609,0.28,0.332,0.28,0.2,-0.138556067588326,0.2,0.1,0.400290519877676,0.367921037772296,-0.31979020979021
"CDC42",0.404645893403537,0.425866596638655,0.378991596638655,0.314285714285714,0.342857142857143,0.22,0.28,0.32,0.389064112011791,0.336521739130435,0.0933521078682369,0.0788359788359788,0.160075054930098,0.0833333333333333,0.120833333333333,0.157675438596491,0.10952380952381,0.0333333333333333,-0.547686137199353,0.0761904761904762,0.364919385076865,0.21008247908566,0.213369963369963,0.17051282051282,0.116666666666667,0.05,-0.509936507936508,-0.638683377619667,0.193055555555556,0.560496175871478,0.560496175871478,-0.312155555096732,0.541571143010371,-0.571971819030643,0.347991901317117,0.305316742081448,0.305316742081448,0.305316742081448,0.370028169014084,0.434721264453811,0.332,0.404820274354801,0,-0.0333333333333333,0.371130434782609,0.28,0.332,0.28,0.2,-0.138556067588326,0.2,0.1,0.400290519877676,0.367921037772296,-0.31979020979021
"NOTCHic",0.422024088323854,0.442476913345983,0.396071684587814,0.331555555555555,0.255555555555556,0.22,0.286666666666667,0.332844767844768,0.408095238095238,0.350952380952381,0.0979753340184995,0.0814285714285714,0.174283559577677,0.0888888888888889,0.133333333333333,0.172868217054264,0.121794871794872,0.0333333333333333,-0.542656171697354,0.0833333333333333,0.382838231943495,0.223290134523011,0.229510524349234,0.186267281105991,0.231428571428571,0.16,-0.515648723257419,-0.646872604298354,0.221913875598086,0.570966183574879,0.570966183574879,-0.31017382616625,0.533424680582575,-0.581865225333433,0.3468028133913,0.304966078697422,0.304966078697422,0.304966078697422,0.353981502368599,0.417225485301091,0.317617866004963,0.387870646591414,0,-0.0333333333333333,0.354827168330544,0.269230769230769,0.317617866004963,0.269230769230769,0.2,-0.151206636500754,0.2,0.1,0.386769715185344,0.354131781379926,-0.331283545659456
"TCFLEF",0.617349766675104,0.605920661901854,0.578068312908565,0.547227191413238,0.507692307692308,0.431428571428571,0.472891986062718,0.435925230544412,0.527721918035507,0.500511033681765,0.185159955337675,0.175408521303258,0.282561944834035,0.271064935064935,0.290419773774612,0.311071947687656,0.24047619047619,0.235064935064935,-0.438465048888338,0.216666666666667,0.431498584681502,0.282659113018081,0.395151418537358,0.370572293958234,0.345082097879802,0.308496732026144,-0.440433218742042,-0.610701703011737,0.200614156302779,0.576925793017898,0.576925793017898,-0.35834644489862,0.485227213061992,-0.587983970514091,0.409158753135389,0.385260221760222,0.385260221760222,0.385260221760222,0.269145675631168,0.209739898113604,0.240483255249002,0.189722183321753,-0.171428571428571,-0.183333333333333,0.26519388143496,0.209509803921569,0.236806784660767,0.205833333333333,0.174509803921569,-0.261443932411674,0.170833333333333,0.133333333333333,0.600553584501089,0.321240961092417,-0.437425724388116
"ZEB1",0.459037176018754,0.489519687672554,0.453638583638584,0.411880341880342,0.361111111111111,0.216666666666667,0.275,0.34136023637039,0.358621495327103,0.3175,0.177598781440471,0.165878083186107,0.265285408835189,0.217777777777778,0.246591337099812,0.278922164167481,0.217248062015504,0.173333333333333,-0.652937083800223,0.191666666666667,0.466902214719351,0.327983930780459,0.355286549707602,0.320175438596491,0.283333333333333,0.23,-0.550372699331817,-0.664995233400817,0.285678431372549,0.60138508834161,0.60138508834161,-0.379403508016802,0.526345621326412,-0.620298503113807,0.447577296257532,0.415403383214053,0.415403383214053,0.415403383214053,0.448802772845326,0.4961463076563,0.417528641571195,0.473753332903281,-0.133333333333333,-0.158333333333333,0.447047101449275,0.379230769230769,0.415797101449275,0.376666666666667,0.329230769230769,-0.243021257891793,0.326666666666667,0.26,0.478267918515311,0.39171431506703,-0.327857311557752
"PAK1",0.440588953901758,0.462230233002292,0.425866596638655,0.378991596638655,0.314285714285714,0.28,0.336521739130435,0.349238329238329,0.439064112011791,0.389064112011791,0.108190817545656,0.0933521078682369,0.183151978007021,0.120833333333333,0.157675438596491,0.187864117841774,0.138556067588326,0.0833333333333333,-0.588909016883771,0.10952380952381,0.398443740377725,0.236127495162831,0.247084249084249,0.213369963369963,0.17051282051282,0.116666666666667,-0.55255945875618,-0.682725609897194,0.226388888888889,0.601864254047374,0.601864254047374,-0.339254791737953,0.578231411724382,-0.613510280569104,0.384355537680753,0.347991901317117,0.347991901317117,0.347991901317117,0.4037123795404,0.460109865490081,0.370028169014084,0.434721264453811,-0.0333333333333333,-0.0761904761904762,0.404820274354801,0.332,0.371130434782609,0.332,0.28,-0.160075054930098,0.28,0.2,0.439479709066865,0.388080400322097,-0.355383430129193
"LIV1",0.440588953901758,0.462230233002292,0.425866596638655,0.378991596638655,0.314285714285714,0.28,0.336521739130435,0.349238329238329,0.439064112011791,0.389064112011791,0.108190817545656,0.0933521078682369,0.183151978007021,0.120833333333333,0.157675438596491,0.187864117841774,0.138556067588326,0.0833333333333333,-0.588909016883771,0.10952380952381,0.398443740377725,0.236127495162831,0.247084249084249,0.213369963369963,0.17051282051282,0.116666666666667,-0.55255945875618,-0.682725609897194,0.226388888888889,0.601864254047374,0.601864254047374,-0.339254791737953,0.578231411724382,-0.613510280569104,0.384355537680753,0.347991901317117,0.347991901317117,0.347991901317117,0.4037123795404,0.460109865490081,0.370028169014084,0.434721264453811,-0.0333333333333333,-0.0761904761904762,0.404820274354801,0.332,0.371130434782609,0.332,0.28,-0.160075054930098,0.28,0.2,0.439479709066865,0.388080400322097,-0.355383430129193
"EGR1",0.440588953901758,0.462230233002292,0.425866596638655,0.378991596638655,0.314285714285714,0.28,0.336521739130435,0.349238329238329,0.439064112011791,0.389064112011791,0.108190817545656,0.0933521078682369,0.183151978007021,0.120833333333333,0.157675438596491,0.187864117841774,0.138556067588326,0.0833333333333333,-0.588909016883771,0.10952380952381,0.398443740377725,0.236127495162831,0.247084249084249,0.213369963369963,0.17051282051282,0.116666666666667,-0.55255945875618,-0.682725609897194,0.226388888888889,0.601864254047374,0.601864254047374,-0.339254791737953,0.578231411724382,-0.613510280569104,0.384355537680753,0.347991901317117,0.347991901317117,0.347991901317117,0.4037123795404,0.460109865490081,0.370028169014084,0.434721264453811,-0.0333333333333333,-0.0761904761904762,0.404820274354801,0.332,0.371130434782609,0.332,0.28,-0.160075054930098,0.28,0.2,0.439479709066865,0.388080400322097,-0.355383430129193
"TGFR",0.572143719806763,0.591894335113948,0.542093538301198,0.585657894736842,0.5225,0.376190476190476,0.420634920634921,0.471508839559928,0.506375661375661,0.465634920634921,0.23710454873702,0.22507447354905,0.286901910071309,0.312179487179487,0.334401709401709,0.365265906932574,0.227359307359307,0.258333333333333,-0.582878594963045,0.198787878787879,0.505370209059233,0.341137671851958,0.420729559748428,0.376729559748428,0.333333333333333,0.266666666666667,-0.554346343273851,-0.669867444838867,0.211037181996086,0.602540123524843,0.602540123524843,-0.395462561576355,0.569501314649072,-0.610628552723853,0.439781975004942,0.392521701032339,0.392521701032339,0.392521701032339,0.405647881530235,0.480167734971456,0.356417112299465,0.446764152252804,-0.233333333333333,-0.153333333333333,0.406023411512064,0.288235294117647,0.356417112299465,0.288235294117647,0.2,-0.258506848342914,0.2,0.1,0.4261866374091,0.17233229498696,-0.445019348936118
"Csl",0.457717303663087,0.478308295079005,0.442476913345983,0.396071684587814,0.331555555555555,0.286666666666667,0.350952380952381,0.362804282014808,0.457545787545788,0.408095238095238,0.114086445129611,0.0979753340184995,0.198512634467545,0.133333333333333,0.172868217054264,0.205151681621193,0.151206636500754,0.0888888888888889,-0.583469179827435,0.121794871794872,0.416328797981231,0.250119402815694,0.263782824818718,0.229510524349234,0.186267281105991,0.231428571428571,-0.559934437543133,-0.690822447558542,0.25249238799478,0.613424284133538,0.613424284133538,-0.336666934895194,0.569524915508182,-0.624722368190576,0.382051855536893,0.3468028133913,0.3468028133913,0.3468028133913,0.387028712669028,0.442195182270788,0.353981502368599,0.417225485301091,-0.0333333333333333,-0.0833333333333333,0.387870646591414,0.317617866004963,0.354827168330544,0.317617866004963,0.269230769230769,-0.174283559577677,0.269230769230769,0.2,0.424644374585889,0.373416583423348,-0.36837274753739
"SMAD",0.486760115559257,0.507467312348668,0.468,0.42,0.36,0.309523809523809,0.355677655677656,0.384717260377638,0.455010989010989,0.405010989010989,0.114098116486176,0.201125143513203,0.288845190796189,0.226315789473684,0.261098398169336,0.294956665885872,0.239253539253539,0.2,-0.601419298459429,0.20952380952381,0.428404772422787,0.342417653709985,0.353774644209427,0.316576576576577,0.273333333333333,0.226666666666667,-0.568921789192169,-0.694666042837115,0.239640564826701,0.618227861762267,0.618227861762267,-0.357848414212051,0.591425983558974,-0.628474996371992,0.463828915644438,0.426484517304189,0.426484517304189,0.426484517304189,0.416788089958822,0.474874298809875,0.380424453595185,0.448806739855127,-0.15,-0.176190476190476,0.417866568914956,0.338961038961039,0.381461038961039,0.338961038961039,0.281818181818182,-0.265569328727223,0.281818181818182,0.2,0.449230205278592,0.254448804972704,-0.378220795360398
"GLI",0.499657909000143,0.617672456708968,0.578114717151228,0.530402298850575,0.468333333333333,0.402857142857143,0.461190476190476,0.40970083970084,0.556433435478379,0.509242424242424,0.158369988985897,0.144856475472383,0.32454990323911,0.175730994152047,0.206343239050006,0.239143239050006,0.273339598997494,0.138888888888889,-0.607079069778984,0.247023809523809,0.430069854701075,0.276897887059177,0.291861413590698,0.254547980754877,0.214288240495137,0.162564102564103,-0.586816816816817,-0.702110838008217,0.233333333333333,0.636890681003584,0.636890681003584,-0.426117401117401,0.596642719064794,-0.647527912879339,0.474704977759528,0.436211253910156,0.436211253910156,0.436211253910156,0.419695502537479,0.480886766946777,0.481446654611211,0.453414239474249,-0.0833333333333333,-0.20952380952381,0.420197456257466,0.437142857142857,0.38187969924812,0.337142857142857,0.38,-0.299655388471178,0.28,0.2,0.450593247145915,0.348685714343646,-0.408843799702256
"SNAI1",0.471805885118689,0.49394270657523,0.462230233002292,0.425866596638655,0.378991596638655,0.336521739130435,0.389064112011791,0.275923463125679,0.476708453813176,0.439064112011791,0.119551616546905,0.108190817545656,0.205151978007021,0.157675438596491,0.187864117841774,0.218113228162059,0.160075054930098,0.120833333333333,-0.623537332162068,0.138556067588326,0.42818511968807,0.260299274303935,0.278708180708181,0.247084249084249,0.213369963369963,0.17051282051282,-0.590098890932836,-0.720190239212417,0.248263888888889,0.637121468601954,0.637121468601954,-0.362064249317925,0.609398851924311,-0.650043091538742,0.413757098825593,0.384355537680753,0.384355537680753,0.384355537680753,0.4337905045404,0.480987155884306,0.4037123795404,0.460109865490081,-0.0833333333333333,-0.10952380952381,0.434721264453811,0.370028169014084,0.404820274354801,0.371130434782609,0.332,-0.183151978007021,0.332,0.28,0.472813042400198,0.404717878430679,-0.38757227133091
