"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","ERK","EGR1","cfos","HEY1","SMAD","ILK","AKT","SHH","TWIST1","IKK","NFB","SMO","FUS","Csn","Jagged","NOTCH","NOTCHic","Csl","SOSGRB2","ZEB2","ZEB1","SNAI2","KLF4","cateninmemb","RAS","RAF","PI3K","DELTA","Ecadherin","miR200","GSK3","cateninnuc","TCFLEF","GLI","Wnt","CD44","Frizzled","cMet","SRC","DSH","STAT","Destcompl","AXIN2","TrCP","SUFU","LIV1","Patched","RKIP"
"SRC",0.422619047619048,0.411186868686869,0.375833333333333,0.345833333333333,0.333333333333333,0.342692228406514,0.328496612845378,0.316161616161616,0.3,0.327272727272727,0.126804038397881,0.114102721757665,0.109429824561404,0.175339366515837,0.0930639730639731,0.265408805031447,0.157692307692308,0.15,0.0533333333333333,0.0333333333333333,0.15,0.104901247401247,0.170732600732601,0.143809523809524,0.12,0.00857142857142857,0.49479797979798,0.49479797979798,0.20565263804546,-0.360907859078591,-0.110321597981445,0.240233644859813,0.215,0.215,0.215,-0.27511641215626,-0.505774846792074,-0.20248708657775,0.0872322237518679,0.06039011848871,0.0265873015873016,-0.00555555555555556,0.0265873015873016,-0.05,-0.00555555555555556,-0.05,-0.1,0,-0.0238633534750039,-0.0340119245190239,-0.1,-0.0333333333333333,0,-0.0718518518518519,-0.425380116959064
"NFB",0.566293971682966,0.59752809361552,0.545404541491967,0.48393665158371,0.414705882352941,0.322990922121357,0.352519970735584,0.270683229813665,0.142857142857143,0.190683229813665,0.200770676691729,0.204466266593926,0.18822695035461,0.371810542398778,0.288669381823744,0.596828017510944,0.336745607333843,0.277922077922078,0.226153846153846,0.18,0.314285714285714,0.333270740394923,0.419465984710994,0.372496287741297,0.313875598086124,0.339348006644518,0.497150938102506,0.497150938102506,0.736250679803466,-0.434957264957265,-0.646878581888531,0.475413537034611,0.428153263062008,0.428153263062008,0.428153263062008,-0.752512549073094,-0.501073335512695,-0.392987389800246,0.52720101662752,0.488169090777881,0.444969696969697,0.396969696969697,0.444620703681106,0.333333333333333,0.396969696969697,0.333333333333333,0.275,0.275,0.306140641653218,0.471757189960329,-0.3,-0.12,0.2,-0.255783475783476,-0.334081785899757
"NOTCH",0.374559270516717,0.394888888888889,0.331555555555555,0.255555555555556,0.2,0.350952380952381,0.289028213166144,0.286666666666667,0.2,0.22,0.171014492753623,0.0814285714285714,0.0714285714285714,0.133333333333333,0.151206636500754,0.345727272727273,0.0888888888888889,0.0333333333333333,0.0833333333333333,0.0333333333333333,0,0.201108891108891,0.186267281105991,0.231428571428571,0.16,0.167368421052632,0.519769602378298,0.519769602378298,0.50025641025641,-0.46207729468599,-0.494254658385093,0.3,0.25,0.25,0.25,-0.575001014934029,-0.528003565062389,-0.259255998239049,0.414679180732844,0.371688526527236,0.324069478908189,0.269230769230769,0.324069478908189,0.2,0.269230769230769,0.2,0.1,0.1,0.323174603174603,0.344705882352941,0,0,0,-0.121794871794872,-0.284045584045584
"FUS",0.491533613445378,0.592942942942943,0.538888888888889,0.483333333333333,0.433333333333333,0.439077733860343,0.407576152990841,0.385454545454545,0.3,0.345454545454545,0.147068994601889,0.147826349292545,0.136015325670498,0.278778467908903,0.367300916138125,0.367774748458293,0.231159420289855,0.183333333333333,0.3,0.253333333333333,0.15,0.308243218134522,0.391668811668812,0.34024024024024,0.288888888888889,0.284771241830065,0.536899951899952,0.536899951899952,0.560681479618879,-0.460545454545455,-0.497300548705321,0.44837913678678,0.408251748251748,0.408251748251748,0.408251748251748,-0.520866277484508,-0.545685673627428,-0.337399405632341,0.436483730612591,0.401328903654485,0.461970443349754,0.417142857142857,0.358471760797342,0.36,0.314285714285714,0.257142857142857,0.3,0.2,0.329618501398162,0.467587064676617,-0.1,-0.333333333333333,0.1,-0.339393939393939,-0.406725552928085
"cfos",0.400896358543417,0.423447004608295,0.378285714285714,0.314285714285714,0.242857142857143,0.387398932112891,0.309260340632603,0.336521739130435,0.32,0.28,0.0813593203398301,0.0935900771966346,0.0788359788359788,0.155968468468468,0.161056067588326,0.367384855581577,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.0333333333333333,0.216440638874474,0.213369963369963,0.17051282051282,0.116666666666667,0.193055555555556,0.556746031746032,0.556746031746032,0.552638083109287,-0.508956916099773,-0.54543871618471,0.345323741007194,0.3,0.3,0.3,-0.615128705144185,-0.568822177969328,-0.297207843137255,0.461848085868914,0.424213677266764,0.38032502708559,0.333846153846154,0.381672240802676,0.28,0.333846153846154,0.28,0.2,0.2,0.361902710694207,0.407065779748707,0,-0.0333333333333333,0.1,-0.138556067588326,-0.312484848484848
"CDC42",0.400896358543417,0.423447004608295,0.378285714285714,0.314285714285714,0.342857142857143,0.387398932112891,0.309260340632603,0.336521739130435,0.22,0.28,0.0813593203398301,0.0935900771966346,0.0788359788359788,0.155968468468468,0.161056067588326,0.367384855581577,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.0333333333333333,0.216440638874474,0.213369963369963,0.17051282051282,0.116666666666667,0.193055555555556,0.556746031746032,0.556746031746032,0.552638083109287,-0.508956916099773,-0.54543871618471,0.345323741007194,0.3,0.3,0.3,-0.615128705144185,-0.568822177969328,-0.297207843137255,0.461848085868914,0.424213677266764,0.38032502708559,0.333846153846154,0.381672240802676,0.28,0.333846153846154,0.28,0.2,0.2,0.361902710694207,0.407065779748707,0,-0.0333333333333333,0.1,-0.138556067588326,-0.312484848484848
"TGF",0.537045454545454,0.552592592592593,0.593333333333333,0.526666666666667,0.46,0.474670008354219,0.445833333333333,0.423558897243108,0.333333333333333,0.376190476190476,0.231850419084462,0.22603128054741,0.211515151515151,0.341791979949875,0.265617816091954,0.469333333333333,0.315476190476191,0.258333333333333,0.203333333333333,0.153333333333333,0.233333333333333,0.321332565284178,0.38816091954023,0.343333333333333,0.273333333333333,0.181578947368421,0.561785376758823,0.561785376758823,0.517972213686844,-0.507068395626748,-0.520331196581197,0.407315970338217,0.346491228070175,0.346491228070175,0.346491228070175,-0.599698987298266,-0.568832202280478,-0.390582516898306,0.450402188355196,0.400538428137212,0.34734693877551,0.28,0.34734693877551,0.2,0.28,0.2,0.1,0.1,0.213214553018595,0.35974025974026,-0.2,-0.133333333333333,0,-0.234367816091954,-0.41442535958665
"NOTCHic",0.417922102375124,0.440722222222222,0.394888888888889,0.331555555555555,0.255555555555556,0.405497835497835,0.321939605571207,0.350952380952381,0.22,0.286666666666667,0.184860646599777,0.0984656084656085,0.0814285714285714,0.169918699186992,0.176481361775479,0.387796238244514,0.133333333333333,0.0888888888888889,0.121794871794872,0.0833333333333333,0.0333333333333333,0.233053335553336,0.230711725550435,0.186267281105991,0.231428571428571,0.221913875598086,0.565801348410044,0.565801348410044,0.55014652014652,-0.513929146537842,-0.54732483382369,0.347305389221557,0.3,0.3,0.3,-0.62805567731345,-0.577386281111771,-0.298217037200088,0.452585317916959,0.414679180732844,0.370581106815165,0.324069478908189,0.371688526527236,0.269230769230769,0.324069478908189,0.269230769230769,0.2,0.2,0.354038800705467,0.398779956427015,0,-0.0333333333333333,0.1,-0.151206636500754,-0.321545584045584
"PAK1",0.436803694450753,0.461628822790113,0.423447004608295,0.378285714285714,0.314285714285714,0.434161522040948,0.341434253676082,0.387398932112891,0.28,0.336521739130435,0.100762305414457,0.10874159234815,0.0935900771966346,0.183419448860625,0.187480938054647,0.404808168465012,0.155968468468468,0.120833333333333,0.138556067588326,0.10952380952381,0.0833333333333333,0.247793774188005,0.249042477989846,0.213369963369963,0.17051282051282,0.226388888888889,0.595968646587021,0.595968646587021,0.59578324439961,-0.548612088513566,-0.590674423306074,0.388505559189012,0.345323741007194,0.345323741007194,0.345323741007194,-0.660043330236984,-0.60788034971448,-0.331131146972063,0.494791229681624,0.461848085868914,0.422716331433416,0.38032502708559,0.424213677266764,0.333846153846154,0.381672240802676,0.333846153846154,0.28,0.28,0.38875985355135,0.454144817549394,-0.0333333333333333,-0.0761904761904762,0.2,-0.161056067588326,-0.346234848484848
"LIV1",0.436803694450753,0.461628822790113,0.423447004608295,0.378285714285714,0.314285714285714,0.434161522040948,0.341434253676082,0.387398932112891,0.28,0.336521739130435,0.100762305414457,0.10874159234815,0.0935900771966346,0.183419448860625,0.187480938054647,0.404808168465012,0.155968468468468,0.120833333333333,0.138556067588326,0.10952380952381,0.0833333333333333,0.247793774188005,0.249042477989846,0.213369963369963,0.17051282051282,0.226388888888889,0.595968646587021,0.595968646587021,0.59578324439961,-0.548612088513566,-0.590674423306074,0.388505559189012,0.345323741007194,0.345323741007194,0.345323741007194,-0.660043330236984,-0.60788034971448,-0.331131146972063,0.494791229681624,0.461848085868914,0.422716331433416,0.38032502708559,0.424213677266764,0.333846153846154,0.381672240802676,0.333846153846154,0.28,0.28,0.38875985355135,0.454144817549394,-0.0333333333333333,-0.0761904761904762,0.2,-0.161056067588326,-0.346234848484848
"EGR1",0.436803694450753,0.461628822790113,0.423447004608295,0.378285714285714,0.314285714285714,0.434161522040948,0.341434253676082,0.387398932112891,0.28,0.336521739130435,0.100762305414457,0.10874159234815,0.0935900771966346,0.183419448860625,0.187480938054647,0.404808168465012,0.155968468468468,0.120833333333333,0.138556067588326,0.10952380952381,0.0833333333333333,0.247793774188005,0.249042477989846,0.213369963369963,0.17051282051282,0.226388888888889,0.595968646587021,0.595968646587021,0.59578324439961,-0.548612088513566,-0.590674423306074,0.388505559189012,0.345323741007194,0.345323741007194,0.345323741007194,-0.660043330236984,-0.60788034971448,-0.331131146972063,0.494791229681624,0.461848085868914,0.422716331433416,0.38032502708559,0.424213677266764,0.333846153846154,0.381672240802676,0.333846153846154,0.28,0.28,0.38875985355135,0.454144817549394,-0.0333333333333333,-0.0761904761904762,0.2,-0.161056067588326,-0.346234848484848
"TCFLEF",0.649782305816789,0.643774578886855,0.605721481541722,0.560936205468103,0.508823529411765,0.542229123533471,0.469774221111393,0.503968253968254,0.426984126984127,0.465873015873016,0.205400310924533,0.189707980425372,0.177707980425372,0.322819234819235,0.30721663196133,0.483934127465972,0.295792207792208,0.267792207792208,0.257769423558897,0.226190476190476,0.231428571428571,0.330261904214103,0.428302469135802,0.395802469135802,0.36,0.218142292490119,0.59686281607242,0.59686281607242,0.563407465943988,-0.449328216989066,-0.508518617018277,0.459870797529189,0.424681930729984,0.424681930729984,0.424681930729984,-0.649846587881763,-0.606612273823329,-0.41615762737714,0.318356900660718,0.285739960079176,0.35170825132297,0.309691444600281,0.34871464362348,0.268387096774194,0.306834301743138,0.265529953917051,0.22,0.217142857142857,0.363367715604532,0.676657685879382,-0.171428571428571,-0.183333333333333,0.16,-0.281843497632971,-0.462267839687194
"ZEB1",0.471825931953809,0.507236416902854,0.465841068065644,0.418948412698413,0.362698412698413,0.366147589470571,0.348713718455482,0.318188405797101,0.216666666666667,0.273188405797101,0.185580924451892,0.180071164013386,0.166934434790865,0.285397626390057,0.280021935428912,0.492819160122157,0.248812260536398,0.217777777777778,0.226065891472868,0.195833333333333,0.173333333333333,0.355556478359329,0.374771746388495,0.333539518900344,0.293333333333333,0.299711458132511,0.603834537608772,0.603834537608772,0.566166154565747,-0.548979599818526,-0.674664506535372,0.475692357565036,0.435902883880825,0.435902883880825,0.435902883880825,-0.66214794277668,-0.622913205519201,-0.411002732412626,0.559848199994267,0.528536318806149,0.491164950535029,0.451794871794872,0.491015657649124,0.405128205128205,0.451573426573427,0.403846153846154,0.351282051282051,0.35,0.435441341011845,0.516176979095871,-0.133333333333333,-0.158333333333333,0.266666666666667,-0.254637320044297,-0.33081550802139
"Csl",0.455215831748062,0.480053841759497,0.440722222222222,0.394888888888889,0.331555555555555,0.451926406926407,0.356583340214942,0.405497835497835,0.286666666666667,0.350952380952381,0.207008297606488,0.114936196700903,0.0984656084656085,0.199918699186992,0.204988149105796,0.426903849793071,0.169918699186992,0.133333333333333,0.151206636500754,0.121794871794872,0.0888888888888889,0.266004624951616,0.26796662751122,0.230711725550435,0.186267281105991,0.253006312572876,0.607051348410044,0.607051348410044,0.593801342481546,-0.554387161805018,-0.593243201170629,0.390834800986263,0.347305389221557,0.347305389221557,0.347305389221557,-0.674238883420321,-0.618361890867869,-0.332880378845973,0.486250798344006,0.452585317916959,0.413438249672308,0.370581106815165,0.414679180732844,0.324069478908189,0.371688526527236,0.324069478908189,0.269230769230769,0.269230769230769,0.380491944240461,0.446057893389766,-0.0333333333333333,-0.0833333333333333,0.2,-0.176481361775479,-0.359179992647735
"TGFR",0.584664502164502,0.603943943943944,0.552592592592593,0.593333333333333,0.526666666666667,0.521046819948422,0.482638888888889,0.474670008354219,0.376190476190476,0.423558897243108,0.248268329532223,0.239584394100523,0.22603128054741,0.375938321413289,0.295097584878081,0.51605148005148,0.341791979949875,0.315476190476191,0.234367816091954,0.203333333333333,0.258333333333333,0.35642690490682,0.434725805036413,0.38816091954023,0.343333333333333,0.224788823911631,0.610585376758823,0.610585376758823,0.573162087104566,-0.5589202474786,-0.577989976157784,0.456611744986104,0.407315970338217,0.407315970338217,0.407315970338217,-0.655988014952147,-0.618521643274267,-0.428128985299793,0.492431173862442,0.450402188355196,0.400124716553288,0.34734693877551,0.400538428137212,0.28,0.34734693877551,0.28,0.2,0.2,0.248757831103309,0.420290718455856,-0.233333333333333,-0.153333333333333,0.1,-0.265617816091954,-0.455510630904479
"SMAD",0.50167553526502,0.522838024098528,0.481341425459073,0.433193277310924,0.371428571428571,0.472272572111282,0.39965575526435,0.424124423963134,0.314285714285714,0.369124423963134,0.229694746121175,0.12008744681067,0.205150737949911,0.310201838529177,0.306978357380688,0.448408916034511,0.276388888888889,0.238888888888889,0.250833333333333,0.220833333333333,0.205555555555556,0.369033024952335,0.372259842102474,0.332345679012346,0.286666666666667,0.259353741496599,0.627949959033343,0.627949959033343,0.604230581017779,-0.574800579322638,-0.603753336854869,0.482688720308419,0.438502673796791,0.438502673796791,0.438502673796791,-0.685513642831427,-0.637769467298263,-0.39413907760648,0.498073395304531,0.463387282431989,0.422979086957303,0.376920995670996,0.424158986612053,0.329004329004329,0.377940499217095,0.329004329004329,0.271428571428571,0.271428571428571,0.321673516611969,0.45276538566694,-0.15,-0.183333333333333,0.2,-0.279135220125786,-0.389013199746403
"SNAI1",0.471527986552095,0.498003091795961,0.461628822790113,0.423447004608295,0.378285714285714,0.471849964252004,0.272719805439449,0.434161522040948,0.336521739130435,0.387398932112891,0.119028559284426,0.120120441076396,0.10874159234815,0.214453931619246,0.213052663626372,0.44015925805339,0.183419448860625,0.155968468468468,0.161056067588326,0.138556067588326,0.120833333333333,0.276665165264121,0.284789084324688,0.249042477989846,0.213369963369963,0.250388888888889,0.631662697578523,0.631662697578523,0.633628440821236,-0.583765672131314,-0.629958733176306,0.424781124312801,0.388505559189012,0.388505559189012,0.388505559189012,-0.700251904976265,-0.64443358791426,-0.360435593950398,0.523339246725216,0.494791229681624,0.460428195840196,0.422716331433416,0.461848085868914,0.38032502708559,0.424213677266764,0.381672240802676,0.333846153846154,0.333846153846154,0.411541890791219,0.495414658819235,-0.0833333333333333,-0.10952380952381,0.28,-0.187480938054647,-0.381060719131615
"GLI",0.499626031076858,0.620074504442926,0.577736842105263,0.529736842105263,0.468333333333333,0.554285714285714,0.407881094532225,0.507857142857143,0.402857142857143,0.461190476190476,0.154961622331349,0.158854034340686,0.145051217439277,0.237129065777391,0.328834225011971,0.438124098124098,0.204897660818713,0.175730994152047,0.273339598997494,0.247023809523809,0.138888888888889,0.287725854322802,0.295415404363418,0.255313881520778,0.214288240495137,0.233923013923014,0.634592419597309,0.634592419597309,0.613602468321579,-0.584767787691604,-0.609611245006263,0.483209228718974,0.438381642512077,0.438381642512077,0.438381642512077,-0.682947160153627,-0.645255332902392,-0.429632949210414,0.515195800416033,0.479855298623918,0.437438640280502,0.491898734177215,0.438345864661654,0.44,0.392631578947368,0.34,0.38,0.28,0.35565037141966,0.464686413711407,-0.0833333333333333,-0.20952380952381,0.2,-0.301174650543885,-0.405256590674547
