"","cateninmemb","EGR1","SNAI1","cfos","HEY1","ERK","MEK","Ecadherin","SMAD","ILK","NFB","Csn","IKK","SMO","FUS","AKT","SHH","Csl","Jagged","NOTCHic","NOTCH","KLF4","ZEB2","ZEB1","GSK3","miR200","FOXC2","CDC42","PAK1","TGFR","TGF","RAF","PI3K","DELTA","RAS","SOSGRB2","DSH","Frizzled","TrCP","SUFU","STAT","LIV1","Wnt","Patched","GLI","SRC","cMet","CD44","TCFLEF","cateninnuc","TWIST1","AXIN2","RKIP","Destcompl","SNAI2"
"IKK",-0.499854410022008,0.1,0.276993214588634,0.142857142857143,0.160887512899897,0.162857142857143,0.236190476190476,-0.572772074232586,0.163565731573157,0.150694444444444,0.314285714285714,0.3,0.264285714285714,0.18,0.12,0.31023166023166,0.234022988505747,0.245454545454545,0.256860356138707,0.307359307359307,0.35021645021645,-0.363369963369963,0.421418546365915,0.421418546365915,-0.20956043956044,-0.425763656633222,0.254054834054834,0.205555555555556,0.15,0.26010101010101,0.29130101010101,0.32032667876588,0.32032667876588,0.32032667876588,0.355537946371514,0.244747899159664,0.2,0.277777777777778,-0.2,-0.1,0.2,0.1,0.316239316239316,-0.213333333333333,0.342393162393162,0.277777777777778,0.316239316239316,0.342393162393162,0.366686947703897,0.390737580615289,0.183856209150327,0.377857142857143,-0.270765027322404,0.11520757552621,0.537032858805623
"ERK",-0.425631728701383,0.173448275862069,0.231507266112802,0.209618488628026,0.151690963937697,0.14795182196136,0.172742908312335,-0.450991771313701,0.147818538871521,0.140523706044773,0.144047619047619,0.110714285714286,0.161694677871148,0.182754098360656,0.168,0.178208439339038,0.205459412370318,0.195027195027195,0.248160393848728,0.214735224224275,0.232186747769982,-0.393904107303727,0.423080745107722,0.423080745107722,-0.175656330308774,-0.434121525459553,0.070372627269179,0.07659101023587,0.0476190476190476,0.0889997693599576,0.0988898792500675,0.0830974580974581,0.0830974580974581,0.0830974580974581,0.103009449296578,0.0337642163661581,0.25,0.273076923076923,-0.0857142857142857,-0.14,0.247368421052632,0.2,0.291958041958042,-0.193865209471767,0.311256287572077,0.270445344129555,0.289326463010674,0.30891933832874,0.325090342046212,0.336826453157323,-0.0574161611597363,0.346523065207844,-0.256049974600601,0.0110721022340934,0.496973892036318
"Jagged",-0.276380098774465,0.1,0.216666666666667,0.2,0.133333333333333,0.18,0.246666666666667,-0.298701754385965,0.0380952380952381,0.0333333333333333,0,0,0.0333333333333333,0.0333333333333333,0,0.0666666666666667,0.0814102564102564,0.1,0.101558441558442,0.16,0.202857142857143,-0.405555555555556,0.453381642512077,0.453381642512077,-0.186590038314176,-0.465454545454545,0.0828571428571429,0,0,0.0555555555555556,0.0995555555555555,0.14,0.14,0.14,0.176363636363636,0.02,0,0.1,0,0,0,0,0.16,-0.0583333333333333,0.183076923076923,0.1,0.16,0.183076923076923,0.204289044289044,0.227365967365967,-0.037,0.211428571428571,-0.22051282051282,0.21834749034749,0.0567621920563097
"DELTA",-0.276380098774465,0.1,0.216666666666667,0.2,0.133333333333333,0.18,0.246666666666667,-0.298701754385965,0.0380952380952381,0.0333333333333333,0,0,0.0333333333333333,0.0333333333333333,0,0.0666666666666667,0.0814102564102564,0.1,0.101558441558442,0.16,0.202857142857143,-0.405555555555556,0.453381642512077,0.453381642512077,-0.186590038314176,-0.465454545454545,0.0828571428571429,0,0,0.0555555555555556,0.0995555555555555,0.14,0.14,0.14,0.176363636363636,0.02,0,0.1,0,0,0,0,0.16,-0.0583333333333333,0.183076923076923,0.1,0.16,0.183076923076923,0.204289044289044,0.227365967365967,-0.037,0.211428571428571,-0.22051282051282,0.21834749034749,0.0567621920563097
"cMet",-0.101115000065178,0.325,0.392203029401959,0.385,0.199449604403165,0.405,0.403181818181818,-0.191880426738359,0.185617398474541,0.178344671201814,0.266666666666667,0.2,0.26,0.15,0.15,0.26625,0.186931818181818,0.242857142857143,0.198149386845039,0.24812030075188,0.271524556071029,-0.320634920634921,0.455988455988456,0.455988455988456,-0.24544930875576,-0.466074604743083,0.184883966244726,0.165833333333333,0.153333333333333,0.160277777777778,0.190065011820331,0.192380952380952,0.192380952380952,0.192380952380952,0.218796046720575,-0.0876190476190476,-0.1,-0.05,-0.2,-0.1,0,0.1,0.01,-0.168181818181818,0.0509090909090909,0.05,0.01,0.0495348837209302,0.0756887298747764,0.0937678259199741,-0.214869325431123,0.0128571428571428,-0.44962962962963,-0.158293784344204,0.306396344936491
"NFB",-0.531427799673539,0.142857142857143,0.299732940616032,0.162857142857143,0.176958941471325,0.236190476190476,0.282595704948646,-0.602146071022313,0.174346400718139,0.163565731573157,0.264285714285714,0.314285714285714,0.31023166023166,0.213333333333333,0.18,0.339120549120549,0.252095277662374,0.307359307359307,0.277004241030793,0.35021645021645,0.377958385700321,-0.411446886446886,0.464713565523003,0.464713565523003,-0.22956043956044,-0.470174532766152,0.264811806166388,0.26010101010101,0.205555555555556,0.29130101010101,0.305225060733921,0.355537946371514,0.355537946371514,0.355537946371514,0.382403618013305,0.275274214949138,0.277777777777778,0.316239316239316,-0.3,-0.12,0.277777777777778,0.2,0.342393162393162,-0.234022988505747,0.367112263516758,0.316239316239316,0.342393162393162,0.366686947703897,0.390737580615289,0.409953266889799,0.185443510737628,0.40693515704154,-0.298970155527533,0.130489967552788,0.557764566122696
"SRC",0.0256780422092501,0.3,0.273758464414291,0.309090909090909,0.0980304534922211,0.297979797979798,0.299866590432628,-0.0890743570155335,0.0775604551920341,0.0802631578947368,0.15,0.15,0.142307692307692,0.0333333333333333,0.0333333333333333,0.142307692307692,0.0562091503267974,0.12,0.0590819807104211,0.124761904761905,0.131904761904762,-0.349677002583979,0.468770589997005,0.468770589997005,-0.115411255411255,-0.482034841165276,0.117082166199813,0.0861111111111111,0.111111111111111,0.100396825396825,0.111305916305916,0.151422611597831,0.151422611597831,0.151422611597831,0.163543823719043,-0.122857142857143,-0.1,-0.075,-0.1,-0.0333333333333333,0,0,-0.055,-0.0444444444444444,-0.0369672131147541,-0.075,-0.055,-0.0369672131147541,-0.0247720911635346,-0.0164946862418344,-0.141601616774031,-0.0907220876365336,-0.383414793092212,-0.133099219620959,-0.0152187885234894
"SMO",-0.32175749034346,0.2,0.349769585253456,0.3,0.113553113553114,0.338461538461538,0.377855477855478,-0.319052333241779,0.111269841269841,0.103333333333333,0.15,0.1,0.192857142857143,0.253333333333333,0.333333333333333,0.228857142857143,0.306111111111111,0.233333333333333,0.213783068783069,0.278787878787879,0.313787878787879,-0.413888888888889,0.47909604519774,0.47909604519774,-0.322696397453679,-0.489843279083785,0.240689655172414,0.333333333333333,0.333333333333333,0.358333333333333,0.382657657657658,0.335096153846154,0.335096153846154,0.335096153846154,0.360677549194991,0.184210526315789,0.2,0.25,0,-0.3,0.1,0.1,0.2875,-0.278333333333333,0.315277777777778,0.15,0.183333333333333,0.211111111111111,0.23344120819849,0.250734441281197,-0.0462962962962963,0.343588595312733,-0.347301587301587,0.296934538329887,0.325661740558292
"TWIST1",-0.630666175635934,0.28,0.476220942746449,0.371304347826087,0.233618923449432,0.429199084668192,0.471487641882123,-0.771101053171311,0.222385661989622,0.208854308854309,0.369230769230769,0.3,0.416849816849817,0.391555555555556,0.355555555555556,0.459222698205749,0.451910505282258,0.335555555555555,0.402327973580207,0.379145299145299,0.417824544428318,-0.404315196998124,0.487455876929561,0.487455876929561,-0.40015716887848,-0.495589560842679,0.39733902631502,0.369028213166144,0.334545454545455,0.395278213166144,0.419651789475939,0.418733464160409,0.418733464160409,0.418733464160409,0.446815655941231,0.280218662598525,0.309523809523809,0.348412698412698,-0.2,-0.3,0.309523809523809,0.266666666666667,0.383149540517962,-0.425802130898021,0.411949540517962,0.348412698412698,0.382455251604188,0.410969307829087,0.433480793280848,0.451249625943298,0.161701037012822,0.456467242434984,-0.460874586961544,0.390861511869944,0.676862419174193
"NOTCH",-0.307270151130486,0.2,0.236666666666667,0.18,0.13768115942029,0.246666666666667,0.28952380952381,-0.328540464063384,0.0447619047619048,0.0380952380952381,0.0333333333333333,0,0.0666666666666667,0.0583333333333333,0.0333333333333333,0.0888888888888889,0.0931749622926094,0.16,0.116373256373256,0.202857142857143,0.125437788018433,-0.453381642512077,0.497826086956522,0.497826086956522,-0.204771856495994,-0.508311688311688,0.0930612244897959,0.0555555555555556,0,0.0995555555555555,0.112458781362007,0.176363636363636,0.176363636363636,0.176363636363636,0.203899868247694,0.0673684210526316,0.1,0.16,0,0,0.1,0,0.183076923076923,-0.0814102564102564,0.204289044289044,0.16,0.183076923076923,0.204289044289044,0.227365967365967,0.247365967365967,-0.0386949152542373,0.239730458221024,-0.244650751547303,0.23423534081478,0.0763389116330293
"cfos",-0.292361777903136,0.28,0.226164721354595,0.24,0.0445777111444278,0.270434782608696,0.295858511422255,-0.30799953671537,0.0498634579279741,0.0417989417989418,0.0583333333333333,0.0333333333333333,0.0708333333333333,0.0642857142857143,0.0476190476190476,0.0866228070175439,0.082605108949195,0.0833333333333333,0.107673611111111,0.0987179487179487,0.115641025641026,-0.484412698412698,0.514306852684577,0.514306852684577,-0.200040584415584,-0.529348102877515,0.078633599781376,0.0761904761904762,0.0428571428571429,0.0859943977591036,0.0966004583651642,0.176633986928105,0.176633986928105,0.176633986928105,0.197365694245178,0.0541666666666667,0.15,0.17,0,-0.0333333333333333,0.15,0.1,0.188518518518519,-0.073963133640553,0.209571150097466,0.17,0.188518518518519,0.21014014014014,0.227961922318358,0.241295255651691,-0.0563203463203463,0.239556650246305,-0.247505827505828,0.22474554297223,0.0291917085347742
"CDC42",-0.292361777903136,0.18,0.226164721354595,0.24,0.0445777111444278,0.270434782608696,0.295858511422255,-0.30799953671537,0.0498634579279741,0.0417989417989418,0.0583333333333333,0.0333333333333333,0.0708333333333333,0.0642857142857143,0.0476190476190476,0.0866228070175439,0.082605108949195,0.0833333333333333,0.107673611111111,0.0987179487179487,0.115641025641026,-0.484412698412698,0.514306852684577,0.514306852684577,-0.200040584415584,-0.529348102877515,0.078633599781376,0.0761904761904762,0.142857142857143,0.0859943977591036,0.0966004583651642,0.176633986928105,0.176633986928105,0.176633986928105,0.197365694245178,0.0541666666666667,0.15,0.17,0,-0.0333333333333333,0.15,0.1,0.188518518518519,-0.073963133640553,0.209571150097466,0.17,0.188518518518519,0.21014014014014,0.227961922318358,0.241295255651691,-0.0563203463203463,0.239556650246305,-0.247505827505828,0.22474554297223,0.0291917085347742
"FUS",-0.345779836712175,0.3,0.370524302234588,0.338461538461538,0.123698041089345,0.377855477855478,0.404292259464673,-0.345079730502053,0.11836661546339,0.111269841269841,0.192857142857143,0.15,0.228857142857143,0.278333333333333,0.253333333333333,0.25578021978022,0.321262626262626,0.278787878787879,0.230650538662587,0.313787878787879,0.341060606060606,-0.458151183970856,0.518973345811237,0.518973345811237,-0.3390843573199,-0.529447239479825,0.257794918330309,0.358333333333333,0.333333333333333,0.382657657657658,0.40180659382787,0.360677549194991,0.360677549194991,0.360677549194991,0.380328204216825,0.195748987854251,0.25,0.2875,-0.1,-0.333333333333333,0.15,0.1,0.315277777777778,-0.306111111111111,0.338354700854701,0.183333333333333,0.211111111111111,0.23344120819849,0.250734441281197,0.265408354324675,-0.0468198565057204,0.36905443382205,-0.379260350188185,0.307883443439376,0.3434355287091
"NOTCHic",-0.332219441191338,0.18,0.253068783068783,0.246666666666667,0.148450390189521,0.28952380952381,0.323809523809524,-0.351358228228775,0.0555532716683796,0.0447619047619048,0.0666666666666667,0.0333333333333333,0.0888888888888889,0.0814102564102564,0.0583333333333333,0.109819121447028,0.105002919281857,0.202857142857143,0.132929547763985,0.125437788018433,0.146490419597381,-0.492667356797792,0.529677938808374,0.529677938808374,-0.222953674677813,-0.543571803918625,0.102738643844635,0.0995555555555555,0.0555555555555556,0.112458781362007,0.124560692190033,0.203899868247694,0.203899868247694,0.203899868247694,0.228037799282177,0.0900956937799043,0.16,0.183076923076923,0,-0.0333333333333333,0.16,0.1,0.204289044289044,-0.0931749622926094,0.226869689450335,0.183076923076923,0.204289044289044,0.227365967365967,0.247365967365967,0.262480471182761,-0.0330345378957467,0.264730458221024,-0.268594413519134,0.247902007481447,0.0941745829757147
"PAK1",-0.309028444569802,0.24,0.241200520877268,0.270434782608696,0.0548718287914866,0.295858511422255,0.315858511422255,-0.324954554016408,0.0537344256699095,0.0498634579279741,0.0708333333333333,0.0583333333333333,0.0866228070175439,0.073963133640553,0.0642857142857143,0.0995857699805068,0.095605108949195,0.0987179487179487,0.121784040558964,0.115641025641026,0.132124542124542,-0.509002862347125,0.535850261044705,0.535850261044705,-0.213858766233766,-0.550667899831829,0.0882887721951691,0.0859943977591036,0.0761904761904762,0.0966004583651642,0.108622316288662,0.197365694245178,0.197365694245178,0.197365694245178,0.21418387606336,0.0571369636963696,0.17,0.188518518518519,-0.0333333333333333,-0.0476190476190476,0.17,0.15,0.209571150097466,-0.082605108949195,0.227619930585271,0.188518518518519,0.21014014014014,0.227961922318358,0.241295255651691,0.250950428065484,-0.0514290419725202,0.259053505592217,-0.262422954577651,0.234369603122606,0.0429349273412842
"LIV1",-0.309028444569802,0.24,0.241200520877268,0.270434782608696,0.0548718287914866,0.295858511422255,0.315858511422255,-0.324954554016408,0.0537344256699095,0.0498634579279741,0.0708333333333333,0.0583333333333333,0.0866228070175439,0.073963133640553,0.0642857142857143,0.0995857699805068,0.095605108949195,0.0987179487179487,0.121784040558964,0.115641025641026,0.132124542124542,-0.509002862347125,0.535850261044705,0.535850261044705,-0.213858766233766,-0.550667899831829,0.0882887721951691,0.0859943977591036,0.0761904761904762,0.0966004583651642,0.108622316288662,0.197365694245178,0.197365694245178,0.197365694245178,0.21418387606336,0.0571369636963696,0.17,0.188518518518519,-0.0333333333333333,-0.0476190476190476,0.17,0.15,0.209571150097466,-0.082605108949195,0.227619930585271,0.188518518518519,0.21014014014014,0.227961922318358,0.241295255651691,0.250950428065484,-0.0514290419725202,0.259053505592217,-0.262422954577651,0.234369603122606,0.0429349273412842
"EGR1",-0.309028444569802,0.24,0.241200520877268,0.270434782608696,0.0548718287914866,0.295858511422255,0.315858511422255,-0.324954554016408,0.0537344256699095,0.0498634579279741,0.0708333333333333,0.0583333333333333,0.0866228070175439,0.073963133640553,0.0642857142857143,0.0995857699805068,0.095605108949195,0.0987179487179487,0.121784040558964,0.115641025641026,0.132124542124542,-0.509002862347125,0.535850261044705,0.535850261044705,-0.213858766233766,-0.550667899831829,0.0882887721951691,0.0859943977591036,0.0761904761904762,0.0966004583651642,0.108622316288662,0.197365694245178,0.197365694245178,0.197365694245178,0.21418387606336,0.0571369636963696,0.17,0.188518518518519,-0.0333333333333333,-0.0476190476190476,0.17,0.15,0.209571150097466,-0.082605108949195,0.227619930585271,0.188518518518519,0.21014014014014,0.227961922318358,0.241295255651691,0.250950428065484,-0.0514290419725202,0.259053505592217,-0.262422954577651,0.234369603122606,0.0429349273412842
"TGF",-0.342482418250064,0.333333333333333,0.400890019071837,0.361904761904762,0.204577691811734,0.39874686716792,0.436524644945698,-0.366710694333599,0.190488758553275,0.182424242424242,0.258333333333333,0.233333333333333,0.301190476190476,0.186666666666667,0.153333333333333,0.31171679197995,0.222658045977011,0.273333333333333,0.256449435444281,0.323333333333333,0.344022988505747,-0.502720569539791,0.546356933176155,0.546356933176155,-0.324676171838598,-0.555502974037457,0.125931677018634,0.193333333333333,0.16,0.226666666666667,0.146309523809524,0.286904761904762,0.286904761904762,0.286904761904762,0.322619047619048,0.0657894736842105,0.1,0.171428571428571,-0.2,-0.133333333333333,0.1,0,0.211428571428571,-0.203908045977011,0.247277628032345,0.166666666666667,0.206666666666667,0.24251572327044,0.271463091691493,0.294429598868526,-0.187777777777778,0.265740740740741,-0.387012987012987,0.10193904826836,0.169598921066727
"SNAI1",-0.322327235588801,0.270434782608696,0.153833972834563,0.295858511422255,0.0596337335533914,0.315858511422255,0.330208287207008,-0.339366624776034,0.0573014613402662,0.0537344256699095,0.0866228070175439,0.0708333333333333,0.0995857699805068,0.082605108949195,0.073963133640553,0.114863547758285,0.105119672055991,0.115641025641026,0.13166639350014,0.132124542124542,0.148451072736787,-0.529252083530925,0.553931441856513,0.553931441856513,-0.224485828940037,-0.569592011263145,0.098581021242183,0.0966004583651642,0.0859943977591036,0.108622316288662,0.120517477578984,0.21418387606336,0.21418387606336,0.21418387606336,0.226991757836759,0.0627973410548602,0.188518518518519,0.209571150097466,-0.0583333333333333,-0.0642857142857143,0.188518518518519,0.17,0.227619930585271,-0.095605108949195,0.240965451609037,0.21014014014014,0.227961922318358,0.241295255651691,0.250950428065484,0.258694361983915,-0.0503008368443151,0.274671221209933,-0.27874094620945,0.241332322420852,0.0538299994163764
"Csl",-0.351179685839656,0.246666666666667,0.271250601250601,0.28952380952381,0.162175880385599,0.323809523809524,0.348809523809524,-0.370893111949705,0.0611088272239351,0.0555532716683796,0.0888888888888889,0.0666666666666667,0.109819121447028,0.0931749622926094,0.0814102564102564,0.12764857881137,0.120520160661167,0.125437788018433,0.149596214430652,0.146490419597381,0.166490419597381,-0.52123878536922,0.555092303449258,0.555092303449258,-0.2387121430136,-0.569061999997056,0.114232896718198,0.112458781362007,0.0995555555555555,0.124560692190033,0.138392891736518,0.228037799282177,0.228037799282177,0.228037799282177,0.247523093399824,0.0925347181701482,0.183076923076923,0.204289044289044,-0.0333333333333333,-0.0583333333333333,0.183076923076923,0.16,0.226869689450335,-0.105002919281857,0.247030979772915,0.204289044289044,0.227365967365967,0.247365967365967,0.262480471182761,0.273400997197627,-0.028294131575205,0.286581357963955,-0.288410081721899,0.2584443597057,0.109759967017475
"TCFLEF",-0.340506819857283,0.421428571428571,0.411702832267686,0.462891986062718,0.171629523900149,0.482891986062718,0.50057906089265,-0.448101219417613,0.148886896829535,0.144106782106782,0.263064935064935,0.235064935064935,0.275968160871387,0.222380952380952,0.203333333333333,0.291185552175734,0.251007510861063,0.335326000318827,0.244034389430747,0.351012274828631,0.3692847000778,-0.433914247517189,0.56515049618997,0.56515049618997,-0.337244521138586,-0.577099219388376,0.294623735360246,0.270840787119857,0.261538461538462,0.28392489926939,0.298163309865416,0.359575658949305,0.359575658949305,0.359575658949305,0.375212978265994,0.0910935052970981,0.162745098039216,0.182745098039216,-0.171428571428571,-0.183333333333333,0.158333333333333,0.133333333333333,0.205822021116139,-0.23689708141321,0.225697797513654,0.178333333333333,0.201410256410256,0.220907111756168,0.134996458835206,0.14607893306201,-0.0638396747184873,0.561620512820513,-0.420695228911237,0.292636776335573,0.317331050727234
"SMAD",-0.364505370536199,0.285714285714286,0.317282198983812,0.321198156682028,0.182798751351188,0.353756296216911,0.380679373139988,-0.383322491725674,0.0654198769267263,0.15970559121244,0.197619047619048,0.183333333333333,0.219187675070028,0.198333333333333,0.183333333333333,0.240521008403361,0.229171299296295,0.22952380952381,0.258515011869851,0.253661740558292,0.276677613574165,-0.542570824125247,0.578169248690576,0.578169248690576,-0.286811907112659,-0.590523950633365,0.142353997937177,0.137357478202549,0.119047619047619,0.15244127708523,0.168775938439812,0.321504451879998,0.321504451879998,0.321504451879998,0.341570241353682,0.0937296657793552,0.195238095238095,0.223015873015873,-0.15,-0.158333333333333,0.188571428571429,0.16,0.248015873015873,-0.213929663608563,0.268879182368391,0.216349206349206,0.241839402427638,0.26256667515491,0.278441844761423,0.29059989947267,-0.050187899216913,0.299423238558966,-0.321996786040846,0.177106576896727,0.117051726500893
"TGFR",-0.371119831644984,0.361904761904762,0.423603883378622,0.39874686716792,0.215025453005764,0.436524644945698,0.461182179192273,-0.394819723294417,0.197962068161816,0.190488758553275,0.301190476190476,0.258333333333333,0.31171679197995,0.203908045977011,0.186666666666667,0.330321443142741,0.239042226767972,0.323333333333333,0.276014652835585,0.344022988505747,0.369202844620855,-0.54379199811122,0.582205989779929,0.582205989779929,-0.34594756548163,-0.592159865533058,0.141215519813393,0.226666666666667,0.193333333333333,0.146309523809524,0.165458459979737,0.322619047619048,0.322619047619048,0.322619047619048,0.350104427736007,0.084307992202729,0.171428571428571,0.211428571428571,-0.233333333333333,-0.153333333333333,0.166666666666667,0.1,0.247277628032345,-0.222658045977011,0.276309886096861,0.206666666666667,0.24251572327044,0.271463091691493,0.294429598868526,0.311878668841954,-0.181727955713721,0.29878795104117,-0.412727272727273,0.11826969342965,0.192052624770431
"GLI",-0.329642451724586,0.374285714285714,0.316316847759881,0.407619047619048,0.106487626691362,0.432294372294372,0.452736361244649,-0.347788806431577,0.102282380500782,0.0979580561764578,0.132456140350877,0.116666666666667,0.146741854636591,0.216478696741855,0.205952380952381,0.163929354636591,0.245167703208639,0.149036251105217,0.16925571565658,0.169036251105217,0.189988632057598,-0.551253539253539,0.582756528417819,0.582756528417819,-0.318623716132728,-0.596101906349584,0.119423052115583,0.212126436781609,0.198333333333333,0.226591845586641,0.242827139704288,0.300082631587689,0.300082631587689,0.300082631587689,0.318498473171848,0.0563195801248899,0.28,0.309032258064516,-0.0833333333333333,-0.180952380952381,0.17,0.15,0.336091081593928,-0.230764411027569,0.256091081593928,0.199032258064516,0.225861526357199,0.245689112564096,0.260948852823836,0.272604561132264,-0.106494064320889,0.274670893719807,-0.331331029116531,0.208253956947849,0.0498655175984533
"ZEB1",-0.561470561617633,0.2,0.321004076996053,0.26,0.160890430812711,0.298823529411765,0.331863176988857,-0.522572154437741,0.150686156716304,0.142032310562458,0.210175438596491,0.173333333333333,0.234765602530917,0.206060606060606,0.183333333333333,0.261908459673775,0.242394427845548,0.277083333333333,0.297668704695822,0.30453431372549,0.332633487279209,-0.545188592714237,0.591831611666694,0.591831611666694,-0.360027584066936,-0.611641027027078,0.170699732180576,0.17392137264701,0.143486590038314,0.194733555388127,0.212843791608599,0.390284240080864,0.390284240080864,0.390284240080864,0.414693688899761,0.199805068226121,0.323809523809524,0.355516840882695,-0.133333333333333,-0.158333333333333,0.32051282051282,0.266666666666667,0.384362994728848,-0.225668449197861,0.408074334935034,0.352220137585991,0.381631902291874,0.405243013402985,0.42386003467958,0.43853713839778,0.0666224541867032,0.440420215557728,-0.313058688571261,0.367115289333799,0.360217527066046
