"","ZEB2","ZEB1","Wnt","TWIST1","TrCP","TGFR","TGF","TCFLEF","SUFU","STAT","SRC","SOSGRB2","SNAI2","SNAI1","SMO","SMAD","SHH","RKIP","RAS","RAF","PI3K","Patched","PAK1","NOTCHic","NOTCH","NFB","miR200","MEK","LOXL23","LIV1","KLF4","JAK","Jagged","ILK","IKK","HEY1","GSK3","GLI","FUS","Frizzled","FOXC2","ERK","EGR1","Ecadherin","DSH","Destcompl","DELTA","Csn","Csl","cMet","cfos","CDC42","CD44","cateninnuc","cateninmemb","AXIN2","AKT"
"ZEB2",-0.0501755001755002,-0.0501755001755002,0.06,-0.126109631326529,0.1,-0.216875210025895,-0.223577622894528,0.0487706855791962,0,0.08,0.0666666666666667,-0.0680605640314378,-0.0490537992829217,-0.16199713509901,0,-0.138641077232627,-0.129193581445167,0.177320261437909,-0.0216142554643236,-0.0156056717733364,-0.0156056717733364,0,-0.194805194805195,-0.0964102564102564,-0.100805860805861,-0.123611111111111,0.0134372861732933,-0.164271442012909,0,0.1,-0.0530141788036525,0,-0.111571264782016,-0.137102615694165,-0.125833333333333,-0.146407624633431,0.0112191093713585,0.0544444444444444,0,0.0666666666666667,-0.2372582571842,-0.156295981890209,-0.158333333333333,0.00571561145712622,0.08,0.114150446394375,-0.0156056717733364,-0.111111111111111,-0.0897435897435897,0.06,-0.153070175438596,-0.205916305916306,0.0544444444444444,0.0442074522024035,-0.0422887221434559,0.0873412698412698,-0.12863707165109
"ZEB1",0.604764111599975,0.604764111599975,0.418872562678407,0.470136009796204,-0.133333333333333,0.458954156375194,0.494143023174399,0.474936882345667,0,0.335897435897436,0.38223889931207,0.293359518198481,0.526603201381562,0.346394110615956,0,0.178900752854629,0.269207083033983,-0.332451028931967,0.451460351870472,0.419914610545551,0.419914610545551,0,0.364176245210728,0.326838235294118,0.361278069319014,0.220701754385965,-0.623856682867829,0.365026895714038,0,0.266666666666667,-0.552509623779399,0,0.333563218442555,0.166552084573757,0.251849295369572,0.185035508532918,-0.385393878064933,0.448733673789518,0,0.38223889931207,0.464417013491766,0.322549019607843,0.216666666666667,-0.64646395216898,0.335897435897436,0.398535098534636,0.419914610545551,0.173333333333333,0.289583333333333,0.418872562678407,0.276666666666667,0.417117421681316,0.448733673789518,0.49658636688175,-0.642939221609049,0.479637093248061,0.284706438226714
"Wnt",0.304208512673362,0.304208512673362,0.25,0.222941176470588,-0.1,0.146666666666667,0.203188405797101,0.308270676691729,0,0.1,0.2,0.0939393939393939,0.340258620689655,0.104658385093168,0,0.0566487775790101,0.10974025974026,-0.12,0.150615174299385,0.118796992481203,0.118796992481203,0,0.1,0.142857142857143,0.192857142857143,0.0666666666666667,-0.306262626262626,0.119607843137255,0,0,-0.262745098039216,0,0.153259803921569,0.058974358974359,0.0866666666666667,0.0656410256410257,-0.0729623824451411,0.286842105263158,0,0.3,0.176356275303644,0.0666666666666667,0.1,-0.402475553557379,0.2,-0.0233176107971793,0.118796992481203,0.1,0.1,0.25,0.0666666666666667,0.1,0.286842105263158,0.328800478016233,-0.334703389830508,0.31030303030303,0.136666666666667
"TWIST1",0.488073160880178,0.488073160880178,0.384582911178656,0.465609313137917,-0.2,0.485438871473354,0.523795035856916,0.446443851873952,0,0.309523809523809,0.348412698412698,0.315754268614681,0.731186619470955,0.4795505521049,0,0.237967084996788,0.458244827222448,-0.461840770536423,0.452050268226609,0.42054341891154,0.42054341891154,0,0.381818181818182,0.379145299145299,0.419711336881148,0.369230769230769,-0.496082171680117,0.477104295456357,0,0.266666666666667,-0.404315196998124,0,0.410423425501433,0.21981526981527,0.416849816849817,0.243465573974049,-0.402797009911764,0.417916244511989,0,0.348412698412698,0.536864045556844,0.431830663615561,0.28,-0.827519665813628,0.309523809523809,0.39684665708351,0.42054341891154,0.3,0.335555555555555,0.384582911178656,0.371304347826087,0.440438871473354,0.417916244511989,0.470379409986726,-0.658595032204739,0.461239889143115,0.460917613459986
"TrCP",-0.601332188733215,-0.601332188733215,-0.365985985985986,-0.394764539808018,0.0333333333333333,-0.424446142093201,-0.460160427807487,-0.427283788628704,0,-0.28,-0.328148148148148,-0.225728822882288,-0.571217640658295,-0.348194823723464,0,-0.108190817545656,-0.182776045141637,0.354596839624464,-0.380240400175838,-0.344785854721292,-0.344785854721292,0,-0.314285714285714,-0.212051282051282,-0.245018315018315,-0.120833333333333,0.613088570299678,-0.438397445345124,0,-0.2,0.55255945875618,0,-0.234377982276755,-0.0933521078682369,-0.157675438596491,-0.100476967398654,0.336759199134199,-0.398659253312719,0,-0.328148148148148,-0.43894914399738,-0.389064112011791,-0.28,0.652517701354814,-0.28,-0.384708462277024,-0.344785854721292,-0.0833333333333333,-0.17051282051282,-0.365985985985986,-0.336521739130435,-0.378991596638655,-0.398659253312719,-0.451264438248607,0.570959582011642,-0.432859001765963,-0.187305068226121
"TGFR",0.607089246335672,0.607089246335672,0.341538461538462,0.507337227780389,-0.233333333333333,0.549277081960009,0.597664178734202,0.426533400809717,0,0.2,0.28,0.224078947368421,0.557860132852994,0.478764326487394,0,0.238980920835179,0.291563852813853,-0.452231102231102,0.442687492687493,0.397232947232947,0.397232947232947,0,0.526666666666667,0.38816091954023,0.431639180409795,0.315476190476191,-0.615046666282553,0.518118284216288,0,0.1,-0.556617945176298,0,0.350931677018634,0.22603128054741,0.341791979949875,0.248268329532223,-0.410299200139826,0.387591093117409,0,0.28,0.579522800987559,0.474670008354219,0.376190476190476,-0.650848321598285,0.2,0.207519534674866,0.397232947232947,0.258333333333333,0.343333333333333,0.341538461538462,0.423558897243108,0.592520325203252,0.387591093117409,0.458084202948754,-0.564996958968295,0.410024630541872,0.374350119484758
"TGF",0.559361973608399,0.559361973608399,0.28,0.464276729559748,-0.2,0.592520325203252,0.549277081960009,0.387591093117409,0,0.1,0.2,0.181578947368421,0.510479457649269,0.44167233835683,0,0.22603128054741,0.263154761904762,-0.410802530802531,0.397232947232947,0.34047619047619,0.34047619047619,0,0.46,0.343333333333333,0.38816091954023,0.258333333333333,-0.566964070412346,0.474670008354219,0,0,-0.507068395626748,0,0.319047619047619,0.211515151515151,0.315476190476191,0.231850419084462,-0.375005082492767,0.341538461538462,0,0.2,0.534148351648352,0.423558897243108,0.333333333333333,-0.597725994823264,0.1,0.179859960206781,0.34047619047619,0.233333333333333,0.273333333333333,0.28,0.376190476190476,0.526666666666667,0.341538461538462,0.426533400809717,-0.514009734810339,0.355714285714286,0.341791979949875
"TCFLEF",0.576497433087217,0.576497433087217,0.236867816091954,0.43152958472272,-0.171428571428571,0.577032269028955,0.604819290659571,0.190482904654945,0,0.170833333333333,0.205833333333333,0.200123571207909,0.485432872210309,0.435274645988932,0,0.185023905918643,0.280816397345115,-0.436856004974927,0.409550378590424,0.385339852274635,0.385339852274635,0,0.507692307692308,0.370572293958234,0.3952389606249,0.271064935064935,-0.587551829700079,0.527473491019649,0,0.133333333333333,-0.440133788625168,0,0.283206344572568,0.175408521303258,0.290419773774612,0.202196974022267,-0.35878329127571,0.265798633702017,0,0.205833333333333,0.616832634059208,0.500511033681765,0.431428571428571,-0.60753196624785,0.170833333333333,0.322075616285305,0.385339852274635,0.235064935064935,0.345082097879802,0.236867816091954,0.472891986062718,0.546515837104072,0.265798633702017,0.210310490861841,-0.438354416516797,0.600908488176239,0.311071947687656
"SUFU",-0.563492063492063,-0.563492063492063,-0.374444444444444,-0.348967917063733,0.15,-0.56530889067956,-0.597714457279957,-0.325592779128358,0,-0.196666666666667,-0.241111111111111,-0.298437589097337,-0.523566752121153,-0.415493634799832,0,-0.155486014360733,-0.367358787991084,0.423052721088435,-0.438136448858184,-0.412304436179895,-0.412304436179895,0,-0.481666666666667,-0.362424242424242,-0.391507907762888,-0.236857142857143,0.575086367439475,-0.464504461056185,0,-0.15,0.503598547194241,0,-0.286987977273013,-0.145253456221198,-0.271472527472527,-0.158132769971429,0.379592286538269,-0.402263993316625,0,-0.341111111111111,-0.503946237398055,-0.431171127722852,-0.353846153846154,0.525362247088919,-0.296666666666667,-0.351707230331732,-0.412304436179895,-0.192857142857143,-0.323787878787879,-0.274444444444444,-0.393240093240093,-0.524132420091324,-0.302263993316625,-0.345921321222813,0.470575084480074,-0.435428006912951,-0.297647024116823
"STAT",0.442935269858347,0.442935269858347,-0.00146103896103896,0.0802251471666764,0,0.194856459330144,0.21176467189053,0.0224004833231963,0,-0.0571428571428571,-0.0196428571428571,-0.0069376026272578,0.104995176821802,0.148182485181735,0,0.0649619634627131,0.0628225972422309,-0.171240347490347,-0.0307617464785255,-0.044194582299421,-0.044194582299421,0,0.140909090909091,0.0204027556968733,0.0330241149201743,0.02,-0.458532927961468,0.207893738140417,0,0,-0.326728064963359,0,0.0675142417782127,0.0615136876006441,0.0342857142857143,0.0586666666666667,0.0427236315086783,0.0113594738594739,0,-0.0196428571428571,0.218786639400136,0.191764705882353,0.2,-0.20560603104461,-0.0571428571428571,-0.0634173280695643,-0.044194582299421,0,-0.00392156862745098,-0.00146103896103896,0.18,0.165909090909091,0.0113594738594739,0.0325557999301258,-0.0628629869659736,-0.0431294196000078,0.0427602905569007
