"","FOXC2","TGF","CDC42","TGFR","PAK1","MEK","ERK","cfos","SNAI1","EGR1","HEY1","Csl","TWIST1","SMAD","ILK","NOTCHic","NOTCH","NFB","AKT","FUS","IKK","SHH","SOSGRB2","SMO","Csn","Jagged","LIV1","RAF","PI3K","DELTA","RAS","DSH","AXIN2","STAT","Frizzled","Wnt","ZEB2","ZEB1","SRC","SNAI2","GLI","cMet","CD44","TCFLEF","KLF4","cateninmemb","Ecadherin","GSK3","miR200","cateninnuc","TrCP","Destcompl","SUFU","Patched","RKIP"
"ERK",0.164265618403549,0.114757058322445,0.137338673787272,0.127119695685082,0.147619047619048,0.0638043674482322,0.0696539496209342,0.171320616287601,0.14349502842661,0.173448275862069,0.147872294192114,0.0201631701631702,0.00333049303637539,0.144397584777478,0.146221292984165,0.000455140966089879,-0.0175503992001151,0.0948051948051948,0.0853718434830146,0.096,0.0936287242169595,0.0446622969453878,-0.104967791647403,0.0779672131147541,0.0857142857142857,-0.0381787017734521,-0.2,-0.167323232323232,-0.167323232323232,-0.167323232323232,-0.177774277427743,-0.26,-0.410345498323269,-0.268421052631579,-0.31,-0.342867132867133,0.373508124612114,0.373508124612114,-0.318421052631579,0.619807920750949,-0.366676656676657,-0.351288185498712,-0.375461213488534,-0.394048574083329,-0.368552934503353,-0.509762118325286,-0.537137900315943,-0.15282107377881,-0.387081471591305,0.407590240749996,-0.0857142857142857,-0.0101339511582727,-0.1,-0.0577057752062574,-0.192557904264183
"NFB",0.235825873993205,0.167435877764992,0.182828282828283,0.178828282828283,0.205555555555556,0.100717086834734,0.100063492063492,0.102285714285714,0.149900426411981,0.114285714285714,0.153578799941029,0.0116883116883117,-0.0530018674136321,0.148653259842713,0.15348597359736,0.000577200577200576,-0.0207131220034446,0.169047619047619,0.183522093522094,0.06,0.187966537966538,0.00702334241179278,0.0129787704555506,0.0562962962962963,0.285714285714286,-0.155776072675131,-0.2,-0.0164949771222617,-0.0164949771222617,-0.0164949771222617,-0.0324153751322119,-0.277777777777778,-0.44210233029382,-0.277777777777778,-0.331623931623932,-0.376239316239316,0.374058421916861,0.374058421916861,-0.331623931623932,0.613091629197248,-0.406576394891002,-0.376239316239316,-0.407312762567,-0.431363395478392,-0.361263736263736,-0.567205816822542,-0.621722703022288,-0.175633484162896,-0.384094548124497,0.449637905282314,-0.3,0.0760880445139557,-0.08,-0.0287100893997446,-0.186703096539162
"Csn",0.0622722070028328,0.0129692467615027,0.0333107191316147,0.025618411439307,0.0318181818181818,0.100584415584416,0.108917748917749,0.102424242424242,0.0494237727259619,0.0933333333333333,0.0528488372093023,0.0338383838383838,-0.0985242325074022,0.0533203800688712,0.0525491718426501,0.0117604617604618,-0.006508769008769,0.105,0.0904333333333333,0.0253968253968254,0.100833333333333,-0.0346010913699967,-0.102674968292402,-0.00187590187590188,0.08,-0.109494154829462,-0.2,-0.118948900898,-0.118948900898,-0.118948900898,-0.129121645619689,-0.266666666666667,-0.405936614730878,-0.266666666666667,-0.318390804597701,-0.348511286525412,0.375909015715467,0.375909015715467,-0.318390804597701,0.37327568547584,-0.37252875377432,-0.348511286525412,-0.372955730969856,-0.393212965696545,-0.368285570638512,-0.410441361941063,-0.441593077887517,-0.0918045213501989,-0.387095859636765,0.408426435329738,-0.18,-0.0142722253059262,-0.0142857142857143,0.0223060094027836,-0.0918305790088801
"SOSGRB2",0.263907203907204,0.23014106460915,0.261428571428571,0.242197802197802,0.271428571428571,0.315256815256815,0.312226512226512,0.30952380952381,0.296879175550817,0.276190476190476,0.261647727272727,0.272727272727273,0.124608695652174,0.253602526505752,0.252903225806452,0.241958041958042,0.220831281394662,0.288888888888889,0.287792397660819,0.2,0.283625730994152,0.187994971715902,-0.113333333333333,0.2,0.3,0.101169396175581,0,0.106026365348399,0.106026365348399,0.106026365348399,0.095769955091989,-0.1,-0.345606435643564,-0.1,-0.2,-0.266666666666667,0.380714285714286,0.380714285714286,-0.2,0.611748485720712,-0.323188405797101,-0.273913043478261,-0.330434782608696,-0.370434782608696,-0.355,-0.4851404001404,-0.529913348009335,-0.296077486484219,-0.393016978228512,0.398924266356306,-0.2,-0.0730654505822291,-0.2,-0.197297297297297,-0.350913742690058
"RAS",0.246984126984127,0.213442050087362,0.24,0.222352941176471,0.26,0.281671826625387,0.275789473684211,0.26,0.2539331366765,0.26,0.161857707509881,0.15,0.0865684669939989,0.154669140383426,0.156709956709957,0.123684210526316,0.110476663356504,0.166666666666667,0.176666666666667,0.1,0.16,0.100135593220339,-0.0601731601731602,0.1,0.2,0.00503449635324266,0,0.0356410256410256,0.0356410256410256,0.0356410256410256,-0.0778205128205128,-0.1,-0.349934123847167,-0.1,-0.2,-0.276470588235294,0.383387334315169,0.383387334315169,-0.2,0.546449554659352,-0.334803921568627,-0.276470588235294,-0.338172715894869,-0.37971117743333,-0.351428571428571,-0.393376152388913,-0.442621949965757,-0.201692506459948,-0.394215384615385,0.408889647688288,-0.2,-0.0662921616409988,-0.1,-0.112,-0.369528301886792
"CD44",0.385833333333333,0.380555555555556,0.3,0.375,0.2,0.425,0.385,0.325,0.374455077086656,0.3,0.204093567251462,0.2,0.297362637362637,0.197619047619048,0.183333333333333,0.271428571428571,0.266165413533835,0.2,0.273333333333333,0.1,0.266666666666667,0.179090909090909,0.0119047619047619,0.15,0.2,0.131095571095571,0.1,0.171428571428571,0.171428571428571,0.171428571428571,0.145714285714286,0,0.02,0.1,0.1,0.05,0.425396825396825,0.425396825396825,0.2,0.442850482850483,-0.0233333333333333,0.15,-0.0233333333333333,-0.0861240310077519,-0.277777777777778,-0.146373626373626,-0.287710889154272,-0.22797619047619,-0.435335968379447,0.132277877161598,-0.1,-0.153203099421587,-0.1,-0.17,-0.431111111111111
"Jagged",0.185714285714286,0.146666666666667,0.2,0.166666666666667,0.2,0.22,0.22,0.2,0.183333333333333,0.1,0.166666666666667,0.1,-0.02,0.0714285714285714,0.0666666666666667,0.08,0.0514285714285714,0,0.0444444444444444,0,0.0333333333333333,-0.00512820512820513,0.04,0.0333333333333333,0,-0.0901298701298701,0,-0.0533333333333333,-0.0533333333333333,-0.0533333333333333,-0.0624242424242424,0,-0.28,0,-0.1,-0.2,0.444685990338164,0.444685990338164,-0.1,0.402714932126697,-0.269230769230769,-0.2,-0.269230769230769,-0.314685314685315,-0.405555555555556,-0.42635814889336,-0.480491228070176,-0.222605363984674,-0.458787878787879,0.350949050949051,0,0.260216216216216,0,-0.0333333333333333,-0.205128205128205
"DELTA",0.185714285714286,0.146666666666667,0.2,0.166666666666667,0.2,0.22,0.22,0.2,0.183333333333333,0.1,0.166666666666667,0.1,-0.02,0.0714285714285714,0.0666666666666667,0.08,0.0514285714285714,0,0.0444444444444444,0,0.0333333333333333,-0.00512820512820513,0.04,0.0333333333333333,0,-0.0901298701298701,0,-0.0533333333333333,-0.0533333333333333,-0.0533333333333333,-0.0624242424242424,0,-0.28,0,-0.1,-0.2,0.444685990338164,0.444685990338164,-0.1,0.402714932126697,-0.269230769230769,-0.2,-0.269230769230769,-0.314685314685315,-0.405555555555556,-0.42635814889336,-0.480491228070176,-0.222605363984674,-0.458787878787879,0.350949050949051,0,0.260216216216216,0,-0.0333333333333333,-0.205128205128205
"cMet",0.382035864978903,0.365661938534279,0.375,0.380555555555556,0.3,0.430454545454545,0.425,0.385,0.389709314374792,0.325,0.21781905744754,0.271428571428571,0.27376713174466,0.213982683982684,0.197619047619048,0.266165413533835,0.242761158214686,0.266666666666667,0.273333333333333,0.15,0.273333333333333,0.172840909090909,0.0252380952380952,0.17,0.2,0.109356440660788,0.1,0.145714285714286,0.145714285714286,0.145714285714286,0.141940700808625,0.1,-0.0419047619047619,0.2,0.05,-0.0233333333333333,0.460750360750361,0.460750360750361,0.15,0.484456322266541,-0.0824242424242424,-0.0233333333333333,-0.0861240310077519,-0.132277877161598,-0.325396825396825,-0.199398537405655,-0.330713433683534,-0.265072964669739,-0.471273468379447,0.167306125749169,-0.2,-0.130230126448614,-0.1,-0.179090909090909,-0.453333333333333
"STAT",0.252738922972052,0.244463080461364,0.252840909090909,0.244946172248804,0.259090909090909,0.260290955091714,0.25921568627451,0.253333333333333,0.174462932844671,0.233333333333333,0.0866666666666667,0.0607843137254902,0.164079540316422,0.0821256038647343,0.0821256038647343,0.0364599894011659,0.031605620469127,0.07,0.0607990314769976,0.075,0.0557142857142857,0.0435984770528915,0.180377668308703,0.055,0.05,0.00499662158226447,0.2,0.084449958643507,0.084449958643507,0.084449958643507,0.0814648840166414,0.0571428571428571,0.0409903821668528,0.0571428571428571,0.0196428571428571,0.00146103896103896,0.468809395732473,0.468809395732473,0.0196428571428571,0.119054805781516,-0.0145053475935829,0.00146103896103896,-0.0147782772782773,-0.0296047757009902,-0.344909883145177,-0.0786143593723129,-0.225022107305742,0.0186248331108144,-0.485346114774655,0.0416429163446136,0,-0.0495531875414097,-0.05,-0.0480232558139535,-0.210001608751609
"NOTCH",0.183673469387755,0.130537634408602,0.166666666666667,0.146666666666667,0.2,0.22,0.22,0.22,0.191025641025641,0.2,0.171014492753623,0.08,-0.0386440677966102,0.0680952380952381,0.0714285714285714,0.0514285714285714,-0.0840552995391705,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0444444444444444,-0.028657616892911,-0.00736842105263157,0.0333333333333333,0,-0.116055796055796,0,-0.0624242424242424,-0.0624242424242424,-0.0624242424242424,-0.0725691699604743,-0.1,-0.338490566037736,-0.1,-0.2,-0.269230769230769,0.478019323671498,0.478019323671498,-0.2,0.432873662285427,-0.314685314685315,-0.269230769230769,-0.314685314685315,-0.350949050949051,-0.444685990338164,-0.466672285019015,-0.512749292586305,-0.238514454893765,-0.49021645021645,0.379928642785786,0,0.267692851730235,0,0.00512820512820513,-0.22236958443855
"ZEB1",0.144907497438707,0.079874904933986,0.112602032317175,0.0948355348552458,0.128544061302682,0.0901841582447957,0.102078431372549,0.112666666666667,0.152206633599225,0.116666666666667,0.129739302148629,-0.0208333333333333,-0.129901305957845,0.122530116220725,0.12541473160534,-0.0482843137254902,-0.0689454707502836,0.0919298245614035,0.0657471547721763,0.0541666666666667,0.0771757262007478,-0.000623965212095833,-0.0670565302144249,0.0314393939393939,0.0866666666666667,-0.0864970469833557,-0.266666666666667,-0.130075378445126,-0.130075378445126,-0.130075378445126,-0.139996638287645,-0.323809523809524,-0.473261669191465,-0.335897435897436,-0.370150987224158,-0.402843294916466,0.485978701017946,0.485978701017946,-0.38223889931207,0.418201884130524,-0.427241920346019,-0.415572232645403,-0.439877788200959,-0.458494809477555,-0.48405339154467,-0.582185424511488,-0.518236842480877,-0.285156432308488,-0.507558132637765,0.471117118675206,-0.0666666666666667,0.297096754330299,-0.0666666666666667,-0.011831550802139,-0.16799936362799
"SRC",0.401349206349206,0.382344877344877,0.402777777777778,0.393253968253968,0.377777777777778,0.365999618829808,0.356565656565657,0.345454545454545,0.318963079004201,0.3,0.138124793114863,0.185,0.192839459391184,0.125871266002845,0.117763157894737,0.170714285714286,0.145714285714286,0.183333333333333,0.17991452991453,0.0833333333333333,0.191025641025641,0.0922222222222222,0.0642857142857143,0.103333333333333,0.15,0.0243313338038109,0.2,0.181793909052983,0.181793909052983,0.181793909052983,0.184824212083286,0.1,0.0271686004505079,0.2,0.05,0,0.495065887990416,0.495065887990416,0.05,0.214754284076078,-0.0344262295081967,0,-0.0344262295081967,-0.0636945221911236,-0.365439276485788,-0.120185226762461,-0.284425699572758,-0.172380952380952,-0.507565510174206,0.0862896004908998,-0.1,-0.0694481605351171,-0.0333333333333333,-0.0922222222222222,-0.421179537308569
"NOTCHic",0.178834759710336,0.117161838230258,0.146666666666667,0.130537634408602,0.166666666666667,0.211428571428571,0.22,0.22,0.189438339438339,0.22,0.166399108138239,0.0514285714285714,-0.0556251998720819,0.0644981157930798,0.0680952380952381,-0.0840552995391705,-0.105107931118118,0.0444444444444444,0.0310077519379845,0.0333333333333333,0.0333333333333333,-0.0469371867853841,-0.0391866028708134,-0.00512820512820513,0.0333333333333333,-0.139234604002816,-0.1,-0.0725691699604743,-0.0725691699604743,-0.0725691699604743,-0.0888253275959423,-0.2,-0.38293501048218,-0.2,-0.269230769230769,-0.314685314685315,0.498019323671498,0.498019323671498,-0.269230769230769,0.456320556073002,-0.350169185653057,-0.314685314685315,-0.350949050949051,-0.379928642785786,-0.48040027605245,-0.497301088264451,-0.536485892892583,-0.243473132579716,-0.513915872181768,0.401455360343038,0,0.274692851730235,-0.0333333333333333,0.028657616892911,-0.229411837959677
"cfos",0.198681423789028,0.140145148968678,0.171428571428571,0.153781512605042,0.185714285714286,0.23587324981577,0.244347826086957,0.24,0.199241602279577,0.32,0.0710144927536232,-0.0166666666666667,-0.0328571428571428,0.069815668202765,0.0714285714285714,-0.0551282051282051,-0.0782051282051282,0.0583333333333333,0.0405701754385965,0.0476190476190476,0.0458333333333333,-0.0243443135916254,-0.0208333333333333,0.0142857142857143,0.0333333333333333,-0.111319444444444,-0.1,-0.0500544662309368,-0.0500544662309368,-0.0500544662309368,-0.0634691003772783,-0.2,-0.39512315270936,-0.2,-0.28,-0.328148148148148,0.505140474268804,0.505140474268804,-0.28,0.472982905172686,-0.364990253411306,-0.328148148148148,-0.365985985985986,-0.396679055292917,-0.484412698412698,-0.506663587891741,-0.541061902223464,-0.256122835497835,-0.520944741532977,0.42001238862625,0,0.295355262291275,-0.0333333333333333,0.00829493087557604,-0.237505827505827
"CDC42",0.198681423789028,0.140145148968678,0.171428571428571,0.153781512605042,0.285714285714286,0.23587324981577,0.244347826086957,0.24,0.199241602279577,0.22,0.0710144927536232,-0.0166666666666667,-0.0328571428571428,0.069815668202765,0.0714285714285714,-0.0551282051282051,-0.0782051282051282,0.0583333333333333,0.0405701754385965,0.0476190476190476,0.0458333333333333,-0.0243443135916254,-0.0208333333333333,0.0142857142857143,0.0333333333333333,-0.111319444444444,-0.1,-0.0500544662309368,-0.0500544662309368,-0.0500544662309368,-0.0634691003772783,-0.2,-0.39512315270936,-0.2,-0.28,-0.328148148148148,0.505140474268804,0.505140474268804,-0.28,0.472982905172686,-0.364990253411306,-0.328148148148148,-0.365985985985986,-0.396679055292917,-0.484412698412698,-0.506663587891741,-0.541061902223464,-0.256122835497835,-0.520944741532977,0.42001238862625,0,0.295355262291275,-0.0333333333333333,0.00829493087557604,-0.237505827505827
"Csl",0.170214070055163,0.102876123944544,0.130537634408602,0.117161838230258,0.146666666666667,0.202732919254658,0.211428571428571,0.22,0.182718971849407,0.22,0.160516755197062,-0.0840552995391705,-0.0721037551768223,0.061720338015302,0.0644981157930798,-0.105107931118118,-0.124198840209027,0.0333333333333333,0.024031007751938,-0.00512820512820513,0.0310077519379845,-0.0633164971302117,-0.0595118061228459,-0.028657616892911,0.0444444444444444,-0.159026270669483,-0.2,-0.0888253275959423,-0.0888253275959423,-0.0888253275959423,-0.103898857007707,-0.269230769230769,-0.417639380662129,-0.269230769230769,-0.314685314685315,-0.350169185653057,0.508516561240558,0.508516561240558,-0.314685314685315,0.473546506856,-0.37839499210467,-0.350949050949051,-0.379928642785786,-0.401455360343038,-0.503257418909593,-0.519931057683411,-0.55253240452049,-0.248922322564988,-0.525026983292879,0.416606875494553,-0.0333333333333333,0.28121326611171,-0.0333333333333333,0.0469371867853841,-0.228029349480414
"PAK1",0.192474527237304,0.127576842957749,0.153781512605042,0.140145148968678,0.171428571428571,0.229206583149103,0.23587324981577,0.244347826086957,0.194706996074326,0.24,0.068073316283035,-0.0551282051282051,-0.0480745341614907,0.0672350230414746,0.069815668202765,-0.0782051282051282,-0.0957875457875458,0.0458333333333333,0.0368664717348928,0.0142857142857143,0.0405701754385965,-0.0393443135916254,-0.0436056105610561,-0.00829493087557604,0.0583333333333333,-0.130951346284935,-0.2,-0.0634691003772783,-0.0634691003772783,-0.0634691003772783,-0.0789236458318237,-0.28,-0.431601140130743,-0.28,-0.328148148148148,-0.364990253411306,0.518966840828289,0.518966840828289,-0.328148148148148,0.491789415118437,-0.394746350972282,-0.365985985985986,-0.396679055292917,-0.42001238862625,-0.509002862347125,-0.531022562250715,-0.55898577765599,-0.261941017316017,-0.53515793950252,0.436564112764181,-0.0333333333333333,0.302422931464207,-0.0476190476190476,0.0243443135916254,-0.240268258445054
"LIV1",0.192474527237304,0.127576842957749,0.153781512605042,0.140145148968678,0.171428571428571,0.229206583149103,0.23587324981577,0.244347826086957,0.194706996074326,0.24,0.068073316283035,-0.0551282051282051,-0.0480745341614907,0.0672350230414746,0.069815668202765,-0.0782051282051282,-0.0957875457875458,0.0458333333333333,0.0368664717348928,0.0142857142857143,0.0405701754385965,-0.0393443135916254,-0.0436056105610561,-0.00829493087557604,0.0583333333333333,-0.130951346284935,-0.2,-0.0634691003772783,-0.0634691003772783,-0.0634691003772783,-0.0789236458318237,-0.28,-0.431601140130743,-0.28,-0.328148148148148,-0.364990253411306,0.518966840828289,0.518966840828289,-0.328148148148148,0.491789415118437,-0.394746350972282,-0.365985985985986,-0.396679055292917,-0.42001238862625,-0.509002862347125,-0.531022562250715,-0.55898577765599,-0.261941017316017,-0.53515793950252,0.436564112764181,-0.0333333333333333,0.302422931464207,-0.0476190476190476,0.0243443135916254,-0.240268258445054
"EGR1",0.192474527237304,0.127576842957749,0.153781512605042,0.140145148968678,0.171428571428571,0.229206583149103,0.23587324981577,0.244347826086957,0.194706996074326,0.24,0.068073316283035,-0.0551282051282051,-0.0480745341614907,0.0672350230414746,0.069815668202765,-0.0782051282051282,-0.0957875457875458,0.0458333333333333,0.0368664717348928,0.0142857142857143,0.0405701754385965,-0.0393443135916254,-0.0436056105610561,-0.00829493087557604,0.0583333333333333,-0.130951346284935,-0.2,-0.0634691003772783,-0.0634691003772783,-0.0634691003772783,-0.0789236458318237,-0.28,-0.431601140130743,-0.28,-0.328148148148148,-0.364990253411306,0.518966840828289,0.518966840828289,-0.328148148148148,0.491789415118437,-0.394746350972282,-0.365985985985986,-0.396679055292917,-0.42001238862625,-0.509002862347125,-0.531022562250715,-0.55898577765599,-0.261941017316017,-0.53515793950252,0.436564112764181,-0.0333333333333333,0.302422931464207,-0.0476190476190476,0.0243443135916254,-0.240268258445054
"SNAI1",0.182944667008587,0.113867165538395,0.140145148968678,0.127576842957749,0.153781512605042,0.220237973283633,0.229206583149103,0.23587324981577,0.0900806615547534,0.244347826086957,0.0627161734258921,-0.0782051282051282,-0.0631514572384138,0.0644059947511918,0.0672350230414746,-0.0957875457875458,-0.113338566195709,0.0405701754385965,0.0285331384015594,-0.00829493087557604,0.0368664717348928,-0.0527423718440526,-0.0590773086742637,-0.0243443135916254,0.0458333333333333,-0.146716052167288,-0.28,-0.0789236458318237,-0.0789236458318237,-0.0789236458318237,-0.0895968806429896,-0.328148148148148,-0.459806268335872,-0.328148148148148,-0.364990253411306,-0.394746350972282,0.523517886338744,0.523517886338744,-0.365985985985986,0.504762931712469,-0.417598270533525,-0.396679055292917,-0.42001238862625,-0.436564112764181,-0.524890712814414,-0.54825917710391,-0.570692333327166,-0.267155538768163,-0.541594058618754,0.447715377606721,-0.0583333333333333,0.307521615674733,-0.0142857142857143,0.0393443135916254,-0.235247337942962
"SMAD",0.242052293118149,0.177956495305903,0.20355466130114,0.190705499289967,0.219047619047619,0.244860700065126,0.251591469295895,0.253917050691244,0.234455507306314,0.257142857142857,0.190363044305481,0.0342857142857143,-0.00980185297984538,0.0737932387247456,0.176650381581888,0.0124466338259442,-0.00501368363437329,0.146825396825397,0.142197945845005,0.108333333333333,0.144864612511671,0.0585867353319009,-0.0175687666370896,0.0883333333333333,0.161111111111111,-0.0563432481496998,-0.2,0.00389254995368533,0.00389254995368533,0.00389254995368533,-0.0112390289936831,-0.238095238095238,-0.426852889985158,-0.271428571428571,-0.288095238095238,-0.326556776556777,0.535992307856745,0.535992307856745,-0.321428571428571,0.490976803052646,-0.357492028355338,-0.360644257703081,-0.392280621339445,-0.41548279230281,-0.526080781115364,-0.535839224983945,-0.572326106782105,-0.29374858502678,-0.550722372377262,0.43209880040818,-0.15,0.196367321228709,-0.133333333333333,-0.0745718654434251,-0.265071205295438
"TGF",0.411785714285714,0.367936507936508,0.482222222222222,0.482222222222222,0.46,0.409172932330827,0.40250626566416,0.376190476190476,0.369974570883662,0.333333333333333,0.231850419084462,0.233333333333333,0.172962962962963,0.219579667644184,0.211515151515151,0.223333333333333,0.192298850574713,0.258333333333333,0.281641604010025,0.153333333333333,0.286904761904762,0.140905172413793,0.0789473684210526,0.17,0.233333333333333,0.0433173784977909,0,0.0892857142857143,0.0892857142857143,0.0892857142857143,0.0767857142857143,-0.1,-0.356084656084656,-0.1,-0.171428571428571,-0.251428571428571,0.536554561634653,0.536554561634653,-0.2,0.471315227342081,-0.313692722371968,-0.28,-0.342264150943396,-0.388316782522344,-0.498372743452835,-0.503687354178977,-0.559045772498944,-0.35077190693629,-0.546499142619832,0.425158887785501,-0.2,0.134860730210703,-0.133333333333333,-0.159655172413793,-0.374458874458874
"TCFLEF",0.532710721361365,0.487710108941816,0.494156231365534,0.491352493047777,0.487179487179487,0.478510038161606,0.471707317073171,0.463135888501742,0.385220193567474,0.431428571428571,0.196887239508992,0.282528295871194,0.252537115433746,0.175213657296378,0.171580770107086,0.268802805675116,0.259832706007341,0.255064935064935,0.260499717673631,0.19,0.255064935064935,0.179944210417197,0.127425149700599,0.185238095238095,0.235064935064935,0.0792589729792143,0.0666666666666667,0.269127322526239,0.269127322526239,0.269127322526239,0.261899990068946,0.0372549019607843,0.300046398046398,0.0291666666666667,0.00225490196078432,-0.0293690296631473,0.553375199362041,0.553375199362041,-0.00583333333333332,0.459495610726976,-0.0573193402221535,-0.0374572649572649,-0.0663880825673278,-0.190099422773513,-0.429356060606061,-0.42798566956657,-0.57670029154453,-0.340570632380571,-0.566214468262661,0.207968838581074,-0.171428571428571,0.297628386179147,-0.183333333333333,-0.183625192012289,-0.406014602562336
"TGFR",0.407855583281347,0.353042890915231,0.482222222222222,0.367936507936508,0.482222222222222,0.409172932330827,0.409172932330827,0.40250626566416,0.377349202152098,0.376190476190476,0.239313105651626,0.223333333333333,0.153390009226308,0.221359027074789,0.219579667644184,0.192298850574713,0.165680145538741,0.286904761904762,0.276990441219327,0.17,0.281641604010025,0.127910822131307,0.0530214424951267,0.159655172413793,0.258333333333333,0.0215782480630083,-0.1,0.0767857142857143,0.0767857142857143,0.0767857142857143,0.0650898078529657,-0.171428571428571,-0.410591093852896,-0.2,-0.251428571428571,-0.313692722371968,0.563347014464842,0.563347014464842,-0.28,0.5023337458606,-0.358208851404226,-0.342264150943396,-0.388316782522344,-0.425158887785501,-0.537658457738549,-0.543641164802534,-0.590391598734037,-0.365686332364163,-0.574944890420419,0.452528241195599,-0.233333333333333,0.146151052791348,-0.153333333333333,-0.140905172413793,-0.387316017316017
"GLI",0.28094265995872,0.319509408447829,0.342988505747126,0.331038820212535,0.353333333333333,0.38862177417426,0.392489177489177,0.391190476190476,0.273669321412973,0.382857142857143,0.128856047743993,0.0146065428824049,0.020036877855214,0.12514701728947,0.126228098370551,-0.00789345711759505,-0.0259886952128331,0.11140350877193,0.107800192445399,0.168452380952381,0.109362692445399,0.127660807662896,0.00679385511243918,0.15266290726817,0.116666666666667,-0.0862290979410761,-0.2,0.069806251764745,0.069806251764745,0.069806251764745,0.0553508062201905,-0.14,-0.444557669082126,-0.28,-0.194838709677419,-0.236015180265655,0.567427547363031,0.567427547363031,-0.334838709677419,0.517608143423435,-0.370483265372038,-0.37874114870181,-0.414085976288017,-0.441358703560744,-0.551253539253539,-0.556101033407478,-0.59219578490159,-0.358258844149255,-0.582184420326835,0.461023975527271,-0.0833333333333333,0.27016991067138,-0.180952380952381,-0.140418009308987,-0.310228745104614
