"","FOXC2","TGF","CDC42","TGFR","PAK1","MEK","ERK","cfos","SNAI1","EGR1","HEY1","Csl","TWIST1","SMAD","ILK","NOTCHic","NOTCH","NFB","AKT","FUS","IKK","SHH","SOSGRB2","SMO","Csn","Jagged","LIV1","RAF","PI3K","DELTA","RAS","DSH","AXIN2","STAT","Frizzled","Wnt","ZEB2","ZEB1","SRC","SNAI2","GLI","cMet","CD44","TCFLEF","KLF4","cateninmemb","Ecadherin","GSK3","miR200","cateninnuc","TrCP","Destcompl","SUFU","Patched","RKIP"
"TrCP",-0.192474527237304,-0.127576842957749,-0.153781512605042,-0.140145148968678,-0.171428571428571,-0.229206583149103,-0.23587324981577,-0.244347826086957,-0.194706996074326,-0.24,-0.068073316283035,0.0551282051282051,0.0480745341614907,-0.0672350230414746,-0.069815668202765,0.0782051282051282,0.0957875457875458,-0.0458333333333333,-0.0368664717348928,-0.0142857142857143,-0.0405701754385965,0.0393443135916254,0.0436056105610561,0.00829493087557604,-0.0583333333333333,0.130951346284935,0.2,0.0634691003772783,0.0634691003772783,0.0634691003772783,0.0789236458318237,0.28,0.431601140130743,0.28,0.328148148148148,0.364990253411306,-0.518966840828289,-0.518966840828289,0.328148148148148,-0.491789415118437,0.394746350972282,0.365985985985986,0.396679055292917,0.42001238862625,0.509002862347125,0.531022562250715,0.55898577765599,0.261941017316017,0.53515793950252,-0.436564112764181,0.0333333333333333,-0.302422931464207,0.0476190476190476,-0.0243443135916254,0.240268258445054
"SUFU",-0.106635262752586,-0.144886947882038,-0.167747747747748,-0.151790300939237,-0.186666666666667,-0.118721112587584,-0.125104091310988,-0.14004662004662,-0.160779745543199,-0.143076923076923,-0.0638684695782653,0.182575757575758,0.0604815676772979,-0.0698998520662828,-0.0733640552995392,0.207575757575758,0.217893217893218,0.0191428571428571,0.0403870491924183,-0.0408333333333333,0.0383736263736264,-0.00696764946764947,-0.00802355539197644,-0.0241666666666667,0.00714285714285715,0.163902181133386,0.15,0.0143604358219216,0.0143604358219216,0.0143604358219216,0.0210060054421747,0.0875,0.408837842096622,0.196666666666667,0.120833333333333,0.143910256410256,-0.357743307819938,-0.357743307819938,0.23,-0.364690686020271,0.160638880945572,0.252330097087379,0.269623330170085,0.281851591039651,0.358148729862679,0.352707566685931,0.311473330883678,0.234119975176315,0.364430278578454,-0.290189186947579,-0.05,-0.216858383064639,0.0533333333333333,0.0150757575757576,0.174250882483578
"RKIP",-0.172516946654878,-0.137338673787272,-0.166666666666667,-0.147619047619048,-0.2,-0.171320616287601,-0.173448275862069,-0.17,-0.149762834694416,-0.17,-0.159581881533101,-0.0666666666666667,-0.0304367201426025,-0.148804318814423,-0.153754813863928,-0.0393939393939394,-0.0201631701631702,-0.0857142857142857,-0.0948051948051948,-0.1,-0.0857142857142857,-0.0779672131147541,0.063047619047619,-0.1,-0.1,0.00150578058048346,0,0.143831168831169,0.143831168831169,0.143831168831169,0.15494227994228,0.1,0.337271448663854,0.1,0.2,0.26,-0.346907699665232,-0.346907699665232,0.2,-0.585068485166404,0.31,0.268421052631579,0.318421052631579,0.351288185498712,0.322907699665232,0.463489539960128,0.502606995890895,0.139952718676123,0.357901905027837,-0.375461213488534,0.1,0.0207643336080077,0.1,0.096,0.185854341736695
"Patched",-0.135,-0.186666666666667,-0.166666666666667,-0.186666666666667,-0.166666666666667,-0.143076923076923,-0.12,-0.1,-0.156989247311828,-0.1,-0.058974358974359,0.2,0.0185185185185185,-0.0666666666666667,-0.0666666666666667,0.166666666666667,0.157575757575758,0.1,0.00714285714285715,-0.1,0.05,-0.0408333333333333,-0.05,-0.133333333333333,0,0.12021164021164,0.1,-0.0269230769230769,-0.0269230769230769,-0.0269230769230769,0.00432692307692308,0,0.321645021645022,0.1,0,0.05,-0.333333333333333,-0.333333333333333,0.1,-0.321931034482759,0.0875,0.15,0.196666666666667,0.23,0.305555555555556,0.293602150537634,0.270369471413161,0.206593406593407,0.335714285714286,-0.252330097087379,0,-0.201678321678322,0.2,0.0533333333333333,0.174285714285714
"miR200",0.053612999466658,0.091619963814483,0.0720588235294118,0.0817362428842505,0.0583333333333333,0.0408596165739023,0.0333766233766234,0.0242857142857143,0.00220742220742221,0.0142857142857143,0.0117514124293785,0.0800985221674877,0.188168375591688,0.0109497990791857,0.00812848246476565,0.0938916256157635,0.105756032395425,0.0252631578947368,0.0337806781103703,0.0325,0.0281203007518797,0.0680953036140158,0.10397807865893,0.0458333333333333,0.02,0.111219275953009,0.2,0.146299272866437,0.146299272866437,0.146299272866437,0.154528699300352,0.24,0.339837846473361,0.24,0.268,0.28912676056338,-0.316043906810036,-0.316043906810036,0.270434782608696,-0.256496304186857,0.304511375947996,0.291561543172076,0.307291880250728,0.318006165965013,0.320220841959972,0.378189787160226,0.376448090565144,0.170542462068303,0.251301702090131,-0.325278893237741,0,-0.255678636370356,-0.02,-0.0572257383966245,0.000467426234297399
"GSK3",-0.0383259090970229,0.00430533058316727,-0.0191718426501035,-0.00697672069888401,-0.0220289855072464,-0.0425948412326121,-0.0516857503235212,-0.0599564270152505,-0.0213782560546969,-0.0525490196078431,-0.0454599685663283,0.00658263305322129,0.0959142594025106,-0.0447102722916645,-0.0445603472541833,0.0226665491371374,0.0353938218644101,-0.0716666666666667,-0.0496212791040377,0.0147186147186147,-0.0590229885057471,0.0497660591757897,0.107654652022207,0.0340734534282921,-0.0716666666666667,0.122403642907552,0.25,0.116156791616922,0.116156791616922,0.116156791616922,0.122669396658939,0.286842105263158,0.38070667681896,0.286842105263158,0.308270676691729,0.325917735515259,-0.299514341476785,-0.299514341476785,0.308270676691729,-0.334782901201161,0.3410120751379,0.326151471393716,0.341389566631811,0.352698560398508,0.304105292899047,0.369746188985434,0.392420136303623,-0.0443283533070383,0.307526188673109,-0.35960645513535,0.0466666666666667,0.0522648982460791,0.00909090909090909,-0.0445029012810529,0.066380374011953
"ZEB2",-0.266665112665113,-0.263764172335601,-0.262857142857143,-0.262176870748299,-0.261038961038961,-0.207226662249645,-0.202348613469157,-0.199122807017544,-0.183978190596009,-0.183333333333333,-0.161187683284457,-0.156410256410256,-0.154042480301473,-0.148831336990045,-0.147611824794923,-0.147076923076923,-0.146530474989491,-0.145833333333333,-0.143839563862928,-0.139285714285714,-0.139166666666667,-0.137337662337662,-0.136849816849817,-0.136428571428571,-0.133333333333333,-0.131219698145327,-0.1,-0.0922943722943723,-0.0922943722943723,-0.0922943722943723,-0.0916519740074344,-0.0909090909090909,-0.0851194436951113,-0.08,-0.0775757575757576,-0.0698834498834499,-0.067602778898691,-0.067602778898691,-0.0666666666666667,-0.0630433044517874,-0.0625440003421655,-0.0587719298245614,-0.051364522417154,-0.0436180435439146,-0.0413059887748518,-0.031597582997728,0.021329267350782,0.0294029349786832,0.0298189605505575,0.0376440175698886,0.1,0.100016706383325,0.125,0.136428571428571,0.20304347826087
"cateninnuc",-0.141712102105545,-0.153679326947208,-0.146461538461538,-0.151059239610964,-0.128,-0.158886245697099,-0.155675236522787,-0.145548654244306,0.0336214204411679,-0.121739130434783,-0.0689931677156821,-0.222033898305085,-0.161303963451773,-0.0560897200419711,-0.0507691197691198,-0.226685061095782,-0.229412333823055,-0.0314393939393939,-0.0342206439393939,-0.153333333333333,-0.0334393939393939,-0.170159511020691,-0.214920722747868,-0.158251366120219,-0.00416666666666667,-0.189581456255315,-0.160606060606061,-0.0486694386694387,-0.0486694386694387,-0.0486694386694387,-0.0518680918680919,-0.175990675990676,-0.342522935246032,-0.175990675990676,-0.185579717086566,-0.191014499695262,-0.00977654486450299,-0.00977654486450299,-0.184324009324009,0.252318880463936,-0.192595527363246,-0.189758791932705,-0.191346093520007,-0.190972680525234,-0.0152454603522219,-0.215068079702643,-0.13052485464426,-0.157610104493804,0.0158298916669772,0.0901165634305091,-0.0333333333333333,0.174508846394005,0.133333333333333,0.16384142823202,-0.0283102530224118
"KLF4",0.179039232820237,0.213757575757576,0.171090909090909,0.193757575757576,0.159090909090909,0.168387452450521,0.146737967914438,0.129090909090909,0.0112097211812203,0.12,0.0777234530175707,0.229090909090909,0.287002178649237,0.060231884057971,0.0573333333333333,0.255406698564593,0.279118038770779,0.08,0.12973544973545,0.233333333333333,0.103809523809524,0.303494623655914,0.24729845626072,0.266666666666667,0.1,0.328094134750806,0.233333333333333,0.141666666666667,0.141666666666667,0.141666666666667,0.146813725490196,0.266666666666667,0.386208964441586,0.266666666666667,0.296078431372549,0.317008663930689,-0.00292053663570692,-0.00292053663570692,0.296078431372549,-0.30694529103932,0.330801767378964,0.317008663930689,0.330052142191558,0.338413346204936,0.037037037037037,0.471660507514166,0.420084322645553,0.204491494357053,0.00336589336589337,-0.342522935246032,-0.1,-0.21939656647766,-0.2,-0.291666666666667,-0.0143063285920429
"HEY1",-0.179039232820237,-0.213757575757576,-0.171090909090909,-0.193757575757576,-0.159090909090909,-0.168387452450521,-0.146737967914438,-0.129090909090909,-0.0112097211812203,-0.12,-0.0777234530175707,-0.229090909090909,-0.287002178649237,-0.060231884057971,-0.0573333333333333,-0.255406698564593,-0.279118038770779,-0.08,-0.12973544973545,-0.233333333333333,-0.103809523809524,-0.303494623655914,-0.24729845626072,-0.266666666666667,-0.1,-0.328094134750806,-0.233333333333333,-0.141666666666667,-0.141666666666667,-0.141666666666667,-0.146813725490196,-0.266666666666667,-0.386208964441586,-0.266666666666667,-0.296078431372549,-0.317008663930689,0.00292053663570692,0.00292053663570692,-0.296078431372549,0.30694529103932,-0.330801767378964,-0.317008663930689,-0.330052142191558,-0.338413346204936,-0.037037037037037,-0.471660507514166,-0.420084322645553,-0.204491494357053,-0.00336589336589337,0.342522935246032,0.1,0.21939656647766,0.2,0.291666666666667,0.0143063285920429
