"","ZEB2","ZEB1","Wnt","TWIST1","TrCP","TGFR","TGF","TCFLEF","SUFU","STAT","SRC","SOSGRB2","SNAI2","SNAI1","SMO","SMAD","SHH","RKIP","RAS","RAF","PI3K","Patched","PAK1","NOTCHic","NOTCH","NFB","miR200","MEK","LOXL23","LIV1","KLF4","JAK","Jagged","ILK","IKK","HEY1","GSK3","GLI","FUS","Frizzled","FOXC2","ERK","EGR1","Ecadherin","DSH","Destcompl","DELTA","Csn","Csl","cMet","cfos","CDC42","CD44","cateninnuc","cateninmemb","AXIN2","AKT"
"ZEB2",-0.0441936915615543,-0.0441936915615543,0.0517016317016317,-0.123343388945394,0.1,-0.214100185528757,-0.220978492407064,0.0482867968042171,0.1,0.08,0.0666666666666667,-0.066996336996337,-0.0490791214530031,-0.152959701247407,-0.108571428571429,-0.112268828732243,-0.113737725688945,0.170080515297907,-0.0219504157512723,-0.0161688311688312,-0.0161688311688312,0.111010452961672,-0.194805194805195,-0.0887179487179487,-0.0925430853299706,-0.111111111111111,0.00763634939125921,-0.16160676080445,0,0.1,-0.0573920053429897,0,-0.0996419384722457,-0.11043956043956,-0.113333333333333,-0.120190615835777,0.0108584815800035,0.0461970445456684,-0.1,0.0593939393939394,-0.231724941724942,-0.153070175438596,-0.158333333333333,0.00263134649338286,0.0727272727272727,0.113506355467632,-0.0161688311688312,-0.111111111111111,-0.0820512820512821,0.0587719298245614,-0.153070175438596,-0.203896103896104,0.0532163742690058,0.0442608227782431,-0.0433052446727691,0.0863063873152894,-0.114267912772586
"ZEB1",0.599236480660769,0.599236480660769,0.420975163048334,0.46732722520558,-0.133333333333333,0.456017634160923,0.490663303452261,0.474886827277582,-0.158333333333333,0.335897435897436,0.38223889931207,0.292397660818713,0.526274522941455,0.335964858251117,0.210606060606061,0.13576285180967,0.248900666704728,-0.325701558274092,0.451519583632661,0.420181000955496,0.420181000955496,-0.232174688057041,0.364176245210728,0.320588235294118,0.353646086533787,0.210175438596491,-0.618474953258121,0.362927355964412,0,0.266666666666667,-0.548781407085495,0,0.319419586459557,0.130955159501978,0.241322979580098,0.150591506938657,-0.385021204855134,0.450872070264829,0.183333333333333,0.384436701509872,0.459211623503487,0.320196078431373,0.216666666666667,-0.643660884726367,0.338095238095238,0.398822436426847,0.420181000955496,0.173333333333333,0.283333333333333,0.419493801272854,0.276666666666667,0.414900882891887,0.449354912383965,0.496119703989911,-0.641844302669352,0.48012547234277,0.271322979580098
"Wnt",0.294452415112386,0.294452415112386,0.25,0.212941176470588,-0.1,0.146666666666667,0.194492753623188,0.308270676691729,0,0.1,0.2,0.0939393939393939,0.340258620689655,0.0856107660455487,0.05,0.0168554959252634,0.0733766233766234,-0.103333333333333,0.150615174299385,0.118796992481203,0.118796992481203,-0.0590909090909091,0.1,0.142857142857143,0.176190476190476,0.0666666666666667,-0.298989898989899,0.119607843137255,0,0,-0.262745098039216,0,0.129730392156863,0.0145299145299145,0.0866666666666667,0.0256410256410256,-0.0729623824451411,0.286842105263158,0,0.3,0.16582995951417,0.0666666666666667,0.1,-0.397597504776891,0.2,-0.0233176107971793,0.118796992481203,0.1,0.1,0.25,0.0666666666666667,0.1,0.286842105263158,0.328800478016233,-0.334703389830508,0.31030303030303,0.111666666666667
"TWIST1",0.477921781430553,0.477921781430553,0.385254803675856,0.460902982092913,-0.2,0.480740595611285,0.517870436157982,0.44594074680908,-0.3,0.309523809523809,0.348412698412698,0.314044866905279,0.730399494956177,0.464163258717176,0.369333333333333,0.125747935153876,0.420267944305734,-0.451249912119477,0.451707802473184,0.42054341891154,0.42054341891154,-0.398100456621005,0.381818181818182,0.371737891737892,0.409473740794495,0.353846153846154,-0.486506655486846,0.474472716508988,0,0.266666666666667,-0.397727746508234,0,0.389596774230238,0.122117572117572,0.401465201465201,0.148953870987769,-0.402069737184491,0.418854803675856,0.333333333333333,0.348412698412698,0.528961501739071,0.429199084668192,0.28,-0.823287541838401,0.309523809523809,0.396779183640449,0.42054341891154,0.3,0.328148148148148,0.384582911178656,0.371304347826087,0.436990595611285,0.417916244511989,0.469345002128228,-0.657002312596614,0.461239889143115,0.440448252312659
"TrCP",-0.579426566710031,-0.579426566710031,-0.364990253411306,-0.380531996988519,0.0333333333333333,-0.409485612426789,-0.443365393847554,-0.423345721959583,0.0476190476190476,-0.28,-0.328148148148148,-0.220173267326733,-0.56658688627274,-0.31950167472478,-0.103533026113671,-0.0467912613073903,-0.14105154463219,0.329766770982241,-0.377657251617079,-0.34356634252617,-0.34356634252617,0.12205154463219,-0.304761904761905,-0.192307692307692,-0.224175824175824,-0.0958333333333333,0.59161402447458,-0.427035126504544,0,-0.2,0.534117616445485,0,-0.204967834014997,-0.0403396484041645,-0.127412280701754,-0.0476467648528677,0.332811147186147,-0.395721960728379,-0.080952380952381,-0.328148148148148,-0.418332661912536,-0.380368459837878,-0.28,0.63971672520503,-0.28,-0.38336182780603,-0.34356634252617,-0.0583333333333333,-0.153846153846154,-0.365985985985986,-0.327826086956522,-0.365546218487395,-0.396679055292917,-0.44569054954579,0.563570019057846,-0.431601140130743,-0.155190058479532
"TGFR",0.536859942632578,0.536859942632578,0.334716981132075,0.458292473968631,-0.166666666666667,0.482698412698413,0.524542384329618,0.406248081610544,-0.0866666666666667,0.2,0.28,0.194850552306693,0.534623887383652,0.399946085022513,0.127471264367816,0.096843454635901,0.172245275667251,-0.392121212121212,0.427850877192982,0.3875,0.3875,-0.152471264367816,0.475555555555556,0.298045977011494,0.334736624493509,0.220238095238095,-0.54562560014451,0.485407125118733,0,0.1,-0.49621426755294,0,0.238928998313803,0.091505376344086,0.241290726817043,0.114425936083605,-0.390323307539179,0.372781497261108,0.103333333333333,0.28,0.500914318261955,0.447050960735171,0.361904761904762,-0.597687249448903,0.2,0.199348904017218,0.3875,0.191666666666667,0.256666666666667,0.334716981132075,0.409273182957393,0.532698412698413,0.374190665342602,0.43255454750957,-0.531214165756982,0.399644238556971,0.26687212216588
"TGF",0.498746735085408,0.498746735085408,0.28,0.420925925925926,-0.2,0.532698412698413,0.482698412698413,0.374190665342602,-0.0666666666666667,0.1,0.2,0.156578947368421,0.494114628124393,0.370152574698029,0.103333333333333,0.091505376344086,0.152471264367816,-0.354978354978355,0.3875,0.335714285714286,0.335714285714286,-0.127471264367816,0.42,0.256666666666667,0.298045977011494,0.191666666666667,-0.506036157329261,0.447050960735171,0,0,-0.456928553267226,0,0.215015954835542,0.0866666666666667,0.220238095238095,0.106963249516441,-0.358782965240891,0.334716981132075,0.0866666666666667,0.2,0.462049689440994,0.409273182957393,0.333333333333333,-0.55305351861415,0.1,0.175356968533347,0.335714285714286,0.166666666666667,0.206666666666667,0.28,0.361904761904762,0.475555555555556,0.334716981132075,0.406248081610544,-0.488027098782386,0.351146384479718,0.241290726817043
"TCFLEF",0.551157097288676,0.551157097288676,0.2411337355455,0.416109725276086,-0.171428571428571,0.562225045837304,0.587721734579026,0.187696085766014,-0.15,0.170833333333333,0.205833333333333,0.195552280055274,0.481648194606754,0.400644309200795,0.170952380952381,0.0431047832223237,0.19735253927417,-0.409950406392065,0.407880722524624,0.384884664705964,0.384884664705964,-0.183855606758833,0.502564102564103,0.345129921887454,0.366724606272836,0.236883116883117,-0.563022914167493,0.516993529118965,0,0.133333333333333,-0.420508658008658,0,0.230762883872856,0.040619123566492,0.249786342689569,0.0786104608748057,-0.355540272450802,0.269084046104506,0.156666666666667,0.209509803921569,0.594898294739134,0.491823461091754,0.431428571428571,-0.59323890084167,0.174509803921569,0.321497671306489,0.384884664705964,0.216883116883117,0.323561294436474,0.237457264957265,0.46801393728223,0.535122242098986,0.265130220932108,0.205565501573574,-0.43133525696342,0.600618315018315,0.265003733993916
"SUFU",-0.552567489434722,-0.552567489434722,-0.379059829059829,-0.342546563085871,0.15,-0.560505079547633,-0.590682594340532,-0.325737329464085,0.253333333333333,-0.196666666666667,-0.241111111111111,-0.297570850202429,-0.523088204917469,-0.397973558430912,-0.300555555555556,-0.08760761261469,-0.330764985764986,0.409914673773289,-0.438243790535604,-0.412610879143199,-0.412610879143199,0.315707070707071,-0.481666666666667,-0.352878787878788,-0.378275613275613,-0.228857142857143,0.565009829196046,-0.460787170765161,0,-0.15,0.497073339659479,0,-0.263533618696026,-0.0836815156169995,-0.25578021978022,-0.100774046976247,0.378765456377847,-0.406940869952022,-0.278333333333333,-0.344444444444444,-0.493805397810433,-0.428872277148139,-0.353846153846154,0.520101367238947,-0.3,-0.352087037506723,-0.412610879143199,-0.192857142857143,-0.318787878787879,-0.275091693635383,-0.393240093240093,-0.522207207207207,-0.302911242507563,-0.345225820512678,0.469010058802194,-0.43597673166823,-0.275243307028542
"STAT",0.428662363277748,0.428662363277748,-0.00146103896103896,0.0723624118676593,0,0.185974880382775,0.201916909368282,0.0211386536701994,0,-0.0571428571428571,-0.0196428571428571,-0.0103858784893268,0.103239937971151,0.129655961871159,0.02,0.0253706480093287,0.0331714344515332,-0.1548712998713,-0.0315080151352419,-0.044194582299421,-0.044194582299421,-0.0269767441860465,0.140909090909091,0.00863804981452041,0.0193176614650058,0,-0.445247071560767,0.202011385199241,0,0,-0.316379481085363,0,0.0493127249851466,0.0207729468599034,0.0142857142857143,0.0186666666666667,0.0443902981753449,0.0111440030557678,0,-0.0196428571428571,0.206226312201772,0.185882352941176,0.2,-0.198469561848455,-0.0571428571428571,-0.0636695348791481,-0.044194582299421,0,-0.0156862745098039,-0.00146103896103896,0.18,0.159659090909091,0.0113594738594739,0.0300778670194247,-0.0595995216793727,-0.0431294196000078,0.0193704600484262
"SRC",0.423135669362084,0.423135669362084,0,0.218237968927624,-0.1,0.33015873015873,0.357431457431457,0.0486005597760896,0.0333333333333333,0,-0.05,-0.00571428571428571,0.192103955518337,0.246181754340949,-0.0333333333333333,0.000195590327169274,-0.00305010893246187,-0.356533072662105,0.210445253536618,0.187717980809345,0.187717980809345,0.0148148148148148,0.311111111111111,0.0942857142857143,0.119285714285714,0.1,-0.436226028399941,0.307413760243949,0,0,-0.304263565891473,0,0.0369665960950365,0.00109649122807018,0.0923076923076923,0.0329361138695796,-0.13965367965368,0.0278688524590164,-0.0333333333333333,-0.05,0.358986928104575,0.297979797979798,0.3,-0.234755538579068,-0.1,-0.0840870361522535,0.187717980809345,0.1,0.08,0,0.309090909090909,0.311111111111111,0.0278688524590164,0.0631419468006981,-0.0860597215985631,-0.0315164265374644,0.103418803418803
"SOSGRB2",0.0999624060150376,0.0999624060150376,0.167857142857143,0.172173913043478,0,0.114395604395604,0.133544540565817,0.210820529584832,0.2,0.1,0.142857142857143,-0.150833333333333,0.485332304311364,0.124846481876333,-0.183333333333333,-0.191235431235431,-0.162843075633773,-0.204130116959064,0.224996378386209,0.203201506591337,0.203201506591337,0.16981981981982,0.0928571428571429,0.0167832167832168,0.0350930759381464,-0.0111111111111111,-0.0941079177073085,0.247225147225147,0,0,-0.0871052631578947,0,-0.12892142742161,-0.193333333333333,-0.016374269005848,-0.102840909090909,-0.209905659246473,0.189596273291925,-0.2,0.142857142857143,0.117472527472527,0.229043329043329,0.242857142857143,-0.255613772634491,0.1,-0.109490621235588,0.203201506591337,0,0.00909090909090909,0.173291925465839,0.231746031746032,0.102857142857143,0.195031055900621,0.221719191152709,-0.258586248586249,0.219788228822882,-0.00387426900584795
"SNAI2",0.37770778267254,0.37770778267254,0.373563197366014,0.447700890179382,-0.1,0.375493787258493,0.410897513966568,0.427956280172798,-0.2,0.305454545454545,0.341168831168831,0.323799864773496,0.710777486540221,0.366685459193243,0.301176470588235,0.0713082321681284,0.352915476049575,-0.353833333333333,0.442051352058506,0.412827607766268,0.412827607766268,-0.331788715486194,0.276470588235294,0.376754385964912,0.413118022328549,0.275,-0.385881279343788,0.393614202437732,0,0.26,-0.286538461538462,0,0.394918854270611,0.0670020120724346,0.326724137931034,0.0926461723930078,-0.386470390385003,0.402974962071897,0.26,0.341168831168831,0.424698860712761,0.349019607843137,0.2,-0.808460433019942,0.305454545454545,0.385743987724154,0.412827607766268,0.2,0.332894736842105,0.373563197366014,0.288235294117647,0.333613445378151,0.40259545543053,0.449540131104475,-0.63753975365315,0.447100565604419,0.366483174075613
"SNAI1",0.611037882823192,0.611037882823192,0.395721960728379,0.407301227757749,-0.0583333333333333,0.443365393847554,0.471994426105618,0.44569054954579,-0.080952380952381,0.328148148148148,0.365985985985986,0.240927984307865,0.594578840681054,0.242455411379584,0.12205154463219,0.0501122945177224,0.157168049486559,-0.359473883952952,0.404750847676193,0.377657251617079,0.377657251617079,-0.14105154463219,0.365546218487395,0.224175824175824,0.252339089481947,0.127412280701754,-0.62475523484922,0.462012704979881,0,0.28,-0.56807400273832,0,0.224261951662055,0.0467912613073903,0.155190058479532,0.0577658124719153,-0.353867252796708,0.422230187419421,0.103533026113671,0.364990253411306,0.446413983386488,0.427035126504544,0.327826086956522,-0.672651168493271,0.328148148148148,0.398383757630591,0.377657251617079,0.0958333333333333,0.192307692307692,0.396679055292917,0.380368459837878,0.409485612426789,0.423345721959583,0.464172738497778,-0.594209051873045,0.461904170433774,0.181578947368421
"SMO",0.47909604519774,0.47909604519774,0.3,0.281917211328976,0,0.481666666666667,0.522207207207207,0.275091693635383,-0.3,0.1,0.15,0.255263157894737,0.458517788724685,0.352150537634409,0.253333333333333,0.0817460317460317,0.300555555555556,-0.347301587301587,0.382479874776386,0.347596153846154,0.347596153846154,-0.278333333333333,0.4,0.278787878787879,0.318787878787879,0.15,-0.489843279083785,0.393240093240093,0,0.1,-0.413888888888889,0,0.224761904761905,0.0833333333333333,0.192857142857143,0.0945054945054945,-0.335225292506846,0.344444444444444,0.333333333333333,0.25,0.427931034482759,0.353846153846154,0.2,-0.44460794850667,0.2,0.319191970819878,0.347596153846154,0.1,0.233333333333333,0.196666666666667,0.3,0.44,0.241111111111111,0.302911242507563,-0.399283850088736,0.366472607851918,0.228857142857143
