"","AKT","AXIN2","CD44","CDC42","Csl","Csn","DELTA","DSH","Destcompl","EGR1","ERK","Ecadherin","FOXC2","FUS","Frizzled","GLI","GSK3","HEY1","IKK","ILK","JAK","Jagged","KLF4","LIV1","LOXL23","MEK","NFB","NOTCH","NOTCHic","PAK1","PI3K","Patched","RAF","RAS","RKIP","SHH","SMAD","SMO","SNAI1","SNAI2","SOSGRB2","SRC","STAT","SUFU","TCFLEF","TGF","TGFR","TWIST1","TrCP","Wnt","ZEB1","ZEB2","cMet","cateninmemb","cateninnuc","cfos","miR200"
"AKT",1,-0.070598326624547,0.836421604107306,0.993838919310948,0.942298469798847,0.998599778085099,0.842303128146567,0.771146889213735,0.00897467443860902,0.824370919213336,0.824650474290467,-0.93866182999835,0.996079038157586,0.822129823463101,0.771146889213735,0.771146889213735,-0.996080926197789,0.966953591825976,1,0.961064367959134,0.0448468143563255,0.940064241224699,-0.088219424645803,0.191067449326715,0.126879353943836,0.824650474290467,0.99971992475861,0.942859945218761,0.942298469798847,0.993838919310948,0.842303128146567,-0.822129823463101,0.331404512272074,0.842303128146567,-0.824650474290467,0.822129823463101,0.961064367959134,0.822129823463101,0.993558372168717,0.832510345620712,0.843988398652181,0.836421604107306,0.191067449326715,-0.822129823463101,0.836421604107306,0.993838919310948,0.993838919310948,0.998880173551141,-0.996359477796439,0.771146889213735,0.340325944118003,0.340325944118003,0.836421604107306,-0.836984087540722,0.836421604107306,0.824650474290467,-0.340325944118003
"AXIN2",-0.070598326624547,1,-0.152973109254467,-0.0689117617989955,-0.0823714014966085,-0.06976099597457,-0.14877001299422,-0.0988972382107719,0.583214238356989,-0.0501431816618695,-0.0504242507942915,0.0753477676653167,-0.0694739270344515,-0.0613657187993503,-0.0988972382107719,-0.0988972382107719,0.066668936869975,-0.0722935468939897,-0.070598326624547,-0.0703212269435184,-0.0106127861668287,-0.0851812822824969,-0.0120234796599726,-0.0235021277720849,-0.0154224308515139,-0.0504242507942915,-0.070319211394038,-0.0829337662937912,-0.0823714014966085,-0.0689117617989955,-0.14877001299422,0.0613657187993503,-0.00529688833255158,-0.14877001299422,0.0504242507942915,-0.0613657187993503,-0.0703212269435184,-0.0613657187993503,-0.0691928415919093,-0.0969581409915806,-0.148775133522844,-0.152973109254467,-0.0235021277720849,0.0613657187993503,-0.152973109254467,-0.0689117617989955,-0.0689117617989955,-0.0700341550802257,0.0697630323724754,-0.0988972382107719,-0.00254841192202486,-0.00254841192202486,-0.152973109254467,0.152415441605263,-0.152973109254467,-0.0504242507942915,0.00254841192202486
"CD44",0.836421604107306,-0.152973109254467,1,0.832510338170673,0.886833738023164,0.835016664590412,0.994117337114848,0.840614284269294,-0.0649577344279006,0.675924801933781,0.67620291136662,-0.891070727490429,0.834747565777905,0.780103399338738,0.840614284269294,0.840614284269294,-0.834195064522538,0.834165449149024,0.836421604107306,0.804203187612477,0.0409741735913189,0.889069433325334,-0.122364736681157,0.187193121690493,0.105009088939778,0.67620291136662,0.836139974181298,0.887392238266953,0.886833738023164,0.832510338170673,0.994117337114848,-0.780103399338738,0.182983344467632,0.994117337114848,-0.67620291136662,0.780103399338738,0.804203187612477,0.780103399338738,0.832228314153536,0.882906121243501,0.992436810129684,1,0.187193121690493,-0.780103399338738,1,0.832510338170673,0.832510338170673,0.837548776341479,-0.832773119961033,0.840614284269294,0.344215935429741,0.344215935429741,1,-0.999439895842588,1,0.67620291136662,-0.344215935429741
"CDC42",0.993838919310948,-0.0689117617989955,0.832510338170673,1,0.93950268078446,0.992440097681182,0.838391380471371,0.777314889962959,0.0100885114348028,0.828291187348684,0.828571213359023,-0.93585620116305,0.997199030763577,0.828299576137948,0.777314889962959,0.777314889962959,-0.995518360692121,0.965280992878949,0.993838919310948,0.964988918053219,0.0470716588276165,0.937272187320514,-0.086549253810941,0.193293672761941,0.128567631496346,0.828571213359023,0.993559310698414,0.940065087595649,0.93950268078446,1,0.838391380471371,-0.828299576137948,0.33531239205784,0.838391380471371,-0.828571213359023,0.828299576137948,0.964988918053219,0.828299576137948,0.999719926736129,0.829163033391753,0.840078493020901,0.832510338170673,0.193293672761941,-0.828299576137948,0.832510338170673,1,1,0.994958129833524,-0.990200732811754,0.777314889962959,0.340338475571309,0.340338475571309,0.832510338170673,-0.833073743549167,0.832510338170673,0.828571213359023,-0.340338475571309
"Csl",0.942298469798847,-0.0823714014966085,0.886833738023164,0.93950268078446,1,0.940896196214492,0.891595338243531,0.805877723758681,-0.000540462500320671,0.773955453894207,0.774234369870555,-0.925226408296449,0.941181289252778,0.837250370609355,0.805877723758681,0.805877723758681,-0.938944831885338,0.941175805985054,0.942298469798847,0.910643510254287,0.043748038340466,0.995520542450789,-0.0938081906670108,0.18996745841103,0.104460295261772,0.774234369870555,0.942017716837538,0.999439916931992,1,0.93950268078446,0.891595338243531,-0.837250370609355,0.281002122266118,0.891595338243531,-0.774234369870555,0.837250370609355,0.910643510254287,0.837250370609355,0.939781716038062,0.854345191215467,0.893278561230827,0.886833738023164,0.18996745841103,-0.837250370609355,0.886833738023164,0.93950268078446,0.93950268078446,0.943422217260755,-0.9386544940132,0.805877723758681,0.337509482236678,0.337509482236678,0.886833738023164,-0.887395200335062,0.886833738023164,0.774234369870555,-0.337509482236678
"Csn",0.998599778085099,-0.06976099597457,0.835016664590412,0.992440097681182,0.940896196214492,1,0.840898442984047,0.76974438964401,0.00981834238382061,0.82297187460894,0.823251194668026,-0.937264507118649,0.994679750711816,0.820726511952365,0.76974438964401,0.76974438964401,-0.99468258207667,0.965549958722968,0.998599778085099,0.959663330673672,0.0440145595545091,0.93866005902294,-0.0879341296615138,0.190234657111572,0.125475110343588,0.823251194668026,0.998879696002204,0.941457198178535,0.940896196214492,0.992440097681182,0.840898442984047,-0.820726511952365,0.330011155522907,0.840898442984047,-0.823251194668026,0.820726511952365,0.959663330673672,0.820726511952365,0.992159313894596,0.831103484033291,0.842582763650194,0.835016664590412,0.190234657111572,-0.820726511952365,0.835016664590412,0.992440097681182,0.992440097681182,0.997480893688037,-0.997759225933369,0.76974438964401,0.339479669415742,0.339479669415742,0.835016664590412,-0.835578672345782,0.835016664590412,0.823251194668026,-0.339479669415742
"DELTA",0.842303128146567,-0.14877001299422,0.994117337114848,0.838391380471371,0.891595338243531,0.840898442984047,1,0.839773434571697,-0.0607568596236039,0.670041055524667,0.670319241207045,-0.888547487900327,0.840628764797071,0.779823238882154,0.839773434571697,0.839773434571697,-0.840075943488314,0.833885405959941,0.842303128146567,0.80336210657258,0.0429323465710537,0.888229172533184,-0.119284892799816,0.189151273353765,0.105850565962783,0.670319241207045,0.842021582140727,0.89215400841787,0.891595338243531,0.838391380471371,1,-0.779823238882154,0.177098141573901,1,-0.670319241207045,0.779823238882154,0.80336210657258,0.779823238882154,0.838109437605009,0.878144757851096,0.998319844078439,0.994117337114848,0.189151273353765,-0.779823238882154,0.994117337114848,0.838391380471371,0.838391380471371,0.843429969316049,-0.838655073053481,0.839773434571697,0.34169630453288,0.34169630453288,0.994117337114848,-0.993557364338536,0.994117337114848,0.670319241207045,-0.34169630453288
"DSH",0.771146889213735,-0.0988972382107719,0.840614284269294,0.777314889962959,0.805877723758681,0.76974438964401,0.839773434571697,1,-0.0221105981076287,0.616249701580977,0.616528652329179,-0.796091740090658,0.774511675935753,0.939494693232267,1,1,-0.775076269667943,0.771142615462199,0.771146889213735,0.749015725875214,0.0148921340831762,0.807558917556356,-0.100252650345678,0.148226201933307,0.0560010030906397,0.616528652329179,0.770866074096979,0.806437698050548,0.805877723758681,0.777314889962959,0.839773434571697,-0.939494693232267,0.165868969361891,0.839773434571697,-0.616528652329179,0.939494693232267,0.749015725875214,0.939494693232267,0.777033715040873,0.757141918924548,0.838655239604814,0.840614284269294,0.148226201933307,-0.939494693232267,0.840614284269294,0.777314889962959,0.777314889962959,0.772270751004862,-0.767502471432965,1,0.289049762177772,0.289049762177772,0.840614284269294,-0.840055191950317,0.840614284269294,0.616528652329179,-0.289049762177772
"Destcompl",0.00897467443860902,0.583214238356989,-0.0649577344279006,0.0100885114348028,-0.000540462500320671,0.00981834238382061,-0.0607568596236039,-0.0221105981076287,1,0.00140386695045421,0.00112485144917662,-0.00924047635932774,0.00953048713908317,0.0120681875671716,-0.0221105981076287,-0.0221105981076287,-0.0128874521377079,0.00562877486014547,0.00897467443860902,0.00309555704157602,-0.0129231877999647,-0.00333289811227304,-0.0165523464478803,0.00108754058309804,0.000298791866319305,0.00112485144917662,0.00925589585324352,-0.00109850429228377,-0.000540462500320671,0.0100885114348028,-0.0607568596236039,-0.0120681875671716,-0.00591222641379612,-0.0607568596236039,-0.00112485144917662,0.0120681875671716,0.00309555704157602,0.0120681875671716,0.00980949901156181,-0.0178886727367157,-0.0607530185383918,-0.0649577344279006,0.00108754058309804,-0.0120681875671716,-0.0649577344279006,0.0100885114348028,0.0100885114348028,0.00953048713908317,-0.00982056094815656,-0.0221105981076287,0.0227218559090307,0.0227218559090307,-0.0649577344279006,0.0643955848295022,-0.0649577344279006,0.00112485144917662,-0.0227218559090307
"EGR1",0.824370919213336,-0.0501431816618695,0.675924801933781,0.828291187348684,0.773955453894207,0.82297187460894,0.670041055524667,0.616249701580977,0.00140386695045421,1,0.999719926911907,-0.779272965143444,0.826050466158338,0.673956534884853,0.616249701580977,0.616249701580977,-0.828291268185191,0.832786572880015,0.824370919213336,0.863308290740189,0.0249391150465148,0.778446172289369,-0.0801083217091538,0.161077231744153,0.122686508358958,0.999719926911907,0.824091249521974,0.774517523871901,0.773955453894207,0.828291187348684,0.670041055524667,-0.673956534884853,0.507023836544317,0.670041055524667,-0.999719926911907,0.673956534884853,0.863308290740189,0.673956534884853,0.828571356834118,0.791908821047735,0.668365476637512,0.675924801933781,0.161077231744153,-0.673956534884853,0.675924801933781,0.828291187348684,0.828291187348684,0.823249340765016,-0.820732294961442,0.616249701580977,0.295241114444065,0.295241114444065,0.675924801933781,-0.67648765144529,0.675924801933781,0.999719926911907,-0.295241114444065
