"","AKT","AXIN2","CD44","CDC42","Csl","Csn","DELTA","DSH","Destcompl","EGR1","ERK","Ecadherin","FOXC2","FUS","Frizzled","GLI","GSK3","HEY1","IKK","ILK","JAK","Jagged","KLF4","LIV1","LOXL23","MEK","NFB","NOTCH","NOTCHic","PAK1","PI3K","Patched","RAF","RAS","RKIP","SHH","SMAD","SMO","SNAI1","SNAI2","SOSGRB2","SRC","STAT","SUFU","TCFLEF","TGF","TGFR","TWIST1","TrCP","Wnt","ZEB1","ZEB2","cMet","cateninmemb","cateninnuc","cfos","miR200"
"AKT",1,-0.0423273210009587,0.812121530593456,0.99614105686555,0.944046183589297,0.995419932788903,0.812121530593456,0.756167533452285,0.0801858841445652,0.802230560549556,0.810673022568631,-0.931026109305109,0.9980710083728,0.813093388765381,0.756167533452285,0.756167533452285,-0.973712769125039,0.984083081591537,0.999758845615801,0.99614105686555,0.0511976839276256,0.944528013528038,-0.0485661192082145,0.216171956209528,0.120514134756352,0.811639133014338,0.9980710083728,0.944046183589297,0.944046183589297,0.99614105686555,0.812121530593456,-0.813335674884982,0.812121530593456,0.812121530593456,-0.99614105686555,0.813335674884982,0.99614105686555,0.813335674884982,0.99614105686555,0.87531970510347,0.99614105686555,0.812121530593456,0.216171956209528,-0.81285331888901,0.812121530593456,0.99614105686555,0.99614105686555,0.999758844648059,-0.990598940372905,0.756167533452285,0.280568436456231,0.280568436456231,0.812121530593456,-0.813086325751693,0.812121530593456,0.808744747539628,-0.280568436456231
"AXIN2",-0.0423273210009587,1,-0.156896055119521,-0.0418449698023502,-0.0760935007874326,-0.0420852227333077,-0.156896055119521,-0.0888728863518198,0.601109410270508,-0.151347108579001,-0.15544783246003,0.0568005689261883,-0.0413621895158879,-0.0469081161543449,-0.0888728863518198,-0.0888728863518198,0.021828102446908,-0.0481148319548687,-0.0425683833338896,-0.0418449698023502,0.00397857025492679,-0.0756107177406799,-0.00229065413815181,-0.011456267414729,-0.0145901791822085,-0.156413674234627,-0.0428092321698882,-0.0760935007874326,-0.0760935007874326,-0.0418449698023502,-0.156896055119521,0.0471492048869582,-0.156896055119521,-0.156896055119521,0.0418449698023502,-0.0471492048869582,-0.0418449698023502,-0.0471492048869582,-0.0418449698023502,-0.10383571174496,-0.0418449698023502,-0.156896055119521,-0.011456267414729,0.0466668655837724,-0.156896055119521,-0.0418449698023502,-0.0418449698023502,-0.0420862601627111,0.044496581245785,-0.0888728863518198,0.00759624529047437,0.00759624529047437,-0.156896055119521,0.155931293349734,-0.156896055119521,-0.154001769810162,-0.00759624529047437
"CD44",0.812121530593456,-0.156896055119521,1,0.808744747539628,0.865174006195752,0.807556173825452,1,0.78777392279014,-0.0252127671750339,0.990110599475194,0.998552844075381,-0.881085718667128,0.810681586807695,0.730388106289869,0.78777392279014,0.78777392279014,-0.838399213127859,0.823227693355312,0.811882070932718,0.808744747539628,0.0296989936202194,0.864694114890717,-0.105228521013399,0.19613605721208,0.0850961370134781,0.999517572731742,0.810199192876202,0.865174006195752,0.865174006195752,0.808744747539628,1,-0.730631836633081,1,1,-0.808744747539628,0.730631836633081,0.808744747539628,0.730631836633081,0.808744747539628,0.936319184393007,0.808744747539628,1,0.19613605721208,-0.730149450950529,1,0.808744747539628,0.808744747539628,0.812361038456212,-0.802741263612303,0.78777392279014,0.291893043045049,0.291893043045049,1,-0.999035145463485,1,0.996623009122197,-0.291893043045049
"CDC42",0.99614105686555,-0.0418449698023502,0.808744747539628,1,0.943563807055625,0.991561050256688,0.808744747539628,0.76002642788027,0.0801858841445652,0.798853810496664,0.807296261711967,-0.927649400502026,0.9980710083728,0.816952240997549,0.76002642788027,0.76002642788027,-0.970336124943619,0.98456544418061,0.995899910112901,1,0.0550565722954876,0.944045639323226,-0.0447072826869,0.22003082258163,0.12196120964589,0.80826234996051,0.99421209441756,0.943563807055625,0.943563807055625,1,0.808744747539628,-0.817194522852757,0.808744747539628,0.808744747539628,-1,0.817194522852758,1,0.817194522852758,1,0.87194287529666,1,0.808744747539628,0.22003082258163,-0.816712166856785,0.808744747539628,1,1,0.996382262531368,-0.986740078938575,0.76002642788027,0.279121363418357,0.279121363418357,0.808744747539628,-0.809709542697865,0.808744747539628,0.8053679644858,-0.279121363418357
"Csl",0.944046183589297,-0.0760935007874326,0.865174006195752,0.943563807055625,1,0.939471101261653,0.865174006195752,0.772086508755872,0.0464209627174415,0.855283736689519,0.863726054295763,-0.921371376548044,0.943084187723838,0.811169421270153,0.772086508755872,0.772086508755872,-0.932707128763901,0.958039403609445,0.943805600908664,0.943563807055625,0.0376799187360872,0.999517733499808,-0.0596541305781946,0.202659084970345,0.0959260497794007,0.864691599974236,0.942119441951427,1,1,0.943563807055625,0.865174006195752,-0.811412179194908,0.865174006195752,0.865174006195752,-0.943563807055625,0.811412179194908,0.943563807055625,0.811412179194908,0.943563807055625,0.901357063355016,0.943563807055625,0.865174006195752,0.202659084970345,-0.810929814557283,0.865174006195752,0.943563807055625,0.943563807055625,0.944286822150487,-0.934652189760169,0.772086508755872,0.277669260593837,0.277669260593837,0.865174006195752,-0.865174006195752,0.865174006195752,0.861797162645142,-0.277669260593837
"Csn",0.995419932788903,-0.0420852227333077,0.807556173825452,0.991561050256688,0.939471101261653,1,0.807556173825452,0.75158768875091,0.0804271053923334,0.797663833075309,0.806106671451744,-0.926455320797567,0.99348891205313,0.808508512265438,0.75158768875091,0.75158768875091,-0.969137732989905,0.979500173659839,0.995660627099321,0.991561050256688,0.0475931009669367,0.939951898670674,-0.0488146437626194,0.212562709085459,0.117365184341248,0.807073783822079,0.997347765406593,0.939471101261653,0.939471101261653,0.991561050256688,0.807556173825452,-0.80875027616281,0.807556173825452,0.807556173825452,-0.991561050256688,0.80875027616281,0.991561050256688,0.80875027616281,0.991561050256688,0.870755386904897,0.991561050256688,0.807556173825452,0.212562709085459,-0.80826792774193,0.807556173825452,0.991561050256688,0.991561050256688,0.995179295415867,-0.995176964281415,0.75158768875091,0.279851759793947,0.279851759793947,0.807556173825452,-0.808520953832197,0.807556173825452,0.804179443801842,-0.279851759793947
"DELTA",0.812121530593456,-0.156896055119521,1,0.808744747539628,0.865174006195752,0.807556173825452,1,0.78777392279014,-0.0252127671750339,0.990110599475194,0.998552844075381,-0.881085718667128,0.810681586807695,0.730388106289869,0.78777392279014,0.78777392279014,-0.838399213127859,0.823227693355312,0.811882070932718,0.808744747539628,0.0296989936202194,0.864694114890717,-0.105228521013399,0.19613605721208,0.0850961370134781,0.999517572731742,0.810199192876202,0.865174006195752,0.865174006195752,0.808744747539628,1,-0.730631836633081,1,1,-0.808744747539628,0.730631836633081,0.808744747539628,0.730631836633081,0.808744747539628,0.936319184393007,0.808744747539628,1,0.19613605721208,-0.730149450950529,1,0.808744747539628,0.808744747539628,0.812361038456212,-0.802741263612303,0.78777392279014,0.291893043045049,0.291893043045049,1,-0.999035145463485,1,0.996623009122197,-0.291893043045049
"DSH",0.756167533452285,-0.0888728863518198,0.78777392279014,0.76002642788027,0.772086508755872,0.75158768875091,0.78777392279014,1,0.0133810804506024,0.777882093906706,0.786324778674878,-0.763407563326492,0.758097646447401,0.942602158831949,1,1,-0.782457830860927,0.759545313418731,0.755926457142807,0.76002642788027,0.00562528365909709,0.772085980321544,-0.0724480665544489,0.151784368733048,0.0435682756388286,0.787291531299705,0.754238781198259,0.772086508755872,0.772086508755872,0.76002642788027,0.78777392279014,-0.942843891618302,0.78777392279014,0.78777392279014,-0.760026427880269,0.942843891618302,0.76002642788027,0.942843891618302,0.76002642788027,0.770894495299187,0.76002642788027,0.78777392279014,0.151784368733048,-0.942361541710489,0.78777392279014,0.76002642788027,0.76002642788027,0.756408654715434,-0.746766461649459,1,0.234026720297502,0.234026720297502,0.78777392279014,-0.78680913980927,0.78777392279014,0.784397182357092,-0.234026720297502
"Destcompl",0.0801858841445652,0.601109410270508,-0.0252127671750339,0.0801858841445652,0.0464209627174415,0.0804271053923334,-0.0252127671750339,0.0133810804506024,1,-0.0196647575930556,-0.0237651772110377,-0.0734335441881889,0.0806682070906749,0.0524516309291351,0.0133810804506024,0.0133810804506024,-0.106474894202703,0.0743977233334526,0.0799446958112531,0.0801858841445652,0.00735189937886114,0.0469033870199038,-0.0182060040814206,0.0198933229809587,-0.00349370559547475,-0.0247303862059725,0.0797035118196833,0.0464209627174415,0.0464209627174415,0.0801858841445652,-0.0252127671750339,-0.0522105486770683,-0.0252127671750339,-0.0252127671750339,-0.0801858841445652,0.0522105486770683,0.0801858841445652,0.0522105486770683,0.0801858841445652,0.0273665556764296,0.0801858841445652,-0.0252127671750339,0.0198933229809587,-0.052692888064415,-0.0252127671750339,0.0801858841445652,0.0801858841445652,0.0804270781102701,-0.0775332008693895,0.0133810804506024,0.0428046437856062,0.0428046437856062,-0.0252127671750339,0.0242480052369112,-0.0252127671750339,-0.0223184813606657,-0.0428046437856062
"EGR1",0.802230560549556,-0.151347108579001,0.990110599475194,0.798853810496664,0.855283736689519,0.797663833075309,0.990110599475194,0.777882093906706,-0.0196647575930556,1,0.991557689899753,-0.871196475927362,0.800790007547399,0.720495550296282,0.777882093906706,0.777882093906706,-0.828509355081771,0.813335676392821,0.801990948268287,0.798853810496664,0.0299445207288679,0.854803548766059,-0.100165212252979,0.196379258337847,0.0824382710913203,0.990593022028742,0.80030761833029,0.855283736689519,0.855283736689519,0.798853810496664,0.990110599475194,-0.720739114680121,0.990110599475194,0.990110599475194,-0.798853810496664,0.720739114680121,0.798853810496664,0.720739114680121,0.798853810496664,0.926913396736008,0.798853810496664,0.990110599475194,0.196379258337847,-0.720256733711873,0.990110599475194,0.798853810496664,0.798853810496664,0.802470220458098,-0.792848325950175,0.777882093906706,0.284899393757316,0.284899393757316,0.990110599475194,-0.989145754368098,0.990110599475194,0.993487557350029,-0.284899393757316
