"posLoopsUnd","posLoopsUndWeighted","negLoopsUnd","negLoopsUndWeighted","inconsistency","Net"
48,12.6620781995782,13,2.65277777777778,5,"AKT_GSK3_2_0"
48,12.6620781995782,14,2.85277777777778,6,"AKT_GSK3_2_1"
48,12.9245781995782,13,2.65277777777778,5,"AKT_IKK_1_0"
46,12.4745781995782,16,3.04027777777778,6,"AKT_IKK_1_2"
51,12.758170995671,21,3.75813492063492,6,"AXIN2_AXIN2_1_0"
48,11.8620781995782,14,3.65277777777778,6,"AXIN2_AXIN2_1_2"
48,12.6120781995782,12,2.40277777777778,4,"AXIN2_Destcompl_1_0"
49,12.8620781995782,13,2.65277777777778,5,"AXIN2_Destcompl_1_2"
47,12.1954115329115,13,2.65277777777778,5,"cateninmemb_cateninnuc_2_0"
47,12.1954115329115,15,3.31944444444444,6,"cateninmemb_cateninnuc_2_1"
47,12.1954115329115,13,2.65277777777778,5,"cateninmemb_Ecadherin_1_0"
47,12.1954115329115,15,3.31944444444444,6,"cateninmemb_Ecadherin_1_2"
47,12.1954115329115,13,2.65277777777778,5,"cateninnuc_cateninmemb_2_0"
47,12.1954115329115,15,3.31944444444444,6,"cateninnuc_cateninmemb_2_1"
48,13.2778499278499,9,1.91944444444444,5,"cateninnuc_Destcompl_1_0"
48,12.6120781995782,14,2.90277777777778,5,"cateninnuc_Destcompl_1_2"
48,12.3585428460428,13,2.65277777777778,5,"cateninnuc_SNAI2_1_0"
46,12.1676337551338,16,3.34722222222222,6,"cateninnuc_SNAI2_1_2"
46,13.0202380952381,11,1.90238095238095,4,"cateninnuc_TCFLEF_1_0"
39,11.5277777777778,23,3.9870781995782,5,"cateninnuc_TCFLEF_1_2"
48,12.7906496281496,13,2.65277777777778,5,"CD44_cMet_1_0"
48,12.7906496281496,14,2.72420634920635,5,"CD44_cMet_1_2"
48,12.6620781995782,13,2.65277777777778,5,"CDC42_PAK1_1_0"
48,12.6620781995782,14,2.85277777777778,5,"CDC42_PAK1_1_2"
48,12.6620781995782,13,2.65277777777778,5,"cfos_EGR1_1_0"
48,12.6620781995782,14,2.85277777777778,5,"cfos_EGR1_1_2"
50,12.807591020091,11,2.41666666666667,5,"cMet_SOSGRB2_1_0"
49,12.7231893106893,13,2.79166666666667,6,"cMet_SOSGRB2_1_2"
50,12.807591020091,11,2.41666666666667,5,"cMet_SRC_1_0"
48,12.6517607392607,14,2.86309523809524,6,"cMet_SRC_1_2"
48,12.6120781995782,13,2.65277777777778,5,"Csl_HEY1_1_0"
48,12.6120781995782,14,2.90277777777778,5,"Csl_HEY1_1_2"
48,12.6120781995782,13,2.65277777777778,5,"Csl_SNAI1_1_0"
46,12.373982961483,16,3.14087301587302,5,"Csl_SNAI1_1_2"
48,12.5549353424353,13,2.65277777777778,5,"Csn_GSK3_2_0"
47,12.4120781995782,15,3.10277777777778,7,"Csn_GSK3_2_1"
48,12.8745781995782,13,2.65277777777778,5,"Csn_TrCP_2_0"
45,12.2245781995782,17,3.29027777777778,6,"Csn_TrCP_2_1"
48,12.7906496281496,13,2.65277777777778,5,"DELTA_NOTCH_1_0"
48,12.7906496281496,14,2.72420634920635,5,"DELTA_NOTCH_1_2"
48,12.7620781995782,11,2.30277777777778,4,"Destcompl_cateninnuc_2_0"
50,13.1120781995782,12,2.40277777777778,4,"Destcompl_cateninnuc_2_1"
48,11.8620781995782,13,2.65277777777778,5,"Destcompl_Destcompl_1_0"
