"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,0.00175719778272084,0.00288727946857306,-1,1
"OVOL2",0.00175719778272084,1,0.00331940428807772,-0.00175719778272084,0.00175719778272084
"SNAIL",0.00288727946857306,0.00331940428807772,1,-0.00288727946857306,0.00288727946857306
"ZEB",-1,-0.00175719778272084,-0.00288727946857306,1,-1
"miR200",1,0.00175719778272084,0.00288727946857306,-1,1
