"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.468945026781619,-1,1
"OVOL2",1,1,-0.468945026781619,-1,1
"SNAIL",-0.468945026781619,-0.468945026781619,1,0.468945026781619,-0.468945026781619
"ZEB",-1,-1,0.468945026781619,1,-1
"miR200",1,1,-0.468945026781619,-1,1
