"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.162930004541922,-1,0.162930004541922
"OVOL2",1,1,-0.162930004541922,-1,0.162930004541922
"SNAIL",-0.162930004541922,-0.162930004541922,1,0.162930004541922,-1
"ZEB",-1,-1,0.162930004541922,1,-0.162930004541922
"miR200",0.162930004541922,0.162930004541922,-1,-0.162930004541922,1
