"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.00474418944469509,-1,0.00474418944469509
"OVOL2",1,1,-0.00474418944469509,-1,0.00474418944469509
"SNAIL",-0.00474418944469509,-0.00474418944469509,1,0.00474418944469509,-1
"ZEB",-1,-1,0.00474418944469509,1,-0.00474418944469509
"miR200",0.00474418944469509,0.00474418944469509,-1,-0.00474418944469509,1
