"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.13278012490218,-1,1
"OVOL2",1,1,-0.13278012490218,-1,1
"SNAIL",-0.13278012490218,-0.13278012490218,1,0.13278012490218,-0.13278012490218
"ZEB",-1,-1,0.13278012490218,1,-1
"miR200",1,1,-0.13278012490218,-1,1
