"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,0.00331804793287233,-1,-1,-0.01365411382541
"OVOL2",0.00331804793287233,1,-0.0033180479328723,-0.0033180479328723,-0.33621776916771
"SNAIL",-1,-0.0033180479328723,1,1,0.0136541138254101
"ZEB",-1,-0.0033180479328723,1,1,0.0136541138254101
"miR200",-0.01365411382541,-0.33621776916771,0.0136541138254101,0.0136541138254101,1
