"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.128708261231866,-1,0.128708261231866
"OVOL2",1,1,-0.128708261231866,-1,0.128708261231866
"SNAIL",-0.128708261231866,-0.128708261231866,1,0.128708261231866,-1
"ZEB",-1,-1,0.128708261231866,1,-0.128708261231866
"miR200",0.128708261231866,0.128708261231866,-1,-0.128708261231866,1
