"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.227049262590794,-1,-1
"OVOL2",1,1,-0.227049262590794,-1,-1
"SNAIL",-0.227049262590794,-0.227049262590794,1,0.227049262590794,0.227049262590794
"ZEB",-1,-1,0.227049262590794,1,1
"miR200",-1,-1,0.227049262590794,1,1
