"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.157736879140732,-1,1
"OVOL2",1,1,-0.157736879140732,-1,1
"SNAIL",-0.157736879140732,-0.157736879140732,1,0.157736879140732,-0.157736879140732
"ZEB",-1,-1,0.157736879140732,1,-1
"miR200",1,1,-0.157736879140732,-1,1
