"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.00274496053104398,-1,-1,1
"OVOL2",-0.00274496053104398,1,0.00274496053104398,0.00274496053104398,-0.00274496053104398
"SNAIL",-1,0.00274496053104398,1,1,-1
"ZEB",-1,0.00274496053104398,1,1,-1
"miR200",1,-0.00274496053104398,-1,-1,1
