"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.205308790951201,-1,0.205308790951201
"OVOL2",1,1,-0.205308790951201,-1,0.205308790951201
"SNAIL",-0.205308790951201,-0.205308790951201,1,0.205308790951201,-1
"ZEB",-1,-1,0.205308790951201,1,-0.205308790951201
"miR200",0.205308790951201,0.205308790951201,-1,-0.205308790951201,1
