"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.00370834525652645,-0.103134349649161,-1,0.103134349649161
"OVOL2",-0.00370834525652645,1,-0.00371876303746271,0.00370834525652645,0.00371876303746272
"SNAIL",-0.103134349649161,-0.00371876303746271,1,0.103134349649161,-1
"ZEB",-1,0.00370834525652645,0.103134349649161,1,-0.103134349649161
"miR200",0.103134349649161,0.00371876303746272,-1,-0.103134349649161,1
