"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.0115098391655144,-1,-1,1
"OVOL2",-0.0115098391655144,1,0.0115098391655144,0.0115098391655144,-0.0115098391655144
"SNAIL",-1,0.0115098391655144,1,1,-1
"ZEB",-1,0.0115098391655144,1,1,-1
"miR200",1,-0.0115098391655144,-1,-1,1
