"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.175450194967265,-1,0.175450194967265
"OVOL2",1,1,-0.175450194967265,-1,0.175450194967265
"SNAIL",-0.175450194967265,-0.175450194967265,1,0.175450194967265,-1
"ZEB",-1,-1,0.175450194967265,1,-0.175450194967265
"miR200",0.175450194967265,0.175450194967265,-1,-0.175450194967265,1
