"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.00456886629634559,-0.290768725309853,-1,1
"OVOL2",-0.00456886629634559,1,-0.000390935236674888,0.00456886629634561,-0.00456886629634559
"SNAIL",-0.290768725309853,-0.000390935236674888,1,0.290768725309853,-0.290768725309853
"ZEB",-1,0.00456886629634561,0.290768725309853,1,-1
"miR200",1,-0.00456886629634559,-0.290768725309853,-1,1
