"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.161293738843145,-1,0.161293738843145
"OVOL2",1,1,-0.161293738843145,-1,0.161293738843145
"SNAIL",-0.161293738843145,-0.161293738843145,1,0.161293738843145,-1
"ZEB",-1,-1,0.161293738843145,1,-0.161293738843145
"miR200",0.161293738843145,0.161293738843145,-1,-0.161293738843145,1
