"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.000427317580782009,-1,-1,1
"OVOL2",-0.000427317580782009,1,0.000427317580782009,0.000427317580782009,-0.000427317580782009
"SNAIL",-1,0.000427317580782009,1,1,-1
"ZEB",-1,0.000427317580782009,1,1,-1
"miR200",1,-0.000427317580782009,-1,-1,1
