"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.227936797014925,-1,0.227936797014925
"OVOL2",1,1,-0.227936797014925,-1,0.227936797014925
"SNAIL",-0.227936797014925,-0.227936797014925,1,0.227936797014925,-1
"ZEB",-1,-1,0.227936797014925,1,-0.227936797014925
"miR200",0.227936797014925,0.227936797014925,-1,-0.227936797014925,1
