"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.226800453601361,-1,0.226800453601361
"OVOL2",1,1,-0.226800453601361,-1,0.226800453601361
"SNAIL",-0.226800453601361,-0.226800453601361,1,0.226800453601361,-1
"ZEB",-1,-1,0.226800453601361,1,-0.226800453601361
"miR200",0.226800453601361,0.226800453601361,-1,-0.226800453601361,1
