"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.216445114144446,-1,0.216445114144446
"OVOL2",1,1,-0.216445114144446,-1,0.216445114144446
"SNAIL",-0.216445114144446,-0.216445114144446,1,0.216445114144446,-1
"ZEB",-1,-1,0.216445114144446,1,-0.216445114144446
"miR200",0.216445114144446,0.216445114144446,-1,-0.216445114144446,1
