"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,0.00480556018810226,-1,-1,1
"OVOL2",0.00480556018810226,1,-0.00480556018810225,-0.00480556018810225,0.00480556018810226
"SNAIL",-1,-0.00480556018810225,1,1,-1
"ZEB",-1,-0.00480556018810225,1,1,-1
"miR200",1,0.00480556018810226,-1,-1,1
