"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.00510238898493111,-1,-1,0.000883813065311035
"OVOL2",-0.00510238898493111,1,0.00510238898493109,0.00510238898493109,-0.333220540714513
"SNAIL",-1,0.00510238898493109,1,1,-0.000883813065311034
"ZEB",-1,0.00510238898493109,1,1,-0.000883813065311034
"miR200",0.000883813065311035,-0.333220540714513,-0.000883813065311034,-0.000883813065311034,1
